,ibm,crm,Ratio,Spread
0,131.47000122070312,218.0399932861328,1.658477152670758,-55.478738546855396
1,131.24000549316406,219.4600067138672,1.6722035776301325,-57.1831392394127
2,130.75,219.6699981689453,1.6800764678313218,-57.99901726221185
3,130.80499267578125,219.32000732421875,1.6766944658437812,-57.58102856022913
4,131.2100067138672,220.5800018310547,1.6811217936455014,-58.34022752734538
5,131.6699981689453,221.91000366210938,1.6853497892312372,-59.101454828754186
6,131.9499969482422,221.3000030517578,1.6771504976886316,-58.14523871322777
7,132.0800018310547,218.125,1.6514612127202015,-54.80948601002092
8,132.5850067138672,215.72999572753906,1.6271070241985037,-51.790048584466405
9,132.19500732421875,216.89999389648438,1.6407578341027655,-53.44227684042883
10,131.97999572753906,215.9550018310547,1.6362707139108759,-52.76314432177949
11,131.92999267578125,214.50999450683594,1.625938046051405,-51.37996523791267
12,131.5800018310547,214.0500030517578,1.6267669864193532,-51.352733730638136
13,132.16000366210938,214.89999389648438,1.6260592307935655,-51.485558495408185
14,131.09500122070312,215.0399932861328,1.6403370935868506,-52.942422048499964
15,131.18930053710938,214.80499267578125,1.6373667044212923,-52.59082133885789
16,131.55999755859375,214.22500610351562,1.6283445582165263,-51.552471852002725
17,131.31649780273438,214.7960968017578,1.6357129560706665,-52.42464740210215
18,131.10000610351562,214.14999389648438,1.633485766029584,-52.046234174617325
19,130.80999755859375,214.1790008544922,1.6373289874770844,-52.433833606268394
20,130.02999877929688,212.36000061035156,1.6331615981231795,-51.57929353616203
21,128.8000030517578,211.61000061035156,1.6429347484201289,-52.35017013870376
22,129.03500366210938,210.86000061035156,1.6341302330839533,-51.309594389646634
23,128.3249969482422,210.839599609375,1.6430126991891825,-52.16710912007562
24,128.9499969482422,210.86000061035156,1.635207488178432,-51.414704284977915
25,129.6199951171875,212.02499389648438,1.6357429554351992,-51.75125197891873
26,129.67999267578125,211.17999267578125,1.6284701156928794,-50.832064416725274
27,130.11000061035156,212.35000610351562,1.6320805864835346,-51.47037761822898
28,130.10000610351562,216.6103057861328,1.6649523107153756,-55.74303540198457
29,129.67990112304688,217.6199951171875,1.6781320253375163,-57.27218006211143
30,129.77000427246094,219.9600067138672,1.6949988400404628,-59.50078007524576
31,129.9250030517578,218.80999755859375,1.684125398645764,-58.1591165820123
32,130.14999389648438,219.86000061035156,1.6892816820661445,-58.93092085318136
33,130.24000549316406,219.11000061035156,1.682355584834892,-58.06962247361588
