,mo,ko,Ratio,Spread
0,51.654998779296875,62.11000061035156,1.2024005822887565,6.3427758918800805
1,51.255001068115234,62.060001373291016,1.2108087031510641,5.86270147543209
2,51.35499954223633,61.845001220703125,1.2042644683472232,6.210218777595813
3,51.349998474121094,61.82500076293945,1.2039922609559075,6.223591861319122
4,51.260101318359375,61.83000183105469,1.2062013191712047,6.099459827044427
5,51.59000015258789,62.0,1.2017832877810122,6.36664086052788
6,51.689998626708984,62.15999984741211,1.2025537144296445,6.339158162691604
7,51.630001068115234,61.580101013183594,1.1927193441646695,6.839548729256705
8,51.98099899291992,61.994998931884766,1.1926473159996176,6.889790353043182
9,51.755001068115234,61.76499938964844,1.1934112281895028,6.82029931736426
10,51.78499984741211,61.70500183105469,1.1915613017837696,6.9200510097897165
11,51.875,62.02000045776367,1.195566273884601,6.72431983978106
12,51.834999084472656,61.91999816894531,1.1945596462351178,6.771313246687001
13,52.04999923706055,62.209999084472656,1.1951969259622583,6.766228752432383
14,52.13999938964844,62.30500030517578,1.19495590783504,6.7904949884296
15,52.28010177612305,62.33000183105469,1.1922318379938877,6.951155984579813
16,52.380001068115234,62.380001068115234,1.1909125581535585,7.033542461759438
17,52.30500030517578,62.494998931884766,1.1948188235781474,6.819154208205433
18,52.30500030517578,62.60499954223633,1.1969218846566247,6.70915359785387
19,52.43000030517578,62.31999969482422,1.1886324495915006,7.1598024098383775
20,52.310001373291016,62.0,1.1852417964503554,7.320780514130547
21,52.33000183105469,62.26499938964844,1.1898528035727667,7.082285565438326
22,52.308799743652344,62.31999969482422,1.1913865353484188,6.999188429662766
23,52.22010040283203,62.189998626708984,1.1909207019321675,7.011645866056895
24,52.255001068115234,62.27000045776367,1.1916562852346655,6.977894107538603
25,52.470001220703125,62.560001373291016,1.1923003605459546,6.972809613283999
26,52.58000183105469,62.63999938964844,1.1913274478558906,7.038583494583122
27,52.709999084472656,62.86000061035156,1.1925631133025176,6.990853557287522
28,52.650001525878906,62.334999084472656,1.183950565582288,7.436346815503029
29,52.529998779296875,62.34000015258789,1.186750458809402,7.272319101650538
30,52.380001068115234,62.439998626708984,1.1920579868929684,6.973544903165688
31,52.51499938964844,62.46500015258789,1.189469692060984,7.127442034734685
32,52.71500015258789,62.52000045776367,1.1860001949500978,7.337481083915776
33,52.69499969482422,62.44499969482422,1.1850270434854497,7.385977405899027
34,52.720001220703125,62.529998779296875,1.1860773393673854,7.334110136422936
35,53.084999084472656,62.900001525878906,1.1848922032717362,7.4477995354773725
36,53.130001068115234,62.97999954223633,1.1853942833822442,7.4274377750727325
37,53.11000061035156,62.939998626708984,1.185087514656166,7.44093424964386
38,53.04999923706055,62.939998626708984,1.1864278893851392,7.361420926775239
39,53.119998931884766,62.75,1.1812876743552592,7.644182569228349
40,52.96500015258789,62.720001220703125,1.1841782505430354,7.468778250121119
41,52.65999984741211,62.47999954223633,1.1864792959224972,7.3045960506148475
42,53.39509963989258,62.7599983215332,1.175388729392761,7.998745427172167
43,53.5,62.9900016784668,1.1773832089433045,7.907755158519095
44,53.61000061035156,63.08000183105469,1.1766461688656382,7.9635269035877485
45,53.630001068115234,63.189998626708984,1.1782583883683246,7.880034548889668
46,53.47999954223633,62.900001525878906,1.1761406519123667,7.971250870150783
47,53.6349983215332,62.814998626708984,1.1711569048654231,8.261656867724795
48,53.83000183105469,63.099998474121094,1.1722087372792642,8.235074055834431
49,53.31999969482422,62.83000183105469,1.1783571303574782,7.829220092530534
50,53.314998626708984,63.119998931884766,1.1839069784813576,7.532595617660107
51,53.43000030517578,63.31999969482422,1.185101990139618,7.484994126417547
52,53.4900016784668,63.36000061035156,1.1845204453575122,7.524506533758839
53,53.599998474121094,63.45500183105469,1.183862008162029,7.575272155507037
54,53.64500045776367,63.470001220703125,1.1831484887519943,7.619909021811381
55,53.75,63.459999084472656,1.1806511457576307,7.769055681658031
56,53.84000015258789,63.224998474121094,1.1743127469341603,8.123323748709922
57,54.22999954223633,63.755001068115234,1.175640818850837,8.110145115348828
58,54.279998779296875,63.78499984741211,1.1751105615673036,8.146404910839877
