,v,acn,Ratio,Spread
271,222.14999389648438,315.4700012207031,1.420076569381781,-7.078893048009482
272,220.6699981689453,313.92999267578125,1.422621993386867,-7.602721424196764
273,217.27499389648438,307.1700134277344,1.4137384515315112,-5.577036359876322
274,215.97000122070312,308.20001220703125,1.4270501017040642,-8.426832329083132
275,215.8350067138672,305.9100036621094,1.4173326575686342,-6.3250720622952965
276,216.22000122070312,305.2950134277344,1.4119647197490732,-5.17321144184597
277,215.38999938964844,304.6000061035156,1.4141789635854123,-5.635632069373562
278,214.00999450683594,302.2699890136719,1.4124106199349336,-5.230015824385751
279,212.9499969482422,300.510009765625,1.4111763985545602,-4.948190909492885
280,210.32000732421875,304.989990234375,1.45012352421716,-13.095661484595373
281,207.47000122070312,300.9599914550781,1.4506193169340271,-13.039963247099697
282,208.8300018310547,302.0400085449219,1.4463439443403103,-12.223475218620072
283,209.0,300.5299987792969,1.4379425778913726,-10.476404972980268
284,207.16000366210938,297.8800048828125,1.4379223769887213,-10.392264684167221
285,210.78500366210938,302.99169921875,1.43744428661751,-10.448938454970621
286,211.52999877929688,304.6499938964844,1.440221224670576,-11.068346060068498
287,207.40499877929688,304.4599914550781,1.4679491489935548,-16.63060839967692
288,209.73500061035156,306.2550048828125,1.4601997949392198,-15.17646122802329
289,208.52999877929688,305.2850036621094,1.4639860233501256,-15.886821120976881
290,208.5399932861328,306.44500732421875,1.4694783599793866,-17.032887558922415
291,207.6199951171875,302.8900146484375,1.4588672660235662,-14.760821686976831
292,208.64999389648438,305.32000732421875,1.463311844023798,-15.754492980300475
293,208.55999755859375,304.69000244140625,1.4609225451098566,-15.249986949577353
294,206.96499633789062,302.7900085449219,1.463001057679278,-15.574203804008382
295,205.6199951171875,302.1199951171875,1.4693123348485757,-16.779779019249123
296,206.4600067138672,304.1000061035156,1.4729245191053764,-17.588403551462182
297,208.08999633789062,305.0,1.465711977354018,-16.215395773355215
298,208.63499450683594,306.07000732421875,1.4670118406919044,-16.52540945564873
299,213.63999938964844,313.7200012207031,1.468451610732891,-17.195981942143067
300,214.69000244140625,314.8399963378906,1.4664865282854407,-16.851759950340398
301,210.36000061035156,304.80999755859375,1.4489921880309902,-12.859898633953824
302,207.6699981689453,302.4800109863281,1.4565416942906324,-14.281089347638433
303,206.4199981689453,300.989013671875,1.4581388254132688,-14.533202572886742
304,206.63999938964844,299.2300109863281,1.448074002468846,-12.46741073009604
305,204.99000549316406,297.05999755859375,1.4491438099332117,-12.59829470348557
306,204.39999389648438,295.0899963378906,1.4436888705942672,-11.451057828957223
307,206.00999450683594,299.3500061035156,1.4530848700817882,-13.465940368318561
308,202.22039794921875,292.70001220703125,1.4474307002428786,-12.100495032473182
309,205.09500122070312,295.885009765625,1.4426729467054273,-11.27689158307924
310,204.0500030517578,294.80999755859375,1.4447929093331815,-11.659117233853797
311,204.02000427246094,295.6099853515625,1.4489264736843483,-12.500937977519007
312,201.68240356445312,293.0450134277344,1.4530023851787537,-13.195723199084446
313,201.4001007080078,292.80999755859375,1.4538721506555405,-13.354375397509946
