,mo,pm,Ratio,Spread
0,51.654998779296875,93.12000274658203,1.8027297444038304,15.417843124133014
1,51.255001068115234,92.55000305175781,1.8056775167902868,15.147364821651152
2,51.35499954223633,92.75,1.806055901601534,15.157485368868322
3,51.349998474121094,92.6050033569336,1.8034081033829792,15.291973732521157
4,51.260101318359375,92.6050033569336,1.8065708216570786,15.103081198074094
5,51.59000015258789,93.16999816894531,1.8059701084197741,15.231272131268014
6,51.689998626708984,93.62999725341797,1.811375502823828,14.981390542254715
7,51.630001068115234,92.86000061035156,1.798566699385533,15.625319894232973
8,51.98099899291992,93.20999908447266,1.7931552084477702,16.012840722477264
9,51.755001068115234,93.27999877929688,1.802337877580762,15.467972602346194
10,51.78499984741211,93.25499725341797,1.8008109979376252,15.556007773769167
11,51.875,93.5199966430664,1.8027951160109186,15.48011733622161
12,51.834999084472656,93.43000030517578,1.8024501197138643,15.48606346974104
13,52.04999923706055,93.93000030517578,1.8046109833234332,15.43782329890044
14,52.13999938964844,93.88999938964844,1.8007288164312636,15.666933166528679
15,52.28010177612305,94.19999694824219,1.8018327001663272,15.651319725419313
16,52.380001068115234,94.16000366210938,1.7976327174881725,15.901222104826317
17,52.30500030517578,94.16999816894531,1.8004014457414472,15.733635468661532
18,52.30500030517578,94.2699966430664,1.8023132796681778,15.633636994540439
19,52.43000030517578,94.5199966430664,1.8027845907476676,15.646287871598958
20,52.310001373291016,94.02999877929688,1.7975529786032025,15.884143137723527
21,52.33000183105469,95.05000305175781,1.8163577245539364,14.906163967448194
22,52.308799743652344,95.11000061035156,1.8182409284184184,14.801616434040866
23,52.22010040283203,95.1500015258789,1.822095338612537,14.57523984122578
24,52.255001068115234,95.99500274658203,1.8370491012228858,13.803572143295128
25,52.470001220703125,96.05000305175781,1.8305698650119202,14.20033166727876
26,52.58000183105469,96.37999725341797,1.833016239959395,14.10147151990509
27,52.709999084472656,96.7699966430664,1.8358944853704802,13.98462327126009
28,52.650001525878906,96.22000122070312,1.8275403310939768,14.408551402535224
29,52.529998779296875,95.7300033569336,1.822387313564201,14.646398653191127
30,52.380001068115234,95.69999694824219,1.8270331232676646,14.361228818693505
31,52.51499938964844,95.55000305175781,1.8194802277878779,14.794882135594875
32,52.71500015258789,95.99259948730469,1.8209731425485391,14.772528706435367
33,52.69499969482422,95.88999938964844,1.8197172396808439,14.833103701906012
34,52.720001220703125,96.25,1.8256828105345844,14.525636473153625
35,53.084999084472656,96.51000213623047,1.8180277630344654,15.0325704092716
36,53.130001068115234,96.76000213623047,1.8211933030488643,14.87712889305638
37,53.11000061035156,96.4000015258789,1.8151007421959957,15.195104401222338
38,53.04999923706055,96.26000213623047,1.8145146752232857,15.209028484313961
39,53.119998931884766,96.13279724121094,1.8097289001169041,15.483317229248769
40,52.96500015258789,95.9000015258789,1.8106296846898657,15.3904284219782
41,52.65999984741211,95.68000030517578,1.8169388640793516,14.96956086142103
42,53.39509963989258,96.62999725341797,1.8097165827034754,15.564160754943131
43,53.5,97.18000030517578,1.8164486038350613,15.234575075873067
44,53.61000061035156,97.31999969482422,1.8153329339084672,15.325709740511115
45,53.630001068115234,97.83999633789062,1.8243519371484715,14.847738199630314
46,53.47999954223633,98.18000030517578,1.8358264986078994,14.192549973687463
