,nflx,chtr,Ratio,Spread
0,586.72998046875,650.0,1.107834986514073,367.50950997143593
1,593.739990234375,646.760009765625,1.0892983804414467,382.927042485289
2,604.9199829101562,644.3300170898438,1.0651491689695771,404.7785250085159
3,614.239990234375,639.7899780273438,1.0415960995688667,425.5089528194402
4,614.0900268554688,648.2999877929688,1.0557083805979992,416.73843194925746
5,613.1199951171875,652.3499755859375,1.063984180553844,411.0033391563953
6,610.7100219726562,655.7899780273438,1.0738156480698886,403.3768161763377
7,610.5399780273438,656.280029296875,1.0749173730069528,402.59137054893165
8,612.0900268554688,657.22998046875,1.0737472457200157,404.3341096543669
9,602.4400024414062,651.969970703125,1.082215603314848,392.83043659653947
10,597.3699951171875,647.5800170898438,1.0840517976849615,388.41295190200356
11,591.1500244140625,640.77001953125,1.0839380750535703,384.41783523866786
12,567.52001953125,624.8599853515625,1.101036023130379,359.2786564863293
13,553.2899780273438,631.9500122070312,1.1421678275470228,327.4687022917726
14,541.0599975585938,610.489990234375,1.128322169424958,327.6832325725759
15,539.8499755859375,605.4299926757812,1.1214782255360207,330.64122254148333
16,540.8400268554688,612.0999755859375,1.1317579047260713,325.69112185641166
17,537.219970703125,613.97998046875,1.1428837607528994,317.5224828171358
18,519.2000122070312,619.0800170898438,1.1923728862375014,281.11880842699304
19,525.6900024414062,607.6900024414062,1.1559854659955033,303.7830057249399
20,510.79998779296875,582.75,1.1408575057292154,302.85659870532754
21,515.8599853515625,581.2999877929688,1.1268561320894241,313.09666060758025
22,508.25,572.1599731445312,1.1257451512927323,309.01687650205713
23,397.5,569.6900024414062,1.4331823960790093,119.09584454700635
24,387.1499938964844,577.1300048828125,1.4907142295787423,93.67617572389705
25,366.4200134277344,563.5399780273438,1.5379617853173992,71.25481000629841
26,359.70001220703125,555.0,1.542952408020939,68.12103839287252
27,386.70001220703125,561.030029296875,1.450814614912686,108.99445895397267
28,384.3599853515625,590.469970703125,1.5362420470565892,75.48950524098953
29,427.1400146484375,593.3400268554688,1.3890996078740694,146.93541053489335
30,457.1300048828125,596.8900146484375,1.3057336168546914,195.482978415968
31,429.4800109863281,600.239990234375,1.397597035670847,144.10040644865742
32,405.6000061035156,610.4500122070312,1.5050542480791644,92.40688034158646
33,410.1700134277344,608.9199829101562,1.4845550941705752,101.87576554150124
34,402.1000061035156,610.75,1.518900747896955,86.02681571517647
35,403.5299987792969,609.1199951171875,1.5094788416222165,90.14095355227701
36,412.8900146484375,614.75,1.4888952946063367,100.77083885420862
37,406.2699890136719,606.52001953125,1.4928988995808876,97.50074375189413
38,391.30999755859375,604.72998046875,1.5453987484135243,73.30281210739443
39,396.57000732421875,607.9400024414062,1.5329954137060606,79.23029399749558
40,407.4599914550781,609.4500122070312,1.4957297034995454,96.637981440608
41,398.0799865722656,609.4600219726562,1.5309989010513032,80.3333572791104
42,386.6700134277344,597.8300170898438,1.5460987310348377,72.14235833727983
43,391.2900085449219,596.8300170898438,1.5252881598210422,81.16805127517219
44,377.3800048828125,595.5,1.577985034434774,58.33409950242346
45,367.4599914550781,570.5999755859375,1.5528220455415027,66.0014256795163
46,390.0299987792969,586.5900268554688,1.5039613073131786,89.21919688500819
47,390.79998779296875,601.1599731445312,1.5382804296887629,75.9868484142402
48,394.5199890136719,601.780029296875,1.5253473741631394,81.82904747400224
49,386.239990234375,594.739990234375,1.5398198148086109,74.48536403395238
50,380.0299987792969,570.989990234375,1.5024866249203093,87.4475854105556
51,368.07000732421875,561.8200073242188,1.5263944253662947,75.841092042376
52,361.7300109863281,549.9299926757812,1.520277488661471,76.71748815992467
53,350.260009765625,555.6400146484375,1.586364412598063,51.08218370111424
54,341.760009765625,551.4299926757812,1.6135006347113152,40.52630479255608
55,358.7900085449219,557.75,1.5545304682869048,63.79021205449035
56,356.7699890136719,562.1300048828125,1.5756089979341592,55.90110032737723
57,340.32000732421875,559.2899780273438,1.6434237364555384,30.164797874109944
58,331.010009765625,566.1400146484375,1.7103410711032536,7.141761117187592
59,343.75,569.1599731445312,1.6557381036931818,26.2532653303198
60,357.5299987792969,572.1099853515625,1.6001733765135768,47.241382078388845
61,371.3999938964844,577.6500244140625,1.5553312706167237,65.79581044216164
62,380.6000061035156,577.3200073242188,1.5168680979137956,82.10776498553312
63,374.5899963378906,565.77001953125,1.5103714062372067,83.21737530857845
64,382.9200134277344,574.6599731445312,1.5007311004729778,88.79803424676246
65,374.489990234375,559.989990234375,1.495340342431862,88.82367752168537
66,375.7099914550781,559.3200073242188,1.4887014453835572,91.61300362006082
67,373.8500061035156,558.260009765625,1.4932727046981722,89.44190007963303
68,378.510009765625,565.25,1.4933554870847543,90.54710421947019
69,391.82000732421875,572.3300170898438,1.4606962543805442,106.58874650367366
70,381.4700012207031,570.1199951171875,1.4945342839353155,90.81910209462686
71,374.5899963378906,545.52001953125,1.4563123010876557,103.46737530857845
72,373.4700012207031,561.6799926757812,1.5039494225504204,85.36178605959597
73,391.5,562.0,1.4355044699872286,116.36285813108478
74,380.1499938964844,556.7899780273438,1.4646586530761823,101.85604891248343
75,368.3500061035156,561.260009765625,1.5237138603654503,76.88749362708259
76,362.1499938964844,552.47998046875,1.525555680740033,74.89707989909371
77,355.8800048828125,557.5999755859375,1.56682018639836,58.885080511061254
78,348.0,559.9099731445312,1.6089367044383083,42.886215770926945
79,344.1000061035156,549.1199951171875,1.595815127512656,46.901261643820156
80,350.42999267578125,562.4000244140625,1.6048855296880837,44.617462265238395
81,341.1300048828125,555.3200073242188,1.6278837961351023,35.54186783184914
82,337.8599853515625,533.47998046875,1.5789972284336478,51.70133183107409
83,348.6099853515625,557.75,1.599925485317141,46.10583400253645
84,226.19000244140625,535.9600219726562,2.369512428435005,-144.76787426792308
85,218.22000122070312,519.030029296875,2.378471388477076,-141.68308724485476
86,215.52000427246094,511.3699951171875,2.372726359408903,-138.7133927495585
87,209.91000366210938,506.9700012207031,2.4151778970799747,-144.0588944949569
88,198.39999389648438,486.95001220703125,2.454385217678477,-144.03368940375893
89,188.5399932861328,482.010009765625,2.556539869151873,-156.22213304484265
90,199.52000427246094,461.489990234375,2.3130011044114283,-116.62802481962015
91,190.36000061035156,428.489990234375,2.2509455182838143,-99.54046083682815
92,199.4600067138672,432.5400085449219,2.1685550686129105,-87.78226877761526
93,199.8699951171875,425.6199951171875,2.1294841923002927,-80.15003792330734
94,204.00999450683594,448.3399963378906,2.197637411939971,-95.67817789273553
95,188.32000732421875,456.20001220703125,2.422472358030553,-130.79428735788204
96,180.97000122070312,459.7699890136719,2.5405867597522778,-147.13243611756175
97,173.10000610351562,463.6700134277344,2.678625055336248,-164.70393910056922
98,177.66000366210938,468.2300109863281,2.635539802626889,-161.34246936871884
99,166.3699951171875,448.3500061035156,2.6948970322906325,-161.07507002971576
100,174.30999755859375,465.260009765625,2.669152752464639,-164.1919808628363
101,187.63999938964844,471.3900146484375,2.5122043070867903,-147.16557565344172
102,186.50999450683594,463.3399963378906,2.4842636318929725,-141.07856205994167
103,190.55999755859375,472.1300048828125,2.477592416727656,-142.833047824761
104,177.19000244140625,469.5,2.649698027716071,-163.4289279634439
105,183.47999572753906,474.57000732421875,2.5864945409576827,-157.5721802986578
106,186.35000610351562,479.0299987792969,2.5705928794721924,-157.04649072553278
107,187.44000244140625,473.6700134277344,2.527048694292477,-149.79300209324325
108,180.33999633789062,479.0199890136719,2.656204939231368,-167.47685842983125
109,187.8300018310547,487.6099853515625,2.5960175722627503,-163.05548080162632
110,191.39999389648438,502.8399963378906,2.627168298708743,-172.08382720150072
111,195.19000244140625,509.94000244140625,2.612531359512044,-172.59996383286673
112,197.44000244140625,506.92999267578125,2.5675141126794787,-165.6813332457438
113,192.91000366210938,495.3800048828125,2.5679332096768452,-162.00069991949502
114,205.08999633789062,498.2200012207031,2.429275001789331,-143.6820416003853
115,198.97999572753906,491.07000732421875,2.4679365658276273,-147.14612575056097
116,197.13999938964844,484.7200012207031,2.458760285692459,-143.99249653493834
117,198.61000061035156,482.54998779296875,2.4296359010625683,-139.26884871659612
118,202.8300018310547,487.95001220703125,2.40570925307916,-137.33803551377557
119,192.77000427246094,482.260009765625,2.501737817487409,-149.12390681536394
120,182.94000244140625,474.19000244140625,2.592052017673304,-158.13023274991102
121,169.69000244140625,454.4700012207031,2.6782367533858165,-161.42766525580677
122,167.5399932861328,451.9700012207031,2.6976842505228418,-162.6625855005681
123,180.11000061035156,449.0,2.4929209842787285,-137.85640990038812
124,173.35000610351562,415.3500061035156,2.3960195643459636,-115.94964057396177
