,dhr,unh,Ratio,Spread
0,295.964599609375,516.0900268554688,1.7437559341104423,57.43271651800194
1,295.17999267578125,511.2900085449219,1.7321296199993839,60.71231677308401
2,295.2699890136719,507.75,1.7196126219806567,64.42672099461288
3,293.82501220703125,509.8247985839844,1.7351306982155696,59.55183394278686
4,293.6694030761719,509.6099853515625,1.7353186270460053,59.465106464791916
5,295.75,510.4100036621094,1.7258157351212489,62.69688674496581
6,295.8299865722656,510.3999938964844,1.7253152724996097,62.86189517738876
7,295.67230224609375,516.0841064453125,1.7454597624628558,56.87222058684188
8,295.54998779296875,519.1900024414062,1.7566909960595098,53.52930259283676
9,295.6099853515625,518.4100952148438,1.75369615677329,54.42547360380388
10,295.6499938964844,516.6223754882812,1.747412095902717,56.29072223237779
11,296.7200012207031,519.3300170898438,1.750235963040325,55.65655001474033
12,295.7300109863281,518.9000244140625,1.7546410750921446,54.16813111061947
13,297.3900146484375,520.8099975585938,1.751269282441357,55.474927321475775
14,295.989990234375,517.3400268554688,1.7478294669553562,56.231918689225154
15,295.5899963378906,520.1799926757812,1.7598024260643805,52.616841260473166
16,296.04998779296875,519.7550048828125,1.7556325833942723,53.93320444628603
17,297.04998779296875,518.6300048828125,1.7459351159585828,56.99601303599718
18,297.6400146484375,516.989990234375,1.7369639994307433,59.779386793122285
19,295.8999938964844,514.8099975585938,1.7398107745101588,58.58755230949316
20,293.30999755859375,510.010009765625,1.7388088166471096,58.36862295157698
21,289.7900085449219,512.1400146484375,1.7672797527422275,49.417553122382174
22,292.8800048828125,512.1300048828125,1.748600096779316,55.41538433374774
23,288.7300109863281,510.5799865722656,1.7683647945985168,48.92350882443827
24,289.6650085449219,509.55999755859375,1.7591354928172833,51.7553441385121
25,291.6099853515625,512.6500244140625,1.7579988689208157,52.43431004574052
26,291.07501220703125,511.8500061035156,1.7584814382467673,52.19765280154991
27,291.7200012207031,512.4000244140625,1.756478891642408,52.8974997419657
28,291.1700134277344,507.75,1.743826550071643,56.4817530865771
29,292.0799865722656,508.7749938964844,1.741902962497585,57.22011296597191
30,291.0050048828125,508.27850341796875,1.7466314836153836,55.633494692883005
31,289.9100036621094,508.82501220703125,1.755113675898082,52.96508313259778
32,288.9700012207031,508.760009765625,1.760598012307359,51.2085407686975
33,289.69000244140625,507.75,1.7527356682000075,53.61377508440364
34,289.1300048828125,509.7699890136719,1.7631168692446402,50.50861799147151
35,288.510009765625,520.52001953125,1.8041662400347962,38.55715561022839
36,290.4599914550781,523.780029296875,1.8032777136464304,39.075837112205136
37,289.0849914550781,522.52001953125,1.8074961861603462,37.671360066977286
38,290.0,524.2100219726562,1.8076207654229526,37.754469043579775
39,288.375,519.9899291992188,1.8031727063692025,38.825622858736665
40,287.5899963378906,518.52001953125,1.8029835047601543,38.77434568731519
41,287.4700012207031,518.22998046875,1.802727165506506,38.83185718100583
42,283.739990234375,523.5599975585938,1.8452104587940619,26.27379276213844
43,286.239990234375,523.6400146484375,1.829374065516415,31.03829714657263
44,286.45001220703125,525.739990234375,1.8353638255543077,29.345303943276463
45,287.5,527.5499877929688,1.8349564792798914,29.56998174898945
46,286.7699890136719,527.6300048828125,1.8399066328299003,28.07534309925552
47,288.5400085449219,530.72998046875,1.8393635709140224,28.40532656493076
48,289.3500061035156,531.75,1.8377397227694034,28.954927260368777
49,294.95001220703125,531.385009765625,1.8016104009944416,40.17165742457132
50,296.6000061035156,533.7000122070312,1.7993931261780418,41.05402732874347
51,298.54998779296875,536.7000122070312,1.797688943732964,41.83271859634522
52,299.6099853515625,537.4849853515625,1.7939488389243015,43.10181782592974
53,299.9150085449219,536.3800048828125,1.7884400233423878,44.79787485883264
54,300.614990234375,536.2100219726562,1.7837101920785758,46.32428829945172
55,299.6400146484375,537.030029296875,1.7922507109972048,43.61496491004459
56,298.6199951171875,542.510009765625,1.816723657612839,36.158381831965244
57,299.4599914550781,544.0900268554688,1.8169039016254946,36.20611686101188
58,301.17999267578125,545.2100219726562,1.8102464812779648,38.41915488361656
59,301.82000732421875,546.2100219726562,1.8097210546612663,38.659380766899744
60,301.94000244140625,548.969970703125,1.818142565623304,36.13195960524024
61,300.9100036621094,546.8800048828125,1.8174204852853675,36.22598494363933
62,299.2900085449219,546.3099975585938,1.8253532759567397,33.656751814481936
63,289.8399963378906,542.2899780273438,1.8709977397155055,19.364456518071506
64,292.0899963378906,545.2000122070312,1.8665480469805005,20.814491665234073
65,293.5199890136719,542.97998046875,1.8498909811674138,25.805575493868332
66,294.29998779296875,538.8599853515625,1.8309888131243635,31.43705894554148
67,292.7200012207031,540.8200073242188,1.8475676587485896,26.415325421520606
68,292.1099853515625,538.3300170898438,1.8429017975607667,27.723221664814787
69,291.1199951171875,537.4500122070312,1.8461459921043417,26.684814967725288
