,cl,pm,Ratio,Spread
0,76.16000366210938,93.12000274658203,1.2226890529012735,4.255513610787332
1,75.9000015258789,92.55000305175781,1.219367604626489,4.493083669948902
2,75.83000183105469,92.75,1.2231306575284304,4.2035875607218
3,75.91999816894531,92.6050033569336,1.2197708850158164,4.463650373050115
4,75.86499786376953,92.6050033569336,1.2206551896728979,4.3933289069421875
5,76.05000305175781,93.16999816894531,1.2251149826455108,4.064875256208197
6,76.20999908447266,93.62999725341797,1.2285789053695781,3.809441501982363
7,75.66000366210938,92.86000061035156,1.2273327533138354,3.8762332386464493
8,76.0199966430664,93.20999908447266,1.2261247461259144,3.9865091962499406
9,75.9800033569336,93.27999877929688,1.2276914274548338,3.86537548487172
10,76.02410125732422,93.25499725341797,1.2266504399410274,3.946759043501885
11,76.20500183105469,93.5199966430664,1.227215988399276,3.9130527989339043
12,76.08999633789062,93.43000030517578,1.2278880904433733,3.8560071365317157
13,76.37000274658203,93.93000030517578,1.2299331796132436,3.714013535148311
14,75.66000366210938,93.88999938964844,1.2409462707529404,2.8462344593495743
15,75.58000183105469,94.19999694824219,1.2463614007156165,2.4339493582939298
16,75.79499816894531,94.16000366210938,1.242298382964914,2.748829440781492
17,75.91500091552734,94.16999816894531,1.2404662719260293,2.892266247638389
18,76.0770034790039,94.2699966430664,1.239139192293286,2.9993985838010673
19,75.93499755859375,94.5199966430664,1.2447487941266069,2.5678347817942893
20,75.83000183105469,94.02999877929688,1.240010503874058,2.9235887814249253
21,75.4800033569336,95.05000305175781,1.2592739642880066,1.4560887040394306
22,75.7699966430664,95.11000061035156,1.2552462033011709,1.7668664161853513
23,75.63999938964844,95.1500015258789,1.2579323412699615,1.5606555601651593
24,75.88500213623047,95.99500274658203,1.2650062600545182,1.0289062802476963
25,76.16000366210938,96.05000305175781,1.2611606937138842,1.3255133056115511
26,76.12000274658203,96.37999725341797,1.2661586150263986,0.9443753327204547
27,76.43000030517578,96.7699966430664,1.2661258178290655,0.9507279767656343
28,75.6500015258789,96.22000122070312,1.271910102841009,0.5034442468179066
29,76.0999984741211,95.7300033569336,1.257950135038281,1.5687924662508834
30,76.38999938964844,95.69999694824219,1.2527817477795455,1.9695839003588986
31,76.41999816894531,95.55000305175781,1.2503272093846547,2.1579331865972478
32,76.51499938964844,95.99259948730469,1.2545592400578565,1.8368019883892401
33,76.49500274658203,95.88999938964844,1.2535459304095915,1.9138350777684963
34,76.58999633789062,96.25,1.2566915341708036,1.6752899500788487
35,77.41999816894531,96.51000213623047,1.2465771689328524,2.476499118867295
36,77.70999908447266,96.76000213623047,1.2451422375008652,2.5972841442839183
37,77.69999694824219,96.4000015258789,1.240669309036051,2.9444963731585005
38,77.47000122070312,96.26000213623047,1.2425455094804605,2.7904312715752155
39,77.55000305175781,96.13279724121094,1.239623384373702,3.019923709056627
40,77.5250015258789,95.9000015258789,1.237020311361957,3.2207533480347053
41,77.44999694824219,95.68000030517578,1.2353777156262025,3.3448563396759567
42,77.73999786376953,96.62999725341797,1.2429894508455095,2.7656444168503924
43,78.11000061035156,97.18000030517578,1.2441428696173504,2.688713932971069
44,78.1449966430664,97.31999969482422,1.2453772330343962,2.593459246476627
45,78.19000244140625,97.83999633789062,1.2513108234164543,2.13100544271812
46,78.33999633789062,98.18000030517578,1.253255104604711,1.982778424202806
47,78.4749984741211,98.93000030517578,1.2606562883566055,1.4053874327726135
48,78.80999755859375,99.04000091552734,1.2566933635785609,1.723704932468621
49,79.03500366210938,98.69999694824219,1.2488137201866232,2.3513938322624455
50,79.58999633789062,99.13880157470703,1.245618873430074,2.6221834255999426
51,80.0999984741211,99.23999786376953,1.2389513077934982,3.1730580263857604
52,80.12999725341797,99.55000305175781,1.2423562518905675,2.9014082281514533
53,80.2699966430664,99.52999877929688,1.23994023846635,3.1004108225822193
54,80.26000213623047,99.7300033569336,1.2425866023234766,2.8876276181454728
55,80.44000244140625,99.66999816894531,1.2390601087008482,3.1777748993345085
56,79.91010284423828,100.00640106201172,1.2514863265405298,2.1638609189430866
57,80.30999755859375,100.77999877929688,1.2548873346156975,1.9015545938131595
58,80.23999786376953,100.6500015258789,1.2543619666685588,1.942052686246214
59,80.08499908447266,100.45500183105469,1.2543547852837709,1.938876364223617
60,80.30999755859375,100.5,1.2514008598577746,2.1815533731100345
61,80.28500366210938,100.2300033569336,1.2484274619798927,2.419593694499426
62,80.29000091552734,100.12999725341797,1.247104198675551,2.5259891114150577
63,80.30999755859375,99.81999969482422,1.242933666160257,2.8615536782858157
64,80.52999877929688,100.77999877929688,1.2514590873830485,2.182840458244854
65,80.75,101.2300033569336,1.253622332593605,2.0141217450398443
66,80.58000183105469,101.20999908447266,1.256018823338713,1.8167723057769933
67,80.75,101.3550033569336,1.255170320209704,1.8891217450398443
68,80.47000122070312,101.375,1.2597862366369454,1.5111284580337951
69,80.46499633789062,101.23999786376953,1.2581868200010846,1.6397315261873047
70,80.44000244140625,100.31099700927734,1.2470287663447728,2.5367760590024773
71,80.63999938964844,100.7300033569336,1.2491319955275701,2.37347881282399
72,80.83999633789062,100.6500015258789,1.2450520297550176,2.70918974535644
73,81.05999755859375,100.37000274658203,1.238218674680198,3.270474389085024
74,81.1500015258789,100.4800033569336,1.2382008806850153,3.275549702672322
75,80.99500274658203,100.06999969482422,1.235508319049315,3.4873773479348813
76,81.01000213623047,100.4800033569336,1.2403407074099493,3.0965513807024934
77,81.02999877929688,101.2699966430664,1.2497840080054505,2.332125102846689
78,81.19000244140625,100.75,1.240916331696257,3.056696830836856
79,81.1500015258789,100.5999984741211,1.2396795635553937,3.155554585484822
80,81.17500305175781,100.4800033569336,1.2378195205347484,3.307515779026275
81,80.98500061035156,100.58000183105469,1.2419584006053397,2.9645868302274465
82,80.99500274658203,100.9000015258789,1.2457558874536474,2.657375516880194
83,80.9800033569336,101.19999694824219,1.2496911923081235,2.3382023996399397
84,81.0,101.75499725341797,1.2562345339928145,1.8087691027411523
85,81.12000274658203,101.59500122070312,1.2524038187977478,2.1221964491488166
86,81.01000213623047,101.61499786376953,1.2543512552053593,1.9615568738665559
87,81.04499816894531,101.83000183105469,1.256462510108042,1.7912976097353805
88,81.08499908447266,101.86000061035156,1.2562126381013576,1.81244260166946
89,81.01499938964844,101.94000244140625,1.2582855422996087,1.6429416096298581
90,80.94999694824219,101.7699966430664,1.2571958058026378,1.7298375603847944
91,80.30999755859375,101.91999816894531,1.26908232184399,0.761555204164722
92,79.92500305175781,101.58000183105469,1.2709414820450309,0.6093110339768089
93,79.93000030517578,101.37000274658203,1.2682347348873704,0.8256994318494719
94,79.94000244140625,101.13999938964844,1.2651988528994753,1.0684911702600317
95,79.9749984741211,101.05999755859375,1.263644882610351,1.1932377044687001
96,79.94000244140625,101.06999969482422,1.2643232000012217,1.1384908650842505
97,80.02999877929688,101.06999969482422,1.2629014274203665,1.2535570343461586
98,80.33000183105469,101.28600311279297,1.2608739051918822,1.421127023271012
99,80.62000274658203,101.38999938964844,1.2576283296386637,1.6879157718321522
100,80.4800033569336,101.51000213623047,1.261307130990385,1.3889147032803066
101,80.4000015258789,101.4800033569336,1.2621890725247005,1.316625940115287
102,80.52999877929688,101.66999816894531,1.2625108619160097,1.2928410685964167
103,80.79149627685547,102.25900268554688,1.2657149254313447,1.038178104339039
104,80.61000061035156,102.58999633789062,1.272670829439449,0.4751304421129987
105,80.63999938964844,102.87000274658203,1.2756696865722845,0.23347942317555237
106,81.19999694824219,103.16000366210938,1.2704434426009246,0.6594717955275087
107,81.13999938964844,103.44999694824219,1.2749568366578024,0.29276772988674793
108,81.36499786376953,103.55999755859375,1.2727831411239707,0.47044229736691534
109,81.52999877929688,103.58999633789062,1.2705752224811206,0.651407916393822
110,81.50499725341797,103.55999755859375,1.2705969087588784,0.6494406193367297
111,81.54000091552734,103.05000305175781,1.2637969327289327,1.2041895840036005
112,82.16999816894531,105.06999969482422,1.278690544434423,-0.010314610198605578
113,82.25,105.45500183105469,1.2821276818365313,-0.293029203967194
114,82.37000274658203,105.12899780273438,1.2763019824847188,0.18640613804595318
115,82.21499633789062,105.00900268554688,1.2772487668061978,0.10821548370969936
116,82.41000366210938,105.11000061035156,1.2754519589795776,0.25654710165970585
117,82.22000122070312,105.4990005493164,1.2831306127827153,-0.37538331198287267
118,82.12000274658203,105.05999755859375,1.2793472241203319,-0.06423487199910483
119,81.87000274658203,103.75,1.2672529194990338,0.9261214324089764
120,81.58999633789062,103.33000183105469,1.2664543016172185,0.9881132027376935
121,81.83499908447266,103.54000091552734,1.2652288394193065,1.0913660590506993
122,81.83000183105469,103.79000091552734,1.2683612195171525,0.8349767456506925
123,81.75,103.32499694824219,1.2639143357583142,1.1976931704739542
124,81.81999969482422,103.2249984741211,1.2616108391485477,1.3871908055799622
125,81.12999725341797,102.7300033569336,1.2662394531586851,0.9999729397183756
126,80.22000122070312,101.19999694824219,1.261530733087605,1.3664902556059388
127,80.51000213623047,101.6500015258789,1.2625760629577127,1.287270703385829
128,80.38999938964844,101.80000305175781,1.2663267051208147,0.9838378638141023
129,80.8499984741211,101.73999786376953,1.2583797128497785,1.6319817889427952
130,81.52999877929688,102.12000274658203,1.252545127874007,2.1214015077024158
131,81.7300033569336,102.36000061035156,1.2524164493585306,2.1371225000875853
132,81.80999755859375,102.52999877929688,1.2532697939009605,2.069402118927215
133,81.38999938964844,103.08999633789062,1.2666174850838259,0.9724095944239934
134,81.37999725341797,102.81999969482422,1.2634554333375303,1.2296178560134337
135,81.0,103.2249984741211,1.2743826972113714,0.3387678820380273
136,80.75,103.0,1.2755417956656347,0.24412510197343806
137,80.8550033569336,103.19499969482422,1.2762970182472313,0.18337902596506694
138,80.54499816894531,102.91999816894531,1.2777950277318006,0.06201876347340374
139,80.52999877929688,102.83999633789062,1.2770395864494826,0.12284289965110418
