,tjx,nke,Ratio,Spread
0,75.18499755859375,159.19000244140625,2.1173107349953035,-27.816308878592874
1,74.5698013305664,158.97000122070312,2.131828144693485,-28.685754357379462
2,74.5999984741211,158.2082061767578,2.1207534773829866,-27.870483403015836
3,74.56999969482422,157.64999389648438,2.1141208869741566,-27.36539575128327
4,74.30500030517578,157.4499969482422,2.1189690640143213,-27.63468436960741
5,74.66000366210938,157.42999267578125,2.108625568627964,-26.986007134116075
6,74.37999725341797,156.97000122070312,2.110379228516171,-27.021877070716155
7,70.56999969482422,150.4199981689453,2.131500620935634,-27.218972060478475
8,71.19999694824219,151.0800018310547,2.1219102290254326,-26.763317990705115
9,71.2750015258789,149.3350067138672,2.0951947178793935,-24.885497791323996
10,71.8550033569336,149.17999267578125,2.0761253316591244,-23.703362565309643
11,72.44000244140625,149.87289428710938,2.068924478686143,-23.36029338756634
12,72.52999877929688,149.5449981689453,2.0618364909118374,-22.873023383779664
13,72.4800033569336,150.47999572753906,2.0761587852926584,-23.896557486327733
14,72.94999694824219,149.22500610351562,2.0455793330517933,-21.80925949709481
15,73.70999908447266,148.86500549316406,2.019603952546014,-20.103376416728135
16,73.87999725341797,148.6999969482422,2.0127233686566326,-19.637319302847
17,74.05999755859375,148.94500732421875,2.0111397817206047,-19.56356839673688
18,74.30999755859375,148.99000549316406,2.004979281229081,-19.165843313386286
19,74.5999984741211,150.07000732421875,2.0116623377181218,-19.732284550476773
20,74.2300033569336,150.3000030517578,2.0247877711798425,-20.617502044475227
21,74.52999877929688,152.47999572753906,2.0458875382391035,-22.26623492400628
22,73.69999694824219,151.49000549316406,2.0554954106653764,-22.746089129855587
23,73.58000183105469,151.89999389648438,2.0644195449363862,-23.368576047339413
24,73.55999755859375,151.9499969482422,2.0656607122261983,-23.4540045253521
25,73.58000183105469,151.9738006591797,2.065422626763766,-23.442382810034726
26,73.3499984741211,151.97999572753906,2.0719836249370847,-23.85588921527656
27,73.43000030517578,152.22999572753906,2.07313080614013,-23.964214531939913
28,73.66999816894531,152.11000061035156,2.0647482610427383,-23.41920887558396
29,73.56999969482422,152.05999755859375,2.0668750603419053,-23.54629242257621
30,73.61000061035156,150.97999572753906,2.051079941253352,-22.39545324985323
31,73.59500122070312,150.9499969482422,2.051090351850938,-22.392016784826776
32,73.46499633789062,150.75,2.0519976521423784,-22.42224457471698
33,73.01000213623047,150.25,2.0579372086532235,-22.727990625656016
34,72.61000061035156,149.60000610351562,2.0603223363998713,-22.78635663501333
35,71.0999984741211,147.5749969482422,2.075597751270788,-23.435399706642695
36,70.45999908447266,147.61000061035156,2.094947523819661,-24.603773813762228
