,pg,pep,Ratio,Spread
0,161.47000122070312,170.42999267578125,1.0554901305960311,17.14390101256416
1,161.64999389648438,170.58999633789062,1.0553046877758074,17.194291360393382
2,161.77999877929688,170.77999877929688,1.055631104388114,17.156252039085192
3,161.9600067138672,170.82000732421875,1.0547048668996688,17.32665534014885
4,161.91000366210938,170.92999267578125,1.0557098932101547,17.158221262698877
5,161.86000061035156,171.16000366210938,1.0574570802958656,16.86976155048328
6,161.97000122070312,171.49000549316406,1.0587763425369665,16.668339781962263
7,162.6300048828125,171.91000366210938,1.0570620334543053,17.01982198821901
8,163.25999450683594,172.7100067138672,1.0578832079198408,16.95621580729318
9,162.84500122070312,172.4550018310547,1.0590131753404404,16.72613372093821
10,162.7301025390625,172.3300018310547,1.0589927686531617,16.716828287330404
11,162.67999267578125,172.0800018310547,1.0577822078834704,16.908254709114207
12,162.71499633789062,172.02000427246094,1.0571859271978086,17.0091681594339
13,162.8800048828125,172.39999389648438,1.0584478679290392,16.82205754723444
14,164.0500030517578,172.46499633789062,1.0512952949076013,18.124669678569862
15,163.7100067138672,172.25999450683594,1.052226421369052,17.93224871126481
16,164.35000610351562,172.8300018310547,1.051597173182932,18.11033870468373
17,164.3699951171875,172.77020263671875,1.0511054801306183,18.19350312053709
18,164.33999633789062,172.89500427246094,1.0520567611367158,18.03363581647182
19,164.8000030517578,173.33099365234375,1.0517657187051548,18.13534974428808
20,164.19000244140625,172.92999267578125,1.0532309525818662,17.823319071536023
21,163.14999389648438,172.72999572753906,1.0587189836925952,16.807646731087633
22,162.8300018310547,172.44000244140625,1.059018611449274,16.723600276425092
23,163.00999450683594,172.62879943847656,1.0590074550995539,16.745197289293376
24,162.77999877929688,172.47999572753906,1.0595896118748214,16.625158264404806
25,162.75,172.7667999267578,1.061547157768097,16.303288396862943
26,162.80999755859375,172.8699951171875,1.06178980228148,16.270224543079454
27,162.77999877929688,172.6699981689453,1.0607568464419124,16.435155822998556
28,162.94000244140625,172.7100067138672,1.059960747060712,16.582176066497826
29,162.6199951171875,172.39999389648438,1.0601401984562182,16.51813130703832
30,162.7899932861328,172.21499633789062,1.0578966978344404,16.90184026481194
31,163.1199951171875,172.92999267578125,1.0601397612324972,16.57258411452236
32,163.18499755859375,173.0500030517578,1.0604528948172574,16.528555298594828
33,163.40499877929688,173.6199951171875,1.0625133650390188,16.215723358232484
34,163.57000732421875,173.72999572753906,1.0621140059203016,16.298601759704926
35,160.5399932861328,171.39999389648438,1.0676466990439923,15.086810565704159
36,161.05999755859375,171.49000549316406,1.0647585253487655,15.604633613369746
37,161.60499572753906,171.83999633789062,1.0633334419166562,15.89169285790874
38,161.66000366210938,171.8800048828125,1.0632191079375717,15.91598326227717
39,161.97999572753906,172.0800018310547,1.062353416285456,16.090026054830336
40,162.08999633789062,172.22999572753906,1.0625578358858787,16.068612220879633
41,162.9199981689453,172.97000122070312,1.0616867368322465,16.2987985020975
42,163.07000732421875,173.10000610351562,1.0615073178929528,16.34413979694745
43,163.9600067138672,174.1699981689453,1.0622712310136457,16.31447084254589
44,163.92999267578125,173.64999389648438,1.059293611022891,16.79939161063678
45,164.0800018310547,173.44859313964844,1.0570977035838904,17.176138545135164
46,164.3000030517578,173.6199951171875,1.0567254527834287,17.261896692663445
47,164.08309936523438,173.67999267578125,1.058488006063227,16.94835972653519
48,163.47000122070312,173.22000122070312,1.0596439709255057,16.69169881476589
49,164.72999572753906,174.9600067138672,1.0621016891377113,16.424504899312783
50,164.74000549316406,174.67999267578125,1.0603374217019172,16.71621938420441
51,164.80999755859375,174.25999450683594,1.0573387360489614,17.21803150055462
52,164.67999267578125,174.61000061035156,1.060298812097474,16.716062276940935
53,164.72079467773438,174.46429443359375,1.05915160726927,16.909462043269432
54,164.77000427246094,174.30999755859375,1.0578988471127162,17.121280169714996
55,164.2100067138672,173.82000732421875,1.0585226247940955,16.95668748066291
56,164.02999877929688,174.69000244140625,1.0649881347402341,15.87628051748985
57,163.3699951171875,174.37899780273438,1.067386931594446,15.415804780959665
58,163.17999267578125,174.38330078125,1.0686561380581034,15.18940734569981
59,163.1300048828125,174.51499938964844,1.0697909284991107,14.999277847460835
60,163.27000427246094,174.4600067138672,1.068536792727295,15.21791625409887
61,162.89999389648438,173.66000366210938,1.0660528555480642,15.585413003126863
62,162.85000610351562,173.8800048828125,1.0677310308007337,15.30698089258323
63,162.8699951171875,174.25,1.069871708872002,14.960350996913153
64,162.82000732421875,173.82000732421875,1.0675592648641516,15.331912782853895
65,163.36000061035156,173.77000427246094,1.06372431209118,16.013115700474405
66,163.07000732421875,174.06430053710938,1.067420694910693,15.379845363353699
67,163.27000427246094,174.3249969482422,1.0677098817081732,15.35292601972387
68,163.19000244140625,174.11000061035156,1.066915852721224,15.474407963403909
69,162.72999572753906,174.08999633789062,1.069808891468121,14.956708928165742
70,161.11000061035156,175.43499755859375,1.0889143870273301,11.71809027382756
71,161.25999450683594,174.91000366210938,1.084645973088476,12.418412511927418
72,161.24000549316406,174.53329467773438,1.0824441126996482,12.771756274784995
73,161.2899932861328,174.6300048828125,1.082708240758707,12.733476959547378
74,161.19000244140625,174.5800018310547,1.0830696642896063,12.66660039557718
