,csco,v,Ratio,Spread
0,55.3650016784668,225.32000732421875,4.069719145549179,22.592371951821775
1,55.290000915527344,226.14999389648438,4.090251223580169,21.426548352117408
2,55.290000915527344,226.50999450683594,4.096762357680195,21.066547741765845
3,55.07500076293945,227.0,4.121652235232481,19.61381854668042
4,55.28499984741211,227.67999267578125,4.118295980902294,19.874155882623057
5,55.720001220703125,228.08999633789062,4.093503075034793,21.411993314553854
6,55.66999816894531,228.19000244140625,4.098976287890354,21.088084471825226
7,56.375,224.9199981689453,3.9897117191830653,27.5149328882774
8,56.439998626708984,224.61500549316406,3.9797131636865415,28.11097521110247
9,56.20500183105469,225.08999633789062,4.004803647449091,26.58372006642628
10,56.0077018737793,224.7550048828125,4.012930317857487,26.035245426384108
11,56.060001373291016,223.4499969482422,3.985907803682319,27.57443909139465
12,55.89500045776367,223.25,3.9940960402835306,27.035597995547732
13,56.060001373291016,223.9499969482422,3.994826818804538,27.07443909139465
14,56.439998626708984,221.05499267578125,3.9166371023115483,31.670988028485283
15,56.869998931884766,223.30999755859375,3.926674903336294,31.341430549515508
16,56.61000061035156,223.66000366210938,3.950892090631977,29.82720877644374
17,56.619998931884766,224.08999633789062,3.957788777203552,29.441986399676637
18,56.3650016784668,224.6999969482422,3.986516282391679,27.69016380996638
19,56.255001068115234,224.97500610351562,3.9992001036691684,26.922595958633536
20,55.720001220703125,222.17999267578125,3.9874369671267855,27.32199697666323
21,55.2400016784668,224.8699951171875,4.0707818299151945,22.482661473582027
22,55.275001525878906,225.1750030517578,4.073722240357322,22.334375207632377
23,55.10499954223633,225.39999389648438,4.0903728476346695,21.348152628619232
24,54.91999816894531,225.27670288085938,4.101906598537412,20.643047920746056
25,55.3849983215332,226.42999267578125,4.088291045189889,21.571927198287568
26,55.470001220703125,225.60000610351562,4.067063297977984,22.782538178386858
27,55.66999816894531,226.36000061035156,4.066103970821094,22.918086302879914
28,55.58000183105469,227.24000549316406,4.088521014876907,21.635097484797825
29,55.67499923706055,228.77000427246094,4.109025728017939,20.530476330967986
30,55.599998474121094,228.85000610351562,4.116007416979218,20.114637472474556
31,55.71500015258789,227.66000366210938,4.086152796170007,21.819592300137657
32,55.8849983215332,227.7100067138672,4.074617760633046,22.53080390128565
33,55.849998474121094,227.39999389648438,4.07162041377411,22.6840950500478
34,55.880001068115234,227.74000549316406,4.075518989621334,22.478428513172076
35,55.09000015258789,227.00999450683594,4.120711451771016,19.670988029056076
36,55.119998931884766,226.99000549316406,4.118106130112046,19.825305021151138
37,55.025001525878906,226.50999450683594,4.116492289424211,19.879938382012227
38,55.16999816894531,227.10479736328125,4.116454683718232,19.934398808866206
39,55.0900993347168,226.1199951171875,4.104548691105567,20.56143153460468
40,54.915000915527344,226.02000427246094,4.115815360180632,19.877369920327823
41,54.91999816894531,226.24000549316406,4.119446704954411,19.67974530844137
42,54.1349983215332,221.61000061035156,4.093654890208097,20.79469241100722
43,54.064998626708984,221.38999938964844,4.094885878352325,20.701250294469048
44,54.16999816894531,221.02000427246094,4.08011836336313,21.541410417518478
45,54.375,220.75999450683594,4.059953921964799,22.719373586050693
46,54.22999954223633,218.96749877929688,4.037755866266546,23.862588948909718
