,bac,jpm,Ratio,Spread
0,43.435001373291016,140.97999572753906,3.2457693397065315,18.247516505877115
1,43.599998474121094,141.6699981689453,3.249311998325733,18.162373672166297
2,43.375,141.2899932861328,3.2574061852710736,17.71756109997932
3,43.20000076293945,140.5050048828125,3.252430611143631,17.86102326227524
4,43.32500076293945,140.8800048828125,3.2517023058732955,17.94425828932455
5,43.40999984741211,141.22999572753906,3.2533977476150233,17.905863906777967
6,43.45000076293945,141.16000366210938,3.2487917418521977,18.12249453707699
7,43.290000915527344,140.99000549316406,3.256872314885849,17.70595243076812
8,43.209999084472656,140.8699951171875,3.2601249271446657,17.532685677005958
9,43.0,140.70010375976562,3.272095436273619,16.93274554519857
10,42.958499908447266,140.30499267578125,3.266058940018806,17.175722264581225
11,42.86989974975586,140.0800018310547,3.267560751220381,17.07591554039152
12,42.79999923706055,140.10690307617188,3.2735258311606046,16.79276738866878
13,43.0099983215332,140.5399932861328,3.267612154631744,17.129508667937102
14,42.279998779296875,139.22999572753906,3.293046351640753,15.763415346669632
15,42.275001525878906,139.02999877929688,3.2887047607600626,15.945092962470596
16,41.935001373291016,137.92999267578125,3.2891376692223213,15.798699233043152
17,41.779998779296875,137.83999633789062,3.2991862222407264,15.32047462812082
18,41.74020004272461,137.7100067138672,3.2992176983557675,15.3045668511065
19,41.54499816894531,137.38999938964844,3.3070166192075274,14.908987488034569
20,41.220001220703125,136.30999755859375,3.306889702131566,14.797589436139646
21,40.685001373291016,134.3000030517578,3.3009708373740745,14.846338586573438
22,40.9900016784668,135.4499969482422,3.3044642937743007,14.814439274827265
23,40.755001068115234,135.32000732421875,3.320328886706536,14.082944810522264
24,40.489898681640625,134.39999389648438,3.3193462634527533,14.031124644360403
25,40.88999938964844,135.61000061035156,3.316458856311015,14.287839200544482
26,40.70500183105469,134.94500732421875,3.3151947243315543,14.274653596547182
27,40.900001525878906,135.3000030517578,3.3080684108568703,14.634503392467195
28,41.0,136.72000122070312,3.3346341761147102,13.581087651472046
29,40.69329833984375,135.27999877929688,3.3243802861475373,13.89675854457613
30,40.56999969482422,135.4499969482422,3.3386738468603547,13.27476231214547
31,40.66999816894531,135.50999450683594,3.3319400198623144,13.581347181501883
32,40.92499923706055,135.8800048828125,3.320220095685752,14.146140176288412
33,40.83000183105469,136.1300048828125,3.3340680572606307,13.547891065002744
34,40.81999969482422,135.97999572753906,3.331210111321502,13.661233586947219
35,40.38999938964844,134.2899932861328,3.324832763442676,13.774906416565983
36,40.38999938964844,134.33999633789062,3.326070769199384,13.72490336480817
37,40.345001220703125,133.61500549316406,3.3118106692384788,14.284936312224119
38,40.470001220703125,134.10000610351562,3.313565655019414,14.258170728921868
39,40.41999816894531,133.85000610351562,3.3114797666258333,14.32486553072357
40,40.174800872802734,133.3000030517578,3.318000342398669,13.976004665438865
41,40.14039993286133,133.3800048828125,3.322836969883294,13.76989310922761
42,39.5,131.49000549316406,3.3288608985611154,13.312263054419333
43,39.66999816894531,131.52000427246094,3.3153519118490444,13.905457199482356
44,39.637298583984375,131.42999267578125,3.315816096732841,13.87559603456944
45,39.755001068115234,131.61000061035156,3.3105269041460783,14.127071307994925
46,39.599998474121094,131.2100067138672,3.313384135598236,13.958844261666343
47,39.71500015258789,131.0800018310547,3.3005162111906303,14.510431522422437
48,39.72999954223633,131.5399932861328,3.3108480946820738,14.105426033114526
49,39.095001220703125,128.80999755859375,3.294794565459208,14.50759397630128
50,39.095001220703125,129.11000061035156,3.302468258831519,14.207590924543467
51,39.04499816894531,129.27000427246094,3.310795500952966,13.864282064235795
52,39.189998626708984,130.3000030517578,3.3248279565632606,13.365837594422914
53,39.21500015258789,130.64999389648438,3.331633134976858,13.1074993487955
54,39.5099983215332,131.2100067138672,3.3209317207780513,13.628914482821926
55,39.38999938964844,131.1199951171875,3.3287635732141037,13.279024369116769
56,39.815799713134766,132.66000366210938,3.3318432536304523,13.299948806197818
57,40.01499938964844,132.97999572753906,3.3232537237508977,13.710198894011768
58,39.98500061035156,133.67999267578125,3.3432534859377583,12.900230014229209
59,39.875,133.25,3.341692789968652,12.926973628731332
60,39.70000076293945,133.13999938964844,3.353652313123798,12.3954479980585
61,39.78499984741211,133.8699951171875,3.364835883640083,11.977048732699387
62,39.689998626708984,133.52999877929688,3.364323592831752,11.9687819750811
63,40.21500015258789,134.5,3.3445231751750906,12.923373461674402
