,crm,avgo,Ratio,Spread
0,252.92999267578125,616.3651733398438,2.4369002933152832,143.69239244139936
1,247.2100067138672,626.1402587890625,2.532827320027492,116.66045495824953
2,252.5500030517578,631.3276977539062,2.4998126712535473,127.58346229140254
3,252.8000030517578,640.0809326171875,2.5319656839012716,119.58446232261376
4,253.13999938964844,649.4594116210938,2.565613546602749,111.23173172685465
5,258.29998779296875,658.720703125,2.55021577334713,117.53781345879138
6,255.4499969482422,653.5624389648438,2.5584750314061067,114.09782744264002
7,254.5399932861328,657.0891723632812,2.5814771340259917,107.8256679798872
8,255.3300018310547,649.7329711914062,2.5446793033797803,117.56527719787145
9,254.1300048828125,650.0552978515625,2.557963583053972,113.62263225112024
10,255.4600067138672,648.0135498046875,2.536653616119674,119.6769154608766
11,248.22999572753906,655.438232421875,2.6404473419936476,90.43972654987822
12,227.6699981689453,628.1625366210938,2.7590922900388395,55.687151993172556
13,229.14999389648438,622.3302612304688,2.715820544649888,65.9844850694365
14,228.30999755859375,604.8628540039062,2.6493051573384276,80.91767409886704
15,229.6300048828125,606.826416015625,2.6426268480258397,82.936494426794
16,234.83999633789062,607.6959228515625,2.5877019772100587,97.78521701256697
17,237.8300018310547,607.6470947265625,2.5549640081078238,106.85471104824119
18,228.6300048828125,583.4096069335938,2.5517630865320085,103.33636393085537
19,231.22999572753906,582.6084594726562,2.5196058912665915,111.98152667360789
20,226.05999755859375,564.4572143554688,2.496935417373717,114.53519969687208
21,226.27000427246094,550.9561157226562,2.4349498621974988,128.66987589639
22,222.94000244140625,535.0811157226562,2.400112630586733,134.49846157756866
23,218.6300048828125,520.9254760742188,2.38268062223865,135.6510990105309
24,223.02999877929688,529.0828247070312,2.3722495969279636,140.76826610684833
25,215.38999938964844,521.8145141601562,2.4226496849381323,124.98716011942672
26,211.0,544.2642211914062,2.579451285267328,89.29309018228234
27,212.74000549316406,529.7959594726562,2.4903447672876933,109.0108433392442
28,222.1300048828125,547.1754150390625,2.463311587859244,119.96044856858195
29,232.6300048828125,572.360595703125,2.4603902492778262,126.45313347320386
30,232.1199951171875,579.042724609375,2.494583563630703,118.2323359198886
31,225.00999450683594,589.5055541992188,2.619908308923181,86.31906408928482
32,212.77000427246094,567.4465942382812,2.6669482673490106,71.45071307817072
33,219.22999572753906,576.541748046875,2.6298488312858708,81.8449631637498
34,216.97000122070312,574.0701904296875,2.6458505194261397,77.4982539072693
35,217.42999267578125,586.36962890625,2.6968203498061545,66.58658185706001
36,222.0399932861328,597.2330322265625,2.6897543248298317,69.63127183258273
37,217.6699981689453,577.714111328125,2.6540824008264576,75.96618150644183
38,207.89999389648438,560.1880493164062,2.694507290824308,64.01673095163771
39,206.39999389648438,565.22900390625,2.738512696806226,54.45036699483904
40,214.25,588.8607788085938,2.7484750469479287,54.50158619349718
41,211.74000549316406,583.4291381835938,2.755403433681452,52.36072505033672
42,200.02999877929688,565.6393432617188,2.8277725676827954,34.82213725885202
43,196.83999633789062,566.6065063476562,2.878513091287777,24.230929553615216
44,195.1300048828125,564.1348876953125,2.8910719703723164,21.543607307143407
45,190.5399932861328,552.14794921875,2.897806070506115,19.682758134341885
46,204.2899932861328,566.6162109375,2.7735876918057634,46.69741561267863
47,208.08999633789062,574.4413452148438,2.760542819569674,50.33666093858965
48,210.52999877929688,573.884521484375,2.725903789540181,58.25482460488018
49,208.88999938964844,556.9642333984375,2.66630396393231,70.2273336243408
50,210.38999938964844,572.2628784179688,2.7200098867728078,59.45409797176449
51,204.75,565.2484741210938,2.7606763082837302,49.452964890282765
52,203.00999450683594,582.2372436523438,2.8680225575432847,27.214703920821012
53,196.22999572753906,557.5308837890625,2.8412113128880745,31.466217128253493
54,192.0800018310547,562.65966796875,2.9292985350116836,13.81715211392866
55,203.16000366210938,583.2434692382812,2.8708577413117062,26.661046892485775
56,200.14999389648438,574.1679077148438,2.8686881100371044,26.655590823933085
57,197.89999389648438,564.5158081054688,2.852530699928926,29.519576382875744
58,193.1199951171875,554.69775390625,2.8722958157163,24.91666308218571
59,196.13999938964844,579.081787109375,2.9523900729650805,9.64380029428644
60,205.57000732421875,593.1104125976562,2.8851991607035385,24.06493896438103
61,210.41000366210938,588.7631225585938,2.798170772831074,43.014205512455355
62,218.8000030517578,596.3245239257812,2.7254319726161924,60.76492536304186
63,213.72000122070312,591.3871459960938,2.7671118408116775,50.376244712460725
64,218.2100067138672,601.2716674804688,2.755472475966237,54.03779850571487
65,211.11000061035156,589.5086059570312,2.792423875006731,44.38057061162788
66,213.97999572753906,616.1131591796875,2.8793026052967354,26.434619246595094
67,211.02999877929688,618.5130004882812,2.930924532370137,15.134815389958977
68,215.27999877929688,622.4569091796875,2.891382909277256,24.01289990492494
69,221.2899932861328,630.9053955078125,2.851034455462421,33.69620386785521
70,214.94000244140625,620.6964111328125,2.8877659071489847,24.747649543652916
71,212.32000732421875,619.3095703125,2.9168686367215337,18.23012340083442
72,212.25,616.654052734375,2.9053194475117787,20.674433111776057
