,msft,nflx,Ratio,Spread
77,294.821533203125,355.8800048828125,1.2071031617545374,-38.76949672619919
78,283.1962585449219,348.0,1.2288297938258201,-43.43621268489302
79,280.0193786621094,344.1000061035156,1.228843545570217,-42.96490552558778
80,285.5391845703125,350.42999267578125,1.2272571037951177,-43.33757359435869
81,277.8055114746094,341.1300048828125,1.22794541790072,-42.38424773103186
82,278.4905090332031,337.8599853515625,1.2131831225576202,-38.37493614884308
83,283.2359313964844,348.6099853515625,1.2308113014925535,-44.00338062283079
84,284.28826904296875,226.19000244140625,0.7956360746183965,79.55235065195704
85,278.7784118652344,218.22000122070312,0.7827722374937479,81.57577065904364
86,272.0475158691406,215.52000427246094,0.7922145643709154,77.01136521171661
87,278.6890869140625,209.91000366210938,0.7532049639490832,89.78936316403774
88,268.26507568359375,198.39999389648438,0.7395669875809253,90.04913043624076
89,281.1709899902344,188.5399932861328,0.670552795267681,113.83799799990446
90,287.5346374511719,199.52000427246094,0.6938990239266138,109.7260319048688
91,275.5122375488281,190.36000061035156,0.6909311989330953,105.91071241508841
92,282.4119873046875,199.4600067138672,0.706273160064819,104.25734620682321
93,279.7414245605469,199.8699951171875,0.7144812229049327,100.9651200735912
94,287.882080078125,204.00999450683594,0.7086581924497419,105.61102340443021
95,275.3434753417969,188.32000732421875,0.6839457775073414,107.76856701095612
96,272.7424011230469,180.97000122070312,0.6635198651751221,112.3113317313473
97,262.66583251953125,173.10000610351562,0.659012268337734,109.30606608904928
98,267.5502624511719,177.66000366210938,0.6640247781275582,110.01764968651445
99,258.66497802734375,166.3699951171875,0.6431871696971685,111.71810559368497
100,253.5026397705078,174.30999755859375,0.6876062423507464,98.20658601377868
101,259.23089599609375,187.63999938964844,0.7238334715800077,91.05887525834457
102,259.6081237792969,186.50999450683594,0.7184289605104787,92.59600787178407
103,264.8896789550781,190.55999755859375,0.7193938182503149,94.24618828646861
104,252.82933044433594,177.19000244140625,0.7008285080295192,94.59990374881072
105,251.89393615722656,183.47999572753906,0.7284017969095332,87.30037465882315
106,251.31680297851562,186.35000610351562,0.7414944161908911,83.80748619225908
107,259.3669738769531,187.44000244140625,0.7226826131315011,91.40573593531956
108,258.342041015625,180.33999633789062,0.6980667785580564,97.39957062607668
109,261.2277526855469,187.8300018310547,0.7190277445641666,93.02400499055834
110,264.59112548828125,191.39999389648438,0.723380247705857,93.08397444281597
111,271.8949890136719,195.19000244140625,0.717887457762568,97.17675055562027
112,270.5317687988281,197.44000244140625,0.7298218738525526,93.45547835053098
113,271.07904052734375,192.91000366210938,0.7116374740254053,98.57612688254481
114,273.2283935546875,205.08999633789062,0.7506174364592209,88.71584993106255
115,268.69085693359375,198.97999572753906,0.7405536533634878,89.92865826279534
116,267.4270935058594,197.13999938964844,0.7371728750637192,90.40472235790666
117,271.1586608886719,198.61000061035156,0.7324494078833564,92.96206118980022
118,269.0789489746094,202.8300018310547,0.7537936453371311,86.49750527394546
119,263.4866027832031,192.77000427246094,0.7316121663729225,90.52189433505531
120,251.74468994140625,182.94000244140625,0.7266886244313064,87.67929212854698
121,241.06748962402344,169.69000244140625,0.7039107708221469,89.40579219501932
122,243.28652954101562,167.5399932861328,0.6886529788649366,93.95072750844717
123,250.52073669433594,180.11000061035156,0.7189424835122789,89.18832734457116
124,243.76416015625,173.35000610351562,0.7111382001045612,88.65620341463391
125,246.4309539794922,175.50999450683594,0.7122075846098529,89.37438508693093
126,252.49099731445312,170.91000366210938,0.676895435797489,100.51475233106883
127,251.8839874267578,178.88999938964844,0.7102079064937211,91.87963370683558
128,257.58575439453125,181.7100067138672,0.7054350002428746,95.21332860052495
129,266.3822937011719,190.85000610351562,0.7164515458283857,95.56710258799659
130,263.58612060546875,189.13999938964844,0.7175643351599305,94.25930505312179
131,255.21751403808594,179.60000610351562,0.7037134844778483,94.76737664102113
132,258.9788818359375,178.36000061035156,0.6887048061445497,100.06688465170843
133,255.5657501220703,174.8699951171875,0.6842465981206844,99.87322570955818
134,258.30224609375,179.9499969482422,0.6966644683489508,97.74662085621229
135,261.55615234375,185.8800048828125,0.7106695951029277,95.32843131419712
136,264.89959716796875,184.05999755859375,0.694829284477485,100.75689263987475
137,267.07879638671875,189.27000427246094,0.7086672803422628,97.89881351994119
138,266.34246826171875,186.97999572753906,0.7020284708926142,99.39413086798832
139,263.2079772949219,177.33999633789062,0.6737637595960208,105.65119228009205
140,252.42132568359375,174.4499969482422,0.6911064129617661,96.89956507931662
141,251.47601318359375,176.55999755859375,0.7020947855956884,93.7693243117041
142,252.82933044433594,174.77999877929688,0.6912963716358741,97.00990741092009
143,255.45632934570312,189.11000061035156,0.740283089069339,85.51512649596997
144,252.99847412109375,190.9199981689453,0.7546290499663822,81.05245841743702
145,258.25250244140625,201.6300048828125,0.7807475357516019,76.01292647225101
146,260.97900390625,216.44000244140625,0.8293387559987652,64.14553919677978
147,263.5363464355469,223.8800048828125,0.8495223065466868,59.46558017409471
148,259.078369140625,220.44000244140625,0.8508622436238733,58.094255719435736
149,257.5559387207031,218.50999450683594,0.8483981988230949,58.38116187439361
150,250.6600341796875,213.91000366210938,0.8533869564095184,55.53866281934414
151,267.4171447753906,226.75,0.8479261873446902,60.78398445767691
152,275.04937744140625,226.02000427246094,0.8217433770436727,69.75116128186669
153,279.35809326171875,224.89999389648438,0.8050598830719577,75.52140626926352
154,276.6415100097656,226.2100067138672,0.8177008819315721,71.27948752216433
155,273.4672546386719,221.4199981689453,0.8096764581979081,72.64364186650072
156,281.07958984375,226.72999572753906,0.8066398412406128,75.5493508248013
157,282.2537536621094,229.91000366210938,0.8145507391102349,73.63657365116244
158,281.51739501953125,226.77999877929688,0.8055630053111398,75.9718544006282
159,278.9401550292969,233.49000549316406,0.8370612881771747,66.48032968828345
160,280.910400390625,229.94000244140625,0.8185528272419215,72.15674431006072
161,287.73663330078125,244.11000061035156,0.8483799848842145,65.35404207527198
162,285.6071472167969,242.6999969482422,0.8497686395922543,64.46577165636675
163,290.4731140136719,249.3000030517578,0.8582550020103542,63.11742014333855
164,292.0254211425781,249.11000061035156,0.853042175697185,64.98276917046381
165,291.2691650390625,245.69000244140625,0.8435153182399394,67.586568626306
166,290.5013427734375,241.14999389648438,0.8301166238827257,71.29789553522953
167,289.35455322265625,245.1699981689453,0.8472996033357345,66.04020451723817
168,285.3458557128906,241.16000366210938,0.8451498377630542,65.72376286907279
169,276.9694519042969,226.5399932861328,0.8179241130332695,71.30343627821502
170,275.66314697265625,224.5500030517578,0.8145811491952224,71.8835808278162
171,275.0149841308594,229.61000061035156,0.8348999649455358,66.12404554001067
172,278.0663757324219,233.97999572753906,0.8414537540227218,65.04730238706013
173,267.33660888671875,223.27999877929688,0.8352017320377905,64.16706632872187
174,264.4846496582031,224.57000732421875,0.8490852214464372,59.79904566420724
175,262.2309875488281,220.64999389648438,0.8414337144476441,61.28676650628164
176,260.7351989746094,223.55999755859375,0.8574216233089581,56.76241460463244
177,259.668212890625,230.0399932861328,0.8858997053406306,49.13086100589264
178,255.3404083251953,226.11000061035156,0.8855237684212652,48.39001730700578
179,252.53829956054688,218.38999938964844,0.8647797176494757,53.08580813515924
180,257.3647155761719,228.9600067138672,0.8896324665224057,47.72476973369122
181,257.7934875488281,227.44000244140625,0.8822565868671423,49.7075314380193
182,263.716796875,233.57000732421875,0.8856849851506781,49.970331091736895
183,265.900634765625,236.52999877929688,0.8895428135693751,49.36727357433925
184,251.2818603515625,218.1300048828125,0.8680690463594626,51.98977515250043
185,251.51119995117188,224.1199951171875,0.8910934986620792,46.247302505348316
186,244.6904296875,235.3800048828125,0.9619501881762271,27.62589243405806
187,244.05223083496094,240.1300048828125,0.9839287437007661,22.187108462960495
188,243.8328399658203,243.6300048828125,0.999168138782962,18.4503281656158
189,241.76866149902344,242.85000610351562,1.0044726417302705,17.002536914018762
190,238.2784881591797,236.8699951171875,0.9940888787197136,19.21573534142054
191,240.3027801513672,237.0500030517578,0.9864638390885014,21.220469468815324
192,237.2513885498047,226.41000366210938,0.9543042299816954,28.567216894226803
193,236.78269958496094,224.07000732421875,0.9463107216742384,30.401374894849468
194,235.74563598632812,224.36000061035156,0.9517037279254795,28.992117948330574
195,240.39254760742188,245.1999969482422,1.0199983293520032,13.167358204774914
196,236.8325653076172,239.7100067138672,1.0121496864357,14.815193700480094
197,232.2454833984375,235.44000244140625,1.0137549242991661,14.13453333199935
198,240.06346130371094,239.0399932861328,0.9957366772435089,18.972191420867247
199,248.1805877685547,240.74000549316406,0.9700194832227189,26.032687914396817
200,248.4996795654297,236.72999572753906,0.9526370260980893,30.387081431452586
201,246.09645080566406,240.02000427246094,0.9753086787179976,24.503358651505593
202,233.5817413330078,224.75,0.9621899328149252,26.266708605466064
203,228.6057586669922,229.97999572753906,1.0060113842650338,15.666322305811079
204,224.77655029296875,214.2899932861328,0.9533467481676002,27.223604452395804
205,225.11558532714844,220.8699951171875,0.9811403985921674,21.009510357236323
206,233.5817413330078,232.50999450683594,0.9954116840637646,18.506714098630127
207,227.91769409179688,230.0,1.0091362187411586,14.903715866973485
208,236.86248779296875,245.10000610351562,1.0347776399180058,9.457488521646283
209,237.8297576904297,240.86000061035156,1.0127412269572513,14.741431963688953
210,235.8154296875,272.3800048828125,1.1550559064085308,-18.95256061262289
211,235.48635864257812,268.1600036621094,1.1387496295236508,-15.08771336970075
212,241.4395751953125,289.57000732421875,1.1993477336512506,-30.072634752701404
213,246.55517578125,282.45001220703125,1.14558541029221,-17.43156470391098
214,249.95558166503906,291.0199890136719,1.1642868187823165,-22.331611584069222
215,230.66993713378906,298.6199951171875,1.294576999619969,-50.74588705294342
216,226.11277770996094,296.94000244140625,1.3132384885488282,-53.98426480728919
217,235.20713806152344,295.7200012207031,1.257274773452459,-42.94906317903245
218,231.4776611328125,291.8800048828125,1.2609424315694273,-43.13415074540522
219,227.52879333496094,286.75,1.2602800542165027,-42.266010064200785
220,219.48147583007812,273.0,1.2438407340187367,-37.20117658501813
221,213.6479034423828,269.05999755859375,1.2593617499792347,-39.55712898417009
222,220.76783752441406,260.7900085449219,1.1812862392878305,-23.60286342963063
223,227.22962951660156,258.6000061035156,1.1380558365282294,-14.438892402918796
224,228.22682189941406,263.4599914550781,1.1543778652414145,-18.222645594788062
225,223.8790740966797,254.66000366210938,1.1374890873103096,-14.115018160951891
226,242.2971649169922,274.9700012207031,1.134846135384639,-14.547064380743521
227,246.41555786132812,290.1300048828125,1.1774013272574493,-25.262241739179174
228,240.87118530273438,299.2699890136719,1.2424482763994376,-40.38605823350862
229,241.29000854492188,310.20001220703125,1.285589959060738,-50.86406128487904
230,241.72999572753906,306.0199890136719,1.265957863825042,-46.209176506185614
231,241.67999267578125,295.2799987792969,1.2217808992381969,-35.523152681213745
232,241.22000122070312,287.9800109863281,1.1938479791434962,-28.719616330987563
233,242.0500030517578,285.04998779296875,1.1776491807439318,-24.8938034398911
234,245.02999877929688,286.69000244140625,1.1700200133438898,-23.3176210003801
235,247.5800018310547,291.5,1.1773971962360503,-25.375496361773244
236,247.49000549316406,285.5400085449219,1.1537435945178351,-19.512634562679196
237,241.75999450683594,281.1700134277344,1.1630129873277446,-21.326824368253384
238,240.3300018310547,280.9599914550781,1.1690591657906497,-22.660139601463996
239,255.13999938964844,305.5299987792969,1.1974994101677217,-31.246274673688404
240,254.69000244140625,316.95001220703125,1.2444540781688063,-43.15195284957913
241,255.02000427246094,320.4100036621094,1.2564112551726976,-46.255785764479654
242,250.1999969482422,312.5899963378906,1.249360512192791,-43.6378307038877
243,245.1199951171875,305.55999755859375,1.2465731219214122,-42.09048646158358
244,244.3699951171875,308.4200134277344,1.2621026295795101,-45.75994906706343
245,247.39999389648438,310.260009765625,1.254082527970644,-44.329781907602424
246,245.4199981689453,320.010009765625,1.3039280097513997,-56.2167166804319
247,252.50999450683594,315.17999267578125,1.248188188714442,-43.734733728771246
248,256.9200134277344,320.3399963378906,1.246847188212509,-44.13517016059326
249,257.2200012207031,317.8299865722656,1.2356348070287007,-41.30139487502136
250,249.00999450683594,290.4100036621094,1.166258423631815,-22.742162818015814
251,244.69000244140625,290.7099914550781,1.1880746599963432,-27.704555248815794
