,amzn,nvda,Ratio,Spread
89,155.21749877929688,244.6116943359375,1.5759285921991943,-15.980484550171306
90,157.97824096679688,248.2801055908203,1.5716095081917176,-15.556028061569075
91,158.0124969482422,247.7270965576172,1.5677690141100769,-14.952233698930351
92,157.0,243.63499450683594,1.5518152516358976,-12.36118311126675
93,155.6645050048828,241.74000549316406,1.552955219210579,-12.446098056700388
94,155.55300903320312,242.06019592285156,1.5561267340780485,-12.931583988475134
95,155.1269989013672,242.61990356445312,1.5640082337873091,-14.122862058812766
96,156.093994140625,257.6300048828125,1.650479932307413,-27.69936930932264
97,155.88198852539062,261.4200134277344,1.6770379689193748,-31.803681358555515
98,155.39450073242188,260.6099853515625,1.6770862811954594,-31.71636584577272
99,155.53976440429688,262.69000244140625,1.6888928914575962,-33.581025992976414
100,156.0915069580078,262.7900085449219,1.683563786821652,-32.863060280428876
101,156.1175079345703,264.92999267578125,1.6969909152458085,-34.96449732827791
102,156.510498046875,265.20001220703125,1.6944551037567057,-34.651899416492775
103,156.12350463867188,261.06201171875,1.6721505984825606,-31.087626110904473
104,157.41549682617188,262.135009765625,1.6652427178442986,-30.24521417382804
105,157.14950561523438,258.6224060058594,1.645709319882124,-27.126948882980606
106,156.6685028076172,258.75,1.651576388125282,-27.96764129128531
107,157.87924194335938,262.7703857421875,1.6643757754832569,-30.19307668392876
108,158.80848693847656,265.57000732421875,1.6722658369454921,-31.615069857363785
109,158.10800170898438,265.1099853515625,1.676765138297854,-32.19353435170087
110,158.35000610351562,242.44000244140625,1.5310387944217685,-9.164774013995137
111,158.37249755859375,249.2899932861328,1.5740737636211233,-15.981420727056625
112,156.91259765625,246.40089416503906,1.5703066410565196,-15.2566588794953
113,156.51223754882812,245.23500061035156,1.5668742869633054,-14.684308965668047
114,156.3282470703125,245.25999450683594,1.5688783000075743,-14.982073241811415
115,155.33045959472656,245.22500610351562,1.5787309632852007,-16.426329149013675
116,154.62550354003906,245.11849975585938,1.5852397835030354,-17.364937375934097
117,153.63241577148438,235.6999969482422,1.5341814145448744,-9.41871144834233
118,152.29000854492188,234.89199829101562,1.5423992718585222,-10.600864302218762
119,152.13101196289062,236.7799072265625,1.5564210358655888,-12.724489555235076
120,151.38900756835938,233.27099609375,1.5408714268003705,-10.315618065983509
121,153.09625244140625,239.10000610351562,1.5617626316165065,-13.613595840011337
122,152.65451049804688,236.86000061035156,1.5516082678302654,-12.028483570526825
123,152.67098999023438,236.38999938964844,1.5483622619121626,-11.534051100028401
124,152.9824981689453,240.4250030517578,1.5715850239695124,-15.107236276423842
125,149.77999877929688,232.8000030517578,1.55427964313708,-12.230019865116029
126,150.03524780273438,232.17999267578125,1.5475029773073752,-11.231596575643389
127,149.65174865722656,232.18499755859375,1.5515020682478455,-11.805148311331104
128,149.68051147460938,233.1898956298828,1.5579175494028112,-12.767404803116344
129,151.27549743652344,236.82290649414062,1.565507372358922,-14.035810010103043
130,150.26600646972656,234.0500030517578,1.5575711935813696,-12.75950158990299
131,148.80599975585938,232.77000427246094,1.5642514727521624,-13.643998434831653
132,147.75650024414062,231.30999755859375,1.5654810257172864,-13.7399003884836
133,148.89999389648438,234.55430603027344,1.5752472508046989,-15.288951582700614
134,146.73324584960938,227.69000244140625,1.5517274297521606,-11.636904911363454
135,146.09249877929688,227.0,1.553810099058753,-11.896825656442568
136,146.00650024414062,224.78990173339844,1.5395883152977599,-9.814222319328318
137,144.82699584960938,223.85000610351562,1.5456372949692678,-10.622970772016439
138,144.13198852539062,221.6999053955078,1.5381728071867449,-9.503235402597776
139,146.04550170898438,224.04989624023438,1.5341102164631157,-9.016396201648726
140,145.64599609375,222.56080627441406,1.5280942301438567,-8.119583071143703
141,146.6540069580078,223.39999389648438,1.5233132631722202,-7.4643699592073265
142,148.7926483154297,228.3101043701172,1.5344179094528665,-9.20389236912761
143,150.04275512695312,234.02639770507812,1.5597314079381264,-13.066871813366854
144,151.34849548339844,237.50999450683594,1.5692920748781982,-14.61467663481623
145,151.124755859375,238.34010314941406,1.5771082758353299,-15.776484736420693
146,153.2425079345703,241.35000610351562,1.57495468689774,-15.646768498078055
147,153.22000122070312,240.6013946533203,1.570300174497128,-14.931523801075409
148,153.00799560546875,239.30499267578125,1.5640031864271289,-13.949425327847345
149,153.68194580078125,238.14999389648438,1.54962896035426,-11.7952789180331
150,153.35299682617188,240.00999450683594,1.5650818665049708,-14.142954420131938
151,153.8354949951172,241.60000610351562,1.5705088485019931,-15.017650692943883
152,151.65451049804688,242.11500549316406,1.5964906332033046,-18.766012885362194
153,154.33499145507812,245.00999450683594,1.587520705427002,-17.68712339066318
154,152.85400390625,241.92999267578125,1.5827520803718316,-16.802721784267852
155,152.14649963378906,240.44000244140625,1.5803189887387246,-16.36162391957678
156,151.12245178222656,238.05650329589844,1.5752556981999424,-15.496300733570914
157,152.05050659179688,240.3592987060547,1.5807859118242626,-16.423232214282827
158,153.60000610351562,243.88999938964844,1.5878254537651757,-17.656762014345993
159,153.4510040283203,242.02499389648438,1.5772134918831628,-16.0126557380811
160,152.94949340820312,238.2987060546875,1.558022198992827,-13.029869643526903
161,152.41299438476562,235.11000061035156,1.542585010939539,-10.636537109193464
162,151.36349487304688,231.86000061035156,1.5318092437335669,-8.942445776712598
163,151.947998046875,233.26499938964844,1.5351633610709874,-9.480904320214373
164,150.9250030517578,233.2924041748047,1.5457505347526812,-11.024924179468977
165,151.20350646972656,234.8800048828125,1.5534031608575118,-12.199636765936228
166,150.43299865722656,238.41000366210938,1.5848251765913763,-16.871932202328857
167,151.6219940185547,239.6999969482422,1.5809051879301164,-16.399210815730846
168,151.37899780273438,240.5063934326172,1.5887698883171817,-17.565855126948584
169,151.96624755859375,242.4803924560547,1.5956200561085865,-18.66924203962507
170,152.04275512695312,242.4499969482422,1.5946172295141623,-18.525422192485145
171,152.5602569580078,242.8300018310547,1.5916989566810549,-18.138217967142488
172,152.0050048828125,242.13999938964844,1.5929738601457568,-18.271390293144698
173,150.1999969482422,238.15499877929688,1.5855859095747076,-16.96235804578877
174,149.75100708007812,237.88999938964844,1.5885702809493543,-17.36299710542429
175,149.30300903320312,237.5800018310547,1.5912606408235206,-17.717167596821277
176,150.63299560546875,240.8300018310547,1.5987865132937138,-18.995430009175102
177,149.91824340820312,238.4550018310547,1.5905669410878853,-17.68006760446344
178,147.68075561523438,236.86590576171875,1.603905023203201,-19.408101854556612
179,147.89849853515625,237.14999389648438,1.6034645127929583,-19.369380790638083
180,144.5675048828125,231.3300018310547,1.6001521366684202,-18.487668197721128
181,144.65451049804688,228.7700958251953,1.5814930003740475,-15.798774241553597
182,145.21600341796875,229.9575958251953,1.5835554650496655,-16.153847269361542
183,145.76824951171875,228.80999755859375,1.5696833729227093,-14.187530676286409
184,145.09324645996094,226.4302978515625,1.5605846817553073,-12.808539485176121
185,145.17575073242188,226.60499572753906,1.5609011462610038,-12.860922761483076
186,145.55250549316406,229.36000061035156,1.5757887494497549,-15.057379506614362
187,140.61099243164062,219.01010131835938,1.5575603125398125,-12.03339405949084
188,140.76800537109375,220.66000366210938,1.5675437261500131,-13.450520884357852
189,140.1468505859375,218.8000030517578,1.5612195503286783,-12.511397419068354
190,138.54623413085938,218.59500122070312,1.5777765638453678,-14.679348588964851
191,138.1114959716797,218.63999938964844,1.5830687941754062,-15.368856700426685
192,138.14549255371094,215.75,1.5617592439081314,-12.428456547311649
193,137.45350646972656,213.3800048828125,1.5523794944424234,-11.084347706250819
194,134.9029998779297,209.47999572753906,1.5528194029568818,-10.965526887351652
195,135.946044921875,212.3249053955078,1.5618321630285452,-12.264096793971115
196,138.50137329101562,218.72500610351562,1.5792262625724014,-14.875860762886768
197,138.99050903320312,220.42990112304688,1.5859349149544368,-15.855600094049388
198,137.26150512695312,219.0,1.5954946712659677,-16.988989505081157
199,136.32749938964844,217.16000366210938,1.5929288267910435,-16.53367949239425
200,136.0155029296875,215.10000610351562,1.5814374205175012,-14.936224308397252
201,139.0605010986328,228.74009704589844,1.6448962519102222,-24.06203106985371
202,137.77975463867188,225.47279357910156,1.6364726020191076,-22.693465521175746
203,137.9499969482422,227.89999389648438,1.6520478357240613,-24.868277455256568
204,139.21701049804688,230.67999267578125,1.6569813692344553,-25.769897691263942
205,138.78399658203125,229.99009704589844,1.657180242031421,-25.7219557712802
206,139.6957550048828,231.25999450683594,1.6554547022474138,-25.64014909423762
207,139.23699951171875,230.13999938964844,1.6528652599288376,-25.200270203990534
208,146.29624938964844,222.88999938964844,1.52355238305528,-7.484759788205233
209,146.093505859375,219.5,1.5024624038476,-4.395332635621751
210,146.4625244140625,221.9199981689453,1.5151998714808292,-6.268251781373076
211,146.18051147460938,222.2899932861328,1.5206540943369402,-7.056337971446434
212,148.2584991455078,225.8800048828125,1.5235551835792114,-7.5656820765768575
213,148.02186584472656,226.1199951171875,1.5276121120806914,-8.15648696079027
214,146.81100463867188,226.5800018310547,1.5433448084406791,-10.411624996422242
215,147.5,226.79989624023438,1.5376264151880297,-9.610066948882528
216,147.63116455078125,222.8300018310547,1.509369668044629,-5.445717888554336
217,147.23550415039062,223.22560119628906,1.5161125876831987,-6.427893464151774
218,148.0082550048828,225.8300018310547,1.5257932864866526,-7.886672077266164
219,148.34849548339844,225.94000244140625,1.5230353479836336,-7.492257865455153
220,146.75250244140625,222.7841033935547,1.5180940678167005,-6.702457495695549
221,145.5364990234375,221.0,1.518519419409764,-6.721108878702845
222,145.687744140625,220.8300018310547,1.5157761082352863,-6.326886128302911
223,143.98947143554688,218.8800048828125,1.5201111768841267,-6.894619957576632
224,142.98849487304688,215.49989318847656,1.5071135155301085,-4.998480473029227
225,141.40574645996094,212.7509002685547,1.5045421108737977,-4.595950745252688
226,141.82550048828125,211.9040069580078,1.4941178154031405,-3.1267618322809287
227,142.50601196289062,213.69000244140625,1.4995157011133842,-3.9038824282990365
228,141.85299682617188,213.19000244140625,1.5028938916436956,-4.371993322965361
229,145.72349548339844,222.3249969482422,1.525663354497083,-7.768879006351151
230,146.83499145507812,227.0399932861328,1.5462253992475095,-10.83605541013163
231,146.4322509765625,227.78529357910156,1.555567793706594,-12.178428302264402
232,145.6645050048828,226.49000549316406,1.554874370290634,-12.021342376929178
233,145.74600219726562,226.9698944091797,1.5572975655413066,-12.380409714096013
234,147.35000610351562,229.61000061035156,1.5582625795688603,-12.64254093519211
235,147.3665008544922,229.6300048828125,1.5582239080884892,-12.638091336330186
236,150.14999389648438,244.9250030517578,1.6312022178343393,-23.806493064156378
237,150.60000610351562,242.5,1.6102256983530032,-20.714335920766196
238,150.04049682617188,242.83999633789062,1.6184963491505284,-21.883818432262395
239,149.34449768066406,236.5399932861328,1.5838547583581857,-16.615651118386957
240,147.79360961914062,234.51499938964844,1.5867736094543332,-16.889886664443686
241,151.78823852539062,242.92999267578125,1.6004533357513384,-19.38274500019606
242,153.14999389648438,245.0,1.5997388819068317,-19.433916716329925
243,154.29100036621094,245.0399932861328,1.5881677654855333,-17.782340033996952
244,154.375,242.99000549316406,1.5740243270812246,-15.607820731654934
245,155.14549255371094,242.96499633789062,1.566046117993256,-14.440537540813333
246,155.75,244.86000061035156,1.5721348353794642,-15.439344754810984
247,156.2884979248047,244.1999969482422,1.5624950024520325,-13.981004762585039
248,156.50100708007812,247.00010681152344,1.578265286722014,-16.46606461114485
249,157.36949157714844,247.69000244140625,1.5739391413104955,-15.86841075528782
250,157.27099609375,260.8399963378906,1.6585384642849381,-29.164426612354283
251,158.19749450683594,261.2550048828125,1.6514484360024002,-28.20587862364585
252,159.03941345214844,259.7654113769531,1.6333398478931827,-25.46811971157775
253,159.61575317382812,261.7401123046875,1.6398137846684955,-26.58838292077673
254,159.49826049804688,262.07000732421875,1.6430900657216128,-27.092463702737412
255,160.416748046875,264.75,1.6503887731388123,-28.410776146872173
256,161.25250244140625,264.67999267578125,1.6414008382409884,-27.10174251359036
257,159.8249969482422,259.94989013671875,1.626465791336139,-24.487951744990433
258,162.9010009765625,267.5299987792969,1.642285788150485,-27.507809262582903
259,162.5,267.5799865722656,1.6466460712139424,-28.152290800570604
260,160.239501953125,261.4100036621094,1.6313705451891622,-25.33355147344654
261,161.79849243164062,265.5899963378906,1.6414862236748071,-27.202302675537318
262,161.2864990234375,266.44000244140625,1.651967176760953,-28.81135151574876
263,161.54049682617188,267.4100036621094,1.655374404040988,-29.404794788218034
264,164.88475036621094,269.6549987792969,1.6354150288634335,-26.691852325418616
265,165.76947021484375,271.3999938964844,1.6372133755675236,-27.12522865151241
266,164.54598999023438,267.45001220703125,1.6253815253893706,-24.98908628713952
267,165.11949157714844,267.5799865722656,1.62052331930325,-24.268830537969883
268,165.24349975585938,265.6600036621094,1.6076880727811462,-22.165002473104018
269,165.02650451660156,263.9082946777344,1.599187327216189,-20.734994232561384
270,164.8939971923828,265.2900085449219,1.6088518263973335,-22.313153445325163
271,164.77349853515625,261.59991455078125,1.587633429382857,-18.801701654548857
272,165.77999877929688,264.19000244140625,1.5936180744766608,-19.899628342398394
273,165.79449462890625,263.55999755859375,1.5896788258772623,-19.248133008377046
274,164.1999969482422,259.302490234375,1.5791869369894707,-17.354507452546592
275,164.82974243164062,259.3699951171875,1.5735630675074026,-16.488399270264843
276,164.42349243164062,258.0899963378906,1.5696661865103736,-15.81067604147726
277,163.40798950195312,256.2300109863281,1.5680384525094813,-15.456198593967295
278,160.25050354003906,266.760009765625,1.6646438162297208,-30.66724745557105
279,162.031494140625,277.7200012207031,1.713987781780705,-38.98687683207741
280,162.14549255371094,277.6499938964844,1.7123509850544405,-38.74786407524693
281,163.0865020751953,279.8299865722656,1.7158378100674614,-39.532787144661434
282,162.63650512695312,280.0050048828125,1.7216614723997063,-40.37493692531309
283,163.3859405517578,281.0050048828125,1.7198848562725324,-40.26388059781667
284,163.65699768066406,281.5350036621094,1.7202747676665493,-40.39203056103606
285,164.2623748779297,278.5450134277344,1.6957322919185416,-36.50455384112525
286,162.8730010986328,274.5400085449219,1.6856078459478108,-34.55932953133232
287,163.53900146484375,276.42010498046875,1.6902396523430605,-35.4520641522353
288,163.4189910888672,275.2401123046875,1.6842602592927038,-34.449989790935554
289,164.12399291992188,277.9599914550781,1.6935975448190457,-36.12468650216673
290,163.8622589111328,274.19000244140625,1.673295634171059,-32.742724551215936
291,164.80775451660156,277.1700134277344,1.681777743047972,-34.321015202066384
292,166.51499938964844,277.635009765625,1.667327332572326,-32.25497930421921
293,166.8885040283203,276.5840148925781,1.6572981854139153,-30.65025467886742
294,166.02499389648438,272.80999755859375,1.6431863128312427,-28.156412212629114
295,167.0906524658203,277.7699890136719,1.6623909531413905,-31.536538802472144
296,167.42214965820312,278.2349853515625,1.6618767941971047,-31.510082453508268
297,168.5074920654297,280.8699951171875,1.6668101321461044,-32.53604558330938
298,169.01950073242188,282.20001220703125,1.6696299005982018,-33.10699731492972
299,169.22000122070312,284.3450012207031,1.68032737956224,-34.95473945609215
300,169.58248901367188,282.8736877441406,1.6680595348576062,-32.94602897014341
301,169.00050354003906,282.8399963378906,1.6736044592368986,-33.775145247636466
302,169.02499389648438,282.8299865722656,1.673302746843929,-33.72882793023235
303,169.34100341796875,284.260009765625,1.678624810460183,-34.69035928723927
304,170.03500366210938,287.4200134277344,1.690357910062392,-36.82149063158034
305,169.3155059814453,286.5899963378906,1.692638808694208,-37.058146432104856
306,168.18099975585938,283.82000732421875,1.6875866342584906,-35.97009061614617
307,166.46249389648438,278.8800048828125,1.6753323728060663,-33.577815097837835
308,167.15150451660156,280.2749938964844,1.676772187645175,-33.951329033262745
309,167.41400146484375,280.385009765625,1.6748002395994621,-33.67218676330288
310,166.6719970703125,278.20001220703125,1.6691466898885803,-32.587228848270065
311,165.88926696777344,276.1700134277344,1.6647853021219552,-31.71764656966713
312,166.35000610351562,276.9200134277344,1.6646829171464754,-31.78458954414024
313,165.11700439453125,279.3900146484375,1.6920729374478103,-36.082545923138646
314,165.05450439453125,280.92999267578125,1.7020437806669717,-37.71518172748382
315,164.75149536132812,277.8796081542969,1.686659095535731,-35.11401550084671
316,165.17050170898438,276.6700134277344,1.6750570505331646,-33.283233626711144
317,165.218994140625,278.4642028808594,1.6854248770201719,-35.00553186516073
318,165.12950134277344,277.2300109863281,1.6788642170659624,-33.904015229934494
319,162.95350646972656,272.739990234375,1.6737288822014058,-32.639960041229905
320,164.49449157714844,267.36981201171875,1.6254028292875782,-24.985233747437327
321,164.7624969482422,266.75,1.6189970711829873,-23.968097225158722
322,164.27450561523438,266.09991455078125,1.619849127253157,-24.04147084973946
323,163.1824951171875,263.3100891113281,1.6135927381318396,-22.870577653666295
324,164.09295654296875,264.5299987792969,1.6120740606561506,-22.740706013499967
325,163.15460205078125,263.9731140136719,1.6179323825111058,-23.574954708441375
326,163.60250854492188,267.1499938964844,1.6329211347216628,-26.08780227042866
327,166.22000122070312,272.2267150878906,1.637749447050203,-27.28402661934829
328,166.34750366210938,273.135009765625,1.6419543651248654,-28.003295812555315
329,167.15249633789062,274.2300109863281,1.6405977594973247,-27.90487572381327
330,167.07550048828125,272.5058898925781,1.6310344071762444,-26.294902858273538
331,167.2239990234375,271.9599914550781,1.6263215390331696,-25.528851714284777
332,167.4499969482422,273.85009765625,1.635414169287178,-27.08391047034724
333,168.36898803710938,273.7132873535156,1.625675194372421,-25.58467342555594
334,165.8489990234375,264.8800048828125,1.5971154872353501,-20.487336236050602
335,165.25,263.19000244140625,1.5926777757422466,-19.6853644816483
336,164.68800354003906,261.3999938964844,1.5872436867141486,-18.728529419328886
337,165.13999938964844,262.3800048828125,1.5888337522863005,-19.038445515438163
338,164.4499969482422,261.010009765625,1.5871694412239692,-18.69139587579088
339,163.6405029296875,259.2294006347656,1.5841395986551718,-18.1108814050152
340,164.0550079345703,259.32000732421875,1.5806893711385073,-17.586974297533807
341,158.3144989013672,244.71780395507812,1.5457700062427115,-11.495215822364836
342,158.89625549316406,244.2899932861328,1.5374181885402738,-10.204936792590312
343,158.33358764648438,241.19500732421875,1.5233344416014958,-7.94411966049257
344,159.10751342773438,242.64500427246094,1.5250380013176987,-8.246752729459255
345,157.80450439453125,241.89999389648438,1.532909309684239,-9.433485080352833
346,158.60150146484375,244.65960693359375,1.5426058686324984,-11.011530488473264
347,158.72525024414062,243.88999938964844,1.536554511739708,-10.058462355787336
348,158.5500030517578,245.07000732421875,1.5456953806819982,-11.49827853470857
349,157.35475158691406,240.69000244140625,1.529601108413065,-8.890263150938077
350,155.39100646972656,237.32000732421875,1.5272441611378178,-8.431568148246678
351,156.43199157714844,239.39999389648438,1.5303774597692708,-8.968268865387396
352,156.48199462890625,240.50999450683594,1.5369819069420754,-10.004138729832315
353,157.85775756835938,243.59959411621094,1.543158840392887,-11.054136168796427
354,157.74349975585938,242.02000427246094,1.5342629309419207,-9.643936323627182
355,156.27017211914062,233.77000427246094,1.4959348998107862,-3.578180541437243
356,156.1824951171875,232.9250030517578,1.4913643355293342,-2.8631626182561636
357,156.69569396972656,234.68829345703125,1.4977328828345007,-3.865623186154332
358,155.8040008544922,232.43150329589844,1.4918198635538884,-2.9307898542230735
359,155.5313720703125,231.2220001220703,1.4866582673593316,-2.1254655138140297
360,154.8520050048828,231.89999389648438,1.497558871705743,-3.8106375610392806
361,154.52249145507812,231.11000061035156,1.4956398802147097,-3.5091561631745183
362,152.0500030517578,218.6300048828125,1.4378822788210721,5.305315098548951
363,151.69326782226562,218.42999267578125,1.439945198699978,4.976458612094737
364,151.24899291992188,217.0,1.4347202967155603,5.747802890616802
365,151.87860107421875,219.6508026123047,1.4462261375779173,4.030409749658068
366,151.54925537109375,218.4600067138672,1.4415115810297534,4.732942596630997
367,151.33450317382812,219.6699981689453,1.4515526437260948,3.2045757622759847
368,151.1219940185547,219.24000549316406,1.4507484957235668,3.3195184233358273
369,154.51100158691406,221.5,1.4335548778085159,6.0838104369031125
370,154.41250610351562,219.9398956298828,1.4243658184165386,7.49789284643821
371,153.46449279785156,217.33990478515625,1.4162227419696585,8.692430803635025
372,153.3800048828125,217.1125946044922,1.4155208481729644,8.794485586043
373,151.0319061279297,213.602294921875,1.4142858975834274,8.823671495743914
374,150.6844940185547,213.5399932861328,1.4171331607606443,8.370926191357077
375,150.76651000976562,215.02000427246094,1.426178826176539,7.012505915815742
376,151.45745849609375,220.74000549316406,1.4574389910210805,2.316852707363287
377,153.22950744628906,222.1199951171875,1.449590218091945,3.5639689467448843
378,153.84201049804688,220.5,1.4332886009884758,6.092014802851926
379,154.80575561523438,220.68499755859375,1.4255606755804384,7.3357929267313775
380,154.47750854492188,220.76499938964844,1.429107715868231,6.769156794198485
381,155.7062530517578,222.84500122070312,1.4311885158949136,6.510798715241995
382,155.5605010986328,222.0500030517578,1.4274189237213082,7.089716052664434
383,153.4499969482422,217.42999267578125,1.4169436102961877,8.580852461801205
384,153.67599487304688,217.9300994873047,1.418114128152147,8.415793095387178
385,152.7259979248047,215.8300018310547,1.4131844267753257,9.10749706552095
386,152.26998901367188,215.6999969482422,1.416562766868494,8.561457596358926
387,152.75900268554688,216.45469665527344,1.4169685115111914,8.531732605475574
388,151.87750244140625,214.58999633789062,1.4129149669199927,9.089587274085792
389,151.6949920654297,212.57000732421875,1.4012987800713435,10.839000196274716
390,153.50399780273438,217.8699951171875,1.419311537391807,8.22090760652974
391,151.43350219726562,214.6699981689453,1.4175859044011565,8.351344233268483
392,150.385498046875,212.61000061035156,1.4137666422069584,8.857650034046761
