,tgt,hd,Ratio,Spread
0,221.07000732421875,314.9599914550781,1.4247070204922072,85.36472912398193
1,222.64999389648438,317.32000732421875,1.4251965687084136,85.86583263831909
2,222.35499572753906,316.6700134277344,1.4241641497264288,85.98162897004215
3,221.95700073242188,316.7450866699219,1.4270560767388043,85.18584631484737
4,222.58140563964844,317.3399963378906,1.425725547136013,85.72164054940788
5,223.2100067138672,317.9949951171875,1.4246448884562113,86.20494430349476
6,223.08999633789062,317.7099914550781,1.4241337427514082,86.27262712316644
7,223.07000732421875,312.8699951171875,1.4025641495696457,91.07642634680485
8,222.47000122070312,311.54998779296875,1.4004134763495286,91.30991235298995
9,222.7899932861328,309.5,1.3892006343503234,93.93935791922769
10,221.9600067138672,307.93829345703125,1.3873593626891545,93.99808291056826
11,221.83999633789062,306.7449951171875,1.3827307977862375,94.97406040797432
12,221.4600067138672,306.7900085449219,1.3853065982306392,94.24094260144454
13,221.99000549316406,308.4599914550781,1.3895219776665884,93.53070821528456
14,217.83999633789062,302.8800048828125,1.3903783050611913,91.59564887248467
15,217.16000366210938,303.2250061035156,1.3963206897680813,90.01928261396932
16,216.59500122070312,302.6300048828125,1.3972160168850922,89.59114891365749
17,216.3800048828125,300.75,1.3899158573495771,91.08182758287211
18,215.11729431152344,300.4100036621094,1.3964939668080278,89.13524392403724
19,214.52499389648438,300.010009765625,1.398485110366161,88.46267035187526
20,212.25999450683594,299.30999755859375,1.4101102671467105,85.06110741197602
21,211.17999267578125,299.2200012207031,1.4168955942719785,83.19538195623699
22,211.85000610351562,301.8800048828125,1.4249704799881184,81.7486724061987
23,211.3800048828125,300.6000061035156,1.4220834476286726,82.17756926702566
24,210.67999267578125,300.9100036621094,1.4282799227413328,80.59995429359765
25,211.08999633789062,302.510009765625,1.4330854849293704,79.74240350302557
26,210.41000366210938,301.6700134277344,1.4337246717231966,79.35103480310397
27,210.47000122070312,301.8900146484375,1.4343612528983145,79.2396801879272
28,211.9199981689453,302.95989990234375,1.4295956140053392,80.79552254931991
29,213.22000122070312,303.68499755859375,1.4242800666915423,82.42453599455291
30,213.3300018310547,303.8399963378906,1.4242722248627493,82.4687318691827
31,212.72000122070312,304.04998779296875,1.4293436726596676,81.15412053894482
32,213.2100067138672,304.75,1.4293419183133447,81.34143499602055
33,213.30999755859375,305.6199951171875,1.4327504505888773,80.65250834424876
34,214.44000244140625,305.739990234375,1.425760057608261,82.57878306909117
35,216.0050048828125,303.8599853515625,1.406726596526841,87.2927733153848
36,216.61000061035156,305.3999938964844,1.4099071743499623,86.84832155136718
37,216.3699951171875,305.8399963378906,1.413504659794652,85.97370505647046
38,215.97000122070312,307.17498779296875,1.4223039591459825,83.91438447695987
39,215.5,306.1700134277344,1.420742521706424,84.06825692372433
40,215.3699951171875,304.8900146484375,1.4156568768204698,85.11283630345747
41,214.8000030517578,304.9700012207031,1.4197858328112691,84.00067934730629
42,212.75,297.4700012207031,1.398213871777688,87.78843041397363
43,212.77999877929688,296.30999755859375,1.3925650872192044,89.00275737884618
44,211.89999389648438,296.0400085449219,1.3970741721188575,87.67918916110466
45,212.33999633789062,297.4075012207031,1.400619319722729,87.10847510103014
46,212.49000549316406,296.6700134277344,1.3961598463852383,88.11760703919975
47,215.0865020751953,297.45001220703125,1.3829320265901262,92.03947524433607
48,215.9499969482422,298.5400085449219,1.3824497002260874,92.51313897936961
49,221.25999450683594,294.8349914550781,1.3325273378598455,105.83376749768712
50,221.61000061035156,295.95001220703125,1.3354542276609118,105.35255545315113
51,223.64500427246094,299.45001220703125,1.3389523865340585,105.53764273510217
52,227.05999755859375,300.9599914550781,1.3254646115171131,110.21170559026791
53,228.02999877929688,301.8949890136719,1.323926635222529,111.0332351713771
54,228.5500030517578,304.1300048828125,1.3306935061118277,109.73986926910669
55,228.19000244140625,302.8599853515625,1.3272272321804708,110.35798153581345
56,233.5449981689453,310.2099914550781,1.328266474928629,112.70507181491638
57,234.7100067138672,310.3739929199219,1.3223722212163538,114.65072658912123
58,234.58999633789062,310.8739013671875,1.3251797016929132,113.93349729941792
59,233.38499450683594,310.9700012207031,1.3324335691667388,111.6553193469644
60,233.63999938964844,311.0799865722656,1.3314500401682856,112.00710970027393
61,234.2899932861328,312.0350036621094,1.331832398326242,112.22913434547922
62,233.52000427246094,311.32000732421875,1.3331620487681397,111.54979573726808
63,231.5800018310547,310.1700134277344,1.339364413918667,109.18673535434647
64,230.38999938964844,308.17999267578125,1.3376448348114713,109.02183965874326
65,232.7100067138672,309.3399963378906,1.32929391694894,112.06302228622019
66,230.15609741210938,308.0299987792969,1.3383525452630058,108.74827205570733
67,230.625,307.4549865722656,1.3331381531588753,110.17239672149384
68,229.91000366210938,307.3500061035156,1.3368274594750436,108.98262575541293
69,229.47999572753906,306.7200012207031,1.3365870966150395,108.8339505796448
70,234.1999969482422,309.6098937988281,1.321989316111099,114.49127430047093
71,234.125,308.9800109863281,1.3197224174536173,114.98534885606296
72,233.27000427246094,307.9800109863281,1.3202726683479005,114.43707946454214
73,232.8480987548828,308.7250061035156,1.3258644058266835,112.92807655416937
74,230.94000244140625,306.9599914550781,1.3291763584048613,111.23781414907978
75,230.94000244140625,305.4200134277344,1.322508054901511,112.77779217642353
76,231.24000549316406,306.2900085449219,1.3245545808204733,112.45105771825286
77,233.4600067138672,306.760009765625,1.313972419017342,116.00114669033542
78,234.94000244140625,309.010009765625,1.3152720122350885,116.43119760839755
79,233.98500061035156,308.6899108886719,1.3192722186612476,115.0219309970293
80,233.9499969482422,310.29998779296875,1.3263517496929818,113.34846769571374
81,232.8800048828125,309.9599914550781,1.3309858508936954,111.75086842848572
82,233.55999755859375,311.2699890136719,1.3327196106669885,111.67223590770419
83,233.7899932861328,310.4700012207031,1.3279866980479467,112.88871156565239
84,235.66000366210938,308.6499938964844,1.3097258300098664,118.09502800662466
85,237.2991943359375,309.1499938964844,1.302785686911477,120.5633571636127
86,236.0500030517578,307.04998779296875,1.300783663729261,120.40126467744665
87,236.52000427246094,306.7900085449219,1.297099623723636,121.51234584396343
88,237.47999572753906,307.489990234375,1.2948037551220037,122.55076510570228
89,237.30999755859375,305.4949951171875,1.2873245891874332,124.2379189634367
90,237.25999450683594,304.6600036621094,1.2840765856686873,124.98236237011457
91,239.38999938964844,302.1600036621094,1.2622081308012034,131.33948265461066
92,239.6300048828125,299.8599853515625,1.2513457381858528,134.074115018648
93,238.77499389648438,299.9700012207031,1.2562873369844938,132.41580212660165
94,239.55999755859375,300.6000061035156,1.2548005057897538,133.20732147265744
95,240.3800048828125,301.0799865722656,1.252516767020805,134.21225162979448
96,239.10000610351562,300.29998779296875,1.2559597663203625,132.67436405324548
97,239.3699951171875,300.2799987792969,1.2544596436670765,133.18326279178603
98,243.97000122070312,304.3699951171875,1.2475713964597008,137.42318954179376
99,244.61500549316406,305.8599853515625,1.2503729472152516,137.1012055795972
100,244.47500610351562,306.385009765625,1.253236535909505,136.32266320884486
101,244.8000030517578,304.8500061035156,1.2453022969900107,138.44618773847873
102,245.8800048828125,305.73419189453125,1.2434284440503631,139.51772374109277
103,246.4199981689453,307.7699890136719,1.248965146094454,138.45977370307452
104,246.0399932861328,307.8699951171875,1.2513006158277258,137.67163558937858
105,246.5500030517578,311.2149963378906,1.2622794260219814,135.2501857784195
106,247.6999969482422,313.42498779296875,1.2653411047819272,135.12266127962351
107,247.6300048828125,314.3500061035156,1.2694342361794058,134.07089780642417
108,249.56500244140625,315.1499938964844,1.26279723043489,136.7749011986059
109,250.23500061035156,314.42999267578125,1.2565388211435284,138.70816889999514
110,249.72999572753906,315.81500244140625,1.2646258272713358,136.40867081888155
111,249.30999755859375,315.1400146484375,1.2640488457522532,136.3231047417807
112,251.16000366210938,315.1400146484375,1.2547380556356487,139.6731891128971
113,251.79510498046875,313.0,1.243074205212523,142.9632772646965
114,251.22999572753906,312.3500061035156,1.24328309284478,142.58994282047144
115,251.44000244140625,312.3949890136719,1.2424235840773592,142.9252506610424
116,250.24000549316406,311.07000732421875,1.2430866388097024,142.07721734581315
