,mo,cl,Ratio,Spread
0,49.244998931884766,75.61000061035156,1.5353843486713163,3.284535559923232
1,49.560001373291016,75.58999633789062,1.5252218370322272,3.8196599911044062
2,51.619998931884766,77.18000030517578,1.495156952773648,5.598348230168175
3,51.73500061035156,77.73999786376953,1.502657716180923,5.226411699293597
4,51.75,77.91999816894531,1.505700447709088,5.070939737269446
5,51.64500045776367,78.07499694824219,1.5117629248951892,4.74423631777717
6,51.48500061035156,78.05999755859375,1.5161696927881365,4.497589650251574
7,51.369998931884766,77.87000274658203,1.5158653760113088,4.499523434544121
8,51.470001220703125,78.1500015258789,1.5183602034663273,4.383057339814802
9,51.0099983215332,76.59140014648438,1.501497797818047,5.189420846466679
10,51.239898681640625,76.8949966430664,1.5006859619458628,5.261777975703201
11,51.07500076293945,76.63999938964844,1.5005383895218503,5.247119407805049
12,50.88999938964844,76.31999969482422,1.4997052586003472,5.264588314779833
13,50.900901794433594,76.27999877929688,1.4985981797996097,5.322417817470783
14,51.08000183105469,76.58999633789062,1.4994125605400201,5.305300653324754
15,51.25400161743164,76.93000030517578,1.500955981532799,5.249836695239684
16,51.23249816894531,76.30000305175781,1.4892891383150866,5.8446695869217296
17,51.0703010559082,76.63999938964844,1.5006764754675779,5.239434026634446
18,50.85070037841797,76.08999633789062,1.4963411668206779,5.430326414554732
19,51.025001525878906,75.83000183105469,1.486134239360976,5.975353743182059
20,51.42499923706055,76.0199966430664,1.478269280911937,6.439470955038378
21,51.400001525878906,76.0199966430664,1.4789882176324802,6.39859246249704
22,51.560001373291016,76.04000091552734,1.4747866347986056,6.640234247210135
23,52.0,76.55999755859375,1.472307645357572,6.839762701838812
24,52.560001373291016,76.83999633789062,1.4619481417467728,7.475528241718085
25,52.89500045776367,76.87999725341797,1.4534454407426685,7.983347783690424
26,53.04499816894531,76.79000091552734,1.4476388644779579,8.318633791231296
27,53.16999816894531,76.73999786376953,1.44329510074331,8.573048020098003
28,53.025001525878906,76.70999908447266,1.446676037284681,8.365935323506537
29,52.79999923706055,76.69999694824219,1.4526514783433202,8.00799359806054
30,52.970001220703125,77.48999786376953,1.462903456258235,7.495995127231017
31,53.02000045776367,76.93499755859375,1.4510561466305727,8.132758655623551
32,53.42499923706055,77.23500061035156,1.4456715341752253,8.495045821495683
33,53.720001220703125,77.45999908447266,1.441921022418376,8.752460969181318
34,53.66999816894531,77.88999938964844,1.4512763563818671,8.24069120265472
35,53.150001525878906,77.55000305175781,1.4590780964323862,7.730342533330277
36,53.16999816894531,77.4000015258789,1.4557081849042732,7.913044357988629
37,52.68000030517578,77.05999755859375,1.4627941744909718,7.4517600043619625
38,53.0099983215332,77.25499725341797,1.457366528948487,7.796402573275533
39,53.15999984741211,77.34500122070312,1.4549473559576838,7.9516945137746875
40,53.32680130004883,77.41500091552734,1.4517090661400023,8.15446346916605
41,53.375,77.31999969482422,1.4486182612613436,8.328283513806273
42,53.494998931884766,77.1500015258789,1.4421909162782502,8.694514666098602
43,53.4900016784668,77.3499984741211,1.446064611085243,8.486345762228584
44,53.099998474121094,76.7300033569336,1.4450095209386655,8.468572766803693
45,52.890098571777344,76.55000305175781,1.447340903474996,8.305325983074429
46,52.45500183105469,76.44999694824219,1.4574396011741602,7.693822991171136
47,52.625,76.87000274658203,1.4607126412652167,7.551813399395049
48,52.68009948730469,76.7300033569336,1.4565273054471863,7.781916397507861
49,52.8650016784668,76.79000091552734,1.4525678327331972,8.024287435277817
50,52.86000061035156,76.69000244140625,1.450813498976541,8.116107715637018
51,51.59000015258789,75.66999816894531,1.4667570836428754,7.059293680095412
52,50.875,75.22000122070312,1.4785258225199631,6.340058445749297
53,51.459999084472656,76.11000061035156,1.4790128636694186,6.40670186781836
54,51.31999969482422,76.37000274658203,1.48811385815897,5.917760211327367
55,51.16999816894531,75.55999755859375,1.4766464776707877,6.4824694915313374
56,51.20000076293945,75.05000305175781,1.4658203502622194,7.041526922804583
57,50.880001068115234,74.86000061035156,1.4713050125555869,6.7082372498627665
58,51.154998779296875,75.81999969482422,1.482162085897842,6.197939012149253
59,51.18000030517578,75.97000122070312,1.4843689090994467,6.088822216945748
60,51.29999923706055,76.27999877929688,1.4869395694686498,5.975057641699014
61,50.94499969482422,75.97000122070312,1.4912160501675562,5.704528205879559
62,51.18349838256836,76.33000183105469,1.4913009904194143,5.734541975533664
63,51.20500183105469,76.30000305175781,1.4900888648242088,5.799705116566476
64,51.0,75.54000091552734,1.4811764885397518,6.2244699280339875
65,51.099998474121094,74.62999725341797,1.4604696571803877,7.298000036576856
66,50.880001068115234,73.62000274658203,1.4469339858704755,7.948235113632298
67,51.154998779296875,73.81999969482422,1.443065222488094,8.197939012149252
68,51.25,73.79000091552734,1.4398048959127288,8.38329228225179
69,51.15999984741211,73.79499816894531,1.4424354649930315,8.231118731790051
70,50.939998626708984,73.59500122070312,1.4447389714320804,8.071350012117666
71,51.22999954223633,73.8499984741211,1.4415381443295898,8.290588186744532
72,51.31999969482422,74.70999908447266,1.4557677226955905,7.577763873436742
73,51.3849983215332,75.0,1.4595699610750164,7.3940545242777675
74,51.119998931884766,74.33999633789062,1.4542253108601493,7.6207074890177084
75,51.08000183105469,74.30000305175781,1.4545810569369684,7.595293939457567
76,50.9900016784668,74.06500244140625,1.452539713735371,7.683118252765358
77,50.744998931884766,73.8550033569336,1.4554144233221777,7.4924669386480405
78,50.4900016784668,73.77999877929688,1.4612793885242215,7.150477206439125
79,50.140098571777344,74.66000366210938,1.4890278597125395,5.698279476326992
80,50.480098724365234,75.16169738769531,1.488937210644103,5.75258440200263
81,50.51499938964844,74.6500015258789,1.4777789256229552,6.321352952398432
82,50.5,74.52999877929688,1.4758415599860768,6.416827355828848
83,50.11000061035156,74.04000091552734,1.4775493916125078,6.26906334512005
84,50.32500076293945,74.00740051269531,1.4705891582856399,6.653251222104761
85,50.540000915527344,73.95999908447266,1.4633952858071677,7.052240124480083
86,51.470001220703125,75.1500015258789,1.4600738244329168,7.383057339814802
87,51.654998779296875,75.30999755859375,1.4579421031518387,7.52558585681533
88,51.630001068115234,75.54000091552734,1.463102834645844,7.254704007340398
89,51.31999969482422,75.12000274658203,1.4637568821762506,7.167760211327367
90,51.334999084472656,75.18000030517578,1.4644979379753325,7.132290995885232
