,apd,lin,Ratio,Spread
0,249.89999389648438,323.1050109863281,1.292937250411328,-28.50803343044919
1,249.47000122070312,323.0,1.2947448527658674,-28.909923387499248
2,251.6750030517578,324.18499755859375,1.288109639922897,-27.49553362796854
3,249.02999877929688,323.5050048828125,1.2990603801492975,-29.933629320817488
4,250.4949951171875,324.42999267578125,1.2951555879350212,-29.131592288600416
5,251.4949951171875,325.2300109863281,1.2931868120667085,-28.75275111634994
6,252.3800048828125,326.3699951171875,1.2931689864604399,-28.849433092634
7,251.3699951171875,325.0299987792969,1.2930341929941536,-28.70009634466834
8,251.9600067138672,325.7550048828125,1.2928837760063603,-28.72956168247771
9,253.11000061035156,325.9599914550781,1.2878194882424854,-27.578867044713604
10,251.9658966064453,325.0957946777344,1.2902372863003493,-28.063408121681164
11,252.322998046875,324.79998779296875,1.2872389370255874,-27.3466288175444
12,252.30999755859375,324.6000061035156,1.2865126599992693,-27.161972876982645
13,253.0800018310547,325.6300048828125,1.2866682571789654,-27.284244817894432
14,251.09469604492188,322.0799865722656,1.282703265522758,-26.074623059582734
15,251.5050048828125,323.0199890136719,1.284348155076204,-26.53092903656608
16,250.94000244140625,322.2200012207031,1.284051956984979,-26.396999729452716
17,250.8300018310547,322.1650085449219,1.2843958306148502,-26.471682316297915
18,250.55499267578125,321.54998779296875,1.283350949661798,-26.18085871489501
19,251.6999969482422,320.760009765625,1.2743743093154818,-24.041081543117173
20,249.9499969482422,319.54998779296875,1.2784556579096051,-24.894063665356327
21,250.514892578125,320.6700134277344,1.2800437136795408,-25.348156730043797
22,250.98550415039062,321.94000244140625,1.2827035709938837,-26.063360829036128
23,249.71499633789062,320.94000244140625,1.2852251853034118,-26.561111011769924
24,247.6649932861328,320.6600036621094,1.2947328542780523,-28.69777776980135
25,249.30999755859375,322.45001220703125,1.293369762001814,-28.548557428890433
26,249.19000244140625,321.2900085449219,1.2893374750075257,-27.530011148566928
27,248.97999572753906,322.5899963378906,1.2956462441701686,-29.0775673476291
28,248.50999450683594,320.32000732421875,1.2889622727644763,-27.361643729909474
29,250.5500030517578,321.5899963378906,1.2835361900652527,-26.22674932541247
30,250.7100067138672,321.1199951171875,1.280842353786375,-25.56812627034941
31,251.13470458984375,321.17498779296875,1.2788952778052545,-25.122459827711793
32,251.38999938964844,321.3999938964844,1.2784915656025049,-25.046509235568806
33,252.64500427246094,321.4800109863281,1.272457422667393,-23.64705191835202
34,252.63999938964844,321.45001220703125,1.2723638892638558,-23.62295319261898
35,251.27999877929688,322.5299987792969,1.2835482344242606,-26.306189381007755
36,252.99000549316406,323.94000244140625,1.2804458492735173,-25.7003354128276
37,251.9346923828125,322.6099853515625,1.2805302132084275,-25.614384190442195
38,252.24000549316406,324.19000244140625,1.2852441935511776,-26.834480024925654
39,251.75999450683594,322.6600036621094,1.2816174559193054,-25.870346748708585
40,251.85000610351562,321.7699890136719,1.2776254961908464,-24.874221075963533
41,251.7100067138672,321.6600036621094,1.2778991501428796,-24.929275332473935
42,247.67999267578125,313.1830139160156,1.2644663403473986,-21.203105850984343
43,250.50999450683594,313.8800048828125,1.2529640005011748,-18.563922322908468
44,250.4199981689453,314.239990234375,1.2548518190722677,-19.030000710810327
45,250.92999267578125,314.0450134277344,1.251524419536018,-18.23381204361158
46,250.0800018310547,313.2900085449219,1.2527591420787403,-18.48082692839597
47,249.52000427246094,314.1000061035156,1.2588169314093838,-19.95098291928133
48,250.0,315.1099853515625,1.26043994140625,-20.39511465221659
49,248.9600067138672,315.3999938964844,1.2668701212680216,-21.911129144541746
50,250.80999755859375,314.7300109863281,1.2548543281764575,-19.0602669839912
51,251.08999633789062,316.54998779296875,1.260703303237095,-20.55016457448602
52,250.2899932861328,317.9750061035156,1.2704263639497764,-22.918274068864434
53,250.5449981689453,317.1199951171875,1.2657207185726769,-21.76264815827318
54,251.2100067138672,318.53900146484375,1.2680187610028828,-22.397702876606957
55,251.3800048828125,318.04998779296875,1.2652159345021743,-21.7082852512126
56,252.99000549316406,319.135009765625,1.2614530330695148,-20.89534273704635
57,253.42999267578125,320.1000061035156,1.2630707309889198,-21.34165601239937
58,252.88999938964844,319.5199890136719,1.2634741974171986,-21.398215128560253
59,252.47000122070312,319.02801513671875,1.263627415511565,-21.401360075825835
60,252.0,318.2900085449219,1.2630555894639757,-21.217418879981153
61,252.89500427246094,319.20001220703125,1.2621839372640806,-21.072338268355793
62,251.1999969482422,318.1400146484375,1.2664809654197082,-22.01051616732832
63,251.52999877929688,318.2200012207031,1.2651373703536766,-21.701476951714653
64,250.1699981689453,317.5799865722656,1.2694567250138318,-22.664711919400304
65,251.2050018310547,318.8500061035156,1.2692820755135874,-22.714607568842666
66,250.56500244140625,317.9200134277344,1.2688125250136593,-22.539084242533022
67,251.14999389648438,318.2650146484375,1.2672308277244702,-22.194462739061862
68,250.9199981689453,317.75,1.2663398785219893,-21.95058073503668
69,249.8300018310547,317.25,1.269863497877799,-22.735533254173447
70,251.89450073242188,316.8399963378906,1.2578281598710166,-19.89177548496258
71,252.73550415039062,316.1199951171875,1.2507937742260378,-18.180349409921973
72,252.02000427246094,315.739990234375,1.252837016433925,-18.643818343147245
73,250.22000122070312,315.0,1.2588921687445704,-20.025778775401193
74,248.60000610351562,314.2449951171875,1.2640586782058953,-21.180520498570615
75,247.66000366210938,313.2950134277344,1.2650206282608838,-21.338669601021934
76,247.72000122070312,313.9700012207031,1.2674390427641544,-21.942928703097778
77,246.9600067138672,314.2300109863281,1.2723923001443764,-23.098865199980253
78,248.02999877929688,315.9700012207031,1.2739184887948207,-23.57748514150552
79,248.3300018310547,316.3214111328125,1.2737945830162483,-23.575233611182
80,248.82000732421875,317.17999267578125,1.2747366905366566,-23.856167531911524
81,248.24000549316406,317.9649963378906,1.2808773336360832,-25.32491185259954
82,249.1699981689453,318.8999938964844,1.2798490839184413,-25.16357872641646
83,249.94000244140625,319.1099853515625,1.2767463480615586,-24.465843343109498
84,249.1999969482422,318.6600036621094,1.2787319725701833,-24.888224146595007
85,249.8800048828125,319.8800048828125,1.280134459068977,-25.30659156525246
86,248.11000061035156,317.80999755859375,1.2809237708144772,-25.32317056221615
87,248.1199951171875,318.8999938964844,1.2852651949548337,-26.401384780947353
88,248.6699981689453,320.05499267578125,1.2870671775142624,-26.90800724711204
89,247.64500427246094,319.6700134277344,1.2908397420205213,-27.73135177374519
90,246.89999389648438,318.45001220703125,1.289793519964788,-27.389613099544476
91,244.5500030517578,318.05999755859375,1.300592899568592,-29.76990744289992
92,244.27499389648438,316.8800048828125,1.2972265389436288,-28.91411191766889
93,242.9199981689453,316.4700012207031,1.302774590837126,-30.10145781811883
94,244.86000061035156,317.1600036621094,1.2952707786961482,-28.504469984823288
95,245.64999389648438,317.8900146484375,1.2940770305184486,-28.303189894447485
96,244.9199981689453,316.2099914550781,1.29107461137966,-27.483729086899075
97,246.00999450683594,317.6099853515625,1.2910450487520213,-27.598770464246684
98,247.1649932861328,316.8299865722656,1.281856230366266,-25.4571904213563
99,249.2899932861328,316.70001220703125,1.2704080417841956,-22.822139655177466
100,249.94000244140625,317.9649963378906,1.272165292598297,-23.320854329437623
101,249.61000061035156,318.1000061035156,1.2743880666867948,-23.84488988294197
102,250.0800018310547,317.9549865722656,1.2714130847898222,-23.14580495573972
103,250.1699981689453,318.7900085449219,1.2742935239166286,-23.874733892056554
104,249.63999938964844,318.1499938964844,1.2744351653354344,-23.85951333046421
105,250.27000427246094,325.2099914550781,1.2994365521368372,-30.176823658745832
106,248.67999267578125,326.7099914550781,1.3137767455262441,-33.55122390724949
107,247.3300018310547,326.3900146484375,1.3196539531479357,-34.82269660960441
108,246.85000610351562,326.68499755859375,1.3234149867575844,-35.68352703487233
109,248.22999572753906,326.4800109863281,1.315231908333421,-33.851726608164654
110,249.0050048828125,326.19500732421875,1.3099937789512852,-32.65309605410641
111,248.83999633789062,326.3699951171875,1.3115656643637856,-33.022605734998876
112,253.72999572753906,329.7699890136719,1.2996886239961405,-30.65797748012278
113,252.25999450683594,328.9800109863281,1.3041307307941497,-31.60092433152863
114,250.47000122070312,327.07000732421875,1.3058250717858186,-31.80107122892059
115,251.14999389648438,327.510009765625,1.3040414800910314,-31.439457856249362
116,251.44000244140625,325.7799987792969,1.2956569981549149,-29.36756754664782
117,251.52499389648438,325.6050109863281,1.294523482307812,-29.09238677090343
118,251.0800018310547,324.3999938964844,1.2920184464343156,-28.411952797161064
119,244.24000549316406,316.8349914550781,1.2972280720979017,-28.910344900976554
120,244.35890197753906,314.9700012207031,1.2889647099889754,-26.905192418524848
121,245.1750030517578,313.8399963378906,1.280065228638489,-24.813119045448445
122,244.30499267578125,312.2300109863281,1.2780336888190027,-24.228753675738005
123,244.35499572753906,310.8999938964844,1.2723291904502103,-22.83979001416077
124,244.11500549316406,310.1300048828125,1.270425815308994,-22.352715764060633
125,243.2100067138672,309.6199951171875,1.2730561513509213,-22.90957239132979
126,240.52999877929688,310.0299987792969,1.2889452473816836,-26.47892882107965
127,238.58999633789062,307.95001220703125,1.290707979939415,-26.685932523515817
128,238.92999267578125,308.3800048828125,1.2906709677979702,-26.715117292258356
129,238.875,310.04998779296875,1.2979591325712978,-28.449928839743734
130,241.1199951171875,311.5899963378906,1.292261125778697,-27.34340360193528
131,242.7091064453125,313.42999267578125,1.2913812640417086,-27.31006098144502
132,242.92999267578125,313.989990234375,1.2925122450953666,-27.609664712631286
133,240.69000244140625,311.1400146484375,1.2927002014725628,-27.40032285586028
134,237.0749969482422,305.6400146484375,1.2892123529802864,-26.161906361841375
135,237.42999267578125,307.25,1.2940656592596553,-27.35340163364191
136,236.1999969482422,304.79998779296875,1.2904318024176717,-26.353381553820327
137,236.88999938964844,306.2650146484375,1.2928575095509947,-27.004992488083985
138,236.38999938964844,304.9849853515625,1.2901771908245872,-26.31439293260769
139,235.61000061035156,303.6700134277344,1.288867249442181,-25.91892996632407
140,237.9600067138672,304.4800109863281,1.279542790366649,-23.958600545156685
141,240.25,306.6099853515625,1.2762122179045265,-23.38899460949108
142,240.72000122070312,309.489990234375,1.2856845657400127,-25.714934096351328
143,240.80999755859375,308.94000244140625,1.2829201676572217,-25.058853267043162
144,240.61000061035156,308.54998779296875,1.2823655999762058,-24.904606917571527
145,239.2899932861328,306.2300109863281,1.2797443252052387,-24.14073326244818
146,238.27000427246094,307.67999267578125,1.2913081259022021,-26.793138673017552
147,235.77999877929688,304.2799987792969,1.290525067243383,-26.328511364367216
148,236.5050048828125,307.989990234375,1.3022556980854723,-29.18382249922996
149,238.6699981689453,311.6400146484375,1.3057360248012384,-30.281624047742127
150,240.3249969482422,314.29998779296875,1.3078123032730475,-30.990586187281167
151,241.8800048828125,315.6600036621094,1.3050272750533565,-30.51746620692836
152,241.08999633789062,315.82501220703125,1.3099880418281584,-31.613783816522357
153,240.5800018310547,315.2799987792969,1.3104996108558502,-31.669982249346106
154,238.39999389648438,315.510009765625,1.323448061423284,-34.46991626191601
155,239.0399932861328,317.0,1.326137922119787,-35.205437146819406
156,237.97000122070312,316.04998779296875,1.328108527006524,-35.51679523263789
157,238.3000030517578,318.2099914550781,1.3353335601341314,-37.287773106867974
158,237.92999267578125,317.0,1.332324674308567,-36.513971892243205
159,236.32000732421875,314.2099914550781,1.3295953864117749,-35.6219098461757
160,234.1300048828125,311.739990234375,1.3314824402383116,-35.73361377087372
161,237.13999938964844,314.3999938964844,1.325799083687644,-34.84525686543151
162,235.7899932861328,311.80999755859375,1.3224055576447222,-33.846728024504614
163,234.66000366210938,311.1300048828125,1.3258757352224944,-34.49883433246606
164,234.0,311.5299987792969,1.3313247811081064,-35.676879804709074
165,231.5749969482422,307.5299987792969,1.3279931030206638,-34.53561764808637
166,233.8300018310547,311.69000244140625,1.3329769490683512,-36.037287420337805
167,235.61000061035156,313.4800109863281,1.3305038418329147,-35.72892752491782
168,237.27000427246094,313.7699890136719,1.3224174289362123,-34.06199449370553
169,239.55499267578125,315.54998779296875,1.3172340274286862,-33.1483130256662
170,238.32000732421875,314.6600036621094,1.320325587410859,-33.714203087612134
171,239.3000030517578,315.1449890136719,1.316945194294501,-33.04391118266432
172,237.88999938964844,312.8800048828125,1.315229751925533,-32.441123239661636
173,238.99000549316406,314.5452880859375,1.3161441100303024,-32.8096538165222
174,239.13999938964844,314.010009765625,1.3130802482523443,-32.09755376897738
175,239.88499450683594,315.5400085449219,1.3153803521292367,-32.74930798974003
176,240.6999969482422,315.510009765625,1.3108018851926668,-31.75853585388836
177,240.69000244140625,314.6700134277344,1.3073663643521625,-30.930321635157156
178,240.5800018310547,313.94000244140625,1.3049297533128628,-30.32998591145548
179,241.58999633789062,315.6499938964844,1.3065524180687207,-30.84933576457678
180,245.27499389648438,320.30999755859375,1.3059219469139078,-31.165245110652734
181,247.25999450683594,322.5400085449219,1.30445691058205,-31.0552193041093
182,246.60000610351562,316.7049865722656,1.2842862073544392,-25.998230919243497
183,241.18499755859375,312.510009765625,1.2957273998342433,-28.186788285212913
184,239.4600067138672,312.1700134277344,1.3036415462927344,-29.88031376236688
185,238.59500122070312,313.19000244140625,1.312642766357464,-31.92002270432704
186,234.99000549316406,310.489990234375,1.321290195226653,-33.46979389614927
187,234.32000732421875,310.0299987792969,1.323105108776825,-33.7996361359892
188,236.86000061035156,312.7200012207031,1.3202735810811115,-33.49534340579606
189,231.9199981689453,305.7799987792969,1.3184718920036693,-32.37890968748383
190,235.61500549316406,308.5,1.3093393578829196,-30.743016485025862
191,235.6199951171875,307.010009765625,1.3029879302600405,-29.247144185055276
192,236.31500244140625,308.0799865722656,1.303683572305797,-29.497805016926975
193,234.3800048828125,306.30999755859375,1.3068947486017226,-30.008906224393115
194,234.72999572753906,305.739990234375,1.3025177684971299,-29.026308873976234
195,235.80999755859375,308.57000732421875,1.308553541066662,-30.58315556384258
196,234.25999450683594,302.7217102050781,1.292246722887396,-26.562094240631552
197,234.35000610351562,300.94000244140625,1.2841476193880572,-24.674275452652125
198,235.26499938964844,303.69000244140625,1.2908422554535262,-26.345626940598493
199,235.2550048828125,303.57000732421875,1.2903870311938144,-26.237413942570413
200,235.6300048828125,302.44000244140625,1.2835377336253115,-24.665336753708914
201,235.17999267578125,301.6400146484375,1.282592159377596,-24.395850118373517
202,233.52000427246094,300.70001220703125,1.287684167118238,-25.41274074755512
203,230.1300048828125,303.6499938964844,1.3194715484889072,-32.35905536417266
204,226.14999389648438,300.54010009765625,1.3289414468665537,-33.94103525821521
205,228.0399932861328,299.4049987792969,1.3129495158492612,-30.57789023688747
206,229.02999877929688,299.6600036621094,1.3083875704460646,-29.66581775606204
207,230.26499938964844,301.5,1.3093609571544547,-30.049921913179162
208,230.16000366210938,300.0899963378906,1.3038320801317125,-28.7636934601324
209,230.6699981689453,299.3800048828125,1.2978714495135306,-27.452490144496153
210,235.13999938964844,303.70001220703125,1.2915710342576492,-26.50299414157314
211,233.86000061035156,304.489990234375,1.3020182563913714,-28.8019108678601
212,231.8000030517578,303.7900085449219,1.31056947603702,-30.530376834894696
213,232.1699981689453,300.57000732421875,1.2946117486958852,-26.87420336170635
214,235.02499389648438,301.739990234375,1.2838634105752809,-24.678547485107174
215,234.6699981689453,301.80999755859375,1.28610389020122,-25.16704488908789
216,232.94000244140625,300.6400146484375,1.2906328303317525,-26.036483847540012
217,233.25,299.0,1.2818863879957128,-24.031025637510254
218,232.69000244140625,300.4700012207031,1.2912888309258779,-26.16118529050499
219,231.81500244140625,299.9800109863281,1.294049167771837,-26.70269710357769
220,230.23500061035156,299.3500061035156,1.300193303841469,-27.93529236214124
221,228.3350067138672,297.510009765625,1.3029539974938793,-28.3351218463784
222,229.5500030517578,298.0,1.2981920977487786,-27.39280212626693
223,231.4600067138672,301.1099853515625,1.3009158239755743,-28.25116154857409
224,234.4199981689453,307.8699951171875,1.3133264974061947,-31.521757318380992
225,234.5050048828125,310.1499938964844,1.3225730258996962,-33.70154512693409
226,233.77999877929688,309.5299987792969,1.324022587028554,-33.93623032996197
227,232.8300018310547,308.8900146484375,1.3266761681021384,-34.41615911016646
228,231.67999267578125,306.7349853515625,1.32395975072744,-33.61682901128938
229,234.02000427246094,309.1400146484375,1.3209982437591834,-33.263313447562666
230,233.5800018310547,308.8699951171875,1.3223306477263796,-33.511994966818406
231,233.11000061035156,308.5799865722656,1.323752673691867,-33.77605181784878
232,231.19000244140625,307.44000244140625,1.3298152999471728,-34.89947573540422
233,232.97999572753906,308.5924987792969,1.3245450443744693,-33.94182151379351
234,234.38999938964844,310.04998779296875,1.3227952924627284,-33.737114339608695
235,234.36500549316406,311.44000244140625,1.3288673442780274,-35.15659327992887
236,232.88999938964844,309.5199890136719,1.3290394169988113,-34.97540478450793
237,233.07000732421875,309.6000061035156,1.328356272254446,-34.843217813704655
238,234.3699951171875,315.7900085449219,1.347399475717971,-39.50071731784885
239,235.72000122070312,317.5950012207031,1.3473400626845449,-39.71424249666637
240,236.3699951171875,317.04998779296875,1.3413292479689807,-38.40297760030097
241,238.00999450683594,317.4949951171875,1.3339565667191704,-36.914656092250766
242,238.24000549316406,316.70001220703125,1.3293317868737142,-35.848522549714005
243,239.49000549316406,318.6600036621094,1.3305774619108484,-36.33493965129543
244,239.66000366210938,318.8999938964844,1.3306350205439097,-36.374525932151016
245,235.91000366210938,313.9849853515625,1.3309523991245358,-35.88024044771936
246,234.02999877929688,312.2301025390625,1.3341456401643303,-36.341619219028246
247,234.80999755859375,312.69000244140625,1.3316724402391706,-35.88201016382749
248,234.9600067138672,312.92498779296875,1.331822347851934,-35.94015580018947
249,234.33999633789062,312.3699951171875,1.3329777246679941,-36.11606823556099
250,233.9250030517578,309.04998779296875,1.3211498718013863,-33.28527968199711
251,234.80999755859375,310.1099853515625,1.3206847603419383,-33.30199307398374
252,234.72000122070312,311.4700012207031,1.3269853425394,-34.76810197946378
253,234.1300048828125,311.3299865722656,1.3297312607501697,-35.32361010876434
254,234.25999450683594,310.7449951171875,1.3264962110639837,-34.58537915274093
255,234.52000427246094,310.6050109863281,1.3244286428780423,-34.13888004405459
256,235.19000244140625,311.8472900390625,1.325937696338747,-34.591325401870904
