,bac,blk,Ratio,Spread
131,31.8625545501709,620.1792602539062,19.464203953809466,-48.29569716695855
132,31.467483520507812,609.1778564453125,19.35896323099057,-44.61496500752693
133,30.746477127075195,600.3845825195312,19.526938973793378,-49.1819495339233
134,31.171178817749023,607.935791015625,19.503137644235107,-48.86342982210837
135,30.855121612548828,611.8985595703125,19.831344930478327,-58.682742764764924
136,30.598323822021484,606.0036010742188,19.805124117226335,-57.54625088234363
137,31.467483520507812,614.8363037109375,19.538782098995615,-50.27341227315193
138,31.398347854614258,610.7550659179688,19.45182175654548,-47.473259326329725
139,31.072410583496094,596.4019775390625,19.193939779356466,-39.15979309363556
140,30.973644256591797,594.71630859375,19.200721221791095,-39.30426555321614
141,30.460050582885742,587.904541015625,19.300839288361015,-42.00939585923956
142,29.75879669189453,580.2647094726562,19.498930534066393,-47.36380862474843
143,31.852678298950195,591.8378295898438,18.580473015022715,-20.1372735747461
144,31.8625545501709,589.0382080078125,18.486848161540554,-17.154644920864794
145,32.93912887573242,619.4103393554688,18.80469704260495,-27.577839111384687
146,32.949005126953125,625.70947265625,18.990238711165325,-33.693965340316
147,33.235435485839844,630.2244262695312,18.96242420346928,-32.90136043798165
148,33.01814270019531,624.635009765625,18.91793295090248,-31.338382260347853
149,33.3144416809082,627.109375,18.823949715458777,-28.3223232800436
150,32.642822265625,614.0870971679688,18.812316293332337,-27.74516251135034
151,33.176170349121094,634.1774291992188,19.115450111499065,-37.95254717155544
152,32.90949630737305,650.6006469726562,19.769389385242448,-59.317238630515334
153,33.39345932006836,659.669921875,19.754464955314177,-59.41867220745732
154,33.29469299316406,661.8485107421875,19.87849868079804,-63.4274024795379
155,32.6329460144043,656.6928100585938,20.123614023959934,-70.53388247382529
156,33.225555419921875,680.726318359375,20.488034278313823,-83.58633028606855
157,32.9885139465332,686.1185913085938,20.79871170979797,-93.37098501886666
158,33.54161071777344,686.0397338867188,20.453392642923724,-83.04323676863984
159,33.0774040222168,686.3749389648438,20.7505685302218,-91.98019834207352
160,33.50210189819336,686.6115112304688,20.494580110733146,-84.34711308618304
161,34.637935638427734,714.9036865234375,20.63932718121674,-91.59227344771884
162,35.46759033203125,718.2947998046875,20.25214549622183,-79.60987377045839
163,35.852783203125,741.1453857421875,20.671906600478028,-95.32283047384291
164,35.80339813232422,745.07861328125,20.810276458327962,-100.17116405854844
165,36.188594818115234,746.3109130859375,20.62282099752462,-94.26576394272726
166,35.961429595947266,732.6576538085938,20.373429589438842,-84.82187937711294
167,35.83302688598633,734.6292114257812,20.501455647696954,-89.17274098752975
168,35.042884826660156,703.705078125,20.081254200556874,-72.88995098507266
169,34.29225158691406,685.1722412109375,19.980380683792706,-68.26635839554123
170,33.98606872558594,687.0650024414062,20.216077593115646,-75.83269228532558
171,34.0947151184082,690.4659423828125,20.251406705845167,-77.2204130635956
172,34.70707321166992,700.5012817382812,20.183242691370022,-75.90874847321956
173,33.610748291015625,666.8267211914062,19.83968685902936,-62.549103883984316
174,33.48235321044922,666.2845458984375,19.89957341739357,-64.38609121145859
175,33.67000961303711,663.1596069335938,19.69585439847385,-57.78387650867862
176,33.1959228515625,656.9196166992188,19.789165664611073,-60.32872052785544
177,33.27545928955078,655.4014282226562,19.69623987815148,-57.33672075423905
178,33.23569107055664,648.7079467773438,19.518413063841223,-51.38014495745355
179,32.86784362792969,657.10009765625,19.99218765595789,-66.58851404084916
180,33.3748779296875,669.6038818359375,20.06311103958567,-69.69694558939963
181,34.44860076904297,687.1826782226562,19.9480577695971,-67.37964289785722
182,34.73691177368164,690.698486328125,19.883704424508785,-65.55304409589039
183,35.064998626708984,692.0391845703125,19.73589652569348,-60.81428840932901
184,33.8023796081543,640.4945068359375,18.94820761912952,-32.66595856892317
185,33.673133850097656,639.1737060546875,18.98171132215049,-33.740083473787394
186,34.30941390991211,628.0106201171875,18.30432375691947,-10.78671921903614
187,33.92168045043945,622.448974609375,18.349591362927637,-12.4097800831731
188,34.488365173339844,630.3842163085938,18.278170424728994,-9.844346021660922
189,33.97138977050781,618.0492553710938,18.193228465078924,-7.088946455831515
190,32.95732116699219,603.9266967773438,18.324508042303986,-11.757093124355688
191,32.31109619140625,596.3886108398438,18.457702806086306,-16.19356493103359
192,31.54557228088379,587.3410034179688,18.618809580889735,-21.331126169327458
193,30.849641799926758,580.6471557617188,18.821844335421012,-27.532879959922607
194,30.392314910888672,574.6385498046875,18.907363637470453,-29.99854758816465
195,30.889408111572266,581.4218139648438,18.822691968222678,-27.57066785771732
196,30.48179054260254,560.0590209960938,18.37356044466395,-13.761034085180167
197,30.024465560913086,546.512451171875,18.202237440767114,-8.688702503038225
198,30.909292221069336,568.7987670898438,18.40219319878576,-14.579168158453822
199,32.191795349121094,587.2515869140625,18.24227510597963,-9.267187264439908
200,31.734468460083008,579.1574096679688,18.250105887119492,-9.647283603619453
201,31.277141571044922,567.6964111328125,18.150520879387592,-6.660558653736498
202,30.57126808166504,546.6316528320312,17.880568492344313,1.3243541164695536
203,30.48179054260254,541.8048706054688,17.774706175748474,4.493116305444833
204,29.596965789794922,527.5034790039062,17.822890452702765,2.3986929876506657
205,29.68644142150879,527.4637451171875,17.76783338992672,4.09641156876015
206,31.50580596923828,562.1546630859375,17.842891041569146,3.118343857373393
207,31.5157470703125,547.1778564453125,17.362046193115575,18.279359238531843
208,33.42458724975586,565.3525390625,16.91427136670564,35.475511573098316
209,34.67726516723633,577.0817260742188,16.641500513121645,46.95846371481528
210,33.722843170166016,573.943359375,17.019423791726943,32.41137759496044
211,33.50412368774414,568.4412841796875,16.966308072329145,33.86057775296459
212,34.746856689453125,593.1707763671875,17.07120680493771,32.158945291973765
213,34.86615753173828,607.2537231445312,17.41670909941122,20.28664477381759
214,35.18429946899414,631.5859985351562,17.950790780749692,1.849543885014814
215,35.492496490478516,633.4332275390625,17.846961757367282,5.713209956004253
216,35.66150665283203,644.5366821289062,18.07373671571223,-2.2584839855914787
217,35.96970748901367,659.20556640625,18.326686882499477,-11.216402501646453
218,35.83052062988281,641.4876708984375,17.9033868227813,3.9223585795183773
219,35.989593505859375,647.5360107421875,17.992312434336437,0.8216413298760337
220,35.88022994995117,634.4363403320312,17.682058928189633,11.894803534984963
221,35.681392669677734,629.4705200195312,17.641422403180442,13.176166291243508
222,36.57616424560547,651.6575927734375,17.81645523017719,7.569223226816948
223,36.79487991333008,671.6696166992188,18.25443154812107,-8.389996348049035
224,36.89430236816406,681.6309814453125,18.47523703371307,-16.509061629628913
225,36.30773162841797,665.035400390625,18.316633140201564,-10.782644503132442
226,37.90837478637695,754.6078491210938,19.90609867538493,-70.6951533567429
227,38.186744689941406,769.4456176757812,20.149547282003784,-80.37472374452815
228,37.540523529052734,736.07568359375,19.607496497061334,-58.97927672028172
229,37.480873107910156,735.2413940429688,19.61644254994155,-59.25031029909425
230,37.14284896850586,722.0523681640625,19.439875728873268,-52.32487640307713
231,36.95395278930664,716.3714599609375,19.385516457341847,-50.14421701566013
232,36.97383499145508,715.67626953125,19.356289919524116,-49.08060910490573
233,37.0931396484375,718.7451171875,19.376766809163218,-49.93873981557496
234,37.2720947265625,728.4283447265625,19.54353116106022,-56.30592727946291
235,37.391395568847656,731.2786865234375,19.55740553135964,-56.94562281715034
236,37.480873107910156,732.728759765625,19.54940477656552,-56.7376760217505
237,36.645755767822266,716.232421875,19.54475782715078,-55.71607400461832
238,36.784942626953125,709.1115112304688,19.277222161844215,-46.0160289334394
239,37.62999725341797,711.0978393554688,18.897100485195466,-32.343483130806334
240,36.54999923706055,717.2355346679688,19.62340765087389,-58.493556638289505
241,36.08000183105469,708.0985107421875,19.62578921303476,-58.065591152609585
242,34.470001220703125,707.8800048828125,20.536117778192903,-87.68041889247522
243,33.0,710.2899780273438,21.523938728101324,-117.32953500785979
244,32.7400016784668,709.1599731445312,21.660352375942242,-121.0173026225676
245,32.439998626708984,703.4400024414062,21.684341313819893,-120.85639262186484
246,32.380001068115234,706.9500122070312,21.832921213309312,-125.4781579788598
247,32.72999954223633,709.22998046875,21.66911061375135,-121.2726496696101
248,32.75,724.1500244140625,22.111451127146946,-135.8220848556683
249,32.279998779296875,711.52001953125,22.042132789285947,-131.9012090993502
250,31.770000457763672,698.1799926757812,21.97607751387886,-128.01145820249153
251,31.700000762939453,700.219970703125,22.08895753471886,-131.348531544029
