,mu,lrcx,Ratio,Spread
0,82.46266174316406,659.7677612304688,8.000806028859015,-70.25831734731025
1,81.49893188476562,651.7914428710938,7.997545830326782,-69.25608798430585
2,90.09294891357422,673.472412109375,7.475306560954445,-28.745936886398447
3,89.75514221191406,681.5079345703125,7.592968132803531,-39.22601783062645
4,93.80873107910156,688.9024658203125,7.343692403635808,-17.286509807999998
5,93.81866455078125,713.23583984375,7.602280881515817,-41.547999667080255
6,92.33831787109375,706.038330078125,7.646211739137045,-45.06310755011793
7,95.54740142822266,716.5387573242188,7.499301358420498,-32.34080891595408
8,93.28216552734375,708.2369995117188,7.592415929753621,-40.43156673719897
9,92.6456298828125,709.0455322265625,7.653307912347668,-45.846427870361474
10,95.23155212402344,715.266845703125,7.510817893334423,-33.35455975278989
11,95.81835174560547,701.9959716796875,7.326320677519724,-15.837275027965
12,93.88886260986328,682.0897216796875,7.264862974365525,-9.89388903277915
13,95.13209533691406,692.0477294921875,7.274597779448389,-10.855168554571712
14,93.93858337402344,659.8860473632812,7.02465402033897,12.669592579415173
15,93.38162231445312,654.9563598632812,7.013760776802338,13.568797923957966
16,93.68994140625,663.7510375976562,7.08454960730051,7.005289813241696
17,94.59501647949219,676.6767578125,7.153408107489476,0.6291997195163574
18,95.10225677490234,677.1205444335938,7.119920887222174,3.8560879580918552
19,96.83283996582031,719.5656127929688,7.431008044863274,-26.06551121133611
20,92.36714935302734,669.4695434570312,7.2479182062696115,-8.28568017855877
21,89.51268005371094,633.69921875,7.079435208171143,6.8281060209669775
22,84.60938262939453,610.9631958007812,7.220986335249818,-5.918877304711138
23,81.48638153076172,597.2782592773438,7.329792390546471,-14.833725781007153
24,82.5008544921875,613.0830688476562,7.431232956571532,-23.297240842552917
25,80.2829360961914,579.9649658203125,7.2240128976526785,-6.229237483252511
26,81.52616882324219,588.286376953125,7.215920795059012,-5.5539203253575735
27,78.29376220703125,547.4976806640625,6.992864632259221,11.843271365751441
28,78.84078216552734,553.2556762695312,7.0173793444611325,10.043818540810896
29,81.82453155517578,581.6312866210938,7.1082751781950515,3.2602898342601137
30,81.00897979736328,581.1875610351562,7.174359712823751,-2.1977738525587185
31,84.05240631103516,603.1742553710938,7.176168795680316,-2.1605294516242495
32,81.52616882324219,580.487548828125,7.120260368013694,2.2449077996424265
33,80.73049926757812,570.9337158203125,7.072094450053811,6.040830284556485
34,80.43212127685547,563.3419189453125,7.0039420818733955,11.473396910826644
35,83.66452026367188,568.1927490234375,6.79132262078067,30.01401622008337
36,87.64286804199219,598.9050903320312,6.833472063523512,28.09122752598183
37,90.52716064453125,586.5117797851562,6.478848730141714,61.35689470514911
38,89.27398681640625,552.1217651367188,6.184576099106767,86.67824168795039
39,89.37344360351562,550.40625,6.158498853884925,89.11348183738846
40,95.48019409179688,585.4765014648438,6.131915702872923,98.23509701728983
41,95.53987121582031,583.1594848632812,6.103833692071344,100.9839707107127
42,93.22249603271484,572.4521484375,6.140708228157801,94.92148245573117
43,90.30835723876953,561.9812622070312,6.222915346817667,84.30402829740581
44,90.07959747314453,551.8555297851562,6.1263098999713135,92.77432693734022
45,86.83724975585938,534.7691040039062,6.158291580023497,86.39730874570785
46,88.3490219116211,554.9712524414062,6.2815777745289045,77.13519030171483
47,89.61214447021484,565.1461791992188,6.3065802357521,76.1009257950393
48,88.37886047363281,553.462646484375,6.262387221540343,78.85972480467626
49,85.79293823242188,532.9746704101562,6.2123373017750385,80.63451928476093
50,92.79481506347656,546.2357177734375,5.886489642764882,118.04297410184256
51,88.69712829589844,535.8733520507812,6.041608813569236,98.75218344742939
52,81.46649169921875,518.3924560546875,6.363259853740072,63.90814348121956
53,75.29010772705078,482.27716064453125,6.405584680432795,55.327665358698034
54,76.74221801757812,483.4800109863281,6.300052610879517,64.6330983396914
55,79.00987243652344,510.0414733886719,6.455414464799186,54.481653322322366
56,75.31001281738281,490.08587646484375,6.507579246510548,47.662993919958474
57,72.42570495605469,476.5981140136719,6.580510528725326,40.27828931769478
58,69.02422332763672,462.4102478027344,6.699245938745524,29.85112945117016
59,72.71414184570312,479.4427795410156,6.593528677796631,39.52091466415187
60,79.23860931396484,508.88861083984375,6.422230466255272,57.289784021375915
61,80.08401489257812,520.58984375,6.500546263175003,51.706379351049584
62,78.98002624511719,538.71044921875,6.820844140350673,25.5966937357423
63,77.92576599121094,531.01513671875,6.814371728840522,25.662788595544846
64,78.69160461425781,540.8073120117188,6.872490587308879,21.412650490116114
65,75.24038696289062,525.208984375,6.9804131208687,12.036034332441325
