,dis,chtr,Ratio,Spread
0,143.0500030517578,571.8800048828125,3.997762968770417,-5.05087411838997
1,142.5800018310547,569.8200073242188,3.996493196846831,-4.853235019816566
2,142.43499755859375,570.4600219726562,4.005055160252908,-6.067822502666445
3,142.24000549316406,570.0999755859375,4.008014296746747,-6.4804233064094205
4,142.5438995361328,571.77001953125,4.011185476136877,-6.946300928438859
5,142.6416015625,572.739990234375,4.015238078937459,-7.529131795854823
6,142.39999389648438,572.239990234375,4.01853942950557,-7.9864911834257555
7,142.69000244140625,567.4400024414062,3.9767327264180117,-2.0373577216321337
8,141.72999572753906,567.1699829101562,4.00176391736073,-5.571321130196907
9,141.75999450683594,566.8499755859375,3.998659689272229,-5.132445007445654
10,141.62379455566406,569.969970703125,4.024535371978774,-8.792126236383751
11,140.78030395507812,569.530029296875,4.045523509301468,-11.694477970561707
12,140.4499969482422,568.8300170898438,4.050053609466903,-12.30329225479909
13,140.92999267578125,570.0700073242188,4.045058092323203,-11.64132125039555
14,139.625,554.77001953125,3.9732857262757384,-1.5123075803660413
15,138.77000427246094,552.9199829101562,3.984434430257374,-3.0501526419654965
16,139.1199951171875,555.1599731445312,3.9905117354043402,-3.903320072708084
17,138.8699951171875,550.0399780273438,3.960826653469559,0.22606141520293477
18,138.61000061035156,547.7999877929688,3.952095702913217,1.4358352415432591
19,138.19000244140625,548.27001953125,3.967508574028148,-0.6984201384515245
20,137.16000366210938,545.4600219726562,3.9768154520933443,-1.9697458954959757
21,136.3350067138672,547.9099731445312,4.018850230406752,-7.688709951531678
22,137.74000549316406,553.2100219726562,4.016335123495487,-7.421515020103811
23,137.1802978515625,553.030029296875,4.0314100345174015,-9.459338417045274
24,136.63999938964844,554.489990234375,4.058035660942648,-13.060207435541884
25,137.44000244140625,559.530029296875,4.071085705454751,-14.930270791905741
26,136.75599670410156,558.1900024414062,4.081649184636195,-16.30058555994617
27,137.02000427246094,561.8200073242188,4.100277257378079,-18.884472460963025
28,138.2913055419922,561.10498046875,4.057413286176334,-13.131972147437978
29,138.56480407714844,560.3599853515625,4.044028273150605,-11.3032515241988
30,138.93499755859375,560.0,4.030661891103632,-9.476391339880252
31,138.5749969482422,558.2899780273438,4.028793002505822,-9.192855411872301
32,138.5500030517578,563.9099731445312,4.070082719044565,-14.911887707084361
33,138.3292999267578,563.2899780273438,4.072094475469715,-15.166418684492555
34,138.58999633789062,562.1400146484375,4.056137019283173,-12.9834576336998
35,136.13999938964844,558.8900146484375,4.105259417908689,-19.441459108157233
36,136.22000122070312,560.885009765625,4.117493794886121,-21.119450608505417
37,135.33999633789062,560.6300048828125,4.142382296827764,-24.351425048668375
38,135.97000122070312,562.6699829101562,4.1381920854501155,-23.895037382313035
39,135.59759521484375,558.8900146484375,4.121680873196314,-21.590710980709105
40,135.42999267578125,554.8599853515625,4.097024406402315,-18.224799121820638
41,135.6199951171875,556.7899780273438,4.105515396503507,-19.40191576539064
