,crm,ma,Ratio,Spread
0,217.97999572753906,352.69000244140625,1.6179925192871643,87.45123188268536
1,219.0,351.82000732421875,1.6064840517087615,90.39029303516094
2,215.8000030517578,353.0799865722656,1.636144492952497,82.63915960531921
3,211.9600067138672,345.5299987792969,1.6301660116747443,82.39976238013412
4,211.0,344.29998779296875,1.631753496649141,81.68241163579148
5,218.8300018310547,344.427001953125,1.5739478091264474,97.43845922575076
6,217.96499633789062,352.1600036621094,1.6156722849029799,87.95080458582788
7,215.4208984375,356.57501220703125,1.6552480042250137,78.37512495523902
8,212.9429931640625,352.70001220703125,1.6563118934619867,77.22372479363861
9,213.58999633789062,353.0,1.6526991247360128,78.23617492650476
10,213.00999450683594,354.3299865722656,1.6634430107029294,75.72966182249746
11,212.69000244140625,350.5400085449219,1.648126402375174,78.87053990779407
12,215.22500610351562,361.1400146484375,1.6779649409081299,73.41275734021201
13,221.2899932861328,365.4057922363281,1.6512531217977418,81.4497311454449
14,220.88999938964844,370.0899963378906,1.6754493067160294,75.9541443782573
15,219.17999267578125,371.1300048828125,1.6932658877847535,71.44540839041906
16,217.57000732421875,370.31500244140625,1.7020498688937844,68.99457548371225
17,219.99000549316406,377.6499938964844,1.7166688688874068,66.56852034587473
18,222.07000732421875,382.54998779296875,1.7226549069026316,65.88778440562317
19,226.42999267578125,379.95001220703125,1.6780021397212648,77.33193628457417
20,227.44000244140625,378.92999267578125,1.6660657255022775,80.4007481177643
21,229.4499969482422,381.1300048828125,1.6610590976333082,82.2779848767359
22,228.49600219726562,381.5,1.6696134563905527,79.97282322115103
23,230.55999755859375,383.1650085449219,1.6618885001833226,82.49460370684056
24,230.14999389648438,382.67999267578125,1.6627417024738267,82.14793222474339
25,232.7100067138672,386.3800048828125,1.6603497646660852,83.6408743154127
26,227.97000122070312,394.5400085449219,1.7306663439588195,65.86582820909604
27,229.36000061035156,390.82000732421875,1.7039588693939867,72.40542597840368
28,230.52000427246094,390.67999267578125,1.6947769626709739,74.89849369032453
29,231.37319946289062,391.0,1.6899105034968043,76.30918224420253
30,230.07000732421875,388.9100036621094,1.6903985364509093,75.755669467102
31,231.2899932861328,390.05999755859375,1.6864542733417949,77.08040198645358
32,231.99000549316406,391.9700012207031,1.6895986548534874,76.59036441758514
33,229.89999389648438,395.1199951171875,1.7186603114704548,69.20080787925531
34,226.36500549316406,395.87750244140625,1.7488458588328983,61.272620355040196
35,224.92999267578125,395.1650085449219,1.7568355551165686,59.0742085221924
36,223.35989379882812,396.8699951171875,1.7768185163744454,54.1842958216178
37,224.27000427246094,398.3114013671875,1.7760351084815038,54.58903739687184
38,224.4499969482422,397.8500061035156,1.7725551860678315,55.41554557439559
39,224.91000366210938,396.8800048828125,1.7646169508718696,57.31866471760582
40,217.3699951171875,389.5400085449219,1.7920597014087196,49.363847095119404
41,213.91380310058594,390.4100036621094,1.8250809344852417,41.48300927260589
42,211.3800048828125,390.46240234375,1.8472059481700716,36.29083228393932
43,213.9600067138672,390.739990234375,1.8262290987722722,41.246746157710895
44,214.82000732421875,391.0950012207031,1.8205706539728397,42.636235759514925
45,214.07000732421875,390.83929443359375,1.825754571221413,41.3705768343787
46,212.75999450683594,390.29998779296875,1.8344613549067772,39.2525386977125
47,215.99000549316406,379.3999938964844,1.7565627309014171,56.704569880565025
48,216.72500610351562,377.4100036621094,1.741423430768505,60.185499751031266
49,219.0399932861328,379.260009765625,1.7314646703362346,63.03141647941134
50,220.306396484375,382.07000732421875,1.734266518908436,62.790302125729276
51,220.1199951171875,381.7373962402344,1.7342240809927558,62.74480034470735
52,220.36000061035156,385.260009765625,1.748320968862473,59.70903499005055
53,219.22999572753906,382.1300048828125,1.7430552950323777,60.54683896168836
54,219.47999572753906,379.1300048828125,1.7274011858167786,64.05396086577025
55,218.85000610351562,378.17498779296875,1.7280099485768017,63.731051804867654
56,217.88999938964844,375.04998779296875,1.7212813293109162,64.9086900741969
57,219.57460021972656,378.1000061035156,1.721966045822941,65.27586368591841
58,219.94000244140625,377.8599853515625,1.7180139181467335,66.2570983195273
59,218.75,378.0640869140625,1.72829296875,63.639091541235295
60,216.82000732421875,376.1300048828125,1.7347569051613017,61.6582073300604
61,213.44000244140625,373.0013122558594,1.7475698462768527,57.93060190910216
62,215.2899932861328,374.989990234375,1.7417901524851258,59.69460744943347
63,216.19000244140625,374.3900146484375,1.7317637745524705,62.12024046142442
64,216.0,372.6600036621094,1.725277794731988,63.46483384828803
65,215.88999938964844,372.3550109863281,1.7247441383993163,63.546691648182666
66,216.5800018310547,372.4599914550781,1.7197339934719325,64.8413725870609
67,217.5800018310547,374.30999755859375,1.7203327254737129,65.01985409987276
68,218.5,385.739990234375,1.765400412971968,55.45606631684097
69,220.43499755859375,382.6449890136719,1.735863149008184,62.47618612277534
70,219.86000061035156,381.5799865722656,1.7355589261937803,62.37481437524621
71,220.55999755859375,381.95001220703125,1.7317284024069812,63.42472388145688
72,220.65499877929688,384.3999938964844,1.7420860439285502,61.16745099173601
73,220.26499938964844,382.93499755859375,1.738519504322983,61.84133839734954
74,222.13999938964844,381.25,1.71626002092159,67.32975023655723
75,220.59500122070312,376.7749938964844,1.707994251055239,68.67074668711871
76,220.35000610351562,377.1099853515625,1.7114135462034181,67.83878567076505
77,220.47000122070312,377.07000732421875,1.7103007449378569,68.12217230734342
78,217.77499389648438,374.29998779296875,1.7187464046991816,65.42540285550399
79,217.97000122070312,373.80499267578125,1.714937792275778,66.31596791496236
80,217.19000244140625,373.7200012207031,1.7207053594537607,64.81874150548623
81,217.64999389648438,374.4200134277344,1.7202849709511627,65.0518162686974
82,216.75,376.6000061035156,1.7374856106275232,61.04619711912732
83,213.4600067138672,376.17999267578125,1.7622972961864107,54.79249990814093
84,212.74009704589844,376.3599853515625,1.769106955283391,53.15217938601068
85,211.34320068359375,376.04998779296875,1.7793332672952225,50.62858997237651
86,207.72799682617188,370.0,1.7811754104075743,49.34518151006585
87,207.22000122070312,369.7099914550781,1.7841424055456516,48.60472726014557
88,207.88999938964844,369.5450134277344,1.7775987999071363,50.12878827615696
89,207.55999755859375,372.260009765625,1.793505560533343,46.74438731060655
90,209.6699981689453,373.70001220703125,1.7823246791174951,49.58449497774176
91,209.1199951171875,376.4100036621094,1.7999713678798397,45.75882914323062
92,207.06930541992188,376.05499267578125,1.816082745403373,41.95404147372516
93,206.1199951171875,372.2300109863281,1.8058898690284773,43.85335897002954
94,206.63999938964844,373.7449951171875,1.8086769077676939,43.393197066294526
95,206.38999938964844,374.0299987792969,1.8122486549028813,42.60107150010332
96,209.66000366210938,380.79998779296875,1.8162738774280986,42.46424565845626
97,211.1999969482422,381.42999267578125,1.8060132489928802,44.958098085791555
98,210.3249969482422,380.864990234375,1.8108403459437592,43.748173862911294
99,210.7899932861328,382.6650085449219,1.8153850786715509,42.891394865413126
100,212.02999877929688,380.8599853515625,1.7962551881538311,47.211753845833805
101,213.23500061035156,380.69000244140625,1.7853072964182295,49.82606804793635
102,214.22999572753906,381.3699951171875,1.7801895286513454,51.164410645676234
103,210.57000732421875,379.94000244140625,1.8043405481598584,45.170162169420216
104,209.80999755859375,380.510009765625,1.813593318685206,43.058484447343226
105,209.4600067138672,382.4175109863281,1.825730443658056,40.4410311322843
106,209.39999389648438,381.2300109863281,1.8205827225323936,41.506795875402354
107,210.69000244140625,383.2882995605469,1.8192049699517228,42.06527365951421
108,211.94000244140625,384.42498779296875,1.813838743817361,43.46419494750159
109,211.75999450683594,382.94000244140625,1.8083680221716494,44.58403643294758
