,adi,nvda,Ratio,Spread
0,161.77000427246094,245.25999450683594,1.5161030353547935,-67.20592146198474
1,160.85000610351562,245.22500610351562,1.5245570208166492,-68.18983843168978
2,160.4199981689453,245.11849975585938,1.5279796942630206,-68.55956933076577
3,160.00999450683594,235.6999969482422,1.4730329669386535,-59.595148877206114
4,159.30999755859375,234.89199829101562,1.474433506312892,-59.56240247127802
5,159.80499267578125,236.7799072265625,1.4816802858403244,-60.90210033255521
6,159.33999633789062,233.27099609375,1.4639826876805242,-57.90817638461614
7,161.61500549316406,239.10000610351562,1.479441870969271,-61.21759545362225
8,161.57000732421875,236.86000061035156,1.4659899107081809,-59.02742579455254
9,160.36000061035156,236.38999938964844,1.4741207189443537,-59.89751674334731
10,162.75,240.4250030517578,1.4772657637588806,-61.28557685508879
11,161.6300048828125,232.8000030517578,1.4403266473978398,-54.90098045716631
12,161.72999572753906,232.17999267578125,1.4356025400935943,-54.17022941627947
13,161.45750427246094,232.18499755859375,1.4380564013102763,-54.47702077764647
14,159.73500061035156,233.1898956298828,1.4598547265086437,-57.38960551138955
15,162.47500610351562,236.82290649414062,1.4575959230508149,-57.988038250014384
16,160.8800048828125,234.0500030517578,1.454811014098635,-56.98161149053571
17,161.44000244140625,232.77000427246094,1.4418359808743406,-55.08141091020009
18,160.1699981689453,231.30999755859375,1.4441530886115816,-55.02794414462328
19,162.22000122070312,234.55430603027344,1.4459025044091711,-56.00185774524694
20,158.91000366210938,227.69000244140625,1.4328235931926847,-52.80340307977299
21,158.07000732421875,227.0,1.4360725595109156,-53.0437033399249
22,157.55999755859375,224.78990173339844,1.426693990965588,-51.398444991522766
23,156.61000061035156,223.85000610351562,1.4293468184094984,-51.510678624061555
24,153.4199981689453,221.6999053955078,1.4450521968548913,-52.893531281862025
25,154.27000427246094,224.04989624023438,1.45232313499216,-54.30213352907727
26,153.6999969482422,222.56080627441406,1.448020889352135,-53.44433126024889
27,154.05999755859375,223.39999389648438,1.450084366069904,-53.88481531033263
28,156.4499969482422,228.3101043701172,1.4593167710041455,-56.14798223359752
29,157.99000549316406,234.02639770507812,1.4812734322944499,-60.158703716470214
30,159.7899932861328,237.50999450683594,1.486388412830905,-61.64879955752677
31,159.8300018310547,238.34010314941406,1.4912100382839701,-62.434598414755456
32,160.83999633789062,241.35000610351562,1.5005596344113972,-64.32592432764294
33,161.5800018310547,240.6013946533203,1.4890542884439935,-62.75775084079977
34,161.11000061035156,239.30499267578125,1.4853515720265322,-61.98187899611072
35,160.9499969482422,238.14999389648438,1.479652055992694,-61.00408555974825
36,161.13999938964844,240.00999450683594,1.4894501391083788,-62.653656937769156
37,162.13999938964844,241.60000610351562,1.490070352861616,-63.13616048995631
38,159.6999969482422,242.11500549316406,1.5160614284271532,-66.35348221204363
39,160.47999572753906,245.00999450683594,1.5267323095073535,-68.38461630294985
40,158.92999267578125,241.92999267578125,1.5222425207639745,-67.02125532070492
41,159.27999877929688,240.44000244140625,1.5095429701413239,-65.14363051106487
42,157.63999938964844,238.05650329589844,1.510127532463887,-64.57644388255558
43,158.66000366210938,240.3592987060547,1.5149331473478118,-65.74957635554456
44,160.33999633789062,243.88999938964844,1.5210802354996298,-67.41967163602204
45,159.10000610351562,242.02499389648438,1.5212129768179585,-66.92796530252049
46,159.32000732421875,238.2987060546875,1.495723669970375,-62.95802433899671
47,158.6699981689453,235.11000061035156,1.4817546059338582,-60.48920926311992
48,157.56500244140625,231.86000061035156,1.4715196713595928,-58.46300092049931
49,158.0500030517578,233.26499938964844,1.4758936721643683,-59.33085762224805
50,156.2949981689453,233.2924041748047,1.4926415234518886,-61.30194443324284
51,157.0800018310547,234.8800048828125,1.495289038355338,-62.02014727050839
52,158.8000030517578,238.41000366210938,1.501322412345321,-63.645230861339556
53,159.75,239.6999969482422,1.5004694644647398,-63.883094885050795
54,160.35000610351562,240.5063934326172,1.4998839056941211,-64.02497978303761
55,161.2449951171875,242.4803924560547,1.50380104684693,-65.00777127410107
56,160.89999389648438,242.4499969482422,1.5068365826304713,-65.35946739357702
57,160.3249969482422,242.8300018310547,1.514610986766135,-66.3762860221264
58,159.7949981689453,242.13999938964844,1.5153165128087602,-66.27326149236266
59,158.52999877929688,238.15499877929688,1.5022708674265035,-63.689257882324924
60,158.67999267578125,237.88999938964844,1.4991808064656957,-63.258139045695245
61,158.24000549316406,237.5800018310547,1.5013902526773997,-63.43543083132364
62,160.7100067138672,240.8300018310547,1.4985376875743368,-63.949884609488535
63,160.33999633789062,238.4550018310547,1.48718353048075,-61.984674077428295
64,159.3800048828125,236.86590576171875,1.4861707774189077,-61.45877626723548
65,159.27000427246094,237.14999389648438,1.4889808974375065,-61.86469096286454
66,156.61000061035156,231.3300018310547,1.4771087473947964,-58.99067435160062
67,156.99000549316406,228.7700958251953,1.457227134342363,-56.00990988107996
68,158.6300048828125,229.9575958251953,1.4496475367007389,-55.38109736408144
69,157.86000061035156,228.80999755859375,1.4494488576835194,-55.086285023523985
70,156.69009399414062,226.4302978515625,1.4450836812953203,-54.00226630525141
71,156.3249969482422,226.60499572753906,1.4495762043901779,-54.58131209658096
72,156.85000610351562,229.36000061035156,1.462288757955048,-56.75486511649588
73,152.91000366210938,219.01010131835938,1.4322810546935418,-50.7685502236814
74,151.08999633789062,220.66000366210938,1.4604540936557813,-54.434125320039
75,149.05999755859375,218.8000030517578,1.467865333660361,-54.82236468806879
76,148.43499755859375,218.59500122070312,1.4726648352213174,-55.309555384821934
77,148.75,218.63999938964844,1.4698487353925946,-55.005685815875026
78,148.0399932861328,215.75,1.45737645085539,-52.902024573478215
79,146.27999877929688,213.3800048828125,1.4587093701357916,-52.481237530874196
80,144.77000427246094,209.47999572753906,1.4469848003409065,-50.25355943906111
81,145.4949951171875,212.3249053955078,1.4593278980111504,-52.29553591431177
82,149.83999633789062,218.72500610351562,1.4597237816950333,-53.88351281706095
83,150.72999572753906,220.42990112304688,1.462415626425798,-54.602726352963074
84,150.0,219.0,1.46,-53.98130137061092
85,149.94000244140625,217.16000366210938,1.448312659238294,-52.207752811512776
86,148.47000122070312,215.10000610351562,1.4487775600120452,-51.7757934302616
87,152.92999267578125,228.74009704589844,1.4957177009145495,-60.47640795777737
88,152.5399932861328,225.47279357910156,1.478122482647303,-57.64103195236332
89,153.7899932861328,227.89999389648438,1.4818909151811117,-58.683847214130466
90,154.60000610351562,230.67999267578125,1.49210856124627,-60.566750282033794
91,154.17999267578125,229.99009704589844,1.4916987156014148,-60.3420229021617
92,154.6999969482422,231.25999450683594,1.4948933359333443,-61.03601144817823
93,153.58999633789062,230.13999938964844,1.4984048758185493,-61.1453509363467
94,150.38999938964844,222.88999938964844,1.4820799274834646,-57.43937329887653
95,148.9600067138672,219.5,1.47354987987904,-55.63310230122123
96,149.0800018310547,221.9199981689453,1.4885966960239023,-57.92020491258155
97,148.52000427246094,222.2899932861328,1.4967006927790032,-58.91040183080783
98,150.33999633789062,225.8800048828125,1.5024611572767699,-60.484757574111526
99,150.3699951171875,226.1199951171875,1.503757414775241,-60.6915239190903
100,150.52999877929688,226.5800018310547,1.505214931697836,-60.97432529002309
101,151.41000366210938,226.79989624023438,1.4979188346522143,-60.2196072122952
