,amd,acn,Ratio,Spread
0,140.6699981689453,396.0299987792969,2.815312461322869,77.38653490160557
1,143.3592071533203,399.29998779296875,2.7853110778293018,83.23171745245533
2,143.18499755859375,401.0849914550781,2.801166311372442,80.85622403914222
3,142.94000244140625,400.5799865722656,2.802434446133935,80.53080907038891
4,141.889892578125,399.8699951171875,2.818171103322373,77.68141498829966
5,143.11000061035156,401.7300109863281,2.8071414245893718,79.95699962682308
6,143.8699951171875,403.69000244140625,2.8059360265674966,80.57303716694538
7,145.74000549316406,405.6300048828125,2.7832440619870744,84.97150284144256
8,148.4600067138672,405.42999267578125,2.730903774355759,94.39105801686061
9,147.60000610351562,405.2799987792969,2.7457993361806756,91.6260485965724
10,148.49000549316406,404.6099853515625,2.724829755428821,95.31274729350697
11,147.48500061035156,404.2099914550781,2.7406854241603993,92.30624062300514
12,146.59140014648438,404.2749938964844,2.7578356813053464,89.21234694048975
13,146.0800018310547,403.29998779296875,2.760815873067935,88.45394987227964
14,152.07000732421875,412.1600036621094,2.7103306622677366,99.89727526811954
15,152.64999389648438,412.4049987792969,2.7016378334018056,101.6181657113466
16,153.66000366210938,413.80499267578125,2.6929909072872187,103.64163661399301
17,153.77000427246094,414.42999267578125,2.6951289663845226,103.3894876796344
18,154.34500122070312,415.6449890136719,2.692960482855723,104.12346439023374
19,154.27980041503906,414.7699890136719,2.688427052004667,104.77746389037442
20,154.35000610351562,415.2699890136719,2.690443618999075,104.51542862237831
21,152.908203125,414.55999755859375,2.711169113796319,100.33837649409487
22,152.5,415.8900146484375,2.7271476370389345,97.6247400800677
23,152.10000610351562,415.75,2.73339896986625,96.40896088265653
24,152.06460571289062,415.7799987792969,2.7342325772002507,96.25897119306866
25,152.91000366210938,415.05999755859375,2.7144070866401027,99.84447948004926
26,154.39999389648438,415.04998779296875,2.6881476955966335,104.90486528364751
27,153.14999389648438,415.2799987792969,2.7115900445937258,100.43793387876737
28,148.8800048828125,415.29998779296875,2.7894947217382393,85.94466195388016
29,148.4199981689453,413.25,2.784328291997422,86.43544027592499
30,148.35009765625,414.6000061035156,2.7947403652150444,84.84850384480457
31,148.19009399414062,414.6600036621094,2.7981627684135546,84.24616805978339
32,147.94000244140625,415.1499938964844,2.806205130765159,82.90848342037823
33,147.68490600585938,416.1600036621094,2.8178912450646667,81.0338150175785
34,148.25650024414062,415.3399963378906,2.8014960265076514,83.79126178123768
