,ecl,lin,Ratio,Spread
0,183.4199981689453,323.1050109863281,1.7615582499827587,39.95476656133508
1,183.5399932861328,323.0,1.7598344329045148,40.29729472674842
2,182.3800048828125,324.18499755859375,1.7775248869353713,36.816227296430895
3,182.27000427246094,323.5050048828125,1.7748669408008055,37.278485823684036
4,183.0850067138672,324.42999267578125,1.7720183563846592,37.96670601256909
5,183.24000549316406,325.2300109863281,1.7748854029501824,37.47349079270731
6,182.7100067138672,326.3699951171875,1.7862732369568508,35.28443218342153
7,180.3300018310547,325.0299987792969,1.8024177645370785,31.913469782121865
8,180.8000030517578,325.7550048828125,1.801742253231922,32.11877956749004
9,180.27999877929688,325.9599914550781,1.8080762905602534,30.884501547355057
10,179.73500061035156,325.0957946777344,1.8087506249409442,30.66993419888678
11,179.27999877929688,324.79998779296875,1.8116911535280333,30.065114842154287
12,179.2949981689453,324.6000061035156,1.810424213829172,30.294786178993036
13,180.38999938964844,325.6300048828125,1.8051444425111438,31.43222226814885
14,178.39999389648438,322.0799865722656,1.8053811524183727,31.043242874632426
15,178.46499633789062,323.0199890136719,1.809990730070635,30.2319056395973
16,177.7100067138672,322.2200012207031,1.8131787127750947,29.53747424335495
17,178.0800018310547,322.1650085449219,1.8091026798762126,30.32483169004894
18,178.2449951171875,321.54998779296875,1.8039776521162074,31.266438563244208
19,177.72999572753906,320.760009765625,1.8047601275889953,31.037031759547233
20,176.44000244140625,319.54998779296875,1.8110971626124734,29.693653447737347
21,176.1300048828125,320.6700134277344,1.820643868380581,27.96002163160159
22,177.91200256347656,321.94000244140625,1.809546280198507,30.217301661605234
23,177.56100463867188,320.94000244140625,1.807491476490031,30.522539750301007
24,178.39549255371094,320.6600036621094,1.7974669599096835,32.45431587026292
25,179.73800659179688,322.45001220703125,1.794000157903986,33.32166668030709
26,179.6300048828125,321.2900085449219,1.7886210533397575,34.26789279999974
27,180.36000061035156,322.5899963378906,1.788589461334122,34.41285151829942
28,179.72999572753906,320.32000732421875,1.7822289820214903,35.43581493557383
29,179.82000732421875,321.5899963378906,1.7883994174133138,34.34399400931596
