,nke,low,Ratio,Spread
0,159.644775390625,243.5614776611328,1.5256464050588388,35.454632460717185
1,155.3113250732422,241.13656616210938,1.5526013061081891,30.25809882872183
2,164.8587646484375,242.47174072265625,1.4707846515757228,45.71446023483511
3,163.68141174316406,245.14207458496094,1.4976781540082176,40.973459834277286
4,163.90896606445312,245.5249481201172,1.497934823306558,40.99079690429951
5,165.79867553710938,249.06906127929688,1.5022379429294643,40.770205651357934
6,164.6510009765625,249.3832244873047,1.5146171174677736,38.437572621188416
7,166.9858856201172,252.86843872070312,1.5143102531190185,39.058831035400225
8,165.70960998535156,251.70999145507812,1.518982462618365,37.97263165458647
9,164.89833068847656,253.76182556152344,1.5388986929220432,34.493962071970564
10,162.9196014404297,250.8460235595703,1.5396921017591014,33.929678855769076
11,164.62130737304688,255.06752014160156,1.5494198424970307,32.70105341444221
12,160.5253143310547,250.0998992919922,1.5580090924239274,30.46485653448038
13,159.3281707763672,253.0844268798828,1.5884474518640634,25.374855652156345
14,155.3014373779297,246.5067138671875,1.5872790234858396,24.870561163732493
15,148.84085083007812,243.16879272460938,1.6337503539416023,16.845941540321935
16,148.7023468017578,244.94573974609375,1.6472217487773921,14.82540089829134
17,150.592041015625,246.1434783935547,1.634505228387306,16.95115732071061
18,147.9998779296875,246.1238250732422,1.6630001897040205,12.411850163069195
19,146.6048583984375,238.9570770263672,1.6299396871073542,17.125111026423742
20,145.38795471191406,234.8300018310547,1.6151957175294875,19.11195984383831
21,143.5675048828125,231.1757049560547,1.6102230455614082,19.564545041052288
22,141.21279907226562,220.5674285888672,1.5619506874585203,26.031488331733488
23,141.4304656982422,221.64105224609375,1.567137965302256,25.34068531977424
24,144.4480438232422,228.86099243164062,1.5843827744160568,23.427903270088922
25,143.93356323242188,226.55612182617188,1.5740326073935393,24.827932396659794
26,142.45941162109375,224.67483520507812,1.5771147209470213,24.11655848222775
27,143.10250854492188,222.5373992919922,1.555090833520466,27.385039534846545
28,144.3590087890625,231.46136474609375,1.6033731922079437,20.670940807361365
29,146.49603271484375,233.7859344482422,1.5958516426401066,22.104856700094007
30,146.64443969726562,234.77090454101562,1.6009533332847752,21.38089702413585
31,147.12924194335938,235.5194854736328,1.6007659820900946,21.484960854325056
32,143.76536560058594,230.59457397460938,1.6039647171715574,20.49366307522674
33,143.84451293945312,225.6302490234375,1.5685704265856115,25.59718821476186
34,143.59718322753906,223.6110382080078,1.5572104771281035,27.18140850519062
35,142.0043182373047,228.27984619140625,1.60755566468004,19.71115312190047
36,144.7052764892578,230.15133666992188,1.5904833759604278,22.58996635307769
37,143.2805938720703,223.98532104492188,1.5632634887381167,26.250324914823626
38,138.68991088867188,222.51771545410156,1.6044261188740636,19.644078053355134
39,140.0849151611328,222.55709838867188,1.588729936643609,22.058155465947426
40,144.03250122070312,224.67483520507812,1.5598898394523162,26.883225962297065
41,144.93284606933594,223.60118103027344,1.5427916244969242,29.54035943426253
42,141.28207397460938,220.42953491210938,1.5602087986882474,26.29121907330124
43,141.4304656982422,219.34605407714844,1.5509109228640166,27.635683488719554
44,136.7210693359375,211.36766052246094,1.545977233421933,27.33143772675236
45,135.3755340576172,211.86016845703125,1.5649812200693622,24.47247291729123
46,135.71189880371094,210.2053985595703,1.548909125968418,26.7188234880275
47,137.32460021972656,215.8887481689453,1.5721054190109565,23.87180854379817
48,135.09849548339844,217.74053955078125,1.6117169830180549,18.104860909733066
49,130.8145294189453,218.17391967773438,1.667811065382598,10.13706596039079
50,134.23773193359375,225.22640991210938,1.677817456149564,9.10512476360474
51,132.54591369628906,222.88214111328125,1.6815466799224408,8.473912381639726
52,130.08172607421875,220.705322265625,1.696666618182023,6.316847284945813
53,123.39816284179688,218.92250061035156,1.7741147482967154,-3.655031523581651
54,120.19519805908203,219.90748596191406,1.8295862855837084,-10.273223341161705
55,125.88713836669922,222.4881591796875,1.7673621155133195,-2.843210485178939
56,124.97484588623047,220.80381774902344,1.7667860774961857,-2.7633612199016495
57,121.60330963134766,218.87326049804688,1.7998955880525176,-6.762485098706473
58,116.5856704711914,223.10867309570312,1.9136886393841497,-19.822658278705813
59,118.40035247802734,227.60023498535156,1.9222935592830221,-21.122652633849764
60,124.14188385009766,227.85630798339844,1.835450702991883,-11.280821395005555
61,126.34329986572266,230.86053466796875,1.8272479420224639,-10.413313054408897
62,130.1412353515625,232.1311492919922,1.783686382451457,-5.004317945659561
63,129.1000213623047,224.1823272705078,1.7365010857849925,1.1132715226452963
64,131.9757537841797,225.0392608642578,1.7051560942949047,5.314025281833257
65,131.88648986816406,217.60263061523438,1.6499235883277628,12.59366283721396
66,130.9741973876953,215.87890625,1.6482552331355707,12.712895037061534
67,132.58062744140625,209.72276306152344,1.5818507357284155,21.69434314759194
68,133.6813507080078,210.56983947753906,1.575162416913891,22.783161080517704
69,137.97508239746094,216.27291870117188,1.5674780905595733,24.63167194832211
70,137.38011169433594,206.34425354003906,1.5019950922673944,33.51393384269971
71,133.4334259033203,199.1538848876953,1.4925337001539105,33.763078527402904
72,132.4021453857422,199.3607177734375,1.5057212040833425,31.742483557466034
73,133.21527099609375,201.0548858642578,1.509248034109793,31.4783981421207
74,131.19235229492188,201.7936248779297,1.5381508247088622,27.181855817851574
75,127.28534698486328,197.63699340820312,1.5527081324742433,24.46705126862442
76,128.29681396484375,199.5971221923828,1.5557449637609626,24.28583755792231
77,127.07708740234375,203.5567626953125,1.6018368602580846,18.18100595088548
78,123.93363952636719,201.51783752441406,1.626014036984209,14.691399869707132
79,123.99313354492188,201.07460021972656,1.6216591553989446,15.23927213379857
80,126.4226303100586,202.42401123046875,1.6011691161148325,18.162732607748996
81,132.34266662597656,198.25755310058594,1.498062251238267,32.741040107271566
82,130.52796936035156,195.53900146484375,1.4980620814303387,32.26799737215136
83,135.902587890625,200.80029296875,1.4775310469463243,36.45930304336979
84,134.7324676513672,206.43743896484375,1.5322026128031727,28.764210942661624
85,134.32589721679688,202.7683563232422,1.5095254193313281,31.718238828346774
86,127.98941040039062,194.88626098632812,1.522674886747766,28.45605349797241
87,126.86885833740234,198.16964721679688,1.562003866147933,23.201899071487293
88,119.51097869873047,197.3883514404297,1.6516336288904183,11.042542056282562
89,120.22494506835938,197.36859130859375,1.6416608982135183,12.317988791860577
90,125.98631286621094,202.87713623046875,1.6103109267584546,16.942235372130586
91,123.6559829711914,195.5488739013672,1.5813943587907504,20.172035706451386
92,125.02442932128906,200.89920043945312,1.6068795636985496,17.22846083462456
93,121.83139038085938,199.40585327148438,1.6367362520292843,13.106058587381673
94,125.00459289550781,204.87486267089844,1.638938681574322,13.21791133792532
95,117.63680267333984,193.7588348388672,1.647093685272177,11.375856163936637
96,113.53146362304688,190.16888427734375,1.675032437780882,7.745551726682682
97,110.27892303466797,193.90719604492188,1.7583341468066749,-1.7131578336899718
98,108.57332611083984,190.01065063476562,1.7500675114326738,-0.8163268354993913
99,107.01647186279297,185.69874572753906,1.7352351698309165,0.7574644764502996
100,106.99663543701172,189.58538818359375,1.7718817737516759,-3.164065244858345
101,112.06385803222656,191.86001586914062,1.7120597062968046,3.473272396893795
102,111.65728759765625,192.58197021484375,1.724759524060713,2.0362632952742574
103,114.9296646118164,191.8896942138672,1.669627200792668,8.483824354299307
104,108.45433044433594,181.79232788085938,1.6762108726876894,7.19271258142003
105,105.54885864257812,185.7877655029297,1.7602062958545666,-1.9127164551112894
106,107.0958023071289,182.65272521972656,1.7055077910142156,3.9430072089206663
107,107.72052001953125,184.1955108642578,1.7099389311420012,3.498942310846634
108,106.39173889160156,182.58349609375,1.716143546443745,2.7739665274242684
109,107.29412078857422,186.4701385498047,1.7379343544577694,0.47438602230834204
110,111.99443817138672,193.37315368652344,1.7266317581825061,1.838042569301128
111,115.0188980102539,197.42791748046875,1.7164824293731984,3.102540108624699
112,117.8549575805664,193.14569091796875,1.6388423099294156,12.372679493554804
113,117.68638610839844,189.6051788330078,1.61110545665296,15.61671691475191
114,122.37678527832031,193.96653747558594,1.5849945480627698,19.504586323258383
115,120.23453521728516,193.2940216064453,1.607641442262231,16.409425144941384
116,119.51879119873047,194.5994873046875,1.6281915617864327,13.84514640726322
117,120.95027160644531,193.49180603027344,1.5997633032182663,17.470440342370285
118,121.67595672607422,190.32713317871094,1.5642131633876466,21.911410120532583
119,117.89842987060547,192.13693237304688,1.629681859070717,13.457894822098572
120,114.05132293701172,184.27462768554688,1.6157167049023893,14.55410961353285
