,mrk,lly,Ratio,Spread
0,81.30999755859375,289.19500732421875,3.5566967901557067,-13.519880001691945
1,81.16000366210938,288.7950134277344,3.5583415524482307,-13.62842856926477
2,81.11000061035156,288.2200012207031,3.553445925925926,-13.222947761492435
3,80.91999816894531,288.04998779296875,3.5596885110102954,-13.697122610710267
4,81.1500015258789,288.0899963378906,3.5500923095610557,-12.957322932644729
5,81.56500244140625,288.9519958496094,3.5425977711112493,-12.412294604465671
6,81.56999969482422,288.57000732421875,3.537697785997774,-12.013363285893092
7,81.83999633789062,288.6099853515625,3.526515130328038,-11.137939011074081
8,82.625,290.20001220703125,3.5122543081032527,-10.06647292596432
9,82.37999725341797,290.6300048828125,3.527919574806179,-11.327128071138702
10,82.17500305175781,288.8299865722656,3.5148156476531733,-10.222126417089896
11,82.21499633789062,289.2650146484375,3.518397221105552,-10.521560414086423
12,82.1449966430664,288.44500732421875,3.5114129784137678,-9.938881528714319
13,82.41000366210938,290.0299987792969,3.5193542760713092,-10.62538760795178
14,82.9000015258789,290.1700134277344,3.500241352072255,-9.104103184462872
15,82.83999633789062,288.2699890136719,3.479840677899916,-7.407521622883053
16,82.88999938964844,289.75,3.4955965995119174,-8.718001209952263
17,82.8949966430664,290.1000061035156,3.499608153102935,-9.051064520285934
18,82.87999725341797,290.19000244140625,3.5013273655657464,-9.191915104582279
19,82.7249984741211,289.05999755859375,3.4942278983422472,-8.587421345868734
20,82.05000305175781,286.4700012207031,3.4914075632635324,-8.285943696814968
21,82.37000274658203,289.9700012207031,3.520334970885205,-10.701009995393235
22,82.66999816894531,290.2550048828125,3.511007757489533,-9.96890286252841
23,82.77999877929688,290.44500732421875,3.508637492235123,-9.785956919052808
24,82.91999816894531,291.04998779296875,3.5100095781474705,-9.916280510109573
25,83.43000030517578,292.30999755859375,3.5036557172403557,-9.447168297360633
26,83.37999725341797,291.635009765625,3.49766154200335,-8.941711903650855
27,83.5199966430664,292.6700134277344,3.5041909146440444,-9.502058688066938
28,83.33000183105469,293.375,3.520640748272102,-10.85120767042497
29,83.62999725341797,292.6400146484375,3.4992230570290648,-9.099111523888268
30,83.29499816894531,292.8450012207031,3.5157573402754916,-10.43988604398129
31,83.30870056152344,292.3349914550781,3.5090571511097917,-9.88341939811994
32,83.37000274658203,292.6600036621094,3.5103753630871473,-10.000591386499138
33,83.2699966430664,291.7250061035156,3.503362770074118,-9.404656626423275
34,83.4800033569336,291.3699951171875,3.4902968783001036,-8.337634456695469
35,85.16000366210938,293.2799987792969,3.443870199242221,-4.5517297196258255
36,84.79000091552734,294.7699890136719,3.4764711148822682,-7.296185054681473
37,84.33499908447266,293.42999267578125,3.4793383039213923,-7.4988365027238615
38,84.28289794921875,293.55999755859375,3.4830316078531904,-7.805486171245775
39,83.9800033569336,292.8039855957031,3.4865917348350344,-8.076414410060863
40,83.72989654541016,292.8500061035156,3.4975560485099972,-8.970402316485945
41,83.75,292.54998779296875,3.493134182602612,-8.6022248303139
42,84.97000122070312,297.2799987792969,3.498646516517455,-9.195917996578032
43,84.7750015258789,299.3999938964844,3.531701427396469,-11.977044183899693
44,85.02999877929688,300.0050048828125,3.5282254403119877,-11.717507114470777
45,84.75,301.67498779296875,3.5595868766132006,-14.336803780013554
46,84.75,301.5299987792969,3.5578760917911136,-14.191814766341679
47,84.76000213623047,303.3500061035156,3.5789287217803096,-15.977910637336663
48,84.9800033569336,306.1600036621094,3.6027299549068506,-18.042011426166766
49,86.36000061035156,311.8599853515625,3.6111623801237136,-19.063221378274932
50,86.57499694824219,311.54998779296875,3.5986139044189067,-18.024295709959347
51,86.5248031616211,310.3999938964844,3.587410575400942,-17.044479884229418
52,86.9000015258789,311.30999755859375,3.582393464813523,-16.682403114120802
53,86.8219985961914,308.55999755859375,3.55393797133955,-14.19686588891841
54,86.68499755859375,308.3399963378906,3.557016842844942,-14.44135586999937
55,86.83000183105469,308.5199890136719,3.553149631552005,-14.129723008045573
56,86.58999633789062,309.07000732421875,3.569350044988671,-15.493460994803627
57,87.42500305175781,310.3500061035156,3.549899860109591,-13.942435434263075
58,87.62000274658203,310.7099914550781,3.546107985795499,-13.641289715691357
59,87.6050033569336,311.8900146484375,3.560184951739433,-14.872167155456452
60,87.5999984741211,311.0299987792969,3.5505708241671003,-14.029119946357639
61,87.79000091552734,311.32000732421875,3.546189817491571,-13.674940214327307
62,87.75,311.7799987792969,3.553048419137286,-14.270551615440638
63,87.52999877929688,309.32000732421875,3.533874233268937,-12.55645693012616
64,87.13500213623047,309.5299987792969,3.5523037951541547,-14.10565331865456
65,86.76499938964844,310.54998779296875,3.579208090561217,-16.38010743300714
66,86.37999725341797,310.3500061035156,3.592845751002098,-17.485445090640383
67,86.58999633789062,310.2200012207031,3.5826309543906865,-16.643454891288002
68,86.76000213623047,308.57000732421875,3.556592896801713,-14.417069757439094
69,86.6500015258789,309.20001220703125,3.568378612372967,-15.420023025133446
70,85.44999694824219,305.3949890136719,3.573961379994575,-15.68352061225039
71,85.88999938964844,308.3999938964844,3.590639144114991,-17.19673195553554
72,85.90989685058594,308.8599853515625,3.595161869286495,-17.589262640203685
73,85.78500366210938,309.2449951171875,3.60488409297322,-18.397712901078705
74,85.80500030517578,307.6099853515625,3.584989036274234,-16.69490609586603
75,85.48999786376953,306.8800048828125,3.5896597561253136,-17.03291653535581
76,85.63999938964844,307.95001220703125,3.5958665857283285,-17.594355528657502
77,85.27999877929688,303.32501220703125,3.5568130458354132,-14.18990917611444
78,85.11000061035156,302.95001220703125,3.559511338673222,-14.391274546619172
79,85.11000061035156,303.010009765625,3.5602162800216357,-14.451272105212922
80,85.62000274658203,302.75,3.5359727900976488,-12.462140361213983
81,85.75,304.0150146484375,3.54536460231414,-13.286409585181957
82,85.94000244140625,302.8900146484375,3.5244357231074948,-11.51722130822975
83,86.13999938964844,302.5899963378906,3.5127698918262737,-10.539129134366704
84,85.87000274658203,301.25,3.508209972800903,-10.114535098638896
85,86.23210144042969,300.7900085449219,3.4881442469856974,-8.426876609653391
86,86.43000030517578,302.5899963378906,3.5009834000864894,-9.555903925756468
87,86.88999938964844,303.7650146484375,3.4959721116608304,-9.171331657188318
