,nvda,msft,Ratio,Spread
0,284.3450012207031,310.6628112792969,1.0925559090035362,117.57233622114842
1,282.8736877441406,312.09649658203125,1.1033069179071993,113.92279292565797
2,282.8399963378906,311.8999938964844,1.1027435933207892,114.0685549818179
3,282.8299865722656,312.1000061035156,1.1034898027821787,113.85346766025867
4,284.260009765625,313.6000061035156,1.1032153497851551,114.50714080558674
5,287.4200134277344,315.3799133300781,1.0972788901124093,117.48632773765519
6,286.5899963378906,315.4200134277344,1.1005967321198924,116.19618811276547
7,283.82000732421875,313.2200012207031,1.103586756175718,114.22448409917752
8,278.8800048828125,311.9700012207031,1.1186531689562875,108.03463931531877
9,280.2749938964844,314.7300109863281,1.122932897476288,107.37553979417385
10,280.385009765625,314.5299987792969,1.1217789390460418,107.74124037886804
11,278.20001220703125,313.94000244140625,1.1284686867942262,105.04054144244208
12,276.1700134277344,313.17498779296875,1.1339934553572286,102.7482952881719
13,276.9200134277344,314.05999755859375,1.134118093059213,102.9928160549864
14,279.3900146484375,311.9800109863281,1.1166469616993984,108.79272501918143
15,280.92999267578125,312.1300048828125,1.1110597409335319,110.96200072425802
16,277.8796081542969,311.3699951171875,1.1205212112732452,107.12800721961969
17,276.6700134277344,311.760009765625,1.1268297778394984,104.91629367047534
18,278.4642028808594,311.1300048828125,1.1173070063010186,108.24842091100197
19,277.2300109863281,311.25,1.1227139475002568,106.26968255679793
20,272.739990234375,308.05999755859375,1.1295006547953126,102.69753095738014
21,267.36981201171875,308.5592956542969,1.154054353902799,94.11052583883435
22,266.75,307.8299865722656,1.1540018240759724,93.90637279872016
23,266.09991455078125,306.69500732421875,1.1525558279188794,94.06229689531739
24,263.3100891113281,306.55999755859375,1.1642546572872847,89.99571597555735
25,264.5299987792969,307.6099853515625,1.1628548246741883,90.78296180497375
26,263.9731140136719,307.0,1.1629972285135812,90.55425602877108
27,267.1499938964844,309.4200134277344,1.1582257926145745,92.91875303507612
28,272.2267150878906,312.8800048828125,1.1493361508689426,97.10451036716609
29,273.135009765625,313.29998779296875,1.1470517384856997,98.0524562182809
30,274.2300109863281,313.82000732421875,1.1443678472516432,99.18155310282117
31,272.5058898925781,313.3500061035156,1.1498834253712398,97.0549577675061
32,271.9599914550781,313.8999938964844,1.1542138688011168,95.68282470418103
33,273.85009765625,314.1260070800781,1.1470728320659005,98.30338840562308
34,273.7132873535156,315.07000732421875,1.1510950395231951,97.15334627602812
35,264.8800048828125,312.3800048828125,1.1793264841603082,86.54006571433854
36,263.19000244140625,312.4800109863281,1.1872791826729636,83.894847134202
37,261.3999938964844,310.6700134277344,1.1884851594555168,83.00901895303991
38,262.3800048828125,312.4200134277344,1.1907157847918761,82.73495539461828
39,261.010009765625,312.1099853515625,1.195777838680681,80.98171505191505
40,259.2294006347656,310.94000244140625,1.199478152092389,79.47002812254294
41,259.32000732421875,311.010009765625,1.1993290181300205,79.53647816123163
42,244.71780395507812,301.51300048828125,1.2320844483535363,67.04197471012816
43,244.2899932861328,300.57000732421875,1.2303819869206272,67.3406675906212
44,241.19500732421875,298.1499938964844,1.236136672993839,65.09950616308413
45,242.64500427246094,298.25,1.2291619227614567,67.18325449288005
46,241.89999389648438,297.7349853515625,1.2308184905493278,66.57625318578454
47,244.65960693359375,299.05999755859375,1.2223513366461245,69.40733055626413
48,243.88999938964844,299.3999938964844,1.2276025857794641,67.90827392653085
49,245.07000732421875,301.8901062011719,1.2318525204178992,67.19530160933408
50,240.69000244140625,300.6000061035156,1.2489093982069068,61.888936043829176
51,237.32000732421875,299.7900085449219,1.2632310774175843,57.62358376370912
52,239.39999389648438,300.5199890136719,1.2553049151021096,60.02614774887678
53,240.50999450683594,300.4700012207031,1.2493035968705366,61.747841649070324
