,amd,tsm,Ratio,Spread
0,152.07000732421875,122.95999908447266,0.8085749533918118,28.98350788326464
1,152.64999389648438,122.73999786376953,0.8040615969300494,29.78684920797072
2,153.66000366210938,122.77999877929688,0.7990368075825633,30.76269802051924
3,153.77000427246094,122.9800033569336,0.7997658837222156,30.67333008612791
4,154.34500122070312,122.9937973022461,0.7968758063396761,31.23785777036402
5,154.27980041503906,122.46499633789062,0.7937850321846336,31.701080932446292
6,154.35000610351562,122.69999694824219,0.794946498842072,31.536691945838943
7,152.908203125,122.22000122070312,0.799303102926337,30.566548067294367
8,152.5,122.4800033569336,0.8031475629962859,29.895982540843267
9,152.10000610351562,122.36000061035156,0.8044707146630636,29.613678592178434
10,152.06460571289062,122.22000122070312,0.8037373368229005,29.718072903129485
11,152.91000366210938,122.23999786376953,0.799424464954481,30.5483623721962
12,154.39999389648438,122.41999816894531,0.7928756671520358,31.866967551779158
13,153.14999389648438,122.05999755859375,0.7969964245711647,30.969740555713418
14,148.8800048828125,121.31500244140625,0.8148508762939428,27.420057219231428
15,148.4199981689453,121.76290130615234,0.8203941706531394,26.509491842636425
16,148.35009765625,121.27999877929688,0.8175255742690597,26.922089686081296
17,148.19009399414062,121.2490005493164,0.8181990933490503,26.79215909915634
18,147.94000244140625,121.27999877929688,0.8197917857094233,26.509623265792317
19,147.68490600585938,121.41000366210938,0.8220880992218152,26.123046958125276
20,148.25650024414062,121.40010070800781,0.8188517907012025,26.707849157055865
21,148.4344940185547,121.06999969482422,0.8156459891303308,27.21697311981045
22,147.96620178222656,121.41500091552734,0.8205590158637937,26.40097195720124
23,148.17999267578125,121.2249984741211,0.8180928901741961,26.806001449309566
24,146.97999572753906,120.80999755859375,0.8219485717127291,26.01406693207962
25,146.639892578125,120.9800033569336,0.8250142661041527,25.501991478961532
26,146.07000732421875,120.71499633789062,0.826418773772977,25.19381811904363
27,145.08999633789062,120.41999816894531,0.8299676146417913,24.50313879470578
28,145.7899932861328,120.9000015258789,0.8292750332225897,24.727179827962534
29,145.97000122070312,121.05500030517578,0.8293142378079694,24.753229804438423
30,145.40989685058594,120.58000183105469,0.8292420560270056,24.664885337290475
31,145.27999877929688,120.5999984741211,0.8301211418464521,24.514239541228097
32,144.1699981689453,120.61000061035156,0.8365818279959676,23.387818676618384
33,144.6199951171875,120.58999633789062,0.833840412179346,23.860421817986225
34,143.92999267578125,120.30999755859375,0.835892473291552,23.446428503018087
35,150.32000732421875,129.2803955078125,0.8600345210799064,20.902992810940578
36,150.7449951171875,129.1300048828125,0.8566122197451945,21.480828544509126
37,149.89999389648438,128.91000366210938,0.8599733749897952,20.85094267551283
38,150.13999938964844,128.1699981689453,0.8536698993604906,21.832341394035
39,149.99000549316406,128.6656036376953,0.8578278480265765,21.18587475132161
40,150.35499572753906,128.375,0.8538126676723838,21.843579028000097
41,150.27000427246094,128.80999755859375,0.8571903500118551,21.323098586499317
42,146.60000610351562,133.74000549316406,0.9122783078107719,12.70187224112981
43,142.0399932861328,131.02000427246094,0.922416294462415,10.835494262128595
44,142.53500366210938,131.7899932861328,0.9246149359812803,10.563377816569318
45,141.97000122070312,131.47000122070312,0.926040713462579,10.315100548375728
46,141.55999755859375,132.89959716796875,0.9388216972309544,8.473130262921206
47,143.81500244140625,133.22000122070312,0.9263289570570373,10.42076972320898
48,144.41000366210938,133.375,0.9235856008429368,10.864212512328084
49,141.5299072265625,129.2050018310547,0.9129166009006282,12.137461282942514
50,140.33999633789062,129.05999755859375,0.9196237774430427,11.085674500671605
51,139.8612060546875,129.69009399414062,0.927277103154896,9.97401937574286
52,139.39639282226562,129.27000427246094,0.9273554476928529,9.926608275319484
53,138.16920471191406,128.25,0.9282097285527855,9.712328731299568
54,135.85000610351562,127.69999694824219,0.9400072963628485,7.929723370862878
55,136.1199951171875,127.0999984741211,0.9337349620435927,8.801271958118111
56,134.80999755859375,126.7300033569336,0.9400638354128872,7.8536949993029355
57,136.00999450683594,128.07000732421875,0.9416220314440339,7.72062646477507
58,135.41000366210938,128.1199951171875,0.9461634417859353,7.067178628936024
59,134.27000427246094,128.02999877929688,0.9535264370700263,6.010584003654732
60,135.0500030517578,128.0,0.9477970907630716,6.825091581594667
61,136.17999267578125,127.91000366210938,0.9392716297660468,8.051611239715204
62,136.1699981689453,128.8000030517578,0.9458765130624178,7.151559554141433
63,133.9149932861328,124.69000244140625,0.9311130843652753,8.993516651470845
64,133.3800048828125,124.13999938964844,0.9307242078654719,9.005437951414724
65,133.43020629882812,123.88999938964844,0.9285003960211708,9.305929636291598
66,132.67999267578125,124.5,0.9383479565319995,7.9413776038561155
67,132.25999450683594,124.55000305175781,0.9417057933215048,7.4689479179841
68,132.28900146484375,124.45999908447266,0.9408189472013538,7.588126563977757
69,131.99000549316406,123.51000213623047,0.9357526857791306,8.237398720377303
70,128.49989318847656,125.19270324707031,0.974263091903466,3.0444051783776063
71,128.10000610351562,124.7300033569336,0.9736924076033315,3.1049058023842138
72,125.91000366210938,123.47000122070312,0.9806210597217183,2.162242716648909
73,127.34829711914062,123.73999786376953,0.9716659010210764,3.3388558658297613
74,130.8800048828125,124.16000366210938,0.9486552493123752,6.470978466119182
75,130.47999572753906,124.01000213623047,0.950413904022354,6.2186579497345535
76,132.0,125.0199966430664,0.947121186689897,6.737456509466701
77,134.8000030517578,128.3000030517578,0.9517804165219176,6.273643008553383
78,136.8000030517578,128.0,0.9356724937467409,8.585210230578884
79,137.30999755859375,128.0800018310547,0.9327798711554096,9.018151738016446
80,137.5303955078125,128.33999633789062,0.9331755054147298,8.979829540104976
81,137.3000030517578,128.6199951171875,0.9367807156471932,8.4681061559583
82,137.83999633789062,129.2550048828125,0.9377177039816983,8.37621196361825
83,137.30999755859375,129.23519897460938,0.9411929303943171,7.862954594461759
84,139.65310668945312,131.83999633789062,0.9440534440172783,7.614814418512414
85,137.19769287109375,131.5800018310547,0.9590540414894786,5.405197695252402
86,138.0200958251953,131.97000122070312,0.956165118069801,5.8423564636004715
87,137.60000610351562,131.9149932861328,0.9586845017063007,5.4748456819564995
88,137.91000366210938,132.36000061035156,0.9597563417853591,5.341628348606567
89,137.0800018310547,132.74000549316406,0.9683396828135479,4.126822493490967
90,137.47000122070312,132.25,0.962028070310972,5.009082385976559
91,137.9499053955078,143.2899932861328,1.03871034108588,-5.548231878556758
92,136.05999755859375,140.8800048828125,1.035425602019014,-5.039078920158668
93,133.4149932861328,141.57000732421875,1.0611251691974082,-8.389379273908599
94,134.0800018310547,142.24000549316406,1.060859215025901,-8.390523761910554
95,133.91000366210938,141.4149932861328,1.0560450259038192,-7.7364926677100625
96,133.875,140.62100219726562,1.0503903058619282,-6.977707635106564
97,132.75,139.1999969482422,1.0485875476327096,-6.688207231858693
98,134.531005859375,143.7899932861328,1.068824189394943,-9.486899782871529
99,135.3000030517578,142.6999969482422,1.0546932278608565,-7.6234598453640485
100,135.63999938964844,141.83999633789062,1.0457092080222712,-6.421497009350996
101,134.0850067138672,140.88499450683594,1.0507140056865545,-7.030478954111412
102,134.589599609375,140.25,1.042056744407097,-5.8879739526879105
103,135.8800048828125,140.38999938964844,1.0331910093079957,-4.730106835750671
104,136.8800048828125,140.72000122070312,1.028053741970408,-4.0543265816715275
105,135.9582061767578,135.89939880371094,0.9995674599224234,-0.16085278932869618
106,133.42999267578125,134.3699951171875,1.007044911136961,-1.1742809494809976
107,134.23980712890625,133.7332000732422,0.9962261041154686,0.2770109636999123
108,133.08900451660156,133.63999938964844,1.004140048045653,-0.787245003687626
109,132.5399932861328,134.1300048828125,1.011996466555171,-1.8294361569944428
110,132.6898956298828,134.02999877929688,1.0100995116700677,-1.5786609616155076
111,131.92999267578125,133.875,1.0147427229000052,-2.1879589599942433
112,132.04820251464844,134.11160278320312,1.01562611401943,-2.305668404978216
113,128.85000610351562,132.5399932861328,1.0286378502741609,-3.950747562964618
114,130.8699951171875,133.1300048828125,1.0172691208829134,-2.5090903975259478
115,130.6300048828125,132.5,1.0143152036078162,-2.120463393054915
116,129.63999938964844,131.8000030517578,1.016661552547661,-2.416196234021224
117,129.27999877929688,131.36000061035156,1.0160891232262896,-2.338275957143831
118,128.27000427246094,131.0399932861328,1.0215949865238025,-3.0341030139842458
119,126.65080261230469,131.64999389648438,1.039472243215725,-5.272667646339936
120,127.0,131.8000030517578,1.0377952996201403,-5.071460324893901
