,mu,txn,Ratio,Spread
0,82.4626693725586,181.17709350585938,2.1970801440748695,27.628367158965165
1,81.49893188476562,179.17373657226562,2.198479568120059,27.161468064263847
2,90.09294128417969,181.2451629638672,2.011757640281346,47.118243122772995
3,89.7551498413086,181.78976440429688,2.025396478371546,45.7078132190657
4,93.80872344970703,182.24684143066406,1.9427494024942222,55.64087330899501
5,93.81867218017578,186.5647430419922,1.988567293765366,51.348472325924675
6,92.33832550048828,185.84510803222656,2.012654085125724,48.27367642915884
7,95.54740142822266,185.56309509277344,1.9421050946338145,56.78120643747313
8,93.28216552734375,184.20156860351562,1.9746708018857122,52.33647062964924
9,92.6456298828125,183.28741455078125,1.9783708609097006,51.61905381060096
10,95.23155212402344,185.3588409423828,1.9464015529326184,56.17587430776821
11,95.81835174560547,185.55335998535156,1.9365117078823224,57.485442550989674
12,93.88886260986328,181.68280029296875,1.9350836216635825,56.410327482901906
13,95.13209533691406,181.62445068359375,1.9091816493725235,59.65533650676538
14,93.93858337402344,174.5057373046875,1.8576577486790489,63.714834945382606
15,93.38162231445312,177.928955078125,1.9053958441519394,58.86401221483179
16,93.68994140625,179.562744140625,1.9165637361434669,58.020507959965315
17,94.59501647949219,180.91452026367188,1.9125163988199463,58.98862411469649
18,95.10225677490234,179.08621215820312,1.883091087754968,62.11709270307911
19,96.83283996582031,181.86756896972656,1.878160023334248,63.771574088138934
20,92.36714935302734,177.2676239013672,1.919163091456359,56.925041981458364
21,89.51268005371094,173.39707946777344,1.9371230909825148,53.47899856459138
22,84.60938262939453,168.68043518066406,1.9936374659476834,45.62749003585499
23,81.48638153076172,170.8102264404297,2.0961812665095154,35.49280907532979
24,82.5008544921875,173.4359893798828,2.1022326428910687,35.4673475460079
25,80.2829360961914,169.17642211914062,2.1072525538483178,34.04193693946506
26,81.52616882324219,173.42625427246094,2.1272464630156773,32.97876420063322
27,78.29376220703125,170.0030517578125,2.171348610228686,28.116648326472347
28,78.84078216552734,173.5565948486328,2.201355568546343,25.96522912020409
29,81.82453155517578,175.7102813720703,2.1474034501937314,31.459501724703063
30,81.00897979736328,177.4723663330078,2.190773995388401,27.606991028914667
31,84.05240631103516,183.8844451904297,2.1877356432838697,28.99583595758303
32,81.52616882324219,171.89239501953125,2.1084321451706276,34.51262345356291
33,80.73049926757812,167.81021118164062,2.078647013261248,36.55534370172519
34,80.43212127685547,166.3711700439453,2.068466769280882,37.22958110434824
35,83.66452026367188,168.99473571777344,2.0199092182107803,42.89131426363291
36,87.64286804199219,172.98883056640625,1.973792442341371,49.09453736364175
37,90.52716064453125,167.06622314453125,1.845481753266761,62.41017585366133
38,89.27398681640625,160.9380340576172,1.802742767482643,65.32622445352565
39,89.37344360351562,159.04867553710938,1.7795965907131386,67.47051103382539
40,95.48019409179688,162.6707763671875,1.7037122506348494,79.50125903244331
41,95.53987121582031,164.6971893310547,1.7238581885777413,77.62781072672989
42,93.22249603271484,161.18276977539062,1.7290115222706146,75.202324355317
43,90.30835723876953,163.22877502441406,1.8074603504617806,65.68678615337562
44,90.07959747314453,163.17982482910156,1.8115070382918887,65.14937834433088
45,86.83724975585938,162.1519317626953,1.867308467490405,57.866471949366556
46,88.3490219116211,166.01873779296875,1.8791236643122506,57.87464673957696
47,89.61214447021484,167.22286987304688,1.8660737432595218,59.90815577480639
48,88.37886047363281,166.41033935546875,1.8829201741644548,57.55952750615383
49,85.79293823242188,163.76718139648438,1.9088655170291786,53.57443857636939
50,92.79481506347656,166.51800537109375,1.7944753190917684,68.77085507997633
51,88.69712829589844,167.3990478515625,1.8873107965018912,57.38660444595142
52,81.46649169921875,166.40054321289062,2.0425642462579052,39.85151060204977
53,75.29010772705078,161.417724609375,2.143943334422666,29.002995534761272
54,76.74221801757812,163.81613159179688,2.134628576336875,30.326643826062497
55,79.00987243652344,168.82830810546875,2.136800160525578,31.126928765268122
56,75.31001281738281,169.11221313476562,2.245547528252866,21.35952782158275
57,72.42570495605469,166.7725372314453,2.302670541248261,16.30613354536546
58,69.02422332763672,163.2091827392578,2.3645203795275482,11.150795858236723
59,72.71414184570312,168.69126892089844,2.3199238090281726,15.126724518423305
60,79.23860931396484,172.61683654785156,2.1784435396120707,27.92469966015297
61,80.08401489257812,174.71176147460938,2.1816059260885154,27.996721908715973
62,78.98002624511719,176.30743408203125,2.232304070586849,23.57130090393223
63,77.92576599121094,176.6598663330078,2.267027652354843,20.516584285489746
64,78.69160461425781,178.5100555419922,2.268476496534024,20.629395892853342
65,75.24038696289062,175.3089141845703,2.329984218064091,14.98436148536651
66,77.7865219116211,180.33090209960938,2.31827953825338,16.488637501761605
67,77.67711639404297,181.00634765625,2.330240308330129,15.53276325707127
68,79.4275894165039,181.76991271972656,2.2884984179308026,19.25601809099705
69,81.6057357788086,186.98768615722656,2.291354699185049,19.621278674840415
70,78.73139190673828,183.5026397705078,2.3307429898848597,15.738794621672401
71,77.46825408935547,179.6162567138672,2.318578865953136,16.38749745161245
72,75.76751708984375,178.2457275390625,2.3525348907461483,13.398690314607268
73,77.24945068359375,178.8624725341797,2.315388277216145,16.580443810897055
74,74.20601654052734,173.44891357421875,2.337396907425832,14.19305942907123
75,73.3805160522461,173.51744079589844,2.3646255182009894,12.008605844282858
76,72.88321685791016,173.86007690429688,2.3854610759462864,10.391290325531816
77,71.84744262695312,170.44357299804688,2.3722983973559835,11.152893316975895
78,71.73788452148438,168.3192596435547,2.346309216759043,12.996386869488038
79,71.66816711425781,169.35694885253906,2.363070742168413,11.779997705733923
80,72.08645629882812,171.42251586914062,2.378012801163696,10.786591306357838
81,69.8455810546875,170.0030517578125,2.433984357932451,6.462234459582152
82,70.8614501953125,172.84197998046875,2.4391538629829266,6.227186339519694
83,72.43504333496094,175.28932189941406,2.4199519159369407,7.81328504993316
84,72.90313720703125,175.64175415039062,2.409248228256638,8.660673003043218
85,70.63238525390625,173.49786376953125,2.4563500601862533,4.984162318239317
86,69.12850952148438,169.66041564941406,2.4542756212136396,4.966869763767466
87,69.83563232421875,170.24777221679688,2.437835336356732,6.192013372339961
88,66.8079605102539,164.89297485351562,2.4681635780246176,3.7862694628380105
89,66.20043182373047,165.82296752929688,2.504862324324829,1.2990566734306306
90,69.8953857421875,172.14694213867188,2.4629228426271825,4.446003665583891
91,67.9134521484375,166.66485595703125,2.4540772215901225,4.847989228898047
92,70.31368255615234,170.33587646484375,2.422513944264175,7.32924951233402
93,70.97100830078125,168.9066162109375,2.379938234709823,10.443369911030988
94,73.32144165039062,172.51893615722656,2.3529124942718234,12.85569072482578
95,71.00088500976562,166.6942138671875,2.34777656425353,12.732352362340453
96,70.064697265625,165.03842163085938,2.355514661045002,11.988504190495366
97,67.65451049804688,162.56455993652344,2.402863589430841,8.284564909628518
98,68.63053894042969,165.81704711914062,2.416082543997905,7.533837982394818
99,66.68843841552734,162.3181610107422,2.4339775359464553,6.054723763980565
100,67.4354019165039,163.51072692871094,2.424701600075937,6.776777869177426
101,71.62832641601562,167.29544067382812,2.3356044884000244,13.739386037234556
102,70.1842041015625,166.0732879638672,2.3662487890230266,11.259958287725386
103,74.17794799804688,172.45997619628906,2.324949406807937,15.110051399515914
104,70.7618637084961,167.84738159179688,2.3720034040262865,10.96652422155886
105,69.11854553222656,165.20596313476562,2.390182864275381,9.395782538765065
106,68.62057495117188,167.3644256591797,2.4389831443159817,5.960919702704945
107,69.30777740478516,167.48268127441406,2.4165063077444855,7.604104339820726
108,66.34982299804688,165.4425048828125,2.4934882627747568,2.0624394134088284
109,67.59475708007812,167.56153869628906,2.478913246152839,3.1344259347439625
110,70.31368255615234,171.62220764160156,2.440808124429331,6.042918335576207
111,73.02265167236328,175.4069061279297,2.402088969802716,9.201861011438513
112,73.54053497314453,174.21432495117188,2.368956453944635,11.72188286775101
113,73.25171661376953,171.9080352783203,2.346812378264536,13.287872093265765
114,75.06433868408203,174.17489624023438,2.3203414469988464,15.667131732579225
115,69.65635681152344,169.84812927246094,2.4383722756565773,6.1321365599261135
116,70.1642837524414,165.3439483642578,2.3565258493571464,11.938237963729609
117,70.47303771972656,167.40386962890625,2.375431442230099,10.669716181416181
118,68.32179260253906,162.98837280273438,2.385598600301907,9.571132372162612
119,65.75225067138672,159.25296020507812,2.422015346683485,6.720284161471415
120,62.36604309082031,155.50767517089844,2.493467077018835,1.7860275207613263
121,58.60137176513672,151.31887817382812,2.58217296994831,-3.6747970384663624
122,58.461944580078125,151.8609619140625,2.59760367201011,-4.574261132543722
123,58.8802375793457,153.67446899414062,2.60994987982262,-5.31559781754812
124,54.786903381347656,149.1899871826172,2.723095812591761,-11.323167634718043
125,55.52390670776367,148.03683471679688,2.666181893431096,-8.280925107534681
126,56.569644927978516,151.24990844726562,2.673693791782307,-8.8135581835467
127,56.111515045166016,150.40228271484375,2.6804174257954,-9.140212915560578
128,55.992000579833984,148.9633026123047,2.6604390103888367,-8.007572798955874
129,58.20299530029297,153.7040252685547,2.6408267216409222,-7.081064382509776
130,58.54161834716797,153.3787841796875,2.619995628923494,-5.887863259444668
131,57.62534713745117,151.9398193359375,2.6366838012016176,-6.797488678110977
132,55.79281234741211,150.57969665527344,2.698908521005178,-10.134526966583064
133,55.05581283569336,151.43716430664062,2.7506117248433766,-12.881074901465023
134,53.43242263793945,146.40074157714844,2.7399233339870546,-12.005732832496232
135,56.49993133544922,146.95269775390625,2.600935864530956,-4.695037667108817
136,57.137332916259766,148.63804626464844,2.601417298957439,-4.746595734513686
137,58.611331939697266,152.46218872070312,2.60124081257128,-4.792577623538801
138,59.015480041503906,153.29006958007812,2.597455268893409,-4.58454434918205
139,57.68828201293945,151.34844970703125,2.6235561959200635,-6.044804108638356
140,59.055397033691406,152.23550415039062,2.577842361529455,-3.427663515319079
141,58.7360725402832,152.06793212890625,2.589004091559116,-4.078585393693611
142,59.225040435791016,155.57667541503906,2.6268732662784404,-6.334004090070078
143,61.400447845458984,158.22792053222656,2.5769831668081014,-3.4092356809637003
144,60.322723388671875,157.37045288085938,2.608808820962687,-5.314195941699591
145,62.268619537353516,162.26889038085938,2.605949699647958,-5.224904155869819
146,63.16672134399414,162.94894409179688,2.5796644281156755,-3.60293949564554
147,63.50600814819336,164.14151000976562,2.584661117838426,-3.9258440338194127
148,61.16095733642578,161.53953552246094,2.6412198657043002,-7.334713762706041
149,60.02335739135742,160.849609375,2.679783610341001,-9.560688633611374
150,59.534385681152344,158.5236053466797,2.6627234586022746,-8.488018972895656
151,61.75969314575195,169.0695037841797,2.737537950280585,-13.329999851034199
152,61.93931198120117,173.2188720703125,2.796590186905614,-17.01896837407396
153,61.72975540161133,177.47494506835938,2.875030751599686,-21.812177688345496
154,62.4083251953125,177.3856658935547,2.842339789417681,-19.983585531799275
155,62.338470458984375,175.8181610107422,2.8203797705691516,-18.595132606293827
156,64.1147232055664,182.0187225341797,2.838953573122139,-20.242795533799022
157,64.71345520019531,183.44732666015625,2.83476328211266,-20.13672726423324
158,62.3284912109375,182.84214782714844,2.9335243686287567,-25.644698273743938
159,61.32061767578125,181.35401916503906,2.9574721527416274,-26.739955344278865
160,59.02546310424805,176.30429077148438,2.9869192294197484,-27.573176911696162
161,61.27072525024414,181.67147827148438,2.9650616592099257,-27.185298928095232
162,62.188785552978516,180.619873046875,2.9043801296458067,-23.780517630236357
163,64.90306091308594,183.9136199951172,2.83366635421714,-20.11702242936074
164,64.56377410888672,183.93344116210938,2.8488644553508577,-21.006504976147834
165,63.72554397583008,181.9095916748047,2.854578875682876,-21.131210531589982
