,pfe,abbv,Ratio,Spread
0,49.21500015258789,145.00999450683594,2.946459292029705,3.987035153921119
1,49.0099983215332,144.44000244140625,2.947153792860764,3.923517651674792
2,48.904998779296875,144.97000122070312,2.9643186757848112,3.0690426749405963
3,49.09000015258789,145.44000244140625,2.962721572404376,3.1707443478657416
4,48.82500076293945,144.66000366210938,2.962826449598611,3.1318253257611053
5,48.5,143.9550018310547,2.9681443676506123,2.8324893332710763
6,48.41999816894531,143.6699981689453,2.9671624040062357,2.8702662991895016
7,48.69499969482422,144.24000549316406,2.962111231073594,3.1500860076049895
8,48.625,143.9199981689453,2.959794306816356,3.2537758668655163
9,48.540000915527344,144.08999633789062,2.968479473015379,2.8211081745305995
10,48.18000030517578,145.13270568847656,3.0123018839600455,0.6659022679208482
11,47.9900016784668,145.02000427246094,3.021879541578172,0.19145796310954832
12,47.935001373291016,145.35000610351562,3.0322311868025404,-0.3085092744720095
13,47.77000045776367,144.8249969482422,3.0317143722092,-0.29339633877909765
14,47.505001068115234,145.24000549316406,3.0573624297978883,-1.527322685102484
15,47.720001220703125,146.00999450683594,3.059723193039025,-1.6329046882833262
16,47.529998779296875,145.5500030517578,3.062276599829338,-1.7600707424498347
17,47.415000915527344,146.83999633789062,3.0969101234331906,-3.405437668835014
18,47.207298278808594,146.9600067138672,3.1130781059723915,-4.167303812225463
19,47.470001220703125,148.2899932861328,3.123867484154582,-4.685469210550331
20,47.30590057373047,147.02999877929688,3.1080689088697824,-3.9325888567156477
21,47.09199905395508,146.875,3.118894991731393,-4.438602023609627
22,46.935001373291016,147.14999389648438,3.135186738914682,-5.19876003932128
23,46.880001068115234,146.77999877929688,3.130972598870677,-4.9987303286606215
24,46.099998474121094,144.77000427246094,3.140347268205002,-5.399148956015574
25,45.869998931884766,144.95989990234375,3.1602333393903885,-6.299803654820772
26,45.61320114135742,144.89500427246094,3.176602401208909,-7.028480728265344
27,45.57500076293945,144.52999877929688,3.171256091274174,-6.78152445003817
28,45.63999938964844,144.21749877929688,3.1598926535482534,-6.268161600696311
29,45.650001525878906,144.28329467773438,3.160641617852749,-6.303048267901084
30,45.95500183105469,145.22999572753906,3.1602652582073887,-6.307218168208771
31,47.270999908447266,148.64999389648438,3.144634007835337,-5.66043620752182
32,47.625,149.3699951171875,3.1363778502296586,-5.28648405325722
33,47.845001220703125,149.89999389648438,3.1330335473295126,-5.136621206446699
34,47.834999084472656,149.9550018310547,3.1348386056461828,-5.222538372249738
35,47.873199462890625,149.88999938964844,3.13097935946055,-5.0394867159066274
36,47.7869987487793,149.3249969482422,3.1248038348936205,-4.740867149468266
37,47.720001220703125,149.5399932861328,3.1336963424312634,-5.162903467580201
38,46.400001525878906,145.96499633789062,3.14579723141778,-5.6670526991469155
39,46.994998931884766,147.08999633789062,3.1299074301732617,-4.953354247002033
40,47.00189971923828,146.77000427246094,3.1226398326275886,-4.612036933936957
41,46.880001068115234,146.75999450683594,3.1305458865838776,-4.978726056199684
42,46.70000076293945,146.5800018310547,3.1387580179094723,-5.354981658430369
43,46.68000030517578,147.07000732421875,3.1505999649257057,-5.906793825642148
