,mo,pm,Ratio,Spread
0,48.03499984741211,92.12999725341797,1.9179764244004984,4.203036923015066
1,48.08000183105469,92.01000213623047,1.9136854956773641,4.415201225751876
2,48.09000015258789,92.26000213623047,1.9184862100955022,4.185678926466014
3,48.255001068115234,92.4800033569336,1.916485365452417,4.303618364553234
4,48.15999984741211,92.77200317382812,1.9263289756595223,3.817045232670157
5,47.8849983215332,92.52999877929688,1.9323379351083207,3.495815195884152
6,48.119998931884766,92.9000015258789,1.9305902657516996,3.6071204518942643
7,48.11000061035156,93.5199966430664,1.9438785170778865,2.9666476339926255
8,48.01499938964844,93.41999816894531,1.945641973476433,2.8720727931251737
9,48.0099983215332,93.47000122070312,1.9468861588937076,2.811826984543149
10,47.95000076293945,93.26000213623047,1.944942662197226,2.8989442388624163
11,47.79499816894531,93.08999633789062,1.9476932713510517,2.751487079126054
12,47.900001525878906,93.2699966430664,1.9471814962819047,2.7865456025872426
13,47.779998779296875,93.05000305175781,1.947467673274125,2.76075990772053
14,46.38420104980469,92.12000274658203,1.9860211162776926,0.8320075645542353
15,46.63999938964844,92.66000366210938,1.9867067940544376,0.8159107692434056
16,46.875,92.55000305175781,1.9744000651041667,1.4072193821871117
17,46.78499984741211,92.51499938964844,1.9774500308086644,1.257892486132139
18,46.790000915527344,92.5999984741211,1.9790552823731966,1.1831361584836948
19,46.82400131225586,92.68000030517578,1.9793267919825859,1.1727710105519158
20,46.869998931884766,92.91999816894531,1.9825048066244697,1.026981508175414
21,46.8650016784668,93.0199966430664,1.9848499586378248,0.9167480901643792
22,46.98809814453125,93.4000015258789,1.9877374316915049,0.7888587832178366
23,46.904998779296875,93.1500015258789,1.9859290896516097,0.8686618231427197
24,46.720001220703125,93.07119750976562,1.9921060590324386,0.5685697790373645
25,46.6870002746582,93.04499816894531,1.9929530195035967,0.5271794255127595
26,46.6703987121582,92.86000061035156,1.9896980350022253,0.678175094175959
27,46.689998626708984,92.91999816894531,1.990147802570088,0.6583203918467184
28,46.494998931884766,92.94999694824219,1.999139672729406,0.2289400386827971
29,46.69499969482422,93.11000061035156,1.9940036667496133,0.47856070726466626
30,46.790000915527344,92.95999908447266,1.9867492469662191,0.8231355481321323
31,46.71500015258789,93.00140380859375,1.9908252917653413,0.6281207233850417
32,46.76499938964844,93.28990173339844,1.9948658815560343,0.4420269280195903
33,46.74100112915039,93.36000061035156,1.9973898366530038,0.3227768815919667
34,46.810001373291016,93.54000091552734,1.9982909244027425,0.2840969314399935
35,47.2056999206543,93.93000030517578,1.989802088795591,0.7045332133207332
36,47.32500076293945,94.05999755859375,1.987532932746465,0.8188776661729129
37,47.28519821166992,93.85990142822266,1.9849742620949438,0.9374536404007934
38,47.277198791503906,93.9000015258789,1.9861583157662355,0.8809698195863866
39,47.242698669433594,93.69000244140625,1.9831636439097928,1.0203087265471318
40,47.334999084472656,93.61499786376953,1.9777120455142916,1.2843550617112705
41,47.400001525878906,93.87000274658203,1.9803797410287418,1.1624825788106286
42,47.310001373291016,93.87999725341797,1.9843583709219288,0.9681575138103433
43,47.400001525878906,94.01000213623047,1.9833333145549368,1.022483189162191
44,47.44499969482422,94.00499725341797,1.9813467774913482,1.1196494445897436
45,47.34370040893555,94.1500015258789,1.9886489799624796,0.7671727026652242
46,47.38999938964844,94.34500122070312,1.9908208996793368,0.6669985910411249
47,47.44990158081055,94.58000183105469,1.9932602319517616,0.5546844874862735
48,47.400001525878906,94.30999755859375,1.9896623317006323,0.7224877667989098
49,47.38999938964844,94.54000091552734,1.994935685442909,0.47199889621690616
50,47.34000015258789,94.36000061035156,1.9932403951459066,0.5495950719534513
51,47.310001373291016,94.37899780273438,1.9949058351965359,0.46915696449393707
52,47.323299407958984,94.39569854736328,1.9946981661952232,0.47969210872024703
53,47.33000183105469,94.47940063476562,1.9961841745117945,0.40971734682524996
54,47.33000183105469,94.5,1.996619403001916,0.38911798159087496
55,47.2599983215332,94.2699966430664,1.9947101140736585,0.47574618178839856
56,47.220001220703125,94.41999816894531,1.9995763601875518,0.24382604011866604
57,47.1349983215332,94.19000244140625,1.9983028703827574,0.29972615338330755
58,47.08000183105469,94.12000274658203,1.9991503629147915,0.2570867748783492
59,47.20000076293945,94.37000274658203,1.9993644326522886,0.2528582481193844
60,47.255001068115234,94.58499908447266,2.0015870690201463,0.1505087964922076
61,47.35499954223633,95.02999877929688,2.0067574637930004,-0.0896826394535104
62,47.400001525878906,95.01000213623047,2.0044303602892923,0.022483189162191053
63,47.40999984741211,94.70999908447266,1.997679801503784,0.34296394163415655
64,47.39670181274414,94.9800033569336,2.0039369771378297,0.04572378031800284
65,47.54999923706055,95.20999908447266,2.0023133672369404,0.12969862923774045
66,47.586299896240234,95.31099700927734,2.0029083416256075,0.10304858691904784
67,47.7400016784668,95.41999816894531,1.998743083664043,0.30884617474218956
68,47.790000915527344,95.37000274658203,1.9956057945082728,0.4612457265447212
69,47.970001220703125,95.76000213623047,1.9962476485179221,0.43990745322497915
70,48.564998626708984,96.44499969482422,1.9858952418827616,0.9735323169464927
71,48.88999938964844,96.6500015258789,1.9768869448246051,1.4341690466482966
72,48.86000061035156,96.66999816894531,1.9785099664625188,1.3527314885051887
73,48.869998931884766,96.31999969482422,1.9709433558424154,1.7232076633404212
74,49.03710174560547,96.5,1.9678977053053097,1.8854529437361869
75,49.13999938964844,96.69000244140625,1.967643541765579,1.9061965912514331
76,49.029998779296875,96.33000183105469,1.9647155665794231,2.0409034290760992
77,48.720001220703125,96.34100341796875,1.9774425493452064,1.3949915518781673
78,48.94499969482422,96.86000061035156,1.9789559957969354,1.3368168484390885
79,49.23500061035156,96.98999786376953,1.969940015464884,1.8007744838767117
80,48.98419952392578,96.66999816894531,1.9734934756201934,1.6071050023743432
81,48.845001220703125,96.19999694824219,1.9694952307108855,1.7920122516699628
82,48.814998626708984,96.32019805908203,1.9731680993304528,1.6103624128191605
83,48.65999984741211,95.97000122070312,1.972256504760493,1.643104106056132
