,mdlz,pep,Ratio,Spread
0,63.47129440307617,163.91448974609375,2.5824979825549224,4.448277438199124
1,63.295413970947266,165.0052947998047,2.6069075853669665,2.8834672189199573
2,62.84595489501953,164.51832580566406,2.6178029450023037,2.1591250903705763
3,63.344268798828125,165.5409698486328,2.6133535517532933,2.4794579870230784
4,63.451744079589844,165.3559112548828,2.606010499056903,2.954166984944333
5,64.0184555053711,167.00189208984375,2.6086523139539417,2.835497289462335
6,64.49723052978516,167.8686981201172,2.602727229390021,3.2590100966533946
7,64.8489761352539,168.46279907226562,2.597771146315509,3.612878352562813
8,64.5837631225586,168.17062377929688,2.6039149106279966,3.190293416256292
9,65.13382720947266,169.1835174560547,2.597475454834776,3.659845600216766
10,64.79986572265625,168.47251892089844,2.5998899386915655,3.470803875432079
11,65.27134704589844,168.7160186767578,2.584840459292462,4.497966125462835
12,66.21431732177734,169.2906494140625,2.5567076164415004,6.464679961477753
13,66.18484497070312,169.32958984375,2.558434486304291,6.346310305460076
14,66.35183715820312,169.54388427734375,2.555225168416952,6.582066844145725
15,65.84105682373047,169.63153076171875,2.5763792220993036,5.117845864927215
16,66.06697845458984,169.55361938476562,2.566389796398904,5.8046255437415475
17,66.17503356933594,169.3685760498047,2.559402948732109,6.280881959860817
18,66.44023895263672,169.64126586914062,2.553291025790453,6.722931808260835
19,66.89207458496094,171.06321716308594,2.55730171660045,6.51869655649865
20,66.17503356933594,169.42701721191406,2.5602860788033333,6.222440797751442
21,66.40094757080078,170.64443969726562,2.569909706714863,5.613866052721772
22,66.55811309814453,169.40753173828125,2.545257427723021,7.274341721362401
23,67.14746856689453,169.68023681640625,2.5269789083316696,8.58997443136975
24,66.41077423095703,168.81341552734375,2.5419582512358705,7.47137348526682
25,65.79194641113281,166.87527465820312,2.536408842738931,7.741747339944919
26,65.43833923339844,165.11244201660156,2.5231759233328988,8.551593757898512
27,66.27325439453125,164.9565887451172,2.489037097274781,10.95757852154416
28,65.24187469482422,168.17062377929688,2.577648551117404,4.963931796593595
29,65.84105682373047,168.9984588623047,2.566764068121613,5.750917764341278
30,65.49726104736328,167.8491973876953,2.5626903278645177,5.973635154847255
31,66.69563293457031,170.8976593017578,2.5623515630987663,6.15483590383506
32,66.73492431640625,170.80026245117188,2.5593834742565518,6.358124681835061
33,65.83123779296875,167.9953155517578,2.551908807792475,6.727598373804295
34,66.2830810546875,167.3330078125,2.524520664246737,8.607642716784522
35,66.84297943115234,167.5375518798828,2.506434532177683,9.912048334282456
36,66.75456237792969,167.45962524414062,2.5085869681246824,9.751687291034056
37,65.58566284179688,163.98265075683594,2.5002819770593514,10.078428341618615
38,65.51691436767578,164.18719482421875,2.5060275870565745,9.688604243570165
39,64.96684265136719,162.35617065429688,2.499062045011975,10.037161991234438
40,64.7016372680664,161.63546752929688,2.4981665743576524,10.043125448498483
41,64.54447174072266,161.96661376953125,2.5093801126788464,9.288411498607854
42,64.88825988769531,162.40487670898438,2.5028391420892615,9.77667208171881
43,64.82933044433594,163.33987426757812,2.5195366533644177,8.682857193543281
44,65.2909927368164,163.9631805419922,2.5112679968417195,9.303750223935491
45,65.10435485839844,162.346435546875,2.4936340418390976,10.417498283066248
46,63.50327682495117,159.5220184326172,2.5120281410413634,8.92694272443681
47,65.57585144042969,163.99241638183594,2.500804988110748,10.042220577074072
48,64.31855773925781,159.47332763671875,2.479429471711891,11.172849891098434
49,63.198768615722656,158.0416259765625,2.500707362472957,9.586672743032505
50,63.55238723754883,160.23297119140625,2.521273836535528,8.348344594145669
51,63.7586669921875,160.06141662597656,2.5104260201297692,9.07583177849919
52,62.697818756103516,162.49267578125,2.591679886238971,3.7855419868943265
53,61.420875549316406,159.25753784179688,2.592889411254401,3.579264250777964
54,59.72156524658203,154.76754760742188,2.5914851187909798,3.4895417129608965
55,60.20287322998047,154.3067626953125,2.5631129282791303,5.247471893583604
56,59.092918395996094,151.47357177734375,2.5633117451110183,5.089287827492637
57,58.07136154174805,150.70889282226562,2.5952360823143366,3.1008280736533713
58,58.28746032714844,152.8264617919922,2.6219440842717674,1.5656544239345003
59,60.084999084472656,155.8753204345703,2.5942468637708953,3.3612383720836014
60,60.851165771484375,156.56158447265625,2.5728608891503435,4.739825795493271
61,61.165489196777344,157.7772216796875,2.579513770781717,4.371303446235213
62,60.418968200683594,159.59083557128906,2.641402862776518,0.5457840568450756
63,60.281455993652344,159.36537170410156,2.6436881637511007,0.40064673962266895
64,60.4779052734375,161.11038208007812,2.6639544037058345,-0.8149245608228917
65,59.7019157409668,160.2672882080078,2.6844580482705376,-2.0631551321017305
66,59.77067184448242,161.2378387451172,2.697607936625552,-2.8484050770061238
67,60.428794860839844,161.99270629882812,2.6807204524246693,-1.8296034080708132
68,60.4779052734375,162.4730682373047,2.6864863705632422,-2.177610718049454
69,61.94147872924805,164.88473510742188,2.6619437974373903,-0.6448855381500103
70,61.980987548828125,164.65924072265625,2.6566088607887868,-0.3129132221001676
71,62.0106201171875,164.0906524658203,2.646170158526431,0.3355360533913476
72,62.751426696777344,166.4238739013672,2.6521129902838374,-0.0011804773054002737
73,62.267433166503906,165.99252319335938,2.665799997721012,-0.8742126996458133
74,62.23780059814453,166.1689910888672,2.6699046157138966,-1.1305416138092035
75,62.43534851074219,169.00218200683594,2.706834926656309,-3.4313325945872073
76,62.11927032470703,169.1590576171875,2.723133364783053,-4.440052216751827
77,62.623023986816406,169.7276611328125,2.7103076524784893,-3.651018415232034
78,62.632896423339844,169.2080841064453,2.7015848502799042,-3.104834757005836
79,62.88970947265625,169.89430236816406,2.701464258505316,-3.0989310442226845
