,ge,rtx,Ratio,Spread
0,73.8415298461914,100.6218032836914,1.3626722454597313,9.97488599404329
1,73.65339660644531,100.63999938964844,1.366399976465465,9.674911957667533
2,73.2513656616211,100.13500213623047,1.3670052596533997,9.577764434597626
3,73.0913314819336,100.19000244140625,1.370750818326121,9.283071770913253
4,73.49726867675781,100.55999755859375,1.368214076102042,9.521072044608971
5,73.69242858886719,100.88999938964844,1.369068726890757,9.483372393695845
6,73.88758850097656,101.08999633789062,1.3681593673415737,9.575677625595233
7,73.94223022460938,101.37030029296875,1.3709391775855686,9.377213710164241
8,73.80952453613281,100.98500061035156,1.3681838657680991,9.563752481077671
9,73.98907470703125,100.58999633789062,1.35952499387496,10.227679330061349
10,73.7822036743164,99.87999725341797,1.3537139347897549,10.627835818187691
11,73.94223022460938,100.43000030517578,1.3582224934263718,10.31751369795721
12,73.5597152709961,100.44999694824219,1.3655571745782529,9.724602496417091
13,73.83294677734375,100.83000183105469,1.365650515549993,9.753832092784023
14,72.79078674316406,99.62000274658203,1.368579832748374,9.402928393715698
15,72.59172821044922,100.0999984741211,1.378944969927196,8.624791298620991
16,72.25214385986328,99.76499938964844,1.3807894694882374,8.451175448062315
17,72.0426254272461,99.80999755859375,1.3854297642079851,8.092369520280101
18,72.01405334472656,99.8499984741211,1.386534903071567,8.009574560005689
19,71.87353515625,99.86000061035156,1.3893848464982304,7.789110283280792
20,71.42857360839844,99.06999969482422,1.38697995340027,7.912666798877851
21,71.17095947265625,100.02999877929688,1.405488973599242,6.566824265825829
22,71.86580657958984,100.25,1.3949610360105715,7.387535361635344
23,72.14675903320312,99.2699966430664,1.3759453366072996,8.788337302764148
24,71.7174072265625,99.66999816894531,1.3897601994182216,7.7452709805737925
25,72.09992218017578,99.95999908447266,1.3864092506878896,8.028184623520175
26,71.85792541503906,99.93499755859375,1.3907303471591523,7.690733731419783
27,72.19359588623047,100.16999816894531,1.387519168968986,7.958486014722965
28,71.75643920898438,99.08999633789062,1.3809213142433063,8.383733247656792
29,71.561279296875,98.91000366210938,1.382172099687836,8.271423743296467
30,71.95159912109375,99.1500015258789,1.378009700090342,8.616030239810073
31,71.98282623291016,99.1500015258789,1.3774119010702037,8.662800874028974
32,71.96308135986328,99.37000274658203,1.3808469685958265,8.413226625874472
33,71.83060455322266,99.29000091552734,1.3822799005117483,8.294810354662616
34,71.82669830322266,99.27999877929688,1.3822158212003248,8.298961876497756
35,70.88212585449219,99.25,1.400211954756292,6.914220389305683
36,70.82747650146484,99.22000122070312,1.4008687888047384,6.862367701974165
37,70.58547973632812,98.83999633789062,1.4002879445901222,6.879920166807366
38,70.82747650146484,99.36000061035156,1.4028454142128954,6.722368312325727
39,70.50741577148438,98.91999816894531,1.4029729651352782,6.682997463696054
40,70.40592956542969,98.9800033569336,1.4058475467602403,6.470990571241657
41,70.35128784179688,98.81999969482422,1.4046651131255283,6.549154193703885
42,69.07884216308594,98.91000366210938,1.4318422336696965,4.553335441103201
43,69.23887634277344,99.0,1.4298325627049662,4.703031461721167
44,69.07884216308594,98.47000122070312,1.4254726648172327,4.993337882509451
45,69.57064819335938,98.74600219726562,1.4193629750698669,5.453942970696204
46,69.61748504638672,98.36000061035156,1.4128634572882584,5.910094795447989
47,69.76580810546875,98.26000213623047,1.4084263452905972,6.232245211872936
48,70.21858215332031,98.45999908447266,1.4021929247942944,6.710393892351689
49,68.16939544677734,98.36000061035156,1.4428762344994723,3.741208048005049
50,68.77439880371094,99.44499969482422,1.4459595638000453,3.5623571489525006
51,68.86026763916016,99.5999984741211,1.4464073679765885,3.535969043521675
52,69.44410705566406,100.1238021850586,1.4417897562539428,3.8866150720420904
53,69.71116638183594,100.37999725341797,1.43994143927526,4.030410055038288
54,70.00780487060547,100.9000015258789,1.4412678945207764,3.954698240203797
55,69.83606719970703,100.9800033569336,1.4459577608825775,3.617475061417025
56,69.7150650024414,100.81999969482422,1.4461723544443876,3.596246801046121
57,70.39031982421875,101.61000061035156,1.443522360234983,3.8176137142048674
58,70.09938049316406,101.2699966430664,1.444663218570698,3.721861178850503
59,70.14051818847656,101.05000305175781,1.4406794483642607,4.003469053009894
60,69.82044982910156,100.18000030517578,1.4348231864788157,4.394087082574757
61,70.05074310302734,100.75,1.4382431297241434,4.1690108165063435
62,70.09367370605469,100.43000030517578,1.4327969272425316,4.553310134772957
63,71.17095947265625,102.51000213623047,1.4403346940350668,4.086820908892236
64,70.24980163574219,102.33100128173828,1.4566731705854896,2.8861509023237204
65,70.30445098876953,102.03500366210938,1.4513306373505213,3.2639999885810056
66,70.44496154785156,101.6500015258789,1.4429705019688386,3.859452838324657
67,70.34738159179688,102.16999816894531,1.452363909744428,3.193305105187463
68,70.3434829711914,102.11000061035156,1.4515914807938906,3.2474634763671304
69,70.0,102.13999938964844,1.4591428484235491,2.703010574624841
70,70.72989654541016,102.79499816894531,1.4533458012758247,3.1412196636611895
