,intc,csco,Ratio,Spread
0,51.66999816894531,55.3650016784668,1.071511585842135,19.180718676108754
1,51.7400016784668,55.290000915527344,1.0686122752589315,19.356715417944216
2,51.692100524902344,55.290000915527344,1.0696025186457985,19.287607112838387
3,51.42499923706055,55.07500076293945,1.070977181915998,19.117252927988574
4,51.775001525878906,55.28499984741211,1.0677933021359505,19.412211723723388
5,52.19499969482422,55.720001220703125,1.0675352341505704,19.583153202399572
6,52.2599983215332,55.66999816894531,1.0652506689041943,19.726931551656662
7,52.220001220703125,56.375,1.0795671903900605,18.96422480867757
8,52.08000183105469,56.439998626708984,1.0837172934401567,18.69724523131285
9,52.02830123901367,56.20500183105469,1.080277473847428,18.857652167996108
10,51.89500045776367,56.0077018737793,1.0792504360677841,18.862635440265663
11,51.63930130004883,56.060001373291016,1.0856072789900046,18.44143176848
12,51.29999923706055,55.89500045776367,1.0895711752249613,18.11691231242628
13,51.439998626708984,56.060001373291016,1.0898134305972396,18.153892347554674
14,50.55500030517578,56.439998626708984,1.1164078387104808,16.497083796881157
15,50.52000045776367,56.869998931884766,1.1256927635903309,16.016588254041437
16,50.22999954223633,56.61000061035156,1.1270157500748244,15.858194318605968
17,50.0,56.619998931884766,1.1323999786376953,15.51636936334289
18,49.90520095825195,56.3650016784668,1.1294414328802878,15.63459744496943
19,50.005001068115234,56.255001068115234,1.124987498580121,15.888582404941033
20,49.5099983215332,55.720001220703125,1.1254292690304744,15.709428243661321
21,48.244998931884766,55.2400016784668,1.144989178183173,14.36437854859929
22,48.062801361083984,55.275001525878906,1.1500578401706434,14.066517279791569
23,47.51499938964844,55.10499954223633,1.1597390350433519,13.446190368147612
24,47.42499923706055,54.91999816894531,1.1580389889817384,13.50134605836449
25,47.90340042114258,55.3849983215332,1.156180935687575,13.726548385932887
26,47.790000915527344,55.470001220703125,1.1607030792644428,13.477940916731825
27,48.119998931884766,55.66999816894531,1.1568994057491104,13.754041137382714
28,48.845001220703125,55.58000183105469,1.1378851559429772,14.890018117695021
29,48.92499923706055,55.67499923706055,1.137966277062032,14.910436039106088
30,48.92499923706055,55.599998474121094,1.1364333028339477,14.985436802045541
31,48.96500015258789,55.71500015258789,1.1378535684461393,14.92814553907128
32,49.020999908447266,55.8849983215332,1.1400215912752758,14.838939750388263
33,49.1349983215332,55.849998474121094,1.1366643000300067,15.038408228029141
34,49.21500015258789,55.880001068115234,1.135426209384597,15.123826465020073
35,48.54999923706055,55.09000015258789,1.1347065091307982,14.954412361364533
36,48.380001068115234,55.119998931884766,1.1393137187880618,14.679152571576594
37,48.45500183105469,55.025001525878906,1.135589711000971,14.882355630738928
38,48.63999938964844,55.16999816894531,1.1342516213247853,15.004260028081248
39,48.48500061035156,55.0900993347168,1.1362297337571867,14.860537881736363
40,48.18000030517578,54.915000915527344,1.139788305680605,14.59560401403948
41,48.14500045776367,54.91999816894531,1.1407206905548826,14.540111522957574
42,47.3650016784668,54.1349983215332,1.142932469189465,14.199785786105934
43,47.51499938964844,54.064998626708984,1.1378511905966167,14.486191283674955
44,47.375,54.16999816894531,1.143430040505442,14.17921079078289
45,47.5,54.375,1.144736842105263,14.154549880466277
46,47.48500061035156,54.22999954223633,1.142044831950879,14.277910308312286
47,47.66999816894531,54.33000183105469,1.13971059194309,14.444809059902653
48,47.529998779296875,54.349998474121094,1.1434883204288,14.222831466180509
49,47.380001068115234,53.959999084472656,1.138877118362614,14.396425053084158
50,46.99420166015625,53.849998474121094,1.1458860151204036,13.94982229982351
51,46.869998931884766,53.95000076293945,1.1510561551610854,13.670629336007877
52,47.154998779296875,54.26499938964844,1.1507793615609883,13.766807788438967
53,47.365299224853516,54.375,1.1479923253914197,13.960213385953892
54,47.76499938964844,54.650001525878906,1.1441432476543185,14.26187022598117
55,47.54999923706055,54.63999938964844,1.149106209597201,13.96168575839944
56,47.19499969482422,54.099998474121094,1.1463078466775396,13.989519119458848
57,47.38999938964844,54.72999954223633,1.154885002049424,13.64084944740955
58,47.525001525878906,54.880001068115234,1.1547606376873296,13.685619197925917
59,47.2599983215332,54.54499816894531,1.1541472726649002,13.638294722133892
60,47.08000183105469,54.32500076293945,1.1538869721773428,13.598606265559624
61,47.15999984741211,54.435001373291016,1.1542621193684783,13.604020982624988
62,47.029998779296875,54.29999923706055,1.154582195331972,13.551467020288783
