,qcom,ibm,Ratio,Spread
0,170.72999572753906,136.69509887695312,0.8006507485368838,34.57377188783375
1,171.639892578125,135.66000366210938,0.7903757199123232,36.52701362972065
2,171.96499633789062,135.25999450683594,0.7865553885225935,37.25507413253448
3,166.88999938964844,133.80999755859375,0.8017855955896989,33.584061133569385
4,167.0,134.11000061035156,0.8030538958703687,33.395056024382605
5,165.841796875,133.2899932861328,0.8037177345985796,33.046359251928756
6,165.0800018310547,133.49000549316406,0.8086382603132007,32.077645105258235
7,163.5399932861328,133.56500244140625,0.8167115563452315,30.4486769610214
8,161.70840454101562,132.2050018310547,0.8175518285910878,29.96048253232238
9,162.33689880371094,132.39999389648438,0.8155877984128262,30.399683039587792
10,161.3800048828125,133.02000427246094,0.8242657098012519,28.814102962324917
11,161.14999389648438,132.50999450683594,0.8222773783780252,29.09201632257942
12,160.47999572753906,133.4720001220703,0.8317049082471152,27.45393792882485
13,164.00999450683594,133.2899932861328,0.8126943341893551,31.197948652995258
14,163.5050048828125,133.47999572753906,0.8163664214634103,30.49837804549265
15,163.5679931640625,133.6699981689453,0.8172136588780617,30.371934975279807
16,161.47000122070312,132.67779541015625,0.8216869660439735,29.247124123878315
17,164.33999633789062,133.75360107421875,0.8138834371105569,31.067334692622474
18,166.86000061035156,134.5,0.8060649616925386,32.8637879257469
19,170.76100158691406,132.8730926513672,0.7781231745922815,38.42706509071255
20,171.5449981689453,132.6199951171875,0.7730915884039784,39.471267395221055
21,171.55999755859375,133.39999389648438,0.7775705047496495,38.70640399913231
22,171.92999267578125,133.42999267578125,0.7760716475303889,39.049754937058744
23,173.69500732421875,133.22000122070312,0.7669765715950312,41.0407637333878
24,173.5500030517578,132.6300048828125,0.7642178193638998,41.48444110217694
25,175.85000610351562,133.55999755859375,0.7595109065846293,42.87530470015927
26,174.44500732421875,133.00250244140625,0.7624322672314228,42.01506246735969
27,175.41000366210938,133.5449981689453,0.7613305705539564,42.44631231952352
28,176.1199951171875,133.7449951171875,0.759396995373499,42.96274403931168
29,176.1300048828125,134.0500030517578,0.761085558028273,42.66783662496977
30,174.9600067138672,134.74000549316406,0.770118886160769,40.79722810192667
31,175.8699951171875,135.75,0.7718769759989228,40.70547250494085
32,177.1300048828125,135.5,0.7649748561213302,42.22690628296093
33,184.0,135.34230041503906,0.7355559805165166,49.31688852566186
34,184.77999877929688,136.36000061035156,0.7379586617121984,49.086259051440614
35,184.46139526367188,136.25999450683594,0.738691119147526,48.86477298671051
36,187.6199951171875,136.3249969482422,0.7266016442602162,51.98700817994038
37,186.24000549316406,136.42999267578125,0.7325493376920509,50.48951100585078
38,187.5399932861328,137.18899536132812,0.7315186108171426,51.04228259069965
39,188.36000061035156,137.24000549316406,0.728604826122632,51.81871446659961
40,184.17999267578125,136.5399932861328,0.7413399865124826,48.30082025306556
41,181.80130004882812,137.32000732421875,0.7553301724868711,45.12054691862776
42,178.64999389648438,137.07000732421875,0.767254475271024,42.19066911428002
43,185.1999969482422,137.5399932861328,0.7426565634586435,48.33007250262123
44,182.5500030517578,138.5699005126953,0.759079146514213,44.62614492839419
45,182.02999877929688,138.1300048828125,0.758830993842333,44.54132161183799
46,179.10000610351562,137.7899932861328,0.7693466699632239,41.92477544287855
47,180.0,137.25,0.7625,43.37292251576759
48,178.17999267578125,136.50999450683594,0.7661353693915084,42.27641939496241
49,178.69000244140625,137.5800018310547,0.7699367617176466,41.721045894088725
