,qcom,v,Ratio,Spread
0,188.19000244140625,215.19000244140625,1.143472021094248,71.88855566149057
1,187.7449951171875,215.33999633789062,1.1469812881215755,71.05608909383916
2,189.0800018310547,214.9600067138672,1.1368733056494076,73.48347333016115
3,186.50999450683594,214.05499267578125,1.1476864456608824,70.44706962516251
4,187.14999389648438,214.58999633789062,1.1466203758285118,70.89358260160607
5,187.63999938964844,214.91000366210938,1.1453315090661067,71.32505809487414
6,188.74000549316406,214.6999969482422,1.137543661648449,73.22205750056794
7,185.5500030517578,215.7899932861328,1.1629748840582868,67.23980575758277
8,183.64999389648438,215.61000061035156,1.1740267235286796,64.50590409304563
9,182.82000732421875,216.24000549316406,1.1828027394708351,62.6030141987306
10,181.1699981689453,216.13499450683594,1.1929955107980128,60.177536147318854
11,181.1999053955078,216.3800048828125,1.1941507607882937,59.97839212834021
12,180.22000122070312,216.17999267578125,1.1995338542420737,58.67560250881565
13,178.8800048828125,215.8740997314453,1.2068095585801684,56.92644864761923
14,178.38999938964844,215.27000427246094,1.2067380739334908,56.77906128911679
15,173.8000030517578,216.52000427246094,1.2457997725580077,48.48974555006345
16,175.8560028076172,217.7100067138672,1.238001565133022,50.45286794264383
17,174.75999450683594,217.4499969482422,1.2442778884370838,49.03201613151038
18,173.0399932861328,215.0,1.2424873343845062,48.844182725916035
19,174.03199768066406,215.55999755859375,1.2386227844958173,49.80554414750021
20,172.30999755859375,214.69000244140625,1.2459520949642011,48.03464335331717
21,172.71609497070312,217.49000549316406,1.2592341526136037,45.857439906223995
22,174.0050048828125,218.69000244140625,1.2568029441951274,46.63414253737688
23,174.55499267578125,217.35780334472656,1.2452110364350755,48.809814578767266
24,173.1999969482422,215.6699981689453,1.2452078635624604,48.419569566909566
25,171.89999389648438,216.74000549316406,1.2608494077299484,45.355849989041936
26,168.9499969482422,215.53030395507812,1.275704692797987,42.04137363694168
27,166.49000549316406,214.22000122070312,1.2866838497972108,39.5789812986173
28,166.21499633789062,212.05999755859375,1.2758174787520795,41.317225087168744
29,171.7949981689453,213.86000061035156,1.244855804241978,48.07483119710816
30,168.39999389648438,211.25,1.2544537271768286,45.478181246106494
31,167.26499938964844,209.4199981689453,1.252025223047983,45.567531427887566
32,166.4199981689453,208.11000061035156,1.250510773345182,45.58161719166964
33,165.63999938964844,207.77999877929688,1.25440714528451,44.715396350775514
34,164.86000061035156,205.94000244140625,1.2491811335616074,45.35917001671729
35,163.82000732421875,200.72999572753906,1.2253081843066407,48.97422096838691
36,164.10000610351562,200.5345001220703,1.222026158826414,49.5991286406474
37,159.39999389648438,196.6999969482422,1.2340025375156585,46.225593405037024
38,163.25999450683594,198.22000122070312,1.2141370077799638,50.62536794043678
39,164.75,197.94000244140625,1.201456767474393,53.190470747534654
40,167.79559326171875,199.2050018310547,1.1871885188328228,56.596257782047935
41,170.22000122070312,201.88999938964844,1.1860533306416956,57.629383691807
42,167.9600067138672,199.8000030517578,1.1895689156057996,56.25340451882062
43,166.88999938964844,200.75,1.202888134305139,53.662421642965064
44,166.44000244140625,200.85000610351562,1.2067411869584845,52.87229067504857
45,167.2949981689453,202.84759521484375,1.2125144053021546,52.18594114620232
46,169.40499877929688,204.33999633789062,1.206221763291103,53.929481712966385
47,167.5,202.66000366210938,1.2099104696245335,52.68792785519543
48,165.38999938964844,202.0,1.2213555882789546,50.11198982749384
49,170.13999938964844,207.9499969482422,1.2222287392396345,51.44669362824386
50,169.63999938964844,209.63999938964844,1.2357934457905972,48.9898805816805
51,170.72999572753906,209.7899932861328,1.2287822792482699,50.51152818814996
52,171.639892578125,209.4199981689453,1.2201126149832797,52.27696041459405
53,171.96499633789062,210.22000122070312,1.2224580914574381,51.97554338436573
54,166.88999938964844,205.5800018310547,1.2318293641494618,48.83241981191038
55,167.0,205.8699951171875,1.2327544617795658,48.7111257949602
56,165.841796875,207.2100067138672,1.2494438110197736,45.5948693199284
57,165.0800018310547,208.72000122070312,1.2643566689217163,42.91656977578575
58,163.5399932861328,208.9499969482422,1.277669105578714,40.32478427968946
59,161.70840454101562,206.47000122070312,1.276804392491141,39.99581665914415
60,162.33689880371094,206.55999755859375,1.2724155696010615,40.86969245308382
61,161.3800048828125,207.24000549316406,1.2841739944403472,38.72217170540299
62,161.14999389648438,205.86000061035156,1.2774434279072138,39.7494268609774
63,160.47999572753906,218.56500244140625,1.3619454652309637,26.01690162715654
64,164.00999450683594,221.99000549316406,1.353515108397321,28.005579575711447
65,163.5050048828125,223.02000427246094,1.363994970259804,26.20111799802366
66,163.5679931640625,223.1999969482422,1.364570125430147,26.117725486368652
67,161.47000122070312,222.0500030517578,1.375178060154045,24.050194439448898
68,164.33999633789062,225.8300018310547,1.3741633617098163,24.671681045368796
69,166.86000061035156,228.05799865722656,1.3667625423889542,26.308416221525288
70,170.76100158691406,223.8699951171875,1.3110135981677409,36.47907760067677
71,171.5449981689453,224.1199951171875,1.30647933492333,37.4314313876937
72,171.55999755859375,225.42999267578125,1.314000908625503,36.144437211206544
73,171.92999267578125,224.48500061035156,1.3056767880731344,37.65686163606768
74,173.69500732421875,224.1699981689453,1.2905955192512244,40.678727978832804
75,173.5500030517578,224.27999877929688,1.292307662549622,40.34634574064899
76,175.85000610351562,226.1699981689453,1.2861529162291208,41.98367981496359
77,174.44500732421875,232.08999633789062,1.3304479153509647,33.90894571762312
78,175.41000366210938,231.19000244140625,1.317997820048766,36.28887846577204
79,176.1199951171875,230.64999389648438,1.3096184436242657,37.91774496534351
80,176.1300048828125,231.0988006591797,1.312092171989324,37.48428939152098
81,174.9600067138672,230.10000610351562,1.3151577347606382,36.68874993926182
82,175.8699951171875,231.32000732421875,1.3152897807842845,36.86432623503061
83,177.1300048828125,232.11000061035156,1.3103934636252808,38.00671065066326
84,184.0,233.3300018310547,1.2680978360383406,47.322679656433486
85,184.77999877929688,234.36000061035156,1.2683190938337083,47.48890354908543
86,184.46139526367188,234.1300048828125,1.2692628967060753,47.2302821673813
87,187.6199951171875,234.25999450683594,1.248587573837837,51.94438827360461
88,186.24000549316406,234.95179748535156,1.2615538582228805,49.13620393767321
