,ko,pep,Ratio,Spread
0,62.11000061035156,167.77999877929688,2.70133629255405,7.0877629977535435
1,62.060001373291016,167.8699951171875,2.7049628005556943,6.856996178629345
2,61.845001220703125,166.94000244140625,2.699328953776812,7.181666119016768
3,61.82500076293945,166.47000122070312,2.6926000673904134,7.595356999206615
4,61.83000183105469,166.85000610351562,2.698528241345024,7.229432386547245
5,62.0,167.57000732421875,2.7027420536164315,6.988052950058204
6,62.15999984741211,168.25999450683594,2.706885375158846,6.748537751448083
7,61.580101013183594,166.44000244140625,2.7028211987793482,6.935852144970596
8,61.994998931884766,167.43649291992188,2.700806448982892,7.107487084201921
9,61.76499938964844,167.25,2.7078442751191933,6.6464271983698495
10,61.70500183105469,167.13999938964844,2.708694504981455,6.58750752728082
11,62.02000045776367,167.77000427246094,2.7050951795254212,6.844366342329295
12,61.91999816894531,167.60000610351562,2.706718524865395,6.732812808708161
13,62.209999084472656,168.0,2.70053050108358,7.149302739517623
14,62.30500030517578,168.5500030517578,2.7052403856220844,6.8667711201731265
15,62.33000183105469,168.3699951171875,2.7012672897644694,7.117169665409875
16,62.380001068115234,168.72000122070312,2.704713022310964,6.907934043127852
17,62.494998931884766,168.8000030517578,2.701016176282172,7.151703244900489
18,62.60499954223633,168.69000244140625,2.694513276493196,7.571405358025515
19,62.31999969482422,168.41000366210938,2.702342819107814,7.049000580181712
20,62.0,167.32000732421875,2.6987097955519155,7.238052950058204
21,62.26499938964844,167.83999633789062,2.695575330974693,7.46415715301373
22,62.31999969482422,168.01950073242188,2.6960767258536458,7.439503509869212
23,62.189998626708984,167.97999572753906,2.7010773345699355,7.112996671465254
24,62.27000045776367,167.9600067138672,2.6972861005162616,7.358227047190297
25,62.560001373291016,169.0800018310547,2.70268539193544,7.054715757296634
26,62.63999938964844,169.14500427246094,2.7002714865992314,7.214943937844282
27,62.86000061035156,169.75999450683594,2.7006044043671302,7.219356709016239
28,62.334999084472656,169.14999389648438,2.71356375039426,6.35124041616686
29,62.34000015258789,168.92999267578125,2.7098170077365413,6.585321907023115
30,62.439998626708984,168.74000549316406,2.7024344843752894,7.056850052107507
31,62.46500015258789,168.8300018310547,2.702793587107038,7.037244324883318
32,62.52000045776367,168.97999572753906,2.7028150110410833,7.042101179785675
33,62.44499969482422,168.8300018310547,2.703659262649468,6.980933984370012
34,62.529998779296875,169.33999633789062,2.7081400870578234,6.71025036964113
35,62.900001525878906,170.49000549316406,2.7104928673653443,6.601966403714698
36,62.97999954223633,170.63999938964844,2.709431575578402,6.677203129184193
37,62.939998626708984,170.8699951171875,2.714807735071633,6.334586720618546
38,62.939998626708984,170.66000366210938,2.7114713597989932,6.544578175696671
39,62.75,170.3000030517578,2.7139442717411604,6.369646661320871
40,62.720001220703125,170.02999877929688,2.7109374277749856,6.555190793061513
41,62.47999954223633,169.5,2.7128681376736954,6.409476226298153
42,62.7599983215332,171.07000732421875,2.7257809416722685,5.627792189066952
43,62.9900016784668,171.9600067138672,2.7299571698956138,5.385356345271731
44,63.08000183105469,172.13999938964844,2.728915573761173,5.458754831750667
45,63.189998626708984,172.36849975585938,2.727781349927156,5.539945228213924
46,62.900001525878906,171.89999389648438,2.732909216635864,5.191978000394386
47,62.814998626708984,171.85499572753906,2.7358911006083537,4.997654537133371
48,63.099998474121094,172.32000732421875,2.73090351016239,5.335046497594362
49,62.83000183105469,170.80999755859375,2.718605643493206,6.084893516538102
50,63.119998931884766,171.67999267578125,2.7198985358198087,6.031371486545169
51,63.31999969482422,172.36000061035156,2.7220467694417927,5.914456217008507
52,63.36000061035156,172.5500030517578,2.723327042133379,5.837074456628841
53,63.45500183105469,172.5399932861328,2.7190920858455048,6.114555654667157
54,63.470001220703125,172.5800018310547,2.7190798568121224,6.11677718010543
55,63.459999084472656,172.55999755859375,2.7191931933200357,6.108620912260079
56,63.224998474121094,171.86000061035156,2.718228624089194,6.14698478459519
57,63.755001068115234,173.0399932861328,2.71413991666722,6.459189282168012
58,63.78499984741211,173.08999633789062,2.7136473583438168,6.493646371130495
59,63.869998931884766,173.24000549316406,2.7123846624440806,6.582948107964086
60,63.91999816894531,173.2790069580078,2.7108731527184733,6.684717124353938
61,63.940101623535156,173.47000122070312,2.7130079060877197,6.550323184852402
62,63.84000015258789,173.1300048828125,2.7119361602287575,6.608488577595352
63,63.869998931884766,173.27499389648438,2.7129324689871437,6.547959704643773
64,64.0999984741211,173.86000061035156,2.712324567067557,6.610505796530532
65,64.04499816894531,173.6392059326172,2.7112063532982167,6.676449722878175
66,63.880001068115234,172.9600067138672,2.70757676615315,6.891107427567249
67,64.03500366210938,173.3000030517578,2.7063323673127613,6.987513543629831
68,63.849998474121094,172.67999267578125,2.704463536452077,7.08665058483362
69,63.849998474121094,172.60000610351562,2.7032108101532963,7.166637157099245
