,cb,spgi,Ratio,Spread
0,216.0800018310547,418.0400085449219,1.934653855065091,-46.085419976037315
1,216.82000732421875,416.5,1.920948187116296,-43.271584901977576
2,216.00999450683594,415.9100036621094,1.9254201853560406,-44.07592391058847
3,215.4600067138672,416.6000061035156,1.933537515650244,-45.71266127201545
4,214.82000732421875,418.010009765625,1.9458616307313508,-48.22434351448294
5,214.85000610351562,418.05999755859375,1.9458226003362118,-48.22269217603565
6,215.86000061035156,417.5,1.9341239637705199,-45.924115905559404
7,216.02000427246094,415.739990234375,1.9245439404306832,-43.888679928322574
8,216.52000427246094,417.70001220703125,1.9291520596933514,-44.98801468925876
9,215.89500427246094,417.760009765625,1.9350147131631128,-46.123871262502576
10,215.9149932861328,418.2300109863281,1.937012361305013,-46.559463906321184
11,217.0749969482422,418.0,1.9256017776181977,-44.33265228494099
12,216.6699981689453,417.8800048828125,1.9286472904152452,-44.90981170795965
13,217.5800018310547,418.760009765625,1.9246254538171272,-44.223359561580196
14,217.33999633789062,420.2099914550781,1.9334222809215147,-46.086480568451066
15,216.89999389648438,419.2300109863281,1.9328262922238986,-45.863909048588994
16,216.8000030517578,418.4200134277344,1.9299815845844004,-45.22603317268573
17,216.5500030517578,417.9200134277344,1.929900750580211,-45.15637677854579
18,215.8300018310547,415.9949951171875,1.9274196895147877,-44.470750154163
19,215.75,414.3999938964844,1.9207415707832416,-43.01346203926579
20,213.91000366210938,410.1700134277344,1.917488693402277,-41.95080420578432
21,214.9199981689453,408.6000061035156,1.9011725739096714,-38.642218169683076
22,216.6199951171875,410.1499938964844,1.8934078254161193,-37.2658746960214
23,215.9600067138672,409.45001220703125,1.8959529518330012,-37.70198016381096
24,215.44500732421875,407.3800048828125,1.8908769803597942,-36.51847961702032
25,216.9600067138672,408.239990234375,1.88163706490281,-34.77058376771453
26,216.0,406.7799987792969,1.8832407350893374,-34.96312331621823
27,216.5500030517578,407.7300109863281,1.8828446328346446,-34.96637433713954
28,215.1999969482422,416.7099914550781,1.9363847461173578,-46.27022078396948
29,212.72000122070312,414.4800109863281,1.9484769114696139,-48.30924153084612
30,212.60000610351562,416.2149963378906,1.9577374618476455,-50.25078340807289
31,213.63999938964844,416.2900085449219,1.9485583679752272,-48.535577771805606
32,214.3699951171875,416.4800109863281,1.942809257231429,-47.468984238605515
33,214.2899932861328,414.5299987792969,1.9344346995512367,-45.65668513738018
34,213.57000732421875,414.29998779296875,1.9398790728326547,-46.66603957112693
35,215.4600067138672,415.45001220703125,1.9282001265262771,-44.56266737553108
36,216.19500732421875,413.94500732421875,1.9146834723312665,-41.79245124084645
37,215.82000732421875,411.9101867675781,1.908582025709878,-40.40314609299588
38,215.68499755859375,414.7349853515625,1.9228735890121154,-43.46034703444178
39,214.91000366210938,413.3699951171875,1.9234562750606312,-43.429411471797266
40,214.14999389648438,413.06500244140625,1.9288583432837885,-44.43268016812766
41,212.33999633789062,411.8800048828125,1.9397193745232977,-46.36336611338635
42,214.13999938964844,408.8599853515625,1.9093116023018297,-40.24486736672617
43,214.6649932861328,408.2099914550781,1.9016141626360286,-38.69116240437137
44,214.41000366210938,409.7799987792969,1.911198133390608,-40.7001023456267
45,214.01400756835938,411.5899963378906,1.923191855591146,-43.19175745178393
46,212.77000427246094,410.0899963378906,1.9273863237449258,-43.8331529080188
47,212.19000244140625,410.3399963378906,1.933832846112536,-45.08155322554478
48,212.4499969482422,411.05999755859375,1.9348552763629252,-45.35400655194559
49,210.0,414.7900085449219,1.9751905168805803,-53.30137962248432
50,210.99000549316406,413.94000244140625,1.9618938891151299,-50.74720338397077
51,211.3000030517578,410.114990234375,1.940913319030656,-46.388569308247384
52,212.2100067138672,413.04998779296875,1.9464208789640332,-47.757109837649125
53,212.1699981689453,413.9100036621094,1.9508413405957796,-48.68599539273731
