,hd,bkng,Ratio,Spread
172,305.9211120605469,2008.5400390625,6.5655489597755405,40.861262995138105
173,294.3866271972656,1910.9599609375,6.491327337559339,60.91706561940194
174,292.6287841796875,1898.6600341796875,6.488288701680909,61.40237664039981
175,289.44891357421875,1880.22998046875,6.495895794705178,58.46024357429181
176,286.6856384277344,1875.81005859375,6.543090434809453,44.307952968235014
177,291.6058349609375,1852.510009765625,6.352787865214634,100.67707042655618
178,290.1446838378906,1837.9100341796875,6.334460483193147,105.45652229132659
179,287.79888916015625,1814.8499755859375,6.305965880834229,112.75029092758066
180,295.6811828613281,1872.449951171875,6.33266524792698,108.12789654361225
181,298.0965881347656,1906.02001953125,6.393967913076425,90.7919770069557
182,297.96734619140625,1981.030029296875,6.648480293623565,14.913320904541282
183,295.75079345703125,2013.3199462890625,6.807487894640499,-32.274239708352724
184,276.2586975097656,1920.800048828125,6.952903442108735,-70.76241362761695
185,274.6782531738281,1967.3800048828125,7.162489138292905,-127.96467345790117
186,269.9071350097656,1956.77001953125,7.2497898933292415,-149.42178805761725
187,274.31048583984375,1876.449951171875,6.84060598495473,-39.50641597002161
188,278.7337341308594,1902.989990234375,6.827268310985864,-36.3174187395816
189,272.5213317871094,1896.6300048828125,6.9595653024491995,-71.71152960704077
190,269.93695068359375,1806.699951171875,6.69304423346471,0.8486740375413167
191,267.5215759277344,1720.5799560546875,6.431555847740176,70.73472544330596
192,269.31072998046875,1669.8800048828125,6.200569895614324,133.45973654126263
193,264.9769287109375,1669.25,6.299605056638646,104.96188633848581
194,267.0742492675781,1669.1600341796875,6.249797720136539,119.14812594766616
195,280.4930725097656,1726.8800048828125,6.156587003847268,151.617232802279
196,276.6562805175781,1678.9200439453125,6.0686135185665435,173.78978121403682
197,274.2806701660156,1643.2099609375,5.990979823488487,193.53318052856983
198,281.9940185546875,1678.9300537109375,5.953778957142455,209.65517282476006
199,287.8187561035156,1759.0400390625,6.111624075082346,168.69375490444193
200,288.1070251464844,1726.7099609375,5.9932934993847375,202.96131432750897
201,288.643798828125,1709.72998046875,5.9233213649839085,223.54899737424947
202,282.61029052734375,1685.1600341796875,5.962840316377797,207.56720985899145
203,280.7614440917969,1671.3299560546875,5.952847127785233,208.97103036375168
204,281.1888732910156,1634.6099853515625,5.8132100542251095,248.56378987279712
205,278.8330993652344,1675.6199951171875,6.009401319039055,191.7204187560208
206,281.12921142578125,1692.1300048828125,6.019047242728594,190.6427777586844
