,csco,qcom,Ratio,Spread
0,56.25,168.75,3.0,-13.29603860940622
1,55.900001525878906,167.36000061035156,2.9939176393916958,-12.890811152477905
2,55.77000045776367,166.72999572753906,2.989600042298884,-12.626583301765347
3,56.47999954223633,165.77000427246094,2.9350213458924768,-9.668905507049768
4,56.869998931884766,165.3800048828125,2.9080360117624418,-8.181585754310586
5,56.685001373291016,165.46499633789062,2.9190260620837676,-8.787094916736887
6,57.0,165.1699981689453,2.8977192661218476,-7.605802008343456
7,57.44499969482422,168.02999877929688,2.9250587461389843,-9.213730847146959
8,57.189998626708984,169.0800018310547,2.9564610227511112,-10.981216726006064
9,57.22999954223633,167.63999938964844,2.9292329325623774,-9.428665854229191
10,56.959999084472656,169.5500030517578,2.976650382320271,-12.09835532152658
11,56.599998474121094,166.32000732421875,2.938516109682659,-9.88127400090482
12,56.39500045776367,165.9250030517578,2.9421934870986526,-10.063061650977371
13,56.0099983215332,165.24000549316406,2.950187653007607,-10.461323951584856
14,55.904998779296875,164.80709838867188,2.947985010057891,-10.323848426908707
15,56.474998474121094,167.95669555664062,2.97400088702268,-11.869668028328046
16,56.31999969482422,165.9199981689453,2.9460227107244337,-10.269082391807498
17,55.87779998779297,165.33999633789062,2.9589568016996144,-10.9332741568391
18,55.75,164.86000061035156,2.9571300557910596,-10.812862399763159
19,55.68000030517578,167.58999633789062,3.0098777912957764,-13.739812513846228
20,55.130001068115234,164.7301025390625,2.988030098811936,-12.427422066382203
21,54.755001068115234,163.9600067138672,2.99442979664818,-12.712443626190915
22,54.529998779296875,162.3699951171875,2.9776269714283154,-11.755508900439107
23,54.439998626708984,161.5800018310547,2.9680383157060075,-11.218744216035613
24,53.400001525878906,159.00999450683594,2.977715167850247,-11.574920948989156
25,53.91999816894531,160.4250030517578,2.9752412555561434,-11.526842831929425
26,53.54710006713867,160.36000061035156,2.994746688602898,-12.511043777326332
27,53.22999954223633,160.2449951171875,3.01042638540769,-13.288247021811255
28,53.845001220703125,163.6300048828125,3.0389079983881144,-14.942859553417659
29,54.11000061035156,165.9499969482422,3.0669006667225016,-16.517237050757952
30,54.72999954223633,168.0399932861328,3.070345234635946,-16.862775650740442
31,55.564998626708984,167.8000030517578,3.019886748833639,-14.273393281726666
32,56.076900482177734,170.1199951171875,3.0336911215564553,-15.153074554833946
33,56.09000015258789,170.50999450683594,3.0399357112315664,-15.506216104515513
34,56.029998779296875,170.0,3.0340889470591086,-15.165044243235482
35,55.900001525878906,170.0,3.0411448185971603,-15.530810542126343
36,55.95000076293945,170.17999267578125,3.041644152907791,-15.570123046548868
37,56.04499816894531,170.9499969482422,3.050227540964861,-16.07283821339095
38,55.244998931884766,170.25,3.0817269126914555,-17.623756206515562
39,55.88999938964844,172.4499969482422,3.0855251177580474,-18.008949964565712
40,55.459999084472656,170.1649932861328,3.0682473150955127,-16.933815095917705
41,55.189998626708984,170.39999389648438,3.0875158205570234,-17.928501511457252
42,54.80500030517578,168.5,3.0745369776795144,-17.111756740965003
43,55.2400016784668,170.1999969482422,3.0811005028370255,-17.58781365864726
44,55.810001373291016,172.02999877929688,3.0824224072072006,-17.814037923152537
45,55.2599983215332,170.93710327148438,3.0933244383555327,-18.268656499913217
46,54.939998626708984,169.36619567871094,3.082748451259951,-17.59811488368649
47,54.6349983215332,167.27999877929688,3.06177366007838,-16.370080982732443
48,54.36709976196289,165.10000610351562,3.0367631679154847,-14.94386011393831
49,54.689998626708984,166.4499969482422,3.0435180312283445,-15.38532774322044
50,54.60499954223633,164.25,3.007966328668395,-13.42448815960898
51,54.619998931884766,163.6999969482422,2.997070672820561,-12.832282129764447
52,55.720001220703125,167.9499969482422,3.0141779122186967,-13.987264693827196
53,55.90999984741211,168.77000427246094,3.0186014082107486,-14.272683073599179
54,56.02000045776367,169.82000732421875,3.031417456917993,-15.013183308442333
55,56.029998779296875,169.89999389648438,3.0323040799219605,-15.065038139719857
56,56.064998626708984,169.80999755859375,3.028805880995731,-14.876564608557228
57,56.275001525878906,169.8000030517578,3.0173256054675135,-14.275696208880131
58,56.13999938964844,169.16000366210938,3.0131814303742317,-14.015545088430226
59,56.34000015258789,167.0500030517578,2.9650337699561513,-11.342813059434686
60,56.099998474121094,166.7899932861328,2.973083740155055,-11.758083142824258
61,55.904998779296875,166.1300048828125,2.9716484842198927,-11.646754921049332
62,56.41809844970703,168.13999938964844,2.9802493173273823,-12.213068407913024
63,56.38999938964844,167.64999389648438,2.9730447900529686,-11.802123732802524
64,56.125,166.30999755859375,2.963207083449332,-11.207741963001293
65,56.08000183105469,165.36000061035156,2.948644707760732,-10.38435394901924
66,55.709999084472656,163.89999389648438,2.9420211199063933,-9.965404116266566
67,55.880001068115234,162.9199981689453,2.915533197115603,-8.507082926256967
68,56.47999954223633,163.75999450683594,2.899433354003031,-7.658895741424768
69,56.70500183105469,162.98500061035156,2.8742614469168797,-6.250824974012513
70,56.459999084472656,161.2458038330078,2.8559299760483494,-5.2009792827819545
71,56.23500061035156,160.93499755859375,2.8618297468101983,-5.523239146086663
72,56.4900016784668,162.3300018310547,2.8736058949867695,-6.200760591446336
73,55.93000030517578,157.63999938964844,2.818523127650696,-3.086403975601368
74,55.84000015258789,156.2196044921875,2.7976290126307877,-1.9192376798697492
75,55.86000061035156,153.97000122070312,2.756355165384129,0.38663980679993726
76,55.95000076293945,153.1300048828125,2.736908003480204,1.479864746419881
77,55.91999816894531,153.08999633789062,2.737660968360114,1.4354566019592627
78,55.939998626708984,151.39999389648438,2.7064711764972635,3.1817332585508242
79,55.56999969482422,150.02999877929688,2.6998380349689053,3.510682227832891
