,bmy,mrk,Ratio,Spread
0,73.18000030517578,81.30999755859375,1.1110958898539791,14.898353740207583
1,72.88999938964844,81.16000366210938,1.1134586958665198,14.667088961621204
2,73.13999938964844,81.11000061035156,1.1089691179547798,15.045762247382825
3,72.81500244140625,80.91999816894531,1.1113094205285663,14.808497396671939
4,72.7249984741211,81.1500015258789,1.1158474146239523,14.460167539782816
5,73.06700134277344,81.56500244140625,1.1163042268392378,14.494791275735224
6,73.21499633789062,81.56999969482422,1.1141160114025666,14.684360221023482
7,73.58999633789062,81.83999633789062,1.112107628897274,14.907368928962782
8,73.70999908447266,82.625,1.1209469682031963,14.28013059005427
9,73.66999816894531,82.37999725341797,1.1182299348575828,14.472544895569342
10,73.33000183105469,82.17500305175781,1.1206191326857071,14.230552393489717
11,73.51000213623047,82.21499633789062,1.1184191803657937,14.42720207704842
12,73.4800033569336,82.1449966430664,1.1179231476629374,14.457762948627305
13,73.73999786376953,82.41000366210938,1.1175753464809857,14.534565751190215
14,73.53900146484375,82.9000015258789,1.127292999287056,13.780321753545252
15,73.23500061035156,82.83999633789062,1.1311530777290855,13.440662813600326
16,73.26499938964844,82.88999938964844,1.1313724162995067,13.430098585087848
17,73.37999725341797,82.8949966430664,1.1296674808638705,13.576286830850151
18,73.49500274658203,82.87999725341797,1.12769568210231,13.742481749898403
19,73.31500244140625,82.7249984741211,1.1283502109985657,13.660837559503761
20,73.02999877929688,82.05000305175781,1.1235109465046027,13.961144100597338
21,73.3499984741211,82.37000274658203,1.122972112612154,14.061841904089192
22,73.38999938964844,82.66999816894531,1.1264477293428865,13.81443492279287
23,73.38999938964844,82.77999877929688,1.1279465794759618,13.704434312441307
24,73.41999816894531,82.91999816894531,1.1293925393206867,13.603873746038204
25,73.70500183105469,83.43000030517578,1.1319448915612615,13.46856049107744
26,73.74500274658203,83.37999725341797,1.1306528462673697,13.571151983902212
27,73.81999969482422,83.5199966430664,1.1314006636188363,13.529749652367101
28,74.55999755859375,83.33000183105469,1.1176234517117432,14.692605548568594
29,74.2699966430664,83.62999725341797,1.126026673399956,14.011351451134558
30,74.12000274658203,83.29499816894531,1.1237856864864508,14.149156419380574
31,74.1500015258789,83.30870056152344,1.1235158307103754,14.174892850047769
32,73.91010284423828,83.37000274658203,1.1279919731985761,13.798200441661066
33,73.68000030517578,83.2699966430664,1.1301573873258652,13.59569512374253
34,73.80000305175781,83.4800033569336,1.131165310364377,13.543453733076205
35,74.5999984741211,85.16000366210938,1.141555032224988,12.915192158580865
36,74.77999877929688,84.79000091552734,1.133859351425956,13.521837874854413
37,74.56999969482422,84.33499908447266,1.1309507768487521,13.70075791297225
38,74.61000061035156,84.28289794921875,1.1296461233043489,13.805447489293101
39,74.55999755859375,83.9800033569336,1.1263412836211137,14.042604022689687
40,74.5250015258789,83.72989654541016,1.123514187602329,14.246702217166757
41,74.44999694824219,83.75,1.1249160971520684,14.127991674244043
42,74.80999755859375,84.97000122070312,1.1358107738762018,13.38127639292395
43,75.00499725341797,84.7750015258789,1.130258044533369,13.83263846906236
44,75.22000122070312,85.02999877929688,1.1304174075962885,13.860302832601818
45,75.23999786376953,84.75,1.1263955662711393,14.166590817322401
46,75.1500015258789,84.75,1.12774448807982,14.048274347586414
47,75.20500183105469,84.76000213623047,1.1270527235228416,14.110580064045564
48,75.33999633789062,84.9800033569336,1.127953377855352,14.06805354794642
49,76.17500305175781,86.36000061035156,1.1337052464792612,13.785823702694344
50,76.09120178222656,86.57499694824219,1.137779334804309,13.46065543333711
51,76.48500061035156,86.5248031616211,1.131264986221504,14.028569031919275
52,76.94000244140625,86.9000015258789,1.1294515046585514,14.251552900801059
