,pm,pg,Ratio,Spread
0,94.41999816894531,162.94000244140625,1.7256937682826299,-22.279546959929835
1,94.19000244140625,162.6199951171875,1.7265101486577645,-22.30583919071569
2,94.12000274658203,162.7899932861328,1.7296003881815072,-22.58123437475979
3,94.37000274658203,163.1199951171875,1.7285153159868432,-22.53481665368844
4,94.58499908447266,163.18499755859375,1.7252735543493034,-22.276103794224586
5,95.02999877929688,163.40499877929688,1.7195096377807815,-21.826078671639895
6,95.01000213623047,163.57000732421875,1.721608290142792,-22.021195726270097
7,94.70999908447266,160.5399932861328,1.69506910398073,-19.44288974570063
8,94.9800033569336,161.05999755859375,1.6957253302395918,-19.556354468914126
9,95.20999908447266,161.60499572753906,1.6973531906471202,-19.755053082854804
10,95.31099700927734,161.66000366210938,1.696131702896506,-19.65799064294257
11,95.41999816894531,161.97999572753906,1.6975476717233462,-19.813862037558525
12,95.37000274658203,162.08999633789062,1.6995909790272055,-19.999139665887444
13,95.76000213623047,162.9199981689453,1.7013366179458875,-20.241927914618547
14,96.44499969482422,163.07000732421875,1.6908083139635284,-19.36055117303886
15,96.6500015258789,163.9600067138672,1.6964304617208457,-19.941883772964818
16,96.66999816894531,163.92999267578125,1.6957690677648407,-19.881761225170553
17,96.31999969482422,164.0800018310547,1.7034883965003955,-20.558755455937817
18,96.5,164.3000030517578,1.7025907051995628,-20.507734139613664
19,96.69000244140625,164.08309936523438,1.6970017087823333,-20.004747917502247
20,96.33000183105469,163.47000122070312,1.6969791146417685,-19.933694847025553
21,96.34100341796875,164.72999572753906,1.7098638158549109,-21.177124504186
22,96.86000061035156,164.74000549316406,1.700805331974756,-20.405691506965386
23,96.98999786376953,164.80999755859375,1.6992473573417644,-20.279949540758256
24,96.66999816894531,164.67999267578125,1.7035274210720297,-20.631761225170553
25,96.19999694824219,164.72079467773438,1.7122744272679962,-21.380233823106696
26,96.32019805908203,164.77000427246094,1.7106485201721902,-21.248459224603724
27,95.97000122070312,164.2100067138672,1.7110555863829977,-21.215745414244143
28,97.05500030517578,164.02999877929688,1.6900726213335495,-19.40207800193642
29,96.41999816894531,163.3699951171875,1.6943579985443855,-19.69818321870284
30,97.23999786376953,163.17999267578125,1.6781159631902889,-18.27352510581972
31,97.11499786376953,163.1300048828125,1.6797611951930138,-18.411747088913987
32,97.44000244140625,163.27000427246094,1.6755952399594853,-18.062394168350725
33,97.13999938964844,162.89999389648438,1.6769610347953485,-18.144091849890632
34,97.4000015258789,162.85000610351562,1.671971289037884,-17.702624506235143
35,97.9000015258789,162.8699951171875,1.6636362878312563,-16.96977441565497
36,98.75,162.82000732421875,1.6488102007515824,-15.639962442940321
37,99.1166000366211,163.36000061035156,1.6481598496114087,-15.627974042695945
38,99.23999786376953,163.07000732421875,1.643188339726398,-15.152183337248976
39,99.4800033569336,163.27000427246094,1.6412344065434863,-14.990809244512723
40,99.51499938964844,163.19000244140625,1.6398533230396752,-14.858114649615208
41,99.12999725341797,162.72999572753906,1.6415817637070316,-14.977797262497779
42,98.80500030517578,161.11000061035156,1.630585497826389,-13.847142968108875
43,99.16999816894531,161.25999450683594,1.6260965764274247,-13.447567534964923
44,99.87999725341797,161.24000549316406,1.6143373040355817,-12.358548371744694
45,99.94499969482422,161.2899932861328,1.6137875209227244,-12.310663405188484
