,amd,v,Ratio,Spread
0,121.52999877929688,225.32000732421875,1.8540278909523278,92.61339768744273
1,121.2750015258789,226.14999389648438,1.8647700766940511,91.11631537040529
2,121.34600067138672,226.50999450683594,1.8666457341288116,90.94205490907825
3,121.74030303955078,227.0,1.864624896869631,91.4835798674385
4,122.41999816894531,227.67999267578125,1.8598267936711796,92.58173076961191
5,123.6897964477539,228.08999633789062,1.844048602943857,95.4936335875044
6,123.27999877929688,228.19000244140625,1.8509896552637501,94.3215599335316
7,125.2249984741211,224.9199981689453,1.7961269787152532,102.67985830566676
8,122.69000244140625,224.61500549316406,1.8307523108937478,96.3530734082766
9,123.30500030517578,225.08999633789062,1.8254733853517728,97.48697227693049
10,123.27010345458984,224.7550048828125,1.8232726231596585,97.73067043288563
11,121.31109619140625,223.4499969482422,1.841958435489527,93.91073920936691
12,118.81999969482422,223.25,1.8788924471754962,87.59380371848965
13,119.19999694824219,223.9499969482422,1.878775190283633,87.8879137552533
14,113.41000366210938,221.05499267578125,1.9491666126242828,75.63577494415438
15,111.69000244140625,223.30999755859375,1.9993731997252353,68.88109220225255
16,110.73500061035156,223.66000366210938,2.0197769668969645,66.03271543314526
17,109.7699966430664,224.08999633789062,2.0414503342525627,63.078185603982604
18,109.70999908447266,224.6999969482422,2.048126869231231,62.311225985256954
19,110.12000274658203,224.97500610351562,2.0429985515097395,63.10882327835856
20,109.3499984741211,222.17999267578125,2.0318243783822516,63.88943628910931
21,107.69999694824219,224.8699951171875,2.0879294474377206,56.8828814847775
22,107.54000091552734,225.1750030517578,2.093872058162179,56.159309541482344
23,107.16000366210938,225.39999389648438,2.1033966610079857,54.940211711749896
24,106.418701171875,225.27670288085938,2.116890174378457,53.124188753613964
25,107.2698974609375,226.42999267578125,2.110843750533425,54.197704992043555
26,106.86499786376953,225.60000610351562,2.111074819756309,53.96843780878794
27,108.19000244140625,226.36000061035156,2.0922450827463845,56.67477442394198
28,107.89019775390625,227.24000549316406,2.1062154878192967,55.01045351963069
29,110.0436019897461,228.77000427246094,2.078903272302717,59.113953859431376
30,109.55599975585938,228.85000610351562,2.0888861095101827,57.758340738423215
31,109.2499008178711,227.66000366210938,2.083846318923786,58.147560833062585
32,109.00980377197266,227.7100067138672,2.088894749230008,57.469442319258576
33,110.64710235595703,227.39999389648438,2.055182549335343,62.06277546129854
34,110.52999877929688,227.74000549316406,2.0604361531561106,61.41641037790305
35,108.4800033569336,227.00999450683594,2.0926436899149157,56.78344899990242
36,108.55999755859375,226.99000549316406,2.090917562619227,57.01271003834563
37,107.125,226.50999450683594,2.1144456896787487,53.738638373725394
38,107.5199966430664,227.10479736328125,2.1122098628518367,54.17718225437949
39,107.52909851074219,226.1199951171875,2.1028726014530665,55.185795804770066
40,106.18000030517578,226.02000427246094,2.1286494972956174,51.75642443029841
41,106.83000183105469,226.24000549316406,2.1177571994330697,53.236885650648674
42,102.31999969482422,221.61000061035156,2.165852240728276,46.068319397246455
43,103.5198974609375,221.38999938964844,2.138622668875695,49.42736107115553
44,102.69999694824219,221.02000427246094,2.1520935816955147,47.652422720142965
45,103.19999694824219,220.75999450683594,2.1391472968507306,49.22047744670408
46,102.8311996459961,218.96749877929688,2.129387768820246,50.04816626862345
47,103.75,219.2899932861328,2.1136384895048947,52.12933610810978
48,103.63999938964844,219.0,2.113083763891586,52.1315579061021
49,104.31500244140625,215.75,2.068254756751665,57.147426587038694
50,102.32209777832031,215.33670043945312,2.1044984916745717,52.34710834323431
51,101.82980346679688,214.6699981689453,2.108125429496107,51.72592442677063
52,102.81500244140625,215.50999450683594,2.096094824582181,53.46329719739441
53,103.38999938964844,215.77000427246094,2.0869523701154424,54.70753115317308
54,104.56999969482422,216.2801971435547,2.0682815126206764,57.28432518825582
55,103.68000030517578,216.25,2.0857445926261695,54.98620389807883
56,101.58000183105469,216.86000061035156,2.1348690362402993,48.88241844363205
57,101.87000274658203,218.35000610351562,2.1434180839937373,48.151081422912796
58,102.2301025390625,219.16000366210938,2.1437912925732174,48.28313730229547
59,101.05999755859375,218.2104949951172,2.1592172992939225,46.17154612235083
60,100.61799621582031,217.16000366210938,2.158262058770407,46.065722197075104
61,100.875,217.9499969482422,2.160594765286168,45.94807392061779
62,101.01000213623047,217.27999877929688,2.151074093496751,46.97124981758685
63,96.94000244140625,214.27999877929688,2.210439378819026,39.32376463393419
64,96.17140197753906,214.36000061035156,2.228937045759358,37.233034875410254
65,96.25,215.4550018310547,2.2384935255174514,36.34365314914626
66,97.83000183105469,216.08999633789062,2.208831567958696,39.84208550907215
67,97.56230163574219,216.50999450683594,2.2191972808841256,38.721759557086585
68,97.69000244140625,215.5449981689453,2.206418187963785,40.020832685689925
69,97.36000061035156,214.91000366210938,2.2073747156412775,39.79251272810433
70,97.55999755859375,214.13499450683594,2.194905697678274,41.09073188407933
71,97.42130279541016,214.5,2.2017771662370524,40.36288841873423
72,96.4885025024414,213.4600067138672,2.212284377700505,38.96259225931203
73,96.70010375976562,213.0500030517578,2.203203458613064,39.92616383816281
74,95.27999877929688,211.7899932861328,2.2228169185509277,37.47105127638295
75,94.77999877929688,210.90499877929688,2.225205755387344,37.04800082228277
76,95.11000061035156,211.3300018310547,2.2219535324874555,37.486312234946524
77,97.45999908447266,211.5749969482422,2.170890610873711,43.3891244423223
78,97.94000244140625,212.05599975585938,2.1651622878274313,44.16385357924395
79,96.96990203857422,211.5850067138672,2.1819657673749075,42.096976734183045
80,97.17400360107422,211.4499969482422,2.1759934664861817,42.765934540502684
81,97.08000183105469,211.85000610351562,2.1822208704959816,42.120008302043004
82,98.03990173339844,213.56500244140625,2.1783477815201935,42.91619642467998
83,97.75,213.3300018310547,2.1824041108036285,42.39278803195461
84,95.52999877929688,213.6999969482422,2.236993611210586,36.215070094741634
85,95.9800033569336,215.8000030517578,2.2483850333827733,35.2923164315778
86,95.30020141601562,215.1999969482422,2.2581274094986,34.113899528588746
87,94.7699966430664,214.6699981689453,2.2651683631208726,33.25683494484463
88,94.75990295410156,215.10000610351562,2.269947513640898,32.80042101229887
