,cl,pg,Ratio,Spread
0,82.16000366210938,156.7698974609375,1.908104801281025,-3.0827703223168132
1,82.68499755859375,157.97000122070312,1.9105037901072628,-3.2887291821892948
2,82.44999694824219,157.97000122070312,1.9159491457576217,-3.7337337047508843
3,82.5801010131836,158.25,1.9163212209529266,-3.7673633481720774
4,82.6449966430664,157.99000549316406,1.9116705415997959,-3.3844804422416335
5,82.38999938964844,157.8000030517578,1.915281031930484,-3.677348793562354
6,82.5199966430664,157.86000061035156,1.912990875328828,-3.4911794779295438
7,82.33000183105469,157.8300018310547,1.917041155360713,-3.820960830616011
8,81.82499694824219,156.81500244140625,1.9164681734189182,-3.762254517956004
9,82.13999938964844,157.72999572753906,1.9202580581881126,-4.080749306344396
10,82.16999816894531,157.63999938964844,1.9184617610132266,-3.933946339575394
11,82.02999877929688,157.8419952392578,1.9241984345743368,-4.401049422124354
12,82.1449966430664,157.8800048828125,1.9219673910125923,-4.221295505891655
13,82.08999633789062,157.75999450683594,1.9217931726721005,-4.205435431945697
14,82.25499725341797,158.44000244140625,1.926205187914252,-4.572992460424198
15,82.4800033569336,158.97300720214844,1.9274127149848683,-4.679918610057181
16,82.2699966430664,159.14999389648438,1.9344840207903096,-5.254580601063148
17,82.3949966430664,159.27000427246094,1.9330057741541715,-5.137887058539301
18,82.45999908447266,159.42999267578125,1.9334221979854733,-5.174784801116013
19,82.38500213623047,159.1999969482422,1.9323905179366472,-5.086805645772936
20,82.45500183105469,159.32000732421875,1.932205491313381,-5.074262405279692
21,82.7300033569336,160.75,1.9430677321074659,-5.983503570907951
22,82.73999786376953,160.66000366210938,1.9417453204027664,-5.874581321564969
23,82.71499633789062,160.3699951171875,1.9388261163921996,-5.631916449795293
24,82.52999877929688,160.1999969482422,1.9411123145251916,-5.812235457107144
25,82.75,160.56500244140625,1.9403625672677491,-5.76063974214882
26,82.83000183105469,160.5399932861328,1.9381865234481142,-5.58413661169258
27,82.79000091552734,160.11000061035156,1.9339292044907175,-5.229890923502731
28,83.37999725341797,161.47000122070312,1.9365556073352357,-5.472655973217551
29,83.56500244140625,161.64999389648438,1.934422176434799,-5.302317025480969
