,nue,apd,Ratio,Spread
0,119.97000122070312,234.1999969482422,1.9521546600420179,-5.412874918801206
1,120.94000244140625,235.0500030517578,1.9435257012305442,-4.397505000020088
2,125.51000213623047,238.80999755859375,1.9027168631499642,0.6309098999374232
3,127.55000305175781,240.35000610351562,1.8843590776394206,3.013957029656554
4,128.92340087890625,239.7299041748047,1.8594754911870153,6.275193135477169
5,129.0749969482422,240.4499969482422,1.8628704445730901,5.846629554764492
6,129.63999938964844,240.33999633789062,1.8539030968020926,7.043166949033067
7,129.50999450683594,240.0500030517578,1.8535249265189895,7.083152311460227
8,130.11000061035156,240.41000366210938,1.8477442359106586,7.877002825046874
9,132.27000427246094,235.16000366210938,1.7778785519482325,17.28083165884081
10,133.07000732421875,238.05999755859375,1.7889831250897272,15.919296146389714
11,133.2949981689453,235.1199951171875,1.763907110896867,19.291970751533
12,132.13999938964844,235.22999572753906,1.7801573846985084,16.96083166970547
13,131.06500244140625,234.67999267578125,1.7905618456818553,15.443545022755929
14,131.13999938964844,234.72000122070312,1.7898429336063486,15.547760532413067
15,131.63999938964844,236.4199981689453,1.7959586695921566,14.809296406235065
16,134.1999969482422,231.99000549316406,1.7286886048338526,24.162332436000355
17,131.10000610351562,231.39999389648438,1.765064707272192,18.790858142074
18,129.8300018310547,230.52499389648438,1.7755910856141106,17.223556557808166
19,129.11000061035156,229.63999938964844,1.7786383572461757,16.723941453379467
20,130.4001007080078,230.33999633789062,1.7664096506617617,18.504891680426624
21,130.25,230.60000610351562,1.7704415055932101,17.95622840007246
22,131.0,230.5500030517578,1.7599236874179987,19.44853068492654
23,134.4199981689453,231.52999877929688,1.7224371517123456,25.04541593906802
24,135.75999450683594,233.27000427246094,1.7182529000523425,25.882311366559207
25,137.8300018310547,233.5,1.694115917419873,29.633075607319284
26,138.49000549316406,233.9250030517578,1.6891110821950575,30.47730292316291
27,137.98500061035156,234.07000732421875,1.6963438510624533,29.361141110448187
28,138.24000549316406,233.6300048828125,1.6900317968691447,30.291534681076115
29,138.00999450683594,233.3300018310547,1.6906746693588002,30.14921150725425
30,136.85000610351562,233.35499572753906,1.705188054949924,27.893483764757292
31,136.35000610351562,231.1699981689453,1.6954161189655046,29.116948501286885
32,136.10499572753906,230.60000610351562,1.694280249382916,29.21576953022108
33,137.5,231.47500610351562,1.68345458984375,31.023454320002912
34,138.10000610351562,233.42999267578125,1.6902967585737043,30.222318871675526
35,138.91000366210938,232.10000610351562,1.6708660282529801,33.109983920700614
36,137.52999877929688,231.86000061035156,1.6858867350274032,30.696149434998603
37,136.5500030517578,226.22000122070312,1.6566825057847627,34.45155270962411
38,136.08999633789062,226.02000427246094,1.660812773565574,33.766926550359955
39,137.42999267578125,227.22999572753906,1.6534236181152246,35.13383601593708
40,136.97999572753906,226.89999389648438,1.6564462036325454,34.59846417586462
41,137.1999969482422,227.44000244140625,1.6577260021893916,34.481532420143225
42,137.802001953125,227.11000061035156,1.6480892685986213,35.96922939368133
43,138.72000122070312,228.4199981689453,1.6466262698882892,36.424604687902075
44,135.5399932861328,225.1300048828125,1.6609858051826074,33.599233967007166
45,137.36000061035156,223.8000030517578,1.6292952974469632,38.429229355328886
46,132.97999572753906,223.58999633789062,1.6813806852272817,30.216199157945
47,132.2100067138672,224.33859252929688,1.6968351950455391,27.986863547990083
48,131.57000732421875,222.97999572753906,1.6947631170838584,28.1146995112519
49,131.60569763183594,222.36500549316406,1.6896305364774198,28.79832455003387
50,131.89999389648438,221.44000244140625,1.678847708023347,30.28927863753239
51,128.61000061035156,216.6699981689453,1.684705677168825,28.732409852018407
52,127.45999908447266,218.3300018310547,1.7129295731938534,24.860877764796157
53,128.77999877929688,223.1999969482422,1.733188376020738,22.529328710985
54,127.7300033569336,222.9600067138672,1.7455570410565107,20.75010882212115
55,127.63999938964844,220.5449981689453,1.7278674335909738,22.99203382972169
56,126.76319885253906,220.27000427246094,1.7376494618812544,21.580882736537745
57,125.91999816894531,218.7100067138672,1.736896520760957,21.519350029406837
58,129.50999450683594,226.97000122070312,1.7525288460167678,20.163154142514912
59,130.69000244140625,227.89999389648438,1.743821177129914,21.50239418550467
60,130.6999969482422,228.98500061035156,1.7519893340244737,20.43660756436367
61,128.44000244140625,228.0399932861328,1.77545927243472,17.035497096567468
62,128.25,228.02999877929688,1.7780116863882798,16.680104436034526
63,130.24459838867188,227.97360229492188,1.7503497658659912,20.572244555498173
64,130.00999450683594,227.05999755859375,1.746481094933474,21.034690626688445
65,130.22999572753906,225.8677978515625,1.7343761442188192,22.649967122920174
66,131.3300018310547,224.6699981689453,1.7107286609038879,25.963150751539757
67,132.0800018310547,225.1199951171875,1.7044215020919027,26.955453036393806
68,132.38999938964844,225.96499633789062,1.7068131836214724,26.706597470385987
69,133.5500030517578,226.80999755859375,1.698315180649548,28.092359439348485
70,133.63999938964844,226.80499267578125,1.6971340445347924,28.27043318765581
71,133.57000732421875,227.60000610351562,1.7039753958465755,27.340820423531994
72,134.83999633789062,227.36000061035156,1.6861465943726255,30.023098157308908
73,135.7899932861328,225.72000122070312,1.6622727180277,33.49000404014865
74,136.32000732421875,223.5850067138672,1.6401481418798667,36.64425033453338
75,138.0399932861328,223.00999450683594,1.6155462572688999,40.52690845330463
76,137.7550048828125,221.30999755859375,1.606547782034207,41.67885399414652
77,136.47000122070312,220.5,1.6157397085635048,40.017705157558595
78,135.24000549316406,219.38999938964844,1.6222270813257094,38.76234324185518
79,133.8699951171875,220.3000030517578,1.6456264367449254,35.217719693605915
