,mdlz,cost,Ratio,Spread
0,63.47128677368164,543.970458984375,8.570339229516492,-33.25283546105435
1,63.29541015625,544.9141845703125,8.609063172592553,-35.63439421366592
2,62.84595489501953,541.8049926757812,8.621159366276391,-36.1996059491937
3,63.344268798828125,546.0167846679688,8.61982930771584,-36.33756329085235
4,63.45174789428711,546.7122192382812,8.616188479931608,-36.154330699879885
5,64.0184555053711,559.72509765625,8.743183402937447,-44.534239647987754
6,64.49723052978516,560.8873291015625,8.696300980590815,-41.782371427690684
7,64.84898376464844,563.9965209960938,8.697075701956473,-42.015896988873685
8,64.58377075195312,560.1622314453125,8.673420968198458,-40.34978687806312
9,65.13383483886719,563.927001953125,8.657973284518079,-39.61765268352803
10,64.79986572265625,562.9435424804688,8.68741834882606,-41.36447014560735
11,65.27134704589844,560.4800415039062,8.586923158024913,-35.04649724477962
12,66.21432495117188,546.26513671875,8.249954026135278,-13.122523866864064
13,66.18485260009766,546.14599609375,8.251827640890511,-13.244326719702137
14,66.35183715820312,532.616455078125,8.027154603243375,1.6503527632907051
15,65.84105682373047,515.3519287109375,7.827212283220735,14.739128445057311
16,66.06697845458984,518.5604858398438,7.8490116843510345,13.377534367080678
17,66.1750259399414,522.3054809570312,7.892788458157327,10.515853133699132
18,66.44023895263672,513.4447631835938,7.72791867214104,21.544750347107318
19,66.89207458496094,499.6470642089844,7.469450862588704,39.03631305146144
20,66.1750259399414,484.82623291015625,7.326423012666001,47.99510118057413
21,66.40094757080078,486.90234375,7.332761979500891,47.76595339166
22,66.55812072753906,479.6111145019531,7.205899284105079,56.34211056798586
23,67.14746856689453,478.40911865234375,7.124752859085622,62.36216513686964
24,66.41077423095703,485.6507263183594,7.312830364383493,49.097906106618105
25,65.79194641113281,474.1476745605469,7.206773783490242,55.54189329520376
26,65.4383316040039,480.2568054199219,7.3390747234536295,46.541877306572594
27,66.27325439453125,479.3131103515625,7.2323762388091595,54.31126471177084
28,65.24187469482422,489.1572265625,7.497596119832313,36.035374218788554
29,65.84105682373047,501.7728576660156,7.6209721087764555,28.318199489979186
30,65.49726104736328,505.0310363769531,7.710719933948813,22.249408560988748
31,66.69562530517578,518.5505981445312,7.774881722329248,18.526759542823136
32,66.73492431640625,519.0878295898438,7.778353461955304,18.31080685866619
33,65.83123779296875,517.09814453125,7.854905389405876,12.9126397135417
34,66.2830810546875,513.238037109375,7.743122814190291,20.46667323727582
35,66.84297180175781,518.4710693359375,7.756553237543262,19.810880996378394
36,66.75456237792969,526.1115112304688,7.8812817055394415,11.447671040447297
37,65.5856704711914,515.8147583007812,7.864747811449965,12.188454698560356
38,65.51690673828125,507.050048828125,7.739224485271033,20.39100430433735
39,64.96684265136719,503.95599365234375,7.757126144435438,18.98815477777101
