,intc,acn,Ratio,Spread
0,50.58000183105469,397.510009765625,7.859035100342071,-0.3151091855153556
1,50.90999984741211,401.92498779296875,7.8948141622003885,-2.0864098337142156
2,50.70000076293945,400.07000732421875,7.890927047414579,-1.9137722935356312
3,50.849998474121094,399.989990234375,7.866076740158419,-0.6320947805428165
4,50.69990158081055,398.3699951171875,7.857411606257771,-0.2145546535550995
5,50.72999954223633,397.8599853515625,7.842696411229332,0.536575651696209
6,50.59000015258789,396.6099853515625,7.839691325465913,0.6650136993153222
7,49.4900016784668,384.1199951171875,7.761567631635764,4.342705256179242
8,49.22999954223633,385.4750061035156,7.8300834793386835,0.9047673066255282
9,49.255001068115234,386.3399963378906,7.843670448887356,0.24006908957764317
10,49.19499969482422,385.4649963378906,7.835450731356447,0.6343865841552923
11,49.38999938964844,386.375,7.82293996304401,1.2865628643295093
12,49.560001373291016,385.79998779296875,7.784503169947144,3.223493556588407
13,49.599998474121094,385.9100036621094,7.780443861575091,3.433902130791493
14,50.400001525878906,387.1050109863281,7.680654747352759,8.64787263778575
15,50.625,388.239990234375,7.668938078703704,9.315399304598058
16,50.601898193359375,390.0,7.707220755034458,7.370316536694615
17,50.38999938964844,391.1650085449219,7.7627508093456825,4.507746048152653
18,50.56999969482422,391.4700012207031,7.741150950822917,5.644770328367228
19,50.65999984741211,391.4200134277344,7.726411658244991,6.415766599333862
20,50.7599983215332,392.9700012207031,7.741726048363539,5.666885755131174
21,50.5099983215332,396.0299987792969,7.840625855068839,0.604090264351127
22,50.790000915527344,399.29998779296875,7.861783433654086,-0.42274428428769006
23,50.80270004272461,401.0849914550781,7.894954227192045,-2.106012803632071
24,50.77000045776367,400.5799865722656,7.8900922387328745,-1.8629705653920343
25,50.69279861450195,399.8699951171875,7.888102571689435,-1.7714578784960242
26,50.720001220703125,401.7300109863281,7.920544190017647,-3.413548453837537
27,50.970001220703125,403.69000244140625,7.920148965533758,-3.3707419767294216
28,51.45690155029297,405.6300048828125,7.882907688997902,-1.410092525002229
29,51.560001373291016,405.42999267578125,7.863265746261231,-0.38412786873399973
30,51.57749938964844,405.2799987792969,7.857689953472933,-0.09395400833759204
31,51.54499816894531,404.6099853515625,7.849645935099301,0.31568590892581305
32,51.567298889160156,404.2099914550781,7.838494552989786,0.894335150740373
33,51.345001220703125,404.2749938964844,7.873697230208152,-0.9515365335281292
34,51.29999923706055,403.29998779296875,7.861598319510571,-0.33704994914703157
35,51.84000015258789,412.1600036621094,7.950617331191,-4.871014950300237
36,51.88999938964844,412.4049987792969,7.947677849878097,-4.715456593104735
37,51.93280029296875,413.80499267578125,7.968085493972619,-5.7725642469266365
38,51.875,414.42999267578125,7.989011907003012,-6.860613475876933
39,51.91699981689453,415.6449890136719,8.00595162431584,-7.7391412280532865
40,51.814998626708984,414.7699890136719,8.004824857794576,-7.681292319189852
41,51.939998626708984,415.2699890136719,7.9951867538196,-7.179893353096732
42,51.85499954223633,414.55999755859375,7.994600351330274,-7.150845860496846
43,51.71989822387695,415.8900146484375,8.041199401595847,-9.563185514523783
44,51.755001068115234,415.75,8.03304012017752,-9.141955250669158
45,51.775001525878906,415.7799987792969,8.030516398371827,-9.011726528158563
46,51.76499938964844,415.05999755859375,8.018159035110395,-8.37185433849473
47,51.8849983215332,415.04998779296875,7.999421821715962,-7.4005101222962555
48,51.77000045776367,415.2799987792969,8.021634056544025,-8.55179104367821
49,51.75659942626953,415.29998779296875,8.024097262892807,-8.679138290012618
50,51.77000045776367,413.25,7.982422181687022,-6.521792264381334
51,51.846900939941406,414.6000061035156,7.996620792895248,-7.255733861138227
52,51.85689926147461,414.6600036621094,7.996235979542408,-7.235632948963799
53,51.869998931884766,415.1499938964844,8.003663050806223,-7.620679212099704
54,51.904998779296875,416.1600036621094,8.017724948451427,-8.350298489629468
55,51.81999969482422,415.3399963378906,8.01505207996701,-8.211235127888957
56,52.04999923706055,414.2900085449219,7.95946233655158,-5.318676904541379
57,52.0432014465332,414.7449951171875,7.969244465932356,-5.828121880053432
58,51.98500061035156,414.2900085449219,7.969414324916368,-5.839393365212205
59,51.970001220703125,414.4200134277344,7.974215964856341,-6.089561234312471
60,52.040000915527344,415.32000732421875,7.9807840126362946,-6.428774154606375
61,51.994998931884766,414.79998779296875,7.9776900916253695,-6.269274142490959
62,51.7599983215332,413.95001220703125,7.997488903217752,-7.3019335024519325
63,51.80329895019531,415.260009765625,8.01609198991099,-8.265041422858333
64,51.685001373291016,414.2200012207031,8.01431731091638,-8.172737447562698
65,51.5099983215332,415.510009765625,8.066589464281257,-10.864728993231923
66,51.69049835205078,416.4800109863281,8.0571869930483,-10.388709862414403
67,51.7599983215332,416.010009765625,8.0372879299835,-9.361931061045683
68,51.76139831542969,416.6300048828125,8.049048488680766,-9.97071055870933
69,51.5,414.6199951171875,8.050873691595873,-10.054812815562544
70,52.595001220703125,408.82501220703125,7.773077340401397,4.512434816856311
71,52.619998931884766,407.0400085449219,7.735462121005071,6.497699936021574
72,52.67499923706055,407.3299865722656,7.7328902225342695,6.648339898580529
73,52.88999938964844,406.739990234375,7.690300528042389,8.960743680562159
74,52.8650016784668,407.864990234375,7.7152175784477155,7.635482223506271
75,53.1150016784668,407.2200012207031,7.666760582741222,10.283269169364386
76,53.209999084472656,407.2900085449219,7.65438856517053,10.974304278391996
77,53.310001373291016,410.3500061035156,7.697430041881526,8.715444228835478
78,52.750301361083984,407.92999267578125,7.733225823364254,6.651593548198404
79,53.249698638916016,407.4800109863281,7.6522500859475855,11.102342579177302
