,jpm,gs,Ratio,Spread
0,149.6352996826172,348.7200012207031,2.33046615310928,42.74266515746584
1,149.10000610351562,347.19000244140625,2.328571349623975,42.862854475499745
2,149.7100067138672,348.5299987792969,2.3280340868959,43.129424450795995
3,147.14500427246094,341.45001220703125,2.320500202472288,43.45393169127786
4,147.89599609375,342.5199890136719,2.31595173676339,44.36185153111197
5,147.85009765625,342.5849914550781,2.3171103495080865,44.175965795059625
6,147.14999389648438,343.1199951171875,2.331770365947566,41.79709001694252
7,146.31199645996094,342.077392578125,2.3379996230981397,40.632648121607446
8,144.32000732421875,338.59619140625,2.3461486573069847,38.8675223432958
9,144.4600067138672,338.9800109863281,2.346531878942439,38.852420924247525
10,145.11000061035156,341.2449951171875,2.3516297545439087,38.29933392946978
11,145.3000030517578,340.7799987792969,2.3453543814304427,39.2647420974578
12,143.38949584960938,337.2650146484375,2.352090107089642,37.74799927593975
13,144.14999389648438,341.3500061035156,2.3680195668176207,35.66594113374745
14,144.1999969482422,340.760009765625,2.3631069138505896,36.38763114070562
15,144.61000061035156,341.5150146484375,2.3616279178965094,36.7124580820753
16,143.75,338.2799987792969,2.3532521654211958,37.682479479956754
17,145.3800048828125,343.75,2.364492973274344,36.50544270980967
18,146.6199951171875,347.010009765625,2.3667304687077215,36.511210888373085
19,147.0850067138672,348.94000244140625,2.3723696264991783,35.80592512892801
20,146.5399932861328,349.2571105957031,2.3833569441602642,34.05340822524002
21,147.41000366210938,351.2850036621094,2.3830472487289174,34.31687247626573
22,147.78500366210938,352.3999938964844,2.3845450158271793,34.18952447899906
23,148.1300048828125,353.5899963378906,2.387024807145724,33.908156110713804
24,148.29600524902344,352.6700134277344,2.3781491135618893,35.2653362823244
25,148.57000732421875,354.5899963378906,2.386686268138105,34.066996098883436
26,150.02000427246094,358.2959899902344,2.388321422385178,34.179877725905584
27,149.75,359.45001220703125,2.400333971332429,32.31474184595638
28,149.8000030517578,360.239990234375,2.404806294362407,31.656457487680168
29,150.13999938964844,360.8800048828125,2.4036233272270398,31.91189548927721
30,150.3000030517578,360.7900085449219,2.4004657433085947,32.42329549327778
31,151.02000427246094,364.20001220703125,2.4116011250401246,30.909568141397724
32,151.13999938964844,364.07000732421875,2.4088263119918594,31.355605680159922
33,148.1300048828125,358.9800109863281,2.423411862237645,28.5181414622763
34,148.4600067138672,360.0,2.4248954851109645,28.367282439731607
35,148.91000366210938,362.0199890136719,2.4311327654999517,27.532456073136725
36,149.19000244140625,362.7699890136719,2.431597178612208,27.51989239519636
37,149.5399932861328,363.8500061035156,2.433128410052271,27.361650614294458
38,149.94000244140625,362.3299865722656,2.416499804405815,29.93517931081939
39,149.89999389648438,363.05999755859375,2.4220147587818457,29.099797314331024
40,150.67999267578125,363.9800109863281,2.415582882124937,30.234076524800823
41,151.25999450683594,364.5899963378906,2.4103530978338994,31.1516493224378
42,150.47000122070312,361.9599914550781,2.4055292650936466,31.701038908138823
43,149.72000122070312,361.4700012207031,2.4143066943197393,30.215744668297045
44,149.0800018310547,361.1099853515625,2.422256378563715,28.890186060263343
45,148.97000122070312,360.8900146484375,2.422568380822989,28.82044676634595
46,148.72000122070312,358.94000244140625,2.413528775519124,30.11203081530496
47,149.35000610351562,364.82000732421875,2.4427183958155263,25.891277750759482
48,149.1999969482422,363.260009765625,2.4347186139128456,27.05619430215054
49,150.03500366210938,364.989990234375,2.4326989124242044,27.52538156375871
50,150.9842987060547,365.5899963378906,2.421377583437621,29.425545809251187
51,152.39500427246094,367.0299987792969,2.408412273955507,31.70093643852945
52,153.23199462890625,370.010009765625,2.4147046487367523,30.925317527075403
53,152.5800018310547,367.5899963378906,2.409162353693686,31.628169286946697
54,151.3800048828125,367.79998779296875,2.4296470863354314,28.257730710574858
55,152.0399932861328,368.04998779296875,2.420744567518589,29.74595050556385
56,151.77999877929688,364.3800048828125,2.400711607678012,32.7311825987405
57,152.3070068359375,367.07000732421875,2.4100664503217524,31.42916793342678
58,152.74000549316406,369.3800048828125,2.41835793897064,30.25956440813476
59,152.8000030517578,370.6099853515625,2.425457970874687,29.18760026735961
60,153.02000427246094,368.25,2.4065480964456754,32.12700561300696
61,157.69000244140625,370.05499267578125,2.346724503433784,42.62144610754345
62,155.97999572753906,368.57000732421875,2.3629312566979754,39.602765175494966
63,155.8332977294922,367.95001220703125,2.361177088389338,39.8363999220949
64,155.7100067138672,367.8299865722656,2.362275837854084,39.631712451561185
65,155.4149932861328,367.3800048828125,2.363864625380341,39.304713549695435
66,155.91000366210938,369.75,2.371560459977463,38.238433512831506
67,155.94000244140625,370.0299987792969,2.37289978829091,38.037442897522084
68,156.86500549316406,374.05999755859375,2.3845981223319734,36.44363634054562
69,156.96499633789062,375.6400146484375,2.3931451177803758,35.12696640157148
70,156.72999572753906,373.44000244140625,2.3826964373214046,36.70805453252419
71,156.66000366210938,372.4200134277344,2.377250125890364,37.54370455931391
72,156.98500061035156,374.7149963378906,2.38694776495215,36.104670217198446
73,157.19000244140625,374.5400085449219,2.3827215645252915,36.81957392225834
74,156.61000061035156,374.6300048828125,2.3921205760984483,35.20201943516824
75,157.86000061035156,375.70001220703125,2.379956991982901,37.42415290131069
76,158.49000549316406,375.82000732421875,2.3712536708848084,38.963409602390215
77,158.88999938964844,377.0199890136719,2.372836493561183,38.81689689094648
78,156.8000030517578,373.1600036621094,2.379846915812455,37.172432485968756
79,156.32000732421875,372.0675048828125,2.3801656054884783,37.00076045420124
80,156.10000610351562,371.1499938964844,2.3776424047694222,37.33885144644452
81,155.9499969482422,370.3900146484375,2.375056248134235,37.70374968728876
82,157.60000610351562,373.5,2.3699237660858707,38.9394142913624
83,157.88999938964844,373.8399963378906,2.3677243510230848,39.36317693443877
84,156.9499969482422,373.05999755859375,2.376935360384994,37.66747940942153
85,155.6199951171875,369.80499267578125,2.3763334036690122,37.419641668817775
86,153.5500030517578,364.7099914550781,2.3751871325729876,37.062878638060766
87,153.5457000732422,362.989990234375,2.3640518103810573,38.77154704989081
88,153.8699951171875,363.1199951171875,2.3599142564515914,39.495642120905785
89,151.10000610351562,359.9200134277344,2.38199866902163,35.4002687537496
90,151.58999633789062,362.1199951171875,2.388811952406347,34.49078053426811
91,153.31959533691406,363.0299987792969,2.3677990930092925,38.13604360468119
92,153.05990600585938,361.9800109863281,2.3649564437369444,38.50208432598052
93,151.74000549316406,358.3900146484375,2.361868997458176,38.6158420102208
94,152.08799743652344,358.9800109863281,2.360344123382614,38.94235644949052
95,152.4600067138672,360.29998779296875,2.363242633651263,38.60214517591888
