,ko,pg,Ratio,Spread
0,62.11000061035156,155.375,2.5016100221081694,-10.348211379913351
1,62.060001373291016,155.00999450683594,2.4977439748099672,-10.09995405472688
2,61.845001220703125,154.3800048828125,2.4962406311851204,-9.971989569589908
3,61.82500076293945,154.16000366210938,2.4934897171003265,-9.79868939754067
4,61.83000183105469,154.35369873046875,2.4964207368491973,-9.98070697690801
5,62.0,154.97000122070312,2.499516148721018,-10.200063914555727
6,62.15999984741211,155.47999572753906,2.501286938693777,-10.336458939474824
7,61.580101013183594,152.28500366210938,2.4729580035847443,-8.495530065580141
8,61.994998931884766,153.27999877929688,2.472457479154228,-8.521738962141512
9,61.76499938964844,153.4149932861328,2.483849992749203,-9.193782167525768
10,61.70500183105469,153.4763946533203,2.487260191216447,-9.395277773360675
11,62.02000045776367,154.3350067138672,2.4884715507051807,-9.518368359065903
12,61.91999816894531,153.75999450683594,2.4832041190846006,-9.176861395304087
13,62.209999084472656,154.39999389648438,2.481916029074849,-9.139708940442546
14,62.30500030517578,153.02000427246094,2.4559827224613513,-7.537891562141709
15,62.33000183105469,153.27999877929688,2.4591688476885003,-7.7395075313316966
16,62.380001068115234,153.24000549316406,2.456556634646978,-7.582766077221294
17,62.494998931884766,153.56500244140625,2.4572366599890896,-7.639243129846477
18,62.60499954223633,153.92999267578125,2.458749202161286,-7.747382050282198
19,62.31999969482422,153.47000122070312,2.4626123551385235,-7.952864950722045
20,62.0,152.8000030517578,2.4645161782541583,-8.030065745610415
21,62.26499938964844,152.60000610351562,2.450815186691954,-7.21129549050417
22,62.31999969482422,153.12550354003906,2.4570844719172293,-7.6083672700579825
23,62.189998626708984,153.25,2.4642225982327504,-8.036416092612058
24,62.27000045776367,153.30999755859375,2.4620201771570636,-7.90960945659026
25,62.560001373291016,154.5,2.469629101797963,-8.422460053486503
26,62.63999938964844,154.6199951171875,2.468390750698813,-8.35565988337271
27,62.86000061035156,155.05999755859375,2.466751448504743,-8.281959696900458
28,62.334999084472656,152.6300048828125,2.448544270867438,-7.077845053169568
29,62.34000015258789,152.5222930908203,2.4466200307586736,-6.958455772185346
30,62.439998626708984,152.82899475097656,2.44761367892797,-7.031661096386415
31,62.46500015258789,153.10000610351562,2.4509726363487854,-7.244293911279527
32,62.52000045776367,153.6699981689453,2.4579334140082003,-7.685860319739589
33,62.44499969482422,153.6999969482422,2.461365965239674,-7.890985804659977
34,62.529998779296875,154.0800018310547,2.4640973107146324,-8.072517911179176
35,62.900001525878906,156.52000427246094,2.4883942841887534,-9.648564313459872
36,62.97999954223633,156.52999877929688,2.4853921866786144,-9.471763532994515
37,62.939998626708984,156.17999267578125,2.4814108052666097,-9.215159526786664
38,62.939998626708984,155.7100067138672,2.4739435988451177,-8.745173564872601
39,62.75,155.1699981689453,2.4728286560788098,-8.648811621191271
40,62.720001220703125,154.9199981689453,2.470025432936504,-8.468858740514975
41,62.47999954223633,154.69000244140625,2.4758323235395703,-8.7992666895083
42,62.7599983215332,154.8350067138672,2.4670970499491345,-8.29047409544333
43,62.9900016784668,155.74000549316406,2.472455966712634,-8.658415268877633
44,63.08000183105469,156.10499572753906,2.47471450850034,-8.813255237967269
45,63.189998626708984,156.5500030517578,2.4774490655802555,-9.001420155561021
46,62.900001525878906,156.31500244140625,2.485135113662814,-9.443562482405184
47,62.814998626708984,156.47999572753906,2.4911247177995426,-9.807037452145579
48,63.099998474121094,156.86000061035156,2.485895473906926,-9.521567979440135
49,62.83000183105469,157.4199981689453,2.5054909053199816,-10.712007426575724
50,63.119998931884766,157.86000061035156,2.5009506223329376,-10.474866930786249
51,63.31999969482422,158.8000030517578,2.5078964595247486,-10.947867792967884
52,63.36000061035156,158.77000427246094,2.505839689757225,-10.824466916363235
53,63.45500183105469,158.7100067138672,2.5011425755911803,-10.542641603492086
54,63.470001220703125,158.8300018310547,2.502442079349548,-10.627613161017734
55,63.459999084472656,158.8699951171875,2.503466709883072,-10.690961425134617
56,63.224998474121094,159.2738037109375,2.51915868018772,-11.64349620642497
57,63.755001068115234,160.0800018310547,2.5108618798394615,-11.21213880549979
58,63.78499984741211,159.6300048828125,2.5026260917877705,-10.6920947379339
59,63.869998931884766,159.8800048828125,2.503209762901659,-10.74362196164057
60,63.91999816894531,160.05999755859375,2.5040676180174986,-10.80686646944423
61,63.940101623535156,160.4199981689453,2.508910591250886,-11.119925533656954
62,63.84000015258789,160.17999267578125,2.509085092307726,-11.113656873933024
63,63.869998931884766,159.41000366210938,2.495851046312289,-10.273620740937446
64,64.0999984741211,159.8699951171875,2.4940717460661306,-10.196563497467253
65,64.04499816894531,159.88499450683594,2.4964477957368785,-10.339988544085315
66,63.880001068115234,159.69000244140625,2.4998434529005222,-10.53026454225025
67,64.03500366210938,160.08999633789062,2.5000388409850074,-10.568327538495566
68,63.849998474121094,159.52000427246094,2.4983556473711688,-10.430322399942895
69,63.849998474121094,159.50999450683594,2.498198877349803,-10.420312634317895
70,64.18499755859375,159.44000244140625,2.484069619163813,-9.568098045392674
71,64.62000274658203,159.85000610351562,2.473692344619571,-8.962365033422827
72,64.63500213623047,159.9250030517578,2.474278607041517,-9.002338422003163
73,64.63719940185547,159.89999389648438,2.473807581024222,-8.972198653717186
74,64.71499633789062,159.58999633789062,2.4660435041151456,-8.480545328148935
