,amzn,hd,Ratio,Spread
59,155.8040008544922,310.9700012207031,1.995905108438922,118.07669402941184
60,155.5313720703125,311.0799865722656,2.0001108614385066,117.21595466485331
61,154.8520050048828,312.0350036621094,2.015053041465432,114.39012429238664
62,154.52249145507812,311.32000732421875,2.0147229338113792,114.19771967260948
63,152.0500030517578,310.1700134277344,2.0399211259611256,108.53907596883403
64,151.69326782226562,308.17999267578125,2.0315996688585174,109.54673381320134
65,151.24899291992188,309.3399963378906,2.0452367342483355,107.16330406711631
66,151.87860107421875,308.0299987792969,2.028132973313149,110.20709085077544
67,151.54925537109375,307.4549865722656,2.028746270111394,109.87516430947142
68,151.33450317382812,307.3500061035156,2.0309314773411757,109.38876894686155
69,151.1219940185547,306.7200012207031,2.02961854237474,109.43357479575701
70,154.51100158691406,309.6098937988281,2.003804846379624,115.87619286824213
71,154.41250610351562,308.9800109863281,2.001003796798641,116.23484284065205
72,153.46449279785156,307.9800109863281,2.0068486551609657,114.6242425119213
73,153.3800048828125,308.7250061035156,2.0128112940105325,113.6465880243885
74,151.0319061279297,306.9599914550781,2.0324181778853503,108.9455042069448
75,150.6844940185547,305.4200134277344,2.026884155645943,109.52879295416915
76,150.76651000976562,306.2900085449219,2.0315520238883455,108.88465012443078
77,151.45745849609375,306.760009765625,2.0253872791186223,110.31735463028991
78,153.22950744628906,309.010009765625,2.016648196000637,112.94715066718874
79,153.84201049804688,308.6899108886719,2.0065384603940215,114.95393543632719
80,154.80575561523438,310.29998779296875,2.0044473576564634,115.99778048092105
81,154.47750854492188,309.9599914550781,2.006505635510959,115.43386344065243
82,155.7062530517578,311.2699890136719,1.9990847054177305,117.50753232883392
83,155.5605010986328,310.4700012207031,1.9958151267708393,117.9061543451117
84,153.4499969482422,308.6499938964844,2.0114043664698817,113.91434152305311
85,153.67599487304688,309.1499938964844,2.011699967531533,114.03668537968736
86,152.7259979248047,307.04998779296875,2.010463129821199,113.52062868054327
87,152.26998901367188,306.7900085449219,2.0147765855383106,112.52486921037291
88,152.75900268554688,307.489990234375,2.012909123708673,113.17151340150957
89,151.87750244140625,305.4949951171875,2.0114565370539084,112.73906914270879
90,151.6949920654297,304.6600036621094,2.0083721915533124,113.07147097728847
91,153.50399780273438,302.1600036621094,1.968417813133509,120.5530371053876
92,151.43350219726562,299.8599853515625,1.9801429736528735,117.15140916690211
93,150.385498046875,299.9700012207031,1.9946737226431421,114.15544226397878
94,150.95449829101562,300.6000061035156,1.9913285758732933,115.09232701818559
95,153.00601196289062,301.0799865722656,1.967765728351172,120.2617211248704
96,152.49301147460938,300.29998779296875,1.9692704923921696,119.62904010806676
97,152.82949829101562,300.2799987792969,1.9648039294580961,120.57563277621836
98,155.05450439453125,304.3699951171875,1.9629871205981075,122.61276738739923
99,157.0940704345703,305.8599853515625,1.9469861879920745,126.73925082779436
100,157.07049560546875,306.385009765625,1.9506210162805238,126.14930701203718
101,156.6060028076172,304.8500061035156,1.9466048595723942,126.40520937512531
102,156.89999389648438,305.73419189453125,1.9485927583670974,126.33060423941805
103,158.302001953125,307.7699890136719,1.944195178939089,128.15559965523596
104,158.11300659179688,307.8699951171875,1.9471516085455314,127.53514584337705
105,154.7060089111328,311.2149963378906,2.0116542242173714,114.80809353543077
106,154.44699096679688,313.42498779296875,2.0293369642944294,111.88482904231563
107,154.05474853515625,314.3500061035156,2.040508384795286,109.8796695408538
108,155.23049926757812,315.1499938964844,2.030206662888106,112.31741610269552
109,154.25,314.42999267578125,2.0384440367959886,110.33735847932292
110,154.42449951171875,315.81500244140625,2.045109444680053,109.43287834332926
111,154.02999877929688,315.1400146484375,2.045965183054948,109.02150612891006
112,153.89549255371094,315.1400146484375,2.0477533774320955,108.65110837749347
113,153.3365020751953,313.0,2.041262163698678,109.25179787273805
114,151.0802459716797,312.3500061035156,2.067444384238468,103.68860584625412
115,151.07650756835938,312.3949890136719,2.067793292562835,103.63332827369317
116,149.08499145507812,311.07000732421875,2.086527988418938,99.47415421454866
117,148.9560089111328,311.1400146484375,2.088804721090934,99.0489600278541
118,148.2635040283203,310.45001220703125,2.0939071570015715,97.83197080161534
119,147.51950073242188,304.8450012207031,2.0664725660483763,101.38817589329551
120,147.5550079345703,304.9599914550781,2.066754600361007,101.37096394224966
121,145.385498046875,304.1300048828125,2.0918868041759935,96.22664277836526
122,145.0500030517578,304.0400085449219,2.0961048062607217,95.39276669874067
123,144.39450073242188,302.1307067871094,2.0923976000096376,95.49697293719913
124,144.99349975585938,301.6600036621094,2.0805070859731343,97.61717511263703
125,144.30250549316406,300.19000244140625,2.0802826771128164,97.18434454968724
126,145.0,297.30999755859375,2.0504137762661636,101.98508132302766
127,143.20050048828125,299.1400146484375,2.0889592817653417,95.19967596091374
128,143.74600219726562,301.20001220703125,2.095362706461138,94.6418587327957
129,143.968994140625,301.8399963378906,2.0965625143081956,94.61594070961667
130,145.0,304.0899963378906,2.0971723885371767,95.20508254373078
131,145.60450744628906,304.1401062011719,2.088809690959353,96.81964060079798
132,146.00698852539062,304.9599914550781,2.0886670873431896,97.10809130708634
133,140.63125610351562,305.0,2.1687924039837636,82.26461033844674
134,140.04299926757812,302.9100036621094,2.1629785512044313,82.73468902317654
135,140.65049743652344,303.3349914550781,2.156657793492521,83.98260488047993
136,140.1094970703125,302.5799865722656,2.159596550549453,83.24782504673254
137,141.2532501220703,303.4100036621094,2.147985999613489,85.56742840532144
138,140.04324340820312,301.1199951171875,2.1501929531828394,84.52536987258202
139,139.4449920654297,299.7300109863281,2.1494498048785453,84.26791388548446
140,136.76651000976562,300.0849914550781,2.1941408860520824,76.53703890846282
141,139.0290069580078,302.510009765625,2.1758769366524704,80.3423923042455
142,140.12081909179688,304.21990966796875,2.171125687387441,81.639080071455
143,139.84901428222656,303.94000244140625,2.173343902360519,81.17050231265347
144,139.08200073242188,303.80999755859375,2.18439478838883,79.18833660324157
145,137.94900512695312,301.8299865722656,2.18798233662138,78.04835055744434
146,138.1719970703125,301.5899963378906,2.1827143178977035,78.90240689949968
147,140.70774841308594,304.92999267578125,2.167115856197032,82.54525906117385
148,142.08074951171875,309.69000244140625,2.179676018782989,81.5661636540533
149,142.00050354003906,310.57501220703125,2.1871402175659203,80.46017580848502
150,144.322998046875,313.760009765625,2.1740125552527543,83.67076878305812
151,145.12550354003906,313.55499267578125,2.1605781549572622,86.08569272942515
152,145.29425048828125,313.43499755859375,2.1572429501184835,86.6703763018499
153,145.1824951171875,312.1300048828125,2.1499148683928415,87.66762160027719
154,127.66524505615234,306.3500061035156,2.39963512362954,45.209332483642186
155,126.9834976196289,306.6099853515625,2.4145656018232655,43.0719849842576
156,125.44999694824219,305.9200134277344,2.4385812743698194,39.539065380179636
157,124.87699890136719,306.7699890136719,2.4565772056707655,37.11119117130443
158,122.64408111572266,305.3500061035156,2.4897247655628654,32.38225626521853
159,122.8689956665039,302.67999267578125,2.4634366955951017,35.67163019844139
160,124.281494140625,300.54998779296875,2.418300406437786,41.69131569949076
161,122.56117248535156,307.260009765625,2.506993067501443,30.243942202391963
162,120.85099792480469,303.6000061035156,2.5121845190920156,29.194536995157193
163,121.25875091552734,303.989990234375,2.5069530070134403,29.927406399434517
164,120.12445068359375,303.0400085449219,2.5227171222878293,27.75379842967817
165,120.58477783203125,301.239990234375,2.49815935021241,30.82144684399543
166,122.31099700927734,304.989990234375,2.493561476007275,31.82503872361923
167,124.46150207519531,307.1099853515625,2.467509874386839,35.62701664043891
168,124.64900207519531,305.989990234375,2.454812996014076,37.263341601007824
169,125.13874816894531,308.2200012207031,2.463026086888662,36.38197340872017
170,123.5530014038086,306.760009765625,2.48282118831772,33.47520017640835
171,124.51739501953125,307.17999267578125,2.4669644962263977,35.71092502392736
172,123.4020004272461,303.69000244140625,2.460981194712903,36.12938717753934
173,123.7509994506836,304.75,2.462606373708092,36.03044887820823
174,124.2979965209961,304.92999267578125,2.453217277917052,37.35675439786456
175,120.364501953125,304.19000244140625,2.527240153910749,27.264847916663598
176,120.04949951171875,304.239990234375,2.5342878685194044,26.34741926376921
177,122.1500015258789,304.739990234375,2.4948013624855525,31.63169593573531
178,121.79399108886719,304.3500061035156,2.4988918039597383,31.04131306294454
179,121.62800598144531,305.6600036621094,2.513072554266315,29.274232493583952
180,125.22750091552734,314.7099914550781,2.5131060602045143,30.136386863637824
181,125.93800354003906,315.30999755859375,2.5036922032700657,31.49293387391532
182,118.14250183105469,303.8999938964844,2.572317237119841,21.43600326146793
183,116.6939926147461,301.1050109863281,2.5802957310784382,20.242140642060804
184,117.32499694824219,299.8599853515625,2.5558064619754086,23.224800243157233
185,117.03399658203125,300.80999755859375,2.570278776626675,21.4734431107413
186,115.85050201416016,296.07000732421875,2.5556212720427465,22.954374332467637
187,115.31550598144531,295.80999755859375,2.5652230811543304,21.741133869925534
188,116.4074935913086,299.510009765625,2.5729444086921522,21.048192551295017
189,115.0770034790039,291.45001220703125,2.532652079876298,25.444340769585892
190,117.92049407958984,294.875,2.5006255469127834,29.84964127772139
191,116.26399993896484,293.8699951171875,2.5276095375306245,26.293060239514546
192,115.48500061035156,294.8949890136719,2.553534982509571,23.122889802565567
193,114.25887298583984,292.6400146484375,2.5612016555134804,22.001403984707906
194,113.73274993896484,291.92999267578125,2.566806771422011,21.26260979527183
195,114.74549865722656,294.3800048828125,2.565503730670944,21.601463652692814
196,111.83900451660156,295.2300109863281,2.6397768136652515,12.747672672281794
197,110.84574890136719,295.9549865722656,2.6699714649013053,9.287510333002047
198,111.63075256347656,298.4800109863281,2.673815271617053,8.924196947796986
199,110.69425201416016,297.95001220703125,2.6916484531547047,6.875298756666439
200,109.43699645996094,298.3999938964844,2.7266829641624732,2.9631380624661574
201,109.06949615478516,298.8900146484375,2.7403630271131902,1.4611099771048544
202,108.79100036621094,297.0299987792969,2.7302809770977206,2.554215516128636
203,110.5407485961914,293.6499938964844,2.656486387379159,10.75260562316896
204,108.05250549316406,291.6300048828125,2.698965688502822,5.920572387875609
205,108.07749938964844,289.5849914550781,2.679419796816786,8.034412987115445
206,108.51399993896484,291.3599853515625,2.6849990371329215,7.461436478708038
207,109.1157455444336,292.95001220703125,2.684763878442617,7.528472099117323
208,109.00050354003906,291.6400146484375,2.6755841044469086,8.521120931951145
209,108.85799407958984,291.19000244140625,2.6749528585701032,8.578696406213794
210,109.2030029296875,291.5199890136719,2.6695235588106745,9.198781116807481
211,108.69825744628906,289.68499755859375,2.6650381005577337,9.64382507113578
212,106.8010025024414,287.1499938964844,2.6886451172583357,6.954245543850732
213,105.53575134277344,284.3699951171875,2.6945370786585086,6.250047346563576
214,105.74525451660156,285.42999267578125,2.699222711984394,5.766971072932904
215,105.55000305175781,284.55999755859375,2.6959733712092464,6.099290679385717
216,105.37199401855469,282.9599914550781,2.685343426311667,7.209102776318673
217,107.19999694824219,289.5350036621094,2.700886305079853,5.667970390014375
218,109.6810073852539,291.0400085449219,2.6535132698284354,10.995070735841296
219,107.85350036621094,288.7099914550781,2.676871779541493,8.292573623440376
220,106.20050048828125,287.2799987792969,2.7050719860872685,5.170602736123385
221,105.51600646972656,284.9200134277344,2.7002539516076203,5.645656410908032
222,105.81949615478516,286.86968994140625,2.710934188552494,4.5317173988584045
223,106.90049743652344,290.04998779296875,2.7132707026475518,4.3282367339360235
224,110.9780044555664,297.1499938964844,2.677557551644911,8.456702953241972
225,111.45024108886719,297.0400085449219,2.6652253565613266,9.867114261663971
226,111.79524993896484,296.32000732421875,2.650559907384223,11.537186765226409
227,111.59849548339844,294.9700012207031,2.6431360023539323,12.34537848353034
228,110.63800048828125,292.5400085449219,2.644118722806344,12.13039926385835
229,113.0634994506836,295.6400146484375,2.614813941588556,15.709633157030567
230,113.11199951171875,296.3599853515625,2.6200578774213845,15.123219941469642
231,112.88850402832031,296.0299987792969,2.6223219213271878,14.837753778057618
232,110.9280014038086,294.2699890136719,2.6528016847833378,11.199011474013389
233,111.14300537109375,296.7900085449219,2.6703435592188107,9.27106108812194
234,111.20024108886719,298.8450012207031,2.687449220383228,7.373681794707522
235,112.12699890136719,299.17999267578125,2.668224384913358,9.590758159259394
236,111.20875549316406,296.79998779296875,2.668854502298723,9.442141841306409
237,110.8499984741211,296.45001220703125,2.6743348334482846,8.804186998153568
238,112.13749694824219,294.67999267578125,2.6278452854337635,14.119667252052864
239,112.33174896240234,293.7969970703125,2.6154404234251434,15.53758612177677
240,112.61395263671875,297.8900146484375,2.6452318533690105,12.221689498112823
241,113.32149505615234,298.8179931640625,2.636904790357682,13.24211240441764
242,112.4625015258789,300.010009765625,2.667644821119236,9.684634496445938
243,114.94825744628906,303.6499938964844,2.6416232889686775,12.889823512625412
244,115.3800048828125,301.0,2.6087709071057446,16.728745869272302
245,110.53800201416016,291.0899963378906,2.6333929601930146,13.305039756322515
246,108.97550201416016,286.8699951171875,2.632426461131713,13.222292282180604
247,108.7540054321289,284.8299865722656,2.6190298503536225,14.652352584384005
248,108.44449615478516,284.9800109863281,2.6278881924959108,13.650014161276204
249,107.85450744628906,283.1099853515625,2.62492492947084,13.895352982950726
250,106.62149810791016,283.29998779296875,2.6570625326071173,10.309939775821817
251,107.15950012207031,285.15899658203125,2.661070612098727,9.932458963880379
252,108.2645034790039,288.29998779296875,2.6629225510546006,9.834380874123951
253,108.72099304199219,287.29998779296875,2.6425438156364387,12.091443191793246
254,108.97249603271484,288.010009765625,2.6429605657482687,12.073999884789146
255,107.8584976196289,288.6199951171875,2.675913363219907,8.396331193729054
256,108.24100494384766,289.739990234375,2.676804325538957,8.329669126174167
257,107.59925842285156,290.29998779296875,2.6979738712708063,6.002456203972542
258,107.28800201416016,287.760009765625,2.6821266531521917,7.68530904331044
259,109.6500015258789,283.760009765625,2.587870550085252,18.18968684572485
260,107.77149963378906,281.510009765625,2.6121007012262503,15.26674504447459
261,106.45249938964844,281.3999938964844,2.643432474670933,11.744551903070317
262,105.2405014038086,279.92999267578125,2.659907440023378,9.877002562667997
263,105.36830139160156,281.6499938964844,2.6730049756589644,8.50893172959843
264,106.6005630493164,285.3900146484375,2.677190499607475,8.162262810887
265,107.5824966430664,287.3699951171875,2.6711593807923424,8.886290975053726
266,104.99092102050781,283.04998779296875,2.6959472785049745,6.069723177636433
267,105.1300048828125,285.0,2.7109291996864933,4.502714431088691
268,106.04000091552734,285.90509033203125,2.6962003759297066,6.103534013987371
269,105.06199645996094,285.0799865722656,2.713445357769395,4.235449041118727
270,106.9384994506836,286.04998779296875,2.67490182920404,8.432885128706687
271,106.9384994506836,285.6600036621094,2.6712550216196562,8.822869259566062
272,107.55699157714844,286.1099853515625,2.6600779842967404,10.076065931660821
273,102.44649505615234,282.625,2.7587571428879953,-0.5120253476414405
274,103.51432800292969,284.25,2.7459966700644096,0.8035294159161595
275,103.989501953125,285.69500732421875,2.747344702670088,0.6670367118748572
276,103.05699157714844,285.57598876953125,2.771049148623256,-1.781853727461737
277,104.29750061035156,286.5,2.74694981493703,0.7101981611468204
278,103.8635025024414,287.2900085449219,2.7660342817552186,-1.2749366508954836
279,104.10150146484375,288.1300048828125,2.767779530827586,-1.4595411648813865
280,106.8969955444336,293.54998779296875,2.746101387582494,0.8185933664998402
281,106.51898193359375,292.1400146484375,2.7426099024356425,1.1876080657992247
282,105.97049713134766,292.1600036621094,2.7569938008310437,-0.34277599875696296
283,106.37349700927734,293.2300109863281,2.7566077945219205,-0.3030187157535238
284,107.05350494384766,293.6499938964844,2.7430208291686613,1.1495764559825261
285,107.5999984741211,294.3800048828125,2.7358736901247624,1.9244770370946185
286,106.84000396728516,293.6400146484375,2.7484088706918364,0.5716254331478581
287,110.16825103759766,302.5150146484375,2.745936436307741,0.8618163054096044
288,110.79300689697266,303.2099914550781,2.7367249968857297,1.8872666722234044
289,112.4417495727539,304.5299987792969,2.7083356487819046,5.107499601670668
290,112.03851318359375,304.5350036621094,2.7181278562941844,3.992078816667515
291,111.9322509765625,302.82000732421875,2.705386559121609,5.414454628084513
292,110.8030014038086,302.6199951171875,2.731153409954341,2.504785474910193
293,111.07649993896484,302.80999755859375,2.7261391718768966,3.067932131222676
294,114.1989974975586,302.4549865722656,2.6484907328431815,12.021549386284335
295,112.99549865722656,304.22821044921875,2.6923922993791045,6.934179548060058
296,113.16949462890625,306.114990234375,2.704924955600056,5.526542764537794
297,113.17149353027344,305.55999755859375,2.6999731825298947,6.087039933278277
298,113.27610778808594,305.19000244140625,2.694213355320682,6.745117521675297
299,114.4540023803711,307.1000061035156,2.683174023769949,8.078751888122724
300,115.16899108886719,308.4599914550781,2.678325029495682,8.687673245238955
301,116.95274353027344,302.8999938964844,2.589934915191435,19.15969543691267
302,117.40909576416016,302.80938720703125,2.579096493642068,20.506986272763072
303,119.24949645996094,303.5,2.5450841220273226,24.88439376257753
304,119.52149963378906,303.7699890136719,2.5415510175526217,25.36343598166252
305,121.4314956665039,305.0199890136719,2.5118688305657564,29.373105061293302
306,121.0824966430664,304.92999267578125,2.5183655865196646,28.50204213992123
307,120.1314926147461,302.75,2.520155151746092,28.063198757048042
308,122.3290023803711,298.42999267578125,2.439568596724429,38.434618737876235
309,121.2037353515625,297.57000732421875,2.4551224140171075,36.195889696121355
310,121.31300354003906,298.0899963378906,2.4571973954919577,35.976798957877065
311,122.19850158691406,298.05999755859375,2.4391460917104424,38.44524609908069
312,123.59024810791016,298.8999938964844,2.4184755550899637,41.43778449832354
313,123.32350158691406,298.6099853515625,2.421355066220794,40.993237366400365
314,121.67549896240234,297.1300048828125,2.44198714956267,37.93501550445018
315,120.9645004272461,296.92498779296875,2.454645674923064,36.182113862018525
316,122.3185043334961,298.489990234375,2.4402684766366582,38.34571208648896
317,123.93699645996094,300.19000244140625,2.4221177777080114,41.102637405706446
318,124.5999984741211,302.0450134277344,2.424117312412872,41.07337429208695
319,124.67549896240234,303.1499938964844,2.431512176966731,40.17630398488086
320,124.6500015258789,303.7699890136719,2.4369834359817912,39.48609506819054
321,125.54399108886719,305.8800048828125,2.436436839627738,39.83791115127582
322,122.60850524902344,304.7449951171875,2.485512685259775,32.889299882581554
323,121.74649810791016,304.32000732421875,2.4996202112892343,30.940527610672007
324,121.61650085449219,305.6499938964844,2.513227989203362,29.2525599104207
325,121.94637298583984,306.4700012207031,2.5131538865554433,29.340940991080004
326,122.7800064086914,306.489990234375,2.4962532516424356,31.616577655586525
327,122.3759994506836,305.0199890136719,2.4924821074625187,31.974041013072735
328,122.3499984741211,305.04998779296875,2.4932569807713687,31.872441806275674
329,127.81230163574219,306.8500061035156,2.4007861698478816,45.11429088741727
330,127.0719985961914,304.8599853515625,2.399112225505673,45.06569535955151
331,124.75,304.9700012207031,2.44464930838239,38.56145457572637
332,125.40989685058594,305.1300048828125,2.4330616047499514,40.21864791367523
333,125.11000061035156,303.6499938964844,2.4270641228928302,40.872816879998595
334,124.63999938964844,304.2550048828125,2.441070333542391,38.97353572473867
335,124.8499984741211,303.7799987792969,2.4331598117100848,40.02682873169965
336,122.71520233154297,297.1199951171875,2.421215867895898,40.808117951416534
337,121.71009826660156,298.0,2.448441043464132,37.160298538293546
338,121.2699966430664,297.16839599609375,2.4504692357727076,36.77996866299014
339,121.98999786376953,299.5400085449219,2.455447280845341,36.39106607426908
340,122.74500274658203,299.07000732421875,2.436514730800694,38.94016891041099
341,122.66999816894531,300.6099853515625,2.450558325904205,37.193646340005614
342,123.0,301.7699890136719,2.4534145448266007,36.94238824453112
343,123.20999908447266,298.1199951171875,2.419608776336381,41.17066904446085
344,123.0199966430664,300.1400146484375,2.4397660773741685,38.6274285488729
345,122.07499694824219,299.489990234375,2.4533278535436205,36.67515139267368
346,121.47000122070312,297.9800109863281,2.453116061511498,36.51911811140502
347,120.98500061035156,297.69000244140625,2.460552968877166,35.473551780685796
348,121.28140258789062,298.2200012207031,2.4589095678093598,35.759772663472575
349,121.18000030517578,297.6499938964844,2.4562633532504727,36.05054252234373
350,120.91500091552734,304.2749938964844,2.5164370970732945,28.69579802445918
351,120.06990051269531,303.1600036621094,2.524862620587043,27.483585279443105
352,119.91999816894531,304.67999267578125,2.5406937735818085,25.550801312859562
353,119.83999633789062,305.6499938964844,2.5504840056461595,24.36049431669676
354,118.58999633789062,303.73260498046875,2.561199210387557,22.835684276836332
355,116.98989868164062,301.2900085449219,2.575350623773159,20.871997127068425
356,116.12120056152344,299.8500061035156,2.58221586285313,19.919814158843565
357,110.28099822998047,290.0,2.6296461281138637,13.687309568165574
358,109.81189727783203,291.12750244140625,2.6511471858539393,11.268016080610664
359,109.4000015258789,290.62249755859375,2.6565127377063713,10.638759261580901
360,109.81420135498047,290.7309875488281,2.6474807808238223,11.670875846752494
361,109.73169708251953,289.6000061035156,2.639164560498258,12.574660395648664
362,110.45059967041016,292.0199890136719,2.643896817989883,12.134362075423383
363,109.6500015258789,289.239990234375,2.6378475714486003,12.70970637697485
364,102.77629852294922,282.7900085449219,2.751509955204087,0.2311654266786718
365,103.08499908447266,282.4599914550781,2.740068816643411,1.4112695169658878
366,103.77839660644531,283.6600036621094,2.733324207520973,2.120707090847702
367,103.66999816894531,284.95001220703125,2.7486256124232185,0.5321953552209493
368,104.28500366210938,283.69000244140625,2.7203336287984556,3.4857821339878683
369,103.4800033569336,282.0299987792969,2.7254540938357987,2.929008828132453
370,103.68000030517578,283.3900146484375,2.7333141764496163,2.1197363881259434
371,102.67500305175781,282.2850036621094,2.7493060167703263,0.4572269773551625
372,103.19000244140625,280.4599914550781,2.717898874111666,3.700423473446108
373,103.38629913330078,278.0899963378906,2.689814788508255,6.61097240493865
374,103.58000183105469,279.04278564453125,2.693983208261254,6.191593677465107
375,102.97000122070312,279.5799865722656,2.715159592676137,3.974597978502004
376,102.24099731445312,278.0299987792969,2.7193592206870387,3.517084583532153
377,102.3499984741211,278.7699890136719,2.7236931428402325,3.0772572915558385
378,105.11000061035156,279.5,2.659119002730497,9.94762748246626
379,105.80010223388672,278.4700012207031,2.63203905611645,12.877999932147986
380,106.68499755859375,279.1700134277344,2.6167691785755354,14.614776335329623
381,106.22889709472656,279.07000732421875,2.6270630210475225,13.45879160644671
382,105.69999694824219,276.82000732421875,2.6189216207808257,14.25232798085375
383,108.31999969482422,282.0150146484375,2.6035359623612777,16.27217723157662
384,107.66999816894531,279.70001220703125,2.5977525491191438,16.797232014024303
385,103.83999633789062,273.6549987792969,2.6353525465162377,12.295342798670845
386,103.37999725341797,271.9049987792969,2.630150957663206,12.778616104050286
387,103.62000274658203,272.6400146484375,2.631152358828042,12.704517561288696
388,104.16500091552734,273.135009765625,2.6221380249122634,13.710316146579544
389,102.52580261230469,271.29998779296875,2.6461630231647515,11.031380768974373
390,103.55000305175781,273.6300048828125,2.6424915192522294,11.521765025765262
391,103.66100311279297,273.6300048828125,2.6396619429302377,11.82743246112318
392,105.2300033569336,271.94000244140625,2.5842439776325272,17.838083704249527
393,105.62000274658203,274.7900085449219,2.601685300124785,16.062041994206027
394,105.66439819335938,273.073486328125,2.5843471500061663,17.900818579436987
395,106.42990112304688,273.1300048828125,2.566290130881908,19.9523107329818
396,106.37999725341797,273.0863037109375,2.5670831994890215,19.858588666512162
397,105.9000015258789,272.3999938964844,2.57223786564269,19.22310584723732
398,106.16999816894531,270.45001220703125,2.5473299130764966,21.916593266973052
399,110.8584976196289,272.4200134277344,2.4573669973631227,32.85759037728468
400,109.3729019165039,269.7799987792969,2.4666073044788455,31.406632243201557
401,108.4800033569336,268.25,2.4728059706762036,30.477803430933477
402,108.9000015258789,268.6650085449219,2.467079933704836,31.21936869290232
403,108.69999694824219,268.7850036621094,2.47272319418824,30.548609137065625
404,109.02999877929688,269.7900085449219,2.474456677662101,30.452349820888003
405,108.68000030517578,269.260009765625,2.47754884992213,30.01853709444265
