,adi,lrcx,Ratio,Spread
0,169.6199951171875,684.97998046875,4.0383209538209766,-179.63221556298376
1,168.14999389648438,676.4099731445312,4.022658327070409,-175.4677464477704
2,168.61000061035156,678.219970703125,4.022418410818075,-175.89912123666906
3,168.0800018310547,676.8900146484375,4.0271894768826355,-176.1575515316213
4,167.97999572753906,674.9500122070312,4.018038036515906,-174.51726361015338
5,169.35000610351562,674.9500122070312,3.9855328484279258,-170.41139419107108
6,168.83999633789062,669.0599975585938,3.962686638654262,-166.0498595722979
7,166.3699951171875,655.9116821289062,3.9424878366252036,-160.3040446309383
8,167.47000122070312,654.1699829101562,3.906192023298832,-155.26566861292739
9,167.30999755859375,644.0,3.8491423668478886,-145.5752106426664
10,168.8300018310547,651.619873046875,3.859621311258054,-148.63968822056685
11,170.47000122070312,654.8900146484375,3.841673080066259,-146.99481351324098
12,169.99000549316406,654.8300170898438,3.8521677506280034,-148.37334504431774
13,170.39999389648438,664.3400268554688,3.8987092174372147,-156.65463503023213
14,171.02000427246094,656.1099853515625,3.8364516954769763,-146.56644581673547
15,172.63999938964844,666.25,3.859186760631723,-151.85139620627533
16,172.08999633789062,665.8400268554688,3.869138480008583,-153.08976146137454
17,172.7449951171875,667.3488159179688,3.8632020306304664,-152.63554388931945
18,173.13499450683594,670.5800170898438,3.8731627826017982,-154.69793160145932
19,173.39999389648438,671.530029296875,3.872722335260071,-154.85375063367061
20,173.66000366210938,673.260009765625,3.8768858434184326,-155.80449164258707
21,174.44000244140625,687.3099975585938,3.940093945994174,-167.51685251608544
22,172.77000427246094,678.77001953125,3.928749220037173,-163.9817960076085
23,173.8699951171875,678.8499755859375,3.9043537968031576,-160.76512099305032
24,173.8000030517578,682.0999755859375,3.924625797519736,-164.22488457299502
25,173.94500732421875,684.5999755859375,3.9357265041238074,-166.29031223808894
26,173.41000366210938,684.5800170898438,3.9477538932745357,-167.8737395366364
27,173.75,686.530029296875,3.951251967176259,-168.8047955439017
28,174.50999450683594,726.4400024414062,4.162741535201584,-206.43709381895323
29,174.3800048828125,721.2368774414062,4.136006751038312,-201.62354281885482
30,171.82000732421875,711.4749755859375,4.1408156515987535,-199.53385708164942
31,171.1999969482422,706.6900024414062,4.127862237375246,-196.60703164670846
32,171.02000427246094,696.469970703125,4.072447393894004,-186.92643116829797
33,170.9199981689453,693.760009765625,4.0589750596643475,-184.5161847507363
34,169.8300018310547,686.77001953125,4.043867468213552,-180.79287242561927
35,170.02999877929688,699.4600219726562,4.113744792062091,-192.8834915571641
36,169.92999267578125,707.4500122070312,4.1631850920915054,-201.17319631147743
37,170.57000732421875,715.7000122070312,4.195931180601005,-207.50509655189634
38,169.72999572753906,716.2999877929688,4.220232167700146,-210.6225552072764
39,169.76499938964844,722.2899780273438,4.254646014338489,-216.50764078667143
40,170.77000427246094,727.0789794921875,4.257650414601759,-218.2846805271911
41,172.0,729.97998046875,4.244069653888081,-217.49943070459116
42,169.8000030517578,705.530029296875,4.155064879956557,-199.64278740122276
43,168.24000549316406,694.47998046875,4.127912255072817,-193.26799241203852
44,168.02000427246094,696.0800170898438,4.14284013444662,-195.52736439298442
45,167.97999572753906,691.719970703125,4.11787110546832,-191.28722210624713
46,167.77000427246094,689.010009765625,4.106872457645425,-189.20659763859632
47,167.24000549316406,682.5,4.080961358422685,-184.28497422261105
48,166.50999450683594,679.030029296875,4.07801364301287,-183.0028189090025
49,167.08999633789062,682.02001953125,4.081752555383771,-184.2545655337686
50,164.0,657.7899780273438,4.01091450016673,-169.28512649776545
51,164.77999877929688,662.3699951171875,4.01972326753293,-171.52751666813882
52,165.3300018310547,654.9600219726562,3.9615315715168165,-162.4692051239771
53,164.625,647.3200073242188,3.932088123457669,-156.94205437006386
54,164.75999450683594,646.0999755859375,3.921461502349896,-155.31744918687954
55,163.0399932861328,642.0999755859375,3.9382973627768827,-156.47222796571558
56,163.9499969482422,648.5449829101562,3.955748673267113,-160.1899886405471
57,164.57000732421875,652.239990234375,3.963298056792326,-162.0268482551755
58,164.4600067138672,652.2000122070312,3.965705859064872,-162.31653790775786
59,164.00999450683594,648.1400146484375,3.9518324270257996,-159.60520995887143
60,163.1300048828125,643.1199951171875,3.9423770972065184,-157.22248613701495
61,160.94000244140625,628.719970703125,3.9065487831841206,-149.38581643147128
62,158.6300048828125,619.6799926757812,3.9064488028829616,-147.26881395256024
63,158.25,618.7100219726562,3.9096999808698656,-147.43770354918271
64,162.1999969482422,633.8800048828125,3.9080149001795776,-150.76969460201784
65,161.1999969482422,623.5,3.8678660781872862,-143.38665199852792
66,160.33999633789062,621.2000122070312,3.8742673468568167,-143.66405359497716
67,160.11000061035156,612.97998046875,3.8284927745426485,-136.13331037653583
68,159.50999450683594,608.030029296875,3.8118616402486136,-132.98155486426052
69,159.55999755859375,606.0,3.797944405065964,-130.8016683074163
70,156.27999877929688,596.094970703125,3.814275501402758,-130.72667162831814
71,155.5399932861328,592.2449951171875,3.807670185684579,-129.09446459188482
72,152.36000061035156,578.0900268554688,3.794237493696836,-124.46981442800447
73,154.6199951171875,589.8099975585938,3.814577778970779,-129.416666842666
74,156.8865966796875,598.2100219726562,3.813009107425606,-131.02377187166238
75,159.58999633789062,610.1699829101562,3.8233598402889792,-134.8817460075941
76,161.49000549316406,622.1300048828125,3.852436582579394,-141.14751221152832
77,158.33999633789062,594.614990234375,3.7553050649659774,-123.07295618096609
78,157.39999389648438,593.4749755859375,3.770489190591977,-124.75009339189424
79,156.99000549316406,587.6900024414062,3.7434867308606883,-120.19384002707366
80,157.22500610351562,593.4650268554688,3.774622380772791,-125.2645764762947
81,159.24000549316406,597.35498046875,3.751287112925863,-123.11565292594159
82,157.07000732421875,592.2750244140625,3.770770973426568,-124.53909952978225
83,155.77999877929688,588.0700073242188,3.77500328625226,-124.20018938907313
84,161.44500732421875,602.530029296875,3.732106921627226,-121.68239444055851
85,161.6300048828125,604.6799926757812,3.741137006796453,-123.27792711459253
86,162.97999572753906,611.5399780273438,3.752239502139161,-126.0920408270787
87,163.61000061035156,609.8699951171875,3.727583844765301,-122.53395704734439
88,163.67999267578125,611.719970703125,3.7372922658594274,-124.17416905333724
89,159.60499572753906,594.1956787109375,3.7229140353807355,-118.8624892033861
90,159.80999755859375,597.3300170898438,3.737751243446674,-121.38244482742945
91,159.58999633789062,565.7050170898438,3.544739833768211,-90.4167801872816
92,158.25999450683594,556.9249877929688,3.5190509738638514,-85.62271620950744
93,157.41000366210938,553.530029296875,3.516485715133217,-84.77514821282873
94,154.82000732421875,552.0474853515625,3.56573736749336,-91.05472559575801
95,154.86000061035156,552.8800048828125,3.570192449333204,-91.7673867570418
96,154.7050018310547,556.614990234375,3.597912049684246,-95.9668976034981
97,154.58999633789062,555.27001953125,3.5918884318852338,-94.96659402530068
98,152.38999938964844,536.1300048828125,3.518144281318442,-82.41988724536978
99,155.16000366210938,550.8499755859375,3.5502059975811733,-88.83825963036699
100,155.4600067138672,547.4450073242188,3.521452358688121,-84.53419353884843
101,155.71499633789062,551.3049926757812,3.5404746212078897,-87.62998460559405
102,153.77000427246094,544.510009765625,3.5410677936954618,-86.66406954911227
103,156.22000122070312,552.1599731445312,3.5345024249772954,-86.97148448968127
