,pypl,adbe,Ratio,Spread
0,103.91000366210938,460.69000244140625,4.433548130163296,-11.260895713167294
1,105.0199966430664,463.82000732421875,4.416492307656543,-9.543333438718015
2,106.54000091552734,462.04998779296875,4.336868629833367,-1.135143291536429
3,108.06999969482422,465.2449951171875,4.305033741380397,2.35166806275165
4,109.55999755859375,466.5069885253906,4.258004736408452,7.596801125359115
5,109.37000274658203,463.3399963378906,4.236444954760419,9.934046975216482
6,109.19000244140625,464.860595703125,4.257354934601997,7.62734933491472
7,110.20999908447266,465.489990234375,4.223663860822564,11.452489482958718
8,110.93000030517578,465.5,4.196340022711428,14.586872817603215
9,110.80000305175781,462.3380126953125,4.1727256314184515,17.18113543662664
10,113.22000122070312,467.6300048828125,4.130277334755079,22.457771921263337
11,111.2699966430664,463.2900085449219,4.163656174369005,18.281698059402082
12,110.62000274658203,463.44500732421875,4.189522652480123,15.288042532653002
13,110.31999969482422,459.9049987792969,4.168827049052954,17.517876179418657
14,110.80999755859375,463.0400085449219,4.178684403454454,16.52278764959251
15,111.94000244140625,467.67999267578125,4.1779523179891225,16.817766758540664
16,109.87999725341797,476.8399963378906,4.339643322325054,-1.338702344702404
17,107.83000183105469,467.4848937988281,4.335387979787588,-0.9363505459348636
18,107.37999725341797,467.7749938964844,4.356258203215728,-3.191712990825443
19,106.68000030517578,466.8999938964844,4.376640350214096,-5.373743327680962
20,107.30000305175781,467.5899963378906,4.35778176178002,-3.3560665284925113
21,106.37999725341797,466.54998779296875,4.385692797881498,-6.333912122321556
22,106.5199966430664,466.67999267578125,4.381149149295982,-5.852510937762907
23,104.9000015258789,471.55999755859375,4.495328795989193,-17.80736697705013
24,105.6500015258789,472.4999084472656,4.472313313990129,-15.471873939463173
25,105.44999694824219,471.8450012207031,4.474585252499323,-15.690427751382096
26,106.63999938964844,473.8500061035156,4.443454696320191,-12.498447742408452
27,106.19999694824219,473.8900146484375,4.4622413207732325,-14.460037252857639
28,106.7300033569336,473.2950134277344,4.434507622424686,-11.550389269527649
