,ibm,avgo,Ratio,Spread
0,131.47000122070312,632.8099975585938,4.813341383455791,-100.25945119951461
1,131.24000549316406,632.8699951171875,4.822233835933145,-101.25110122044885
2,130.75,632.3599853515625,4.836405241694551,-102.72597538789239
3,130.80499267578125,632.1199951171875,4.832537215792571,-102.26322422508406
4,131.2100067138672,635.9453125,4.846774483342732,-104.4479358022902
5,131.6699981689453,640.47998046875,4.864281836223255,-107.11929884635913
6,131.9499969482422,641.9600219726562,4.865176482152305,-107.46513861975723
7,132.0800018310547,638.8099975585938,4.836538376004145,-103.78849847033075
8,132.5850067138672,636.1500244140625,4.798054019689746,-99.08288279321664
9,132.19500732421875,636.5999755859375,4.815612847046678,-101.11261936182495
10,131.97999572753906,636.6599731445312,4.823912666726092,-102.04357259260348
11,131.92999267578125,636.5700073242188,4.825059066656612,-102.15615604045854
12,131.5800018310547,628.8200073242188,4.778993757209453,-95.82387729891434
13,132.16000366210938,631.4299926757812,4.777769182650332,-96.08442712032183
14,131.09500122070312,636.3300170898438,4.853960953236954,-105.2984975279835
15,131.18930053710938,637.5650024414062,4.859885675364653,-106.15150104333134
16,131.55999755859375,636.2000122070312,4.835816540082274,-103.28491425086565
17,131.31649780273438,635.7750244140625,4.841547216474912,-103.846280202608
18,131.10000610351562,634.0499877929688,4.836384121083316,-102.99819476148423
19,130.80999755859375,635.1599731445312,4.855591965438451,-105.28292878280354
20,130.02999877929688,629.530029296875,4.8414214812490455,-102.81255572861392
21,128.8000030517578,628.969970703125,4.883307110251975,-107.23488772312169
22,129.03500366210938,624.2899780273438,4.838144381830743,-101.60296911537557
23,128.3249969482422,622.5,4.850964463697399,-102.6890423535508
24,128.9499969482422,618.9400024414062,4.799845033651577,-96.59733346625876
25,129.6199951171875,624.2000122070312,4.815615149828553,-99.1433561046423
26,129.67999267578125,622.1900024414062,4.797887396531332,-96.89031194095969
27,130.11000061035156,627.0999755859375,4.819767678458111,-100.05843555048
28,130.10000610351562,631.030029296875,4.850345885416703,-104.02897439130766
29,129.67990112304688,631.9299926757812,4.872998723805117,-106.63067303148637
30,129.77000427246094,631.7750244140625,4.868421080480262,-106.11072050717087
31,129.9250030517578,630.72998046875,4.8545696798443645,-104.4378170970898
32,130.14999389648438,630.760009765625,4.846408293090693,-103.55646740124871
33,130.24000549316406,634.1799926757812,4.869317920207456,-106.61183690495977
34,130.27999877929688,634.6400146484375,4.871354164836619,-106.90985654869712
35,130.57000732421875,619.2999877929688,4.74304934559116,-90.39508102347156
36,130.58999633789062,614.4400024414062,4.70510773927579,-85.45412541212897
37,129.55499267578125,614.3699951171875,4.742156071550893,-89.57664688248053
38,129.5800018310547,618.52001953125,4.773267562827104,-93.62536575777995
39,129.51499938964844,618.2999877929688,4.773964333913178,-93.66864188718068
40,128.94000244140625,615.0800170898438,4.770280792955254,-92.77783324458642
41,128.91000366210938,614.2999877929688,4.76533992973216,-92.11932114674016
42,128.60499572753906,601.1649780273438,4.67450719644643,-80.2198186503864
43,128.72999572753906,602.8200073242188,4.682824728745471,-81.36850568152181
44,128.44500732421875,602.0599975585938,4.687297779032266,-81.76290930667062
45,129.07000732421875,603.0900268554688,4.672580713043042,-80.26122727484733
46,128.74000549316406,602.0499877929688,4.676479432222308,-80.55793921102304
47,129.0399932861328,603.5499877929688,4.677232014842555,-80.8427672207348
48,129.39999389648438,601.5800170898438,4.64899571456771,-77.41452831990523
49,126.81500244140625,601.0399780273438,4.739502160283038,-87.34561269966036
50,127.04000091552734,596.75,4.6973393868030335,-82.1442247749211
51,127.63999938964844,595.6790161132812,4.666867901611653,-78.64280419358795
52,128.05999755859375,598.3400268554688,4.672341388900143,-79.60251234001328
53,128.44000244140625,600.3200073242188,4.673933322276929,-80.0431925419199
54,128.77999877929688,605.3900146484375,4.700963040743265,-83.73596373757289
55,128.58999633789062,602.75,4.6873786232653645,-81.86559922255708
56,127.72989654541016,590.744384765625,4.624949997948251,-73.3440230096761
57,128.52000427246094,591.3400268554688,4.601151627740649,-70.73914560597359
58,128.41000366210938,592.5399780273438,4.614437825159783,-72.38468044407375
59,128.28660583496094,590.4600219726562,4.6026630615847415,-70.80457667247174
60,127.94499969482422,588.0050048828125,4.595763853885094,-69.73331659852727
61,128.2100067138672,588.5900268554688,4.5908275176137785,-69.24486453551049
62,127.7699966430664,586.9000244140625,4.593410345416264,-69.33722766368453
63,127.56999969482422,584.0399780273438,4.578192203688149,-67.2873165402774
64,127.1500015258789,583.0900268554688,4.585843648116608,-68.03866796416457
65,127.01000213623047,585.4400024414062,4.609400776274812,-70.95574441535621
66,126.83999633789062,585.7100219726562,4.617707654392989,-71.91441291556839
67,126.875,583.010009765625,4.59515278633005,-69.0726100398839
68,126.52999877929688,583.8699951171875,4.6144787856642395,-71.33010498963654
69,126.38999938964844,581.010009765625,4.596961884416393,-69.03722050332811
70,126.41000366210938,591.8800048828125,4.682224410537098,-79.82618355137686
71,126.83000183105469,592.5499877929688,4.672001728599527,-78.79486386577094
72,126.66999816894531,589.2899780273438,4.652166942020335,-76.18298703453877
73,126.80000305175781,590.3300170898438,4.655599391814526,-76.6964103616748
74,126.29499816894531,584.6199951171875,4.629003551946998,-73.03203092160146
75,125.62999725341797,583.0499877929688,4.64100931735956,-74.1557681596791
76,125.9800033569336,585.1300048828125,4.644626046127253,-74.81800218170844
77,125.16999816894531,593.8200073242188,4.74410814101574,-86.78912352028948
78,125.45999908447266,595.469970703125,4.746293440526753,-87.26436913411828
79,125.28970336914062,594.0,4.7410121025660015,-86.48422177776905
80,125.6449966430664,593.010009765625,4.719726416565985,-84.05503153282098
81,125.45999908447266,592.3800048828125,4.721664348841267,-84.17440331380578
82,126.12000274658203,594.2000122070312,4.711385975791494,-83.32090864067311
83,126.16999816894531,592.5999755859375,4.696837474725401,-81.51835365609111
84,128.9149932861328,585.3001098632812,4.540201996242442,-63.099231556787004
85,128.1300048828125,585.2750244140625,4.56782176001128,-66.25392856130065
86,127.25,581.5,4.5697445972495085,-66.04357347704001
87,127.16999816894531,579.7999877929688,4.559251365425865,-64.66762773720518
88,127.47000122070312,580.0700073242188,4.550639380005014,-63.72241346880833
89,126.87999725341797,577.1900024414062,4.549101630957495,-63.23236015072018
90,126.4749984741211,573.4400024414062,4.534018654752082,-61.122904146967926
91,126.30000305175781,586.8099975585938,4.6461598050644435,-75.20175989338333
92,126.15499877929688,585.760009765625,4.643177166450524,-74.73914643529298
93,125.66000366210938,583.25,4.6414927821291245,-74.23423226300224
94,126.0,586.739990234375,4.6566665891617065,-76.34698636881149
95,126.30000305175781,589.4400024414062,4.6669832794845885,-77.83176477619583
96,126.01000213623047,586.0700073242188,4.650980060222628,-75.63648742408583
97,126.16999816894531,586.6199951171875,4.649441258861605,-75.53837318734111
98,127.51000213623047,592.5,4.646694299063525,-75.99037291099137
99,127.76499938964844,595.5399780273438,4.661213797771869,-77.99742384191075
100,128.39500427246094,592.8021240234375,4.617018608959896,-72.70758503968193
101,128.25,592.0501098632812,4.61637512563962,-72.54294521440409
102,128.52999877929688,593.3200073242188,4.616198653693511,-72.67864094483343
103,129.16000366210938,597.3099975585938,4.6245740215461275,-74.11664638088587
104,129.2799072265625,597.8300170898438,4.624307287304508,-74.15096797217223
105,137.49000549316406,607.094970703125,4.415557105591282,-50.1589635194041
106,137.69500732421875,597.4249877929688,4.338755626674705,-39.658571876311726
107,138.27999877929688,596.3800048828125,4.312843579313814,-36.24394177573481
108,138.97999572753906,599.5150146484375,4.313678465091813,-36.543447215089486
109,138.75010681152344,598.8049926757812,4.315708336637111,-36.76464503926354
110,138.46499633789062,599.75,4.331419606847452,-38.864560229125004
111,138.32000732421875,598.0900268554688,4.323958900996587,-37.791899610113546
112,140.44500732421875,614.4998779296875,4.375377164608694,-45.59393216675835
113,141.25,610.8300170898438,4.324460297981195,-38.663256804043385
114,141.00999450683594,600.77001953125,4.260478284765309,-29.575458647038886
115,141.42999267578125,601.4500122070312,4.2526341183218115,-28.554148727057964
116,141.7899932861328,597.5531005859375,4.214353119969989,-23.198968908259644
117,140.22999572753906,594.8800048828125,4.242173736057435,-26.845014792068014
118,139.8350067138672,592.5,4.237136421871697,-26.0650069662546
119,138.89999389648438,591.0206909179688,4.255008760896193,-28.373189951817153
