,adm,cost,Ratio,Spread
0,71.9000015258789,490.6099853515625,6.823504519328524,-69.96452598092944
1,71.96499633789062,490.1199951171875,6.810533176656776,-69.08892542261961
2,72.45500183105469,491.1499938964844,6.778689965969669,-67.21175098146321
3,72.02999877929688,482.82000732421875,6.703040615113721,-61.40328204097548
4,72.26000213623047,483.510009765625,6.691253743033005,-60.72868835188936
5,74.2300033569336,488.6871032714844,6.5834175019721,-54.21788269542074
6,74.7300033569336,489.32000732421875,6.547838690533375,-51.884316717706014
7,73.98509979248047,487.489990234375,6.589029299166011,-54.47376782691211
8,73.4800033569336,481.6099853515625,6.554299991143341,-51.59046982117255
9,73.54000091552734,481.25,6.544057574228126,-50.874522550673106
10,74.24500274658203,482.8299865722656,6.503198447177556,-48.27177551646773
11,74.20999908447266,482.5199890136719,6.502088599467886,-48.16945258708088
12,74.5,481.8699951171875,6.46805362573406,-45.79890064116714
13,75.02999877929688,486.5,6.484073142944533,-47.284454534062064
14,75.13999938964844,486.1199951171875,6.469523543596903,-46.25182262337151
15,75.16999816894531,485.19000244140625,6.454569831848831,-45.14384898812179
16,74.46959686279297,482.9620056152344,6.4853581321928075,-47.07129112992661
17,75.13999938964844,487.69000244140625,6.4904179718238355,-47.82182994759026
18,75.93000030517578,492.4800109863281,6.485974041972421,-47.92481041263366
19,74.73999786376953,496.306396484375,6.64043899745629,-58.81140906786638
20,74.16000366210938,497.1600036621094,6.703883213481065,-63.106087079719
21,74.48999786376953,498.7550048828125,6.6955969819593335,-62.74325248152846
22,74.51499938964844,500.44000244140625,6.715963316654431,-64.27991748565168
23,74.80000305175781,501.989990234375,6.711095852322671,-64.138995634189
24,74.68000030517578,502.1138000488281,6.723537734292544,-64.97477455125644
25,75.0,505.2799987792969,6.737066650390625,-66.24243427282741
26,75.27999877929688,498.94500732421875,6.627856209017847,-58.246226843056235
27,75.19000244140625,503.5249938964844,6.696701390439098,-63.36015629372727
28,75.2300033569336,503.75,6.69613156349237,-63.347839363038105
29,75.30000305175781,504.1449890136719,6.695152305201707,-63.327524383036774
30,75.41500091552734,504.760009765625,6.693098238253803,-63.2602697021139
31,75.55999755859375,508.1400146484375,6.72498717663927,-65.78001819258193
32,75.5,508.3399963378906,6.732980083945571,-66.33596180097206
33,75.25,512.3400268554688,6.80850534027201,-71.8192273337747
34,75.7699966430664,513.6600952148438,6.779201768142721,-70.05418677796845
35,75.68000030517578,517.4550170898438,6.837407703531085,-74.38305153137387
36,75.97149658203125,517.7449951171875,6.814990074048961,-72.94359962015912
37,76.44999694824219,520.6281127929688,6.810047528784624,-72.98780330409303
38,76.76000213623047,522.6300048828125,6.808624157608418,-73.15045319503483
39,76.68000030517578,522.02001953125,6.807772788910833,-73.01511391188185
40,76.1072998046875,521.9749755859375,6.8584088113160036,-76.36786770881278
41,76.27999877929688,520.8300170898438,6.827871334880016,-74.19829654778303
42,75.94000244140625,522.4249877929688,6.879443916216109,-77.81044514453797
43,75.81999969482422,523.1799926757812,6.900290092081017,-79.27741912996484
44,75.80000305175781,524.5449829101562,6.920118229441047,-80.76104824907199
45,75.83000183105469,523.3300170898438,6.901358360188305,-79.36810146929102
46,75.68000030517578,521.8200073242188,6.895084635570902,-78.74804176574887
47,75.12999725341797,516.52001953125,6.875017149128825,-76.71118911217033
48,75.0,515.16650390625,6.86888671875,-76.12893939978053
49,75.5199966430664,515.3699951171875,6.824285196316999,-73.24732169553673
50,75.55999755859375,518.9000244140625,6.86739069851976,-76.54002795820693
51,75.80999755859375,518.4199829101562,6.838411813817406,-74.57675143907616
52,76.1500015258789,520.8900146484375,6.840315222730726,-75.02956001898698
53,75.69000244140625,519.780029296875,6.867221727192455,-76.6487216636688
54,75.86000061035156,518.6491088867188,6.836924660081612,-74.50921230669755
55,75.93000030517578,517.3699951171875,6.813775754481604,-72.81479454349304
56,75.6449966430664,514.844970703125,6.806067731517515,-71.98067977386197
57,75.55999755859375,517.52001953125,6.8491270017569015,-75.16002307539443
58,76.10900115966797,519.1699829101562,6.821400557090443,-73.55278099591007
59,76.12000274658203,517.5599975585938,6.79926404208956,-71.8775238886117
60,75.97000122070312,516.0599975585938,6.792944442101161,-71.2674739506945
61,76.77999877929688,513.9234008789062,6.693454142349917,-64.32521030639637
62,76.31999969482422,519.8699951171875,6.811713799737389,-73.00095154092199
63,76.66999816894531,521.27001953125,6.79887872675582,-72.32445598661818
64,77.01499938964844,520.3300170898438,6.7562165969422985,-69.33758198184356
65,76.7750015258789,519.3400268554688,6.76444176533702,-69.77148468795681
66,76.81999969482422,521.02001953125,6.782348627975248,-71.18450592453533
67,76.69999694824219,521.02001953125,6.792960107714721,-71.8964750271497
68,77.30999755859375,529.1950073242188,6.84510443714784,-76.4523657617913
69,77.1500015258789,533.614990234375,6.916590793007064,-81.82159554402622
70,77.33000183105469,529.4099731445312,6.84611354725104,-76.54864743263116
71,77.31999969482422,529.0900268554688,6.842861212412626,-76.28804321830498
72,77.55999755859375,529.1400146484375,6.8223315021212,-74.91413807078547
73,77.49500274658203,527.6099853515625,6.808309783237386,-73.76971909784535
74,77.29000091552734,528.9500122070312,6.843705601519364,-76.32600952933595
