,cat,de,Ratio,Spread
0,203.068603515625,349.9200134277344,1.7231615688971338,19.59084861329163
1,201.40989685058594,346.8800048828125,1.7222589868070992,19.597678727679213
2,201.64999389648438,345.20001220703125,1.711877126979916,21.716722621016775
3,202.69960021972656,345.8299865722656,1.706120713594825,23.00610104269342
4,201.5800018310547,344.2300109863281,1.707659529018306,22.55873350584884
5,201.72999572753906,345.55230712890625,1.7129446014345668,21.510722299310007
6,202.14999389648438,347.1499938964844,1.717289163383555,20.681061255483858
7,206.58999633789062,351.1300048828125,1.69964669687354,24.82021921002198
8,206.01499938964844,349.6199951171875,1.6970608749508107,25.278766183707123
9,206.49000549316406,350.0400085449219,1.6951910466994011,25.72736822483373
10,207.00999450683594,350.0899963378906,1.6911743665899661,26.62825347869583
11,207.02000427246094,350.05999755859375,1.6909476878276775,26.676556522289932
12,206.46499633789062,350.0799865722656,1.6955900166212274,25.641657439588844
13,206.16000366210938,349.3599853515625,1.6946060300045105,25.80393665606474
14,206.39500427246094,350.57000732421875,1.6985392091246219,25.023646351764658
15,206.38999938964844,350.0,1.6958186008772012,25.584501543834822
16,205.74000549316406,350.3999938964844,1.703120368139228,23.99590238739089
17,205.6699981689453,350.0,1.7017552541255747,24.26787804516235
18,206.125,350.07000732421875,1.698338422434051,25.029905564052033
19,205.49000549316406,349.94000244140625,1.7029538813898544,23.998733680508938
20,206.3800048828125,350.75,1.6995347984373013,24.8162251823795
21,207.74000549316406,351.5899963378906,1.6924520412100408,26.463181241665527
22,206.9199981689453,350.7049865722656,1.69488203013574,25.848692282697275
23,206.4199981689453,350.3999938964844,1.6975099166975964,25.23936463455826
24,206.47999572753906,350.5899963378906,1.6979368635812648,25.15907616756775
25,206.59500122070312,349.45001220703125,1.6914737052796245,26.50936401795187
26,206.9600067138672,349.55999755859375,1.6890219666540616,27.06684254787425
27,206.69000244140625,349.9100036621094,1.6929217646185089,26.223095656645942
28,207.66000366210938,347.69000244140625,1.674323395501545,30.21688053798167
29,207.63999938964844,347.4200134277344,1.6731844271285161,30.450288925900995
30,207.36000061035156,346.37091064453125,1.670384402126782,30.987374559936118
31,207.97999572753906,347.07000732421875,1.66876629701874,31.422026153000306
32,207.52999877929688,347.1000061035156,1.6725293121244031,30.569144662743586
33,207.83999633789062,346.1099853515625,1.6652713214490387,32.12603955107258
34,207.38999938964844,345.7099914550781,1.6669559403660124,31.703150736597113
35,207.92999267578125,345.3678894042969,1.6609815878886613,33.03270645996176
36,207.00999450683594,343.7650146484375,1.6606203747186012,32.95323516814895
37,206.6300048828125,342.82000732421875,1.6591008044482438,33.20337802012082
38,206.7200927734375,343.7799987792969,1.6630216935712931,32.40812494371781
39,207.38999938964844,344.19500732421875,1.65965093947244,33.218134867456484
40,206.60000610351562,343.55279541015625,1.6628886024234737,32.41573294697551
41,206.1199951171875,342.0400085449219,1.6594217768657447,33.05075221120026
42,206.3000030517578,341.8599853515625,1.6571012132549245,33.55994523064871
43,206.32000732421875,342.5299987792969,1.6601879925344942,32.92651242866688
44,206.00579833984375,341.57000732421875,1.6580601617860162,33.31192856300024
45,207.09840393066406,342.5299987792969,1.6539480376390294,34.34992010335387
46,207.1999969482422,342.7950134277344,1.6544161123388594,34.27068257639647
47,207.32000732421875,343.239990234375,1.655604756455545,34.04516162142923
48,206.7899932861328,342.95001220703125,1.6584458791122232,33.36593443480294
49,207.85000610351562,348.25,1.675487080941248,30.004329166932312
50,206.80999755859375,346.32000732421875,1.6745805880399898,30.03251994336799
51,206.69500732421875,347.3699951171875,1.680592093704073,28.772256333716403
52,206.27999877929688,346.8399963378906,1.6814039092029553,28.543353618568037
53,206.89500427246094,349.0799865722656,1.687232554501706,27.42798742763799
54,207.0399932861328,349.6499938964844,1.6888041211113358,27.12311290730995
55,207.02000427246094,350.1600036621094,1.6914307624168559,26.576550418774307
56,214.61000061035156,367.79998779296875,1.7138063778339516,22.815942108341833
57,214.64230346679688,369.17999267578125,1.7199777803022407,21.495007541866617
58,215.6649932861328,367.6300048828125,1.7046345782927348,24.915127508605654
59,216.72000122070312,367.8800048828125,1.6974898616218224,26.594357901555075
60,217.82000732421875,368.4700012207031,1.6916260620276549,28.015877437425704
61,218.19000244140625,369.5,1.6934781422866854,27.662466768920385
62,218.08999633789062,371.3399963378906,1.702691561159766,25.63959520510898
63,222.9499969482422,386.5199890136719,1.7336622305646519,19.34679719394595
64,220.7949981689453,379.1086120605469,1.717016305643233,22.817455783202124
65,221.9600067138672,380.1000061035156,1.7124706911435161,23.956443720558955
66,221.31500244140625,379.34320068359375,1.7140419605490862,23.533768109828063
67,220.4499969482422,376.3977966308594,1.7074066765318714,24.897387957157353
68,219.94000244140625,372.739990234375,1.694734864494129,27.6225976682662
69,219.7100067138672,372.0799865722656,1.6935049620058178,27.86202179416799
70,219.46499633789062,372.8523864746094,1.698915055686429,26.641585959170843
71,219.55999755859375,372.0400085449219,1.6944799265887946,27.62768698263054
72,220.57969665527344,376.1300048828125,1.7051886940919876,25.402353861494564
73,220.55999755859375,374.67010498046875,1.6987219311196005,26.82623119492408
74,221.74000549316406,376.94000244140625,1.699918792745889,26.714144207916124
75,222.02000427246094,376.4800109863281,1.6957031066638268,27.686152812162195
