,bac,cb,Ratio,Spread
0,41.025001525878906,202.11000061035156,4.926508058332646,31.56412161184016
1,40.829898834228516,203.6999969482422,4.988990978774516,28.83507596785233
2,40.75299835205078,204.11000061035156,5.008465851938482,27.97611160652283
3,40.652801513671875,205.47999572753906,5.054510097131545,26.021146911195753
4,40.57500076293945,204.6999969482422,5.04497826492247,26.346929039835626
5,40.58449935913086,203.77999877929688,5.021128805262683,27.322381950636096
6,40.95000076293945,205.57000732421875,5.020024505353944,27.66624514712387
7,39.15919876098633,202.27000427246094,5.165325406861472,20.511180867789303
8,39.05500030517578,202.92999267578125,5.196005404943957,19.242860627612085
9,38.58000183105469,200.75,5.203473055265844,18.6497153329835
10,38.51499938964844,200.0399932861328,5.193820497369577,18.980224536323814
11,38.599998474121094,200.1699981689453,5.185751452895701,19.346461644682645
12,38.45000076293945,199.86500549316406,5.198049454547908,18.775737089746368
13,38.33000183105469,198.77999877929688,5.186015895732276,19.160165564843393
14,38.529998779296875,199.07000732421875,5.166623764109331,20.037779994211572
15,38.29499816894531,196.77999877929688,5.138530048001734,20.95580704626391
16,39.44499969482422,202.1999969482422,5.12612494644724,22.24975233438968
17,39.130001068115234,202.1999969482422,5.167390529743768,20.41072610600025
18,38.90999984741211,199.61000061035156,5.13004372637199,21.716310446995035
19,39.00790023803711,199.47999572753906,5.113835774554805,22.417877777586963
20,38.56999969482422,197.6999969482422,5.125745359411344,21.641323873438406
21,40.709999084472656,203.44000244140625,4.99729813354383,28.395071281415394
22,40.876800537109375,202.97000122070312,4.965408215754066,29.83889340266415
23,41.275001525878906,204.92999267578125,4.964990553599198,30.203680535253707
24,41.470001220703125,204.85000610351562,4.939715458731361,31.422115097138597
25,41.02000045776367,204.4199981689453,4.983422620373366,29.22492679759497
26,41.23500061035156,204.74000549316406,4.965199526194902,30.160134214620623
27,41.04999923706055,203.9600067138672,4.968575164545413,29.86005724462046
28,41.11000061035156,202.7100067138672,4.930917141918614,31.460357499495867
29,40.529998779296875,201.35000610351562,4.967925294050766,29.43418912566045
