,abbv,unh,Ratio,Spread
0,162.30499267578125,516.0900268554688,3.1797544754917353,35.97049434108567
1,161.72000122070312,511.2900085449219,3.161575591674355,38.78073598326421
2,161.46499633789062,507.75,3.1446444214909226,41.453376703005574
3,161.52000427246094,509.8247985839844,3.156418927057379,39.565680860151815
4,161.8699951171875,509.6099853515625,3.1482671324146576,40.97094501443621
5,162.1300048828125,510.4100036621094,3.148152644731205,41.05531802396331
6,162.1999969482422,510.3999938964844,3.146732450675399,41.303397213601215
7,162.89999389648438,516.0841064453125,3.168103902896772,38.00023840939707
8,163.88999938964844,519.1900024414062,3.1679175323384565,38.261724645563845
9,163.5500030517578,518.4100952148438,3.169734549321807,37.8851760391517
10,163.09500122070312,516.6223754882812,3.1676162458785506,38.1252628564838
11,163.3300018310547,519.3300170898438,3.17963638809622,36.216947001427116
12,163.25999450683594,518.9000244140625,3.178366053370995,36.40881835229652
13,163.75,520.8099975585938,3.1805190690601144,36.165538779451595
14,164.00999450683594,517.3400268554688,3.154320127935289,40.519848901751516
15,164.19000244140625,520.1799926757812,3.168158748651067,38.29215798771327
16,164.44500732421875,519.7550048828125,3.1606615083063407,39.584513605862526
17,164.11000061035156,518.6300048828125,3.160258381292693,39.57002936688218
18,164.0500030517578,516.989990234375,3.151417132685237,41.00596968019465
19,163.15499877929688,514.8099975585938,3.1553430873116417,40.14171512129633
20,162.11000061035156,510.010009765625,3.1460737020875578,41.38726984177299
21,161.4499969482422,512.1400146484375,3.17212774437289,37.01234347078673
22,161.80999755859375,512.1300048828125,3.165008421048661,38.24685114806118
23,161.47999572753906,510.5799865722656,3.161877632408127,38.67440871452118
24,161.58999633789062,509.55999755859375,3.153413015079752,40.068551309555346
25,162.0,512.6500244140625,3.1645063235435957,38.3731016119732
26,162.17999267578125,511.8500061035156,3.156061346770251,39.78534292789527
27,162.7100067138672,512.4000244140625,3.149161104240754,41.03810234638411
28,163.5,507.75,3.1055045871559632,48.37519200775819
29,163.7899932861328,508.7749938964844,3.106264208752242,48.336574698011304
30,163.02999877929688,508.27850341796875,3.1176992407762616,46.24803709677781
31,162.66000366210938,508.82501220703125,3.1281507485024043,44.44303530717809
32,162.27499389648438,508.760009765625,3.135171954405768,43.19847426336685
33,161.55999755859375,507.75,3.1427952938403076,41.776511700586525
34,161.88999938964844,509.7699890136719,3.1488664583086505,40.87898343100153
35,165.2100067138672,520.52001953125,3.150656730089941,41.4215505320675
36,165.22999572753906,523.780029296875,3.170005706231317,38.22953094421814
37,164.7899932861328,522.52001953125,3.1708237200057003,37.99292638439408
38,164.64500427246094,524.2100219726562,3.183880520936871,35.809761600068555
39,164.39999389648438,519.9899291992188,3.1629558911457996,39.196481637213424
40,163.67999267578125,518.52001953125,3.16788882412977,38.217395481883386
