,intc,tsm,Ratio,Spread
0,51.80329895019531,120.9000015258789,2.333828230555635,0.5621747077994428
1,51.685001373291016,121.05500030517578,2.342168851479082,0.12434624163412877
2,51.5099983215332,120.58000183105469,2.3409047905297156,0.18094173891552146
3,51.69049835205078,120.5999984741211,2.3331173488161268,0.5924904279426784
4,51.7599983215332,120.61000061035156,2.3301778307858902,0.7486510747587403
5,51.76139831542969,120.58999633789062,2.329728335448458,0.7720024980719842
6,51.5,120.30999755859375,2.3361164574484223,0.42704169970376427
7,52.595001220703125,129.2803955078125,2.4580357925141274,-5.9253917867047505
8,52.619998931884766,129.1300048828125,2.4540100247810335,-5.715235822371966
9,52.67499923706055,128.91000366210938,2.447271106392578,-5.363738086713866
10,52.88999938964844,128.1699981689453,2.423331435961986,-4.109703249717242
11,52.8650016784668,128.6656036376953,2.4338522567399057,-4.665074057800027
12,53.1150016784668,128.375,2.416925462548637,-3.7767623049646204
13,53.209999084472656,128.80999755859375,2.420785562392203,-3.984636981610535
14,53.310001373291016,133.74000549316406,2.5087226045386952,-8.675556197943578
15,52.750301361083984,131.02000427246094,2.4837773603530473,-7.293703934601055
16,53.249698638916016,131.7899932861328,2.474943457986406,-6.869717725716626
17,53.467498779296875,131.47000122070312,2.4588769667978103,-6.0290020147497785
18,53.60499954223633,132.89959716796875,2.479238845310591,-7.129856674627945
19,53.560001373291016,133.22000122070312,2.487303917194007,-7.557843810342547
20,53.130001068115234,133.375,2.5103519164060772,-8.740901277304545
21,55.88010025024414,129.2050018310547,2.3121827135678803,2.004123286035025
22,55.5,129.05999755859375,2.3254053614161037,1.2403715419451657
23,55.3650016784668,129.69009399414062,2.342456246047243,0.28751673715552784
24,54.69499969482422,129.27000427246094,2.363470243966264,-0.8942560322972781
25,54.459999084472656,128.25,2.3549394446568392,-0.4360988473163445
26,54.209999084472656,127.69999694824219,2.355653921876181,-0.4838039106986116
27,53.84000015258789,127.0999984741211,2.360698330496046,-0.7684108933002847
28,53.66999816894531,126.7300033569336,2.361282051063353,-0.8048620369651189
29,53.564998626708984,128.07000732421875,2.3909271092627176,-2.3959023181728583
30,53.83000183105469,128.1199951171875,2.3800852825398695,-1.8123118480393998
31,53.81999969482422,128.02999877929688,2.3788554348804523,-1.7462289421235084
32,54.029998779296875,128.0,2.3690542826561534,-1.2141575349814673
33,53.98500061035156,127.91000366210938,2.3693619008236664,-1.2317442800710694
34,54.02000045776367,128.8000030517578,2.384302146618121,-2.0380648984119887
35,53.86000061035156,124.69000244140625,2.315076142376456,1.6894028830620016
36,53.4900016784668,124.13999938964844,2.320807543358572,1.3548004780970757
37,53.459999084472656,123.88999938964844,2.3174336234815245,1.5330693024748712
38,53.4900016784668,124.5,2.3275377845074803,0.9947998677455132
39,53.404998779296875,124.55000305175781,2.3321787454106486,0.741569125410507
40,53.595001220703125,124.45999908447266,2.322231481476209,1.28583709719544
41,53.40999984741211,123.51000213623047,2.312488344674933,1.7935267569252318
42,54.076499938964844,125.19270324707031,2.315103665887641,1.704315699936103
43,54.15999984741211,124.7300033569336,2.3029912058408817,2.36664988164236
44,54.17499923706055,123.47000122070312,2.2790955783943714,3.6625130455329042
45,54.40999984741211,123.73999786376953,2.2742142659582263,3.954363489946502
46,54.90890121459961,124.16000366210938,2.261199931443843,4.727147274896481
47,54.73500061035156,124.01000213623047,2.265643569076302,4.461381591228104
48,55.220001220703125,125.0199966430664,2.264034659169725,4.61094228701225
49,55.577999114990234,128.3000030517578,2.308467470847711,2.1868488647947117
50,55.71730041503906,128.0,2.297311589874706,2.8198979865075273
51,55.733001708984375,128.0800018310547,2.2980998314039796,2.7774353186900953
52,55.650001525878906,128.33999633789062,2.306199331876185,2.319001279853154
53,55.87139892578125,128.6199951171875,2.30207221566162,2.5683265909264605
54,55.935001373291016,129.2550048828125,2.3108072174738843,2.085379621378877
55,55.91999816894531,129.23519897460938,2.3110730187108453,2.0693153816199015
56,55.4900016784668,131.83999633789062,2.375923451973004,-1.5635315490244182
57,55.400001525878906,131.5800018310547,2.375090220342141,-1.518712328450988
58,55.519901275634766,131.97000122070312,2.3769855166982965,-1.622051504370063
59,55.5099983215332,131.9149932861328,2.3764186142113592,-1.5907198739212163
60,55.619998931884766,132.36000061035156,2.3797195820238457,-1.772734168229988
61,55.494998931884766,132.74000549316406,2.391927345671107,-2.451593108612542
62,55.75,132.25,2.3721973094170403,-1.3519227843210047
63,55.650001525878906,143.2899932861328,2.5748425760509406,-12.630995668389033
64,55.586299896240234,140.8800048828125,2.5344375348923234,-10.373307188999462
