,amzn,aapl,Ratio,Spread
0,169.8665008544922,173.625,1.0221261939617357,36.292574747765464
1,171.6800079345703,173.85960388183594,1.0126956887612464,38.312337517169176
2,171.4425048828125,174.3699951171875,1.017075638485194,37.506706762031804
3,170.2688446044922,174.2100067138672,1.023146701432841,36.20772066208412
4,169.5574951171875,173.71029663085938,1.0244919961267518,35.82315376642854
5,170.29200744628906,174.9250030517578,1.0272061835135158,35.521518001741505
6,171.0540008544922,175.6300048828125,1.0267518094020667,35.763748495715056
7,170.7104949951172,176.44129943847656,1.0335703112074235,34.52544256392387
8,171.54100036621094,175.71609497070312,1.0243387563065336,36.283046426679824
9,171.3070068359375,175.9822998046875,1.0272918957321318,35.725964751325996
10,171.80874633789062,176.19000244140625,1.0255007745350702,36.14197338281139
11,171.19631958007812,176.05999755859375,1.0284099447373962,35.51067191380097
12,171.1824951171875,176.21499633789062,1.029398456993269,35.33848797517701
13,170.98849487304688,176.2899932861328,1.0310050007576366,35.022329751344905
14,171.01126098632812,177.6199951171875,1.0386450230981439,33.72062842549551
15,170.95394897460938,178.72500610351562,1.0454570203000133,32.54437300381142
16,170.2449951171875,179.32220458984375,1.0533185099885491,31.065875541043294
17,170.1999969482422,179.60009765625,1.05522973487988,30.732045350072422
18,169.76300048828125,180.125,1.0610380323269206,29.663913670816708
19,169.7154998779297,179.91000366210938,1.0600681952533046,29.819862104750154
20,169.6855010986328,180.3300018310547,1.0627307616944512,29.362572519428436
21,170.8622589111328,179.2097930908203,1.0488553425015241,31.945606300837436
22,172.05450439453125,179.97999572753906,1.046063840995608,32.6574813948264
23,171.1437530517578,179.75999450683594,1.0503450538008967,31.745329630148415
24,170.8877410888672,179.94769287109375,1.0530169790091326,31.23938335950022
25,170.5290069580078,179.38999938964844,1.0519617899013662,31.35113523412478
26,170.77749633789062,179.30499267578125,1.0499333724919975,31.745038548037723
27,170.66099548339844,179.38999938964844,1.0511482068971005,31.515209878914202
28,169.1532440185547,179.19219970703125,1.0593482894562483,29.838727041192367
29,169.2530059814453,179.27000427246094,1.0591835768761102,29.884936351789644
30,168.82327270507812,178.87350463867188,1.0595310810681342,29.747235497578185
31,168.81300354003906,179.09779357910156,1.060924157638266,29.510180980738863
32,169.33251953125,179.4174041748047,1.0595566915998882,29.836379567827134
33,169.24099731445312,179.47140502929688,1.0604487557812925,29.66860764750292
34,169.15049743652344,179.3800048828125,1.0604757751311247,29.647507595346138
35,170.5,180.3175048828125,1.0575806737994868,30.3875712554411
36,170.29574584960938,180.0157928466797,1.0570774504587697,30.4353754077414
