,adm,wmt,Ratio,Spread
0,81.87000274658203,139.1699981689453,1.6998899902291194,-9.157753911793584
1,81.54000091552734,140.1750030517578,1.7190949408619007,-10.693292703437983
2,82.33999633789062,141.60000610351562,1.7196989604231396,-10.832167441551157
3,82.77999877929688,142.5399932861328,1.7219134499647009,-11.064776079059165
4,82.99949645996094,142.80250549316406,1.7205225523512926,-10.97440853954459
5,82.73999786376953,142.39999389648438,1.7210538744628003,-10.989084944924805
6,82.76000213623047,142.8000030517578,1.7254712344822811,-11.356933839668393
7,87.20500183105469,142.74000549316406,1.636832779038286,-4.150845438745883
8,87.55000305175781,143.0500030517578,1.6339234502046733,-3.9061950258831715
9,85.19000244140625,141.6999969482422,1.6633406842041536,-6.35029013887857
10,84.33000183105469,141.1199951171875,1.6734257328714985,-7.152885137512392
11,83.19999694824219,141.11000061035156,1.6960337233922564,-8.959565118698556
12,83.79499816894531,141.8699951171875,1.6930604238591052,-8.76299425627429
13,83.9800033569336,141.6699981689453,1.6869491844006779,-8.265570093086332
14,84.98999786376953,140.1199951171875,1.6486645327581468,-5.0918295853942155
15,85.52999877929688,140.08999633789062,1.6379048092749462,-4.193687754975777
16,85.66999816894531,141.08999633789062,1.646900891250802,-4.968614993449343
17,83.37999725341797,140.86000061035156,1.6893740135566788,-8.420184101658045
18,84.04499816894531,139.9199981689453,1.6648224310467752,-6.411079910228359
19,83.80000305175781,139.0800018310547,1.6596658325317006,-5.964954772236219
20,83.12000274658203,138.74000549316406,1.6691530426936756,-6.71817424699362
21,80.94000244140625,138.66000366210938,1.7131208238162279,-10.142892615409416
22,81.3499984741211,139.36000061035156,1.7130916192295258,-10.183751409337141
23,81.9749984741211,139.85000610351562,1.7060080354580947,-9.668963407991846
24,81.33999633789062,139.80999755859375,1.7188345691314721,-10.649828487844253
25,81.40969848632812,139.4499969482422,1.7129408355647122,-10.17776985300737
26,81.9000015258789,140.00469970703125,1.7094590610330125,-9.944227324630369
27,81.77999877929688,139.44000244140625,1.7050624177400497,-9.572454825547574
28,84.11000061035156,140.45150756835938,1.6698550297130037,-6.838086861238857
29,82.81999969482422,140.7100067138672,1.6989858395599675,-9.170481251279462
30,83.5250015258789,141.4199981689453,1.6931457118875783,-8.747062700820102
31,83.68599700927734,141.6999969482422,1.693234256772175,-8.768233937134347
32,83.83000183105469,142.36000061035156,1.6981987057241663,-9.19672542628394
33,84.20999908447266,142.47999572753906,1.6919605424127206,-8.70581051440616
34,84.30000305175781,142.6300048828125,1.6919335672531557,-8.711123028386545
35,83.87999725341797,142.75999450683594,1.701955164298944,-9.516343202534934
36,84.29000091552734,142.84500122070312,1.6946850120912642,-8.942199496542095
37,84.09040069580078,142.47279357910156,1.69428130202995,-8.890883058594746
38,84.6500015258789,142.82000732421875,1.687182572354193,-8.338443565976668
39,84.58999633789062,142.73170471191406,1.6873355111847885,-8.34660946971588
40,84.16999816894531,142.2100067138672,1.6895569657542877,-8.500129756248363
41,83.5999984741211,142.0800018310547,1.6995215840229525,-9.28649604980658
42,82.51000213623047,143.03810119628906,1.7335849896127984,-11.996949382003386
43,83.79000091552734,144.47999572753906,1.7243107071116537,-11.381028798985518
44,83.08000183105469,144.52000427246094,1.7395281787107573,-12.562481281804544
45,82.5,144.22000122070312,1.7481212269176136,-13.194929536682373
46,82.0999984741211,144.01499938964844,1.754141316275952,-13.632997995222787
47,82.30000305175781,144.41000366210938,1.7546779867224438,-13.706460990113392
48,82.55999755859375,144.0500030517578,1.744791755226542,-12.928475117238754
49,82.1500015258789,144.81500244140625,1.7628119263733257,-14.352612661201626
50,82.20999908447266,145.0399932861328,1.7642621931804292,-14.481147255429882
51,82.96040344238281,146.0574951171875,1.7605687660213287,-14.292246819157192
52,82.4000015258789,144.86000061035156,1.7580096835903116,-13.995693432343195
53,82.6449966430664,144.875,1.7529796827955277,-13.616821622093148
54,83.16000366210938,145.94000244140625,1.754930207006492,-13.85386293972173
55,82.83000183105469,145.82000732421875,1.7604733079886012,-14.264401731366128
56,81.77999877929688,145.22999572753906,1.7758620432298777,-15.362448111680386
57,80.88999938964844,145.61500549316406,1.800160793570219,-17.178282832243077
58,80.87999725341797,145.6699981689453,1.8010633421824125,-17.249355638289252
59,80.77999877929688,145.1999969482422,1.797474611815116,-16.940118923598483
60,80.37999725341797,143.9499969482422,1.7908683984450007,-16.333189213193613
61,80.73500061035156,144.96499633789062,1.7955656808319107,-16.777460501120665
62,81.4800033569336,145.3699951171875,1.784118668728763,-15.984741019365977
63,83.22000122070312,144.24000549316406,1.7332372431794754,-12.057409740981235
64,83.08000183105469,143.9499969482422,1.7326672336980469,-11.992473957585794
65,83.41000366210938,144.67999267578125,1.7345640369694044,-12.191935776292986
66,83.3949966430664,144.88499450683594,1.7373343766287195,-12.421063935517829
67,83.41999816894531,144.4499969482422,1.731599138322883,-11.945872184034592
68,83.45999908447266,144.64999389648438,1.7331655341869736,-12.081560876762701
69,83.79000091552734,144.9499969482422,1.7299199828673248,-11.851030019688643
70,82.7300033569336,144.3699951171875,1.745074208377726,-12.975154030347234
71,83.30000305175781,144.74000549316406,1.7375750322989902,-12.42879322995308
72,83.3499984741211,144.8000030517578,1.7372526179075578,-12.408414668313448
73,83.48999786376953,145.14999389648438,1.7385315320444175,-12.533332751513548
74,83.41999816894531,144.69000244140625,1.7344762121472914,-12.185877677198654
75,83.73999786376953,145.02000427246094,1.7317889655118377,-12.001425729686368
76,83.95999908447266,145.41000366210938,1.731896203522007,-12.037735846780215
77,86.2699966430664,145.3350067138672,1.6846529775024384,-8.249026067806035
78,86.12999725341797,145.3000030517578,1.6869848796609797,-8.439095167223094
79,86.77999877929688,144.5850067138672,1.6661098034995694,-6.679111141933625
80,86.77999877929688,144.0399932861328,1.6598293997728941,-6.13409771419925
81,86.33999633789062,143.9499969482422,1.667245807897599,-6.751479921417804
82,86.97000122070312,144.0500030517578,1.6563182825098874,-5.838646332518813
83,87.16000366210938,144.22999572753906,1.6547727130286873,-5.713177860994627
84,87.0999984741211,143.38999938964844,1.646268678549427,-4.969650039147901
85,86.82499694824219,143.47999572753906,1.6525194445220637,-5.501757967731756
86,87.2699966430664,143.8000030517578,1.6477599241798837,-5.10635281448166
87,87.4800033569336,143.82000732421875,1.6440329424475233,-4.78873567910734
88,87.33000183105469,143.6699981689453,1.6451390719867824,-4.879879415625261
89,87.52999877929688,143.74000549316406,1.642179909719847,-4.628357727819271
90,87.55999755859375,143.8000030517578,1.6423025018419988,-4.640127161163868
91,88.08999633789062,142.75999450683594,1.6206152848417115,-2.7480556953853252
92,87.74500274658203,142.8300018310547,1.6277850288929236,-3.3726987255149723
93,88.22000122070312,142.0800018310547,1.6105191551245628,-1.8590581227969734
94,88.1500015258789,141.6300048828125,1.6066931642789937,-1.5215975553179886
95,88.3125,141.92999267578125,1.6071336750265393,-1.5603414928234327
96,89.3499984741211,142.18539428710938,1.5913306851179327,-0.14778835637515164
