,nem,shw,Ratio,Spread
0,77.34500122070312,260.17498779296875,3.3638242121240935,100.36446043739255
1,77.5199966430664,257.44000244140625,3.320949607709153,103.91517727807434
2,77.56800079345703,256.69500732421875,3.309289973938214,104.88394108905521
3,77.87999725341797,257.32501220703125,3.3041219989994013,105.70829045989592
4,78.16999816894531,257.04998779296875,3.2883458336204403,107.33513811295711
5,78.31500244140625,260.010009765625,3.3200536507696516,105.05104554180065
6,78.55999755859375,259.4100036621094,3.3020622673597866,106.79308284288345
7,78.94000244140625,254.8300018310547,3.228147883833725,113.14445643179897
8,79.4000015258789,253.9600067138672,3.1984886880775916,116.15871185650133
9,79.19000244140625,253.9149932861328,3.2064021398914333,115.22482615889203
10,79.12000274658203,252.75999450683594,3.194640871239797,116.05352522974101
11,79.55999755859375,252.69000244140625,3.1760936424778925,118.17452879227136
12,79.44999694824219,252.5850067138672,3.1791694954804597,117.76676275453502
13,79.95999908447266,253.19000244140625,3.166458295902769,119.5391137965454
14,80.16500091552734,254.72000122070312,3.1774464954988333,118.96471972198913
15,81.06999969482422,254.0825958251953,3.134113689177882,123.82072690671652
16,80.45999908447266,253.25,3.1475267571668755,121.80983860229406
17,80.87999725341797,252.28500366210938,3.119250893043865,124.73263319087204
18,80.5199966430664,252.27000427246094,3.1330106158689706,123.06950963307389
19,80.22109985351562,251.5399932861328,3.1355839516716535,122.40622975532972
20,79.44999694824219,249.83999633789062,3.1446193320894555,120.51177313051159
21,80.44000244140625,251.08999633789062,3.1214568463096266,123.87662901799013
22,80.61000061035156,252.80999755859375,3.1362113341322697,122.94906486580317
23,80.66999816894531,252.60000610351562,3.131275713859585,123.43873162412211
24,81.12000274658203,253.23500061035156,3.1217331365416103,124.90140858359484
25,82.20999908447266,254.64500427246094,3.0974943085792686,128.5723626050314
26,82.7249984741211,253.77999877929688,3.0677546504722755,131.83800928834802
27,82.7699966430664,255.25999450683594,3.083967679829777,130.56777003823953
28,82.19999694824219,255.33999633789062,3.1063261048375375,127.83074613439459
29,81.66999816894531,256.0199890136719,3.134810759809989,124.68019344265059
30,81.25,256.79998779296875,3.160615234375,121.94239641266637
31,80.47000122070312,257.1650085449219,3.195787307615438,117.94145446257926
32,80.52999877929688,257.3800048828125,3.1960761056037823,118.00613342792946
33,80.3499984741211,258.04998779296875,3.21157427123139,116.49708904404991
34,81.26000213623047,259.07000732421875,3.188161463371537,119.71900128662344
35,81.38999938964844,258.6700134277344,3.178154753256249,120.72497019479653
36,80.7300033569336,260.739990234375,3.2297780179886617,115.57845836050444
37,80.3499984741211,260.44000244140625,3.241319320314462,114.10707439561241
38,80.25,260.92999267578125,3.2514640831873054,113.15094680116908
39,79.87999725341797,259.69000244140625,3.25100164459876,112.66618968289043
40,79.7300033569336,258.30999755859375,3.239809189549347,113.34700630760096
41,79.86000061035156,257.9599914550781,3.230152635656767,114.30298742280524
42,80.13999938964844,258.0199890136719,3.2196155600046077,115.54818869800306
43,80.4000015258789,255.6300048828125,3.1794776123297845,119.15015841624074
44,80.58000183105469,256.7569885253906,3.1863611651897377,118.86223624738591
45,79.80999755859375,258.7099914550781,3.241573729721545,113.31990096077067
46,79.54000091552734,259.8900146484375,3.2674127691354258,110.8813033388268
47,79.58999633789062,262.0799865722656,3.2928759722469856,108.92438231303237
48,79.54000091552734,262.5199890136719,3.300477570932794,108.25132897359242
49,80.07219696044922,258.6199951171875,3.2298351354706805,114.63212531830476
50,80.79000091552734,258.6400146484375,3.2013864552231794,117.9581092496827
51,80.8499984741211,260.67999267578125,3.224242394503212,116.19780652557978
52,80.94000244140625,262.3399963378906,3.241166153013187,114.95735138233249
53,81.19999694824219,262.5799865722656,3.2337437985328634,115.92931117133486
54,80.95500183105469,263.8800048828125,3.259588646956055,113.4872616632208
55,81.0199966430664,263.8299865722656,3.2563564243845704,113.84024969761157
56,82.06999969482422,264.3299865722656,3.2207869812985477,118.23478088833093
