,tmus,meta,Ratio,Spread
0,127.54000091552734,226.4207000732422,1.7752916610311598,-78.1770885413851
1,127.7249984741211,228.7899932861328,1.791270276135403,-80.33135348068586
2,127.40499877929688,228.41000366210938,1.7927868282294248,-80.32330920799777
3,127.2699966430664,228.86270141601562,1.798245520960214,-80.93292403964949
4,127.72000122070312,230.1999969482422,1.802380165581515,-81.74716560201668
5,128.1699981689453,230.875,1.8013185870196835,-81.89912355179177
6,128.4600067138672,229.8800048828125,1.7895064056383634,-80.56704270647424
7,128.27499389648438,229.6199951171875,1.7900604641812474,-80.52207895019242
8,128.17999267578125,227.9149932861328,1.778085553980499,-78.92749991948173
9,128.07000732421875,230.11500549316406,1.796790757656559,-81.25535143664459
10,128.22000122070312,229.58999633789062,1.7905942454539592,-80.55599982596138
11,128.22999572753906,228.80999755859375,1.7843718722783504,-79.76438412822162
12,128.26499938964844,227.41000366210938,1.7729700599870926,-78.32370441355718
13,128.6199951171875,227.8300018310547,1.7713420189720543,-78.33108028086377
14,128.1300048828125,226.77639770507812,1.7698929919848787,-77.84700666639475
15,127.98999786376953,224.61000061035156,1.7549027608346615,-75.84334397651176
16,127.69000244140625,224.45469665527344,1.7578094789235366,-76.0367338001299
17,128.3800048828125,225.0399932861328,1.75292089676701,-75.82001966459754
18,128.58999633789062,224.79690551757812,1.7481679128980498,-75.33285245846918
19,129.13999938964844,224.7949981689453,1.740707753069452,-74.69165988041155
20,128.35000610351562,222.3000030517578,1.7319828007835896,-73.1148979213045
21,130.0,225.05999755859375,1.7312307504507212,-73.95705447561943
22,129.8249969482422,224.39999389648438,1.728480640642316,-73.50046216865704
23,129.55999755859375,224.41050720214844,1.7320971860983432,-73.81899230271395
24,129.8719940185547,223.2299041748047,1.718845589934594,-72.27574632666582
25,130.0050048828125,224.5500030517578,1.7272412185528465,-73.44124264168536
26,130.4499969482422,223.55160522460938,1.7136957489796378,-71.92561703965234
27,130.7899932861328,224.8699951171875,1.7193210999348651,-72.84881887613273
28,132.4600067138672,231.63499450683594,1.7487164635828616,-77.6727110048677
29,132.52000427246094,232.31500244140625,1.7530561043732458,-78.2829819572741
30,132.1699981689453,233.48989868164062,1.7665877424253567,-79.86470090780244
31,131.55999755859375,233.45010375976562,1.7744763460929103,-80.53392819751613
32,132.1300048828125,232.8350067138672,1.7621660342809418,-79.25629434955383
33,132.3209991455078,233.59539794921875,1.7653690605248813,-79.79468716024982
34,132.57000732421875,233.92999267578125,1.7645770517585646,-79.83985212792805
35,132.42999267578125,232.43409729003906,1.7551469466519614,-78.50670001490613
36,132.7100067138672,232.97999572753906,1.7555571090419848,-78.72712964271895
37,132.60000610351562,231.63999938964844,1.7469079089545152,-77.51499035071328
38,132.86500549316406,234.47000122070312,1.7647235278424511,-80.03697535337511
39,132.51370239257812,233.82000732421875,1.7644968263849115,-79.79531170621928
40,131.9700927734375,231.90269470214844,1.7572367331761476,-78.50985303292097
41,131.97000122070312,231.86000061035156,1.7569144386275715,-78.4672653556442
42,132.69000244140625,223.15310668945312,1.6817627747651442,-68.9234921772721
43,133.2100067138672,223.4499969482422,1.6774265121704328,-68.61596569771834
44,133.1199951171875,222.86180114746094,1.6741421974307646,-68.1323931059363
45,133.8701934814453,223.19900512695312,1.667279319782928,-67.59761877207933
46,133.22999572753906,222.10000610351562,1.6670420567881685,-67.24274101610601
47,133.30999755859375,223.2100067138672,1.6743680954292994,-68.25975307165459
48,133.6999969482422,223.27000427246094,1.6699327551884164,-67.86644251042955
49,133.22500610351562,223.11000061035156,1.6746856099747178,-68.25853511428673
50,132.55999755859375,220.625,1.6643407065731126,-66.546494106343
51,132.4199981689453,220.55999755859375,1.6656094291528145,-66.64421720190367
52,133.7449951171875,221.61000061035156,1.6569592037158225,-66.15413611169723
53,133.27999877929688,221.44000244140625,1.6614646193694576,-66.52461729027561
54,133.52000427246094,223.3800048828125,1.6730077721311574,-68.18565406727285
55,133.24000549316406,222.89999389648438,1.672920929952381,-68.03109415487856
56,133.7899932861328,224.42999267578125,1.677479661694872,-68.921825440504
57,133.52999877929688,223.39999389648438,1.6730322469764103,-68.19402616250184
58,133.89999389648438,224.80999755859375,1.6789395653922898,-69.17397327743151
59,133.17999267578125,223.75999450683594,1.6801322031272843,-68.96084948314737
60,133.1199951171875,222.60000610351562,1.6721755879539926,-67.87059806199099
61,133.1699981689453,223.94000244140625,1.6816100136706926,-69.15247433616057
62,132.83999633789062,222.3699951171875,1.6739686935218605,-67.9660381495967
63,133.52999877929688,218.22000122070312,1.6342395208239677,-63.01403348672059
64,132.86500549316406,217.15499877929688,1.6344032649776208,-62.72197291196886
65,132.0800018310547,217.73500061035156,1.6485084614766992,-64.21440830975925
66,132.0399932861328,219.2899932861328,1.6607846443230865,-65.81590413081867
67,131.1699981689453,217.970703125,1.6617420612010414,-65.5078356825693
68,130.2100067138672,218.36000061035156,1.6769832528324147,-67.0129603540502
69,130.4199981689453,216.4600067138672,1.6597148424543462,-64.86888701999212
70,131.63999938964844,220.2100067138672,1.6728198703652037,-67.20084259681471
71,132.44000244140625,218.6699981689453,1.6510872405464407,-64.73096623961615
72,131.60000610351562,216.89500427246094,1.6481382538983538,-63.93232556493328
73,131.61000061035156,216.61000061035156,1.6458475769759586,-63.63570498438102
74,130.88999938964844,214.11000061035156,1.6358010666113936,-61.97258424185469
75,130.94000244140625,213.61810302734375,1.6314197269313078,-61.42256659512583
76,131.44000244140625,214.13999938964844,1.6291843838416578,-61.36329779172678
77,133.0,215.42990112304688,1.6197736926544877,-60.839967045850045
78,134.27999877929688,215.9600067138672,1.6082812680749268,-59.88229123132905
79,134.05999755859375,215.69000244140625,1.608906507305689,-59.868001050638014
80,134.39999389648438,214.88999938964844,1.5988839966403414,-58.672809942782465
81,133.9600067138672,214.55499267578125,1.6016346814169806,-58.849213676701766
82,134.6199951171875,215.8300018310547,1.6032536744870136,-59.35709829241881
83,134.85000610351562,214.94000244140625,1.5939191154089434,-58.19975015680424
84,134.58999633789062,213.22999572753906,1.5842930494791105,-56.791960679985124
85,134.30999755859375,213.97000122070312,1.5931055402436225,-57.85741724708302
86,133.3699951171875,212.1038055419922,1.5903412559595886,-57.083814917615655
87,133.4499969482422,211.83999633789062,1.5874110242209414,-56.72701715871111
88,133.49000549316406,212.4199981689453,1.5912801665127148,-57.26051584448763
89,132.74000549316406,211.25999450683594,1.5915322115736656,-56.97225993093386
90,132.97000122070312,210.13999938964844,1.5803564522862479,-55.58493380353357
91,132.0749969482422,212.27499389648438,1.6072307310343616,-58.76021892299016
92,131.88999938964844,210.50999450683594,1.5961027786869342,-57.21024780693156
93,131.47000122070312,208.55889892578125,1.5863611241294993,-55.747328836777626
94,131.32000732421875,209.67999267578125,1.5967101810929532,-57.042765042187426
95,131.10000610351562,211.57000732421875,1.6138062355021143,-59.18849378239483
96,130.14999389648438,210.26480102539062,1.6155575173720413,-58.987515487006505
97,130.77000427246094,210.77000427246094,1.6117610873004102,-58.7720618682919
98,132.63999938964844,214.24000549316406,1.615199083828433,-60.06851104470408
99,132.35499572753906,216.1230010986328,1.6329039936167984,-62.282775051204766
100,132.24000549316406,216.89999389648438,1.6401995227359294,-63.19342448628606
101,132.60000610351562,216.8699951171875,1.6355202498850987,-62.74498607825234
102,132.2899932861328,217.17999267578125,1.6416963012919508,-63.415320937615235
103,133.02000427246094,218.0050048828125,1.6388888729568771,-63.39181923297659
104,132.83999633789062,217.27999877929688,1.635651947976763,-62.876041811706074
105,132.86000061035156,205.25,1.5448592432417037,-50.82279145977009
106,133.22999572753906,201.59500122070312,1.5131352374503815,-46.73773613329351
107,133.08999633789062,200.47999572753906,1.5063490964306425,-45.785456177096364
108,133.13999938964844,201.9499969482422,1.5168243794054252,-47.19733733407847
109,132.85000610351562,200.6699981689453,1.51050048136682,-46.25440654715828
110,132.625,200.50070190429688,1.5117866307581291,-46.34664170137788
111,132.6999969482422,200.4199981689453,1.5103240601212402,-46.1787667383214
112,133.3699951171875,197.8249969482422,1.4832796295330173,-42.805006323865655
113,133.32989501953125,193.4499969482422,1.4509123923025968,-38.476615883663925
