,schw,spgi,Ratio,Spread
0,90.7699966430664,450.3299865722656,4.961220703170145,-19.870387243120764
1,90.62000274658203,448.9849853515625,4.954590286287506,-19.244627584152386
2,90.9800033569336,447.55999755859375,4.919322719770873,-16.093386875007912
3,91.16639709472656,448.6499938964844,4.921221066028463,-16.28959935762173
4,91.56849670410156,448.3399963378906,4.896225366532729,-14.051478336684784
5,91.88999938964844,446.6199951171875,4.86037651631,-10.789827095050715
6,91.73999786376953,446.7900085449219,4.8701767925522335,-11.67911866852602
7,89.51000213623047,432.6499938964844,4.833537968617287,-8.232243189948509
8,90.26000213623047,432.86749267578125,4.795784205970318,-4.853387824546918
9,89.94000244140625,429.7850036621094,4.778574516296061,-3.3053417825861304
10,90.26499938964844,431.3999938964844,4.779261029341536,-3.3619265211942677
11,90.55999755859375,433.6400146484375,4.788427852682588,-4.187390089727491
12,90.72000122070312,431.67999267578125,4.758377280282355,-1.4601283392125781
13,91.63999938964844,435.3900146484375,4.751091418030048,-0.7586313412002044
14,92.27999877929688,434.7149963378906,4.7108257703555525,2.9852729127688447
15,93.20999908447266,433.79998779296875,4.654006995535236,8.359762060477077
16,93.02999877929688,433.70001220703125,4.661937201954989,7.596611188326686
17,93.41999816894531,437.625,4.684489494514627,5.541724623880621
18,93.625,439.45001220703125,4.693725097004339,4.699724663228447
19,93.94999694824219,440.25,4.686003345402313,5.45814236602656
20,93.91999816894531,441.1499938964844,4.6970826500968865,4.414300157195224
21,94.16999816894531,446.6099853515625,4.742593119204734,0.15309341701658763
22,94.31999969482422,448.8599853515625,4.758905712509174,-1.3776284372424827
23,94.37000274658203,449.3949890136719,4.762053363720479,-1.6728605227694873
24,94.12000274658203,447.4800109863281,4.754356119083075,-0.9566672103252261
25,94.69000244140625,448.19000244140625,4.733234669824243,1.0665690212072247
26,94.91000366210938,446.8599853515625,4.708249584969313,3.4515225136035026
27,94.81999969482422,447.8500061035156,4.723159750526362,2.02992024060337
28,94.1449966430664,446.57720947265625,4.743504438857992,0.0659835076316524
29,94.5,444.94000244140625,4.708359814194775,3.405480931001658
30,94.01000213623047,441.0400085449219,4.691415791117716,4.955867029804732
31,94.16000366210938,440.95001220703125,4.682986353625988,5.765141513436343
32,93.91000366210938,438.3999938964844,4.668299188591866,7.116375109083729
33,93.69999694824219,437.7099914550781,4.671398139925869,6.799366196048946
34,93.38999938964844,436.2799987792969,4.671592265024205,6.742877532236785
35,94.31999969482422,430.4150085449219,4.56334828178059,17.067348369398143
36,94.63999938964844,429.93499755859375,4.542846580001345,19.081802327437355
37,94.80000305175781,431.5,4.5516876171872545,18.284039663889768
38,94.12999725341797,428.5,4.552215154605677,18.07126882411445
39,94.71499633789062,428.17999267578125,4.520720152363965,21.19642799111723
40,95.01000213623047,431.1000061035156,4.537417076208262,19.691008330808938
41,95.5999984741211,432.2200012207031,4.52112979204393,21.400127580461298
42,91.47000122070312,423.57000732421875,4.630698607975407,10.24621115704839
43,89.86000061035156,423.80999755859375,4.716336464277436,2.286044432000163
44,89.86000061035156,424.9200134277344,4.728689189200662,1.1760285628595382
45,90.04000091552734,424.510009765625,4.714682423913864,2.4491586830568037
46,91.44000244140625,425.17498779296875,4.649770083562894,8.497382375951428
47,91.87000274658203,425.17498779296875,4.628006695131911,10.55929354893875
48,92.1500015258789,424.1499938964844,4.602821344255414,12.926920472669575
49,91.5999984741211,428.9700012207031,4.683078693957578,5.4695721420694765
50,91.3499984741211,430.2200012207031,4.709578636091405,3.0207874271699877
51,91.55999755859375,431.7699890136719,4.715705554026047,2.4777744046360892
52,91.83000183105469,429.54998779296875,4.67766502480571,5.9924836044741125
53,91.5,425.260009765625,4.647650379952186,8.700057027989043
54,91.80500030517578,424.7699890136719,4.626872039667367,10.652596595479803
55,91.51000213623047,422.9100036621094,4.6214620674199685,11.098024763622401
56,92.55999755859375,428.4200134277344,4.628565522125575,10.622888850171545
57,93.04000091552734,430.125,4.623011562419459,11.219585027475613
58,93.16500091552734,427.32000732421875,4.586701047871717,14.623970060706608
59,93.0199966430664,425.92999267578125,4.5789078482785515,15.318669087458954
60,92.83999633789062,425.94500732421875,4.5879472654651385,14.440527980933563
61,92.45999908447266,421.92999267578125,4.56337872435301,16.63340303296611
62,91.43000030517578,417.75,4.5690692180425545,15.874408536802445
63,89.21499633789062,417.2250061035156,4.676624146498064,5.778150835594157
64,90.62999725341797,424.6300048828125,4.685314109581949,5.158277932709107
65,89.77999877929688,421.1300048828125,4.690688467462136,4.582417218852082
66,89.43499755859375,418.989990234375,4.684854941264708,5.0681031072873095
67,89.4000015258789,419.19000244140625,4.6889261217748635,4.70028006385338
68,88.94999694824219,417.5950012207031,4.69471630745183,4.137446847333716
69,89.18000030517578,416.79998779296875,4.673693500411199,6.035358309738295
70,86.5999984741211,407.3500061035156,4.703810776916412,3.1138729612672575
71,86.58999633789062,404.32000732421875,4.669361640188611,6.095910108446399
72,85.87000274658203,403.489990234375,4.69884683042514,3.4734579499448826
73,86.09249877929688,408.0799865722656,4.740017915131054,-0.04963901536847448
74,86.83999633789062,410.0150146484375,4.721499676866487,1.5996874991271381
75,87.26499938964844,413.0799865722656,4.733627335832722,0.5726642242306168
76,88.70999908447266,417.75,4.709164742547278,2.8316249852550284
77,87.62000274658203,406.4324951171875,4.638581172984979,8.922446071428748
78,88.19999694824219,404.1099853515625,4.58174602419435,14.026108571775875
79,87.98999786376953,402.67999267578125,4.5764291675427735,14.449126477122274
80,88.58999633789062,402.4100036621094,4.542386502955475,17.596191489751686
