,cl,pep,Ratio,Spread
0,76.16000366210938,167.77999877929688,2.202993575521185,4.924763275911431
1,75.9000015258789,167.8699951171875,2.2117258464079272,4.245171285284897
2,75.83000183105469,166.94000244140625,2.2015033418216174,5.016428666196816
3,75.91999816894531,166.47000122070312,2.192702914062988,5.690510708510686
4,75.86499786376953,166.85000610351562,2.1993015330090366,5.185784001097318
5,76.05000305175781,167.57000732421875,2.203418811307274,4.8853110817877905
6,76.20999908447266,168.25999450683594,2.207846693717097,4.558140015650679
7,75.66000366210938,166.44000244140625,2.19984132150868,5.130931135921259
8,76.0199966430664,167.43649291992188,2.202532232487192,4.950781244698192
9,75.9800033569336,167.25,2.2012370704210755,5.046583111137238
10,76.02410125732422,167.13999938964844,2.1985133217677606,5.256582632044058
11,76.20500183105469,167.77000427246094,2.201561580490536,5.036798193552727
12,76.08999633789062,167.60000610351562,2.2026549371780644,4.946003355973772
13,76.37000274658203,168.0,2.19981660282864,5.18096793981627
14,75.66000366210938,168.5500030517578,2.227729247866371,3.020930525569696
15,75.58000183105469,168.3699951171875,2.2277056236853223,3.019521751475196
16,75.79499816894531,168.72000122070312,2.2260044237303114,3.1570535890405154
17,75.91500091552734,168.8000030517578,2.2235394983342767,3.349176820983047
18,76.0770034790039,168.69000244140625,2.217358659347856,3.8265436712534324
19,75.93499755859375,168.41000366210938,2.2178179900797272,3.7845217373728985
20,75.83000183105469,167.32000732421875,2.206514615376102,4.636423783384316
21,75.4800033569336,167.83999633789062,2.223635252693359,3.3227582953658157
22,75.7699966430664,168.01950073242188,2.217493838938913,3.800859193257793
23,75.63999938964844,167.97999572753906,2.2207826161157747,3.545575022197454
24,75.88500213623047,167.9600067138672,2.2133491729016703,4.121146218336747
25,76.16000366210938,169.0800018310547,2.220062942501856,3.6247602241536185
26,76.12000274658203,169.14500427246094,2.222083528236025,3.469049428414934
27,76.43000030517578,169.75999450683594,2.2211172815518085,3.557027314054153
28,75.6500015258789,169.14999389648438,2.235954930399047,2.3982582670476518
29,76.0999984741211,168.92999267578125,2.219842261011718,3.638698197503629
30,76.38999938964844,168.74000549316406,2.2089279596987392,4.486307973393622
31,76.41999816894531,168.8300018310547,2.20923849615665,4.464338576039921
32,76.51499938964844,168.97999572753906,2.2084558201068223,4.529774858488821
33,76.49500274658203,168.8300018310547,2.2070723023615866,4.634423228231782
34,76.58999633789062,169.33999633789062,2.2109936602009563,4.339841599479541
35,77.41999816894531,170.49000549316406,2.202144271834289,5.071991869692113
36,77.70999908447266,170.63999938964844,2.1958564071549995,5.579620566480514
37,77.69999694824219,170.8699951171875,2.1990991226294136,5.32694342514597
38,77.47000122070312,170.66000366210938,2.202917270853251,5.015383468874688
39,77.55000305175781,170.3000030517578,2.1960025319160534,5.556800787891092
40,77.5250015258789,170.02999877929688,2.1932279320567125,5.770110176288057
41,77.44999694824219,169.5,2.1885088015338776,6.130024303393071
42,77.73999786376953,171.07000732421875,2.2005404170964784,5.217639572447126
43,78.11000061035156,171.9600067138672,2.2015107588038876,5.1666794847363064
44,78.1449966430664,172.13999938964844,2.202828162830588,5.066045805964933
45,78.19000244140625,172.36849975585938,2.2044825984629974,4.93960315140896
46,78.33999633789062,171.89999389648438,2.194281362422552,5.748243713468526
47,78.4749984741211,171.85499572753906,2.189933087851058,6.099380415679519
48,78.80999755859375,172.32000732421875,2.1865247133918775,6.3940318230780235
49,79.03500366210938,170.80999755859375,2.1611942765112158,8.414278244429028
50,79.58999633789062,171.67999267578125,2.1570549136217148,8.802816128873616
51,80.0999984741211,172.36000061035156,2.1518102858146504,9.279318085979554
52,80.12999725341797,172.5500030517578,2.153375876278314,9.157342585110229
53,80.2699966430664,172.5399932861328,2.1494954590986213,9.48482294047389
54,80.26000213623047,172.5800018310547,2.150261615220537,9.422150282606083
55,80.44000244140625,172.55999755859375,2.145201296883216,9.850333499138088
56,79.91010284423828,171.86000061035156,2.1506667429191415,9.348699940007094
57,80.30999755859375,173.0399932861328,2.1546507103288572,9.075531294806297
58,80.23999786376953,173.08999633789062,2.15715355117233,8.866792948179153
59,80.08499908447266,173.24000549316406,2.16320169162308,8.36529973289862
60,80.30999755859375,173.2790069580078,2.157626848781615,8.836517622931297
61,80.28500366210938,173.47000122070312,2.1606775027472853,8.588845777021618
62,80.29000091552734,173.1300048828125,2.156308418341676,8.940174171385195
63,80.30999755859375,173.27499389648438,2.157576879143395,8.840530684454734
64,80.52999877929688,173.86000061035156,2.15894701658742,8.75441126899102
65,80.75,173.6392059326172,2.150330723623742,9.47409324512887
66,80.58000183105469,172.9600067138672,2.1464383567091234,9.767794933603312
67,80.75,173.3000030517578,2.1461300687524187,9.813296125988245
68,80.47000122070312,172.67999267578125,2.1458927557634304,9.798365322487513
69,80.46499633789062,172.60000610351562,2.14503217496872,9.867002537430608
70,80.44000244140625,173.36000061035156,2.155146635365031,9.050330447380276
71,80.63999938964844,174.10000610351562,2.1589782666325816,8.763849425028695
72,80.83999633789062,174.0,2.1523998995834224,9.317379999356803
